BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2013;600000186;600100648;N2500;5;1;5.12;;;;
SMURSAMU_P;2013;600000186;600100648;N9999;22;4;23.36;1;;;
SMURSAMU_P;2013;600000194;600100713;N1220;;;;;17;3;19.63
SMURSAMU_P;2013;600000194;600100713;N2120;;;;;1;;0.66
SMURSAMU_P;2013;600000194;600100713;N2223;17;1;16.88;;;;0.83
SMURSAMU_P;2013;600000194;600100713;N2500;2;;2;;;;
SMURSAMU_P;2013;600000194;600100713;N2620;;;0.75;;;;
SMURSAMU_P;2013;600000194;600100713;N9999;53;1;33.17;;24;3;27.2
SMURSAMU_P;2013;600000285;600100721;M9999;2;1;2.23;;0;0;0
SMURSAMU_P;2013;600000285;600100721;N2120;1;0;0.98;;0;0;0
SMURSAMU_P;2013;600000285;600100721;N2500;1;0;0.92;;0;0;0
SMURSAMU_P;2013;600000285;600100721;N9999;2;0;1.9;;0;0;0
SMURSAMU_P;2013;600000467;600101984;M9999;8;1;8.8;0;0;0;0
SMURSAMU_P;2013;600000467;600101984;N2223;6;0;5;1;0;0;0
SMURSAMU_P;2013;600000467;600101984;N9999;17;0;16;;0;0;0
SMURSAMU_P;2013;600113476;600100721;M9999;9;4;12.31;1;0;0;0
SMURSAMU_P;2013;600113476;600100721;N2223;11;2;9;1;0;0;0
SMURSAMU_P;2013;600113476;600100721;N9999;23;2;22.6;1;0;0;0
SMURSAMU_P;2013;610000044;610780074;M9999;;7;2.25;;;;
SMURSAMU_P;2013;610000044;610780074;N2223;5;;5;1;;;
SMURSAMU_P;2013;610000044;610780074;N2620;;8;4;1;;;
SMURSAMU_P;2013;610000044;610780074;N9999;5;8;9;1;;;
SMURSAMU_P;2013;610000051;610780082;M9999;15;1;15.34;1;;;4.38
SMURSAMU_P;2013;610000051;610780082;MREG;;;;1;;;4.38
SMURSAMU_P;2013;610000051;610780082;N1220;1;0;1;0;13;1;12.93
SMURSAMU_P;2013;610000051;610780082;N2223;23;1;5.56;0;;;
SMURSAMU_P;2013;610000051;610780082;N9999;16;0;21.14;0;17;1;17.63
SMURSAMU_P;2013;610000069;610780090;M9999;;5;2.5;1;;;
SMURSAMU_P;2013;610000069;610780090;N1220;;1;0.2;0;;;
SMURSAMU_P;2013;610000069;610780090;N2223;2;;2;0;;;
SMURSAMU_P;2013;610000069;610780090;N9999;5;1;5.2;0;;;
SMURSAMU_P;2013;610000077;610780124;M9999;3;;3;1;;;
SMURSAMU_P;2013;610000077;610780124;N1220;2;;0.85;1;;;
SMURSAMU_P;2013;610000077;610780124;N2120;1;;1;1;;;
SMURSAMU_P;2013;610000077;610780124;N2223;12;1;11.06;1;;;
SMURSAMU_P;2013;610000077;610780124;N2500;7;2;6.85;;;;
SMURSAMU_P;2013;610000077;610780124;N9999;25;3;23.13;1;;;
SMURSAMU_P;2013;610000119;610780165;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2013;610000119;610780165;M9999;7;1;2.14;1;0;0;0
SMURSAMU_P;2013;610000119;610780165;MREG;7;1;2.14;1;0;0;0
SMURSAMU_P;2013;610000119;610780165;N2223;2;0;2;1;0;0;0
SMURSAMU_P;2013;610000119;610780165;N2500;6;0;1.8;;0;0;0
SMURSAMU_P;2013;610000119;610780165;N9999;13;0;5.04;1;0;0;0
SMURSAMU_P;2013;610780108;610790594;M9999;;3;1.2;1;;;
SMURSAMU_P;2013;610780108;610790594;N2223;8;2;2.35;0;;;
SMURSAMU_P;2013;610780108;610790594;N2500;9;2;3.04;;;;
SMURSAMU_P;2013;610780108;610790594;N9999;17;4;4.51;0;;;
SMURSAMU_P;2013;610780116;610790594;M9999;;14;1.2;1;;;
SMURSAMU_P;2013;610780116;610790594;N2120;1;;0.3;1;;;
SMURSAMU_P;2013;610780116;610790594;N2223;11;2;2.98;1;;;
SMURSAMU_P;2013;610780116;610790594;N2500;13;;10.29;;;;
SMURSAMU_P;2013;610780116;610790594;N9999;26;2;6.8;1;;;
SMURSAMU_P;2013;620000034;620100057;M9999;26;4;10.14;1;26;4;9.88
SMURSAMU_P;2013;620000034;620100057;N2120;;1;0.75;0;1;;1
SMURSAMU_P;2013;620000034;620100057;N2223;12;5;13.5;1;;;
SMURSAMU_P;2013;620000034;620100057;N9999;25;6;27.45;0;52;4;52.6
SMURSAMU_P;2013;620000224;620100651;M9999;9;1;2.5;1;;;
SMURSAMU_P;2013;620000224;620100651;N2120;1;;1;1;;;
SMURSAMU_P;2013;620000224;620100651;N2223;5;2;6;0;;;
SMURSAMU_P;2013;620000224;620100651;N9999;12;2;13;0;;;
SMURSAMU_P;2013;620000257;620100685;M9999;6;1;6.5;1;;;
SMURSAMU_P;2013;620000257;620100685;N1220;0;0;0;1;;;
SMURSAMU_P;2013;620000257;620100685;N2120;0;0;0;1;;;
SMURSAMU_P;2013;620000257;620100685;N2223;12;3;13.27;0;;;
SMURSAMU_P;2013;620000257;620100685;N2500;4;0;3.66;;;;
SMURSAMU_P;2013;620000257;620100685;N2620;0;0;0;1;;;
SMURSAMU_P;2013;620000257;620100685;N3120;;;;1;;;
SMURSAMU_P;2013;620000349;620101360;M9999;;10;4.35;;;;
SMURSAMU_P;2013;620000349;620101360;N2120;;;;1;;;
SMURSAMU_P;2013;620000349;620101360;N2223;9;1;5.43;1;;;
SMURSAMU_P;2013;620000349;620101360;N2500;1;;1;;;;
SMURSAMU_P;2013;620000349;620101360;N9999;15;1;11.43;1;;;
SMURSAMU_P;2013;620000653;620103440;M9999;13;3;3.56;;;;
SMURSAMU_P;2013;620000653;620103440;N2223;;9;3.5;;;;
SMURSAMU_P;2013;620003202;620103432;M9999;5;;5;1;;;
SMURSAMU_P;2013;620003202;620103432;N2223;1;3;3.28;1;;;
SMURSAMU_P;2013;620003202;620103432;N2620;1;0;1;1;;;
SMURSAMU_P;2013;630000404;630780989;M9999;7;;7.8;;;;
SMURSAMU_P;2013;630000404;630780989;MREG;4;;4.05;;;;
SMURSAMU_P;2013;630000404;630780989;N1220;;;;0;17;2;19
SMURSAMU_P;2013;630000404;630780989;N2120;1;;1;0;;;
SMURSAMU_P;2013;630000404;630780989;N2223;14;1;15;0;;;
SMURSAMU_P;2013;630000404;630780989;N2500;;;;;1;1;1
SMURSAMU_P;2013;630000412;630780997;M9999;;5;1.45;1;;;
SMURSAMU_P;2013;630000412;630780997;N2223;3;;3;0;;;
SMURSAMU_P;2013;630000412;630780997;N2500;5;1;5.3;;;;
SMURSAMU_P;2013;630000420;630781003;M9999;4;;4;1;;;
SMURSAMU_P;2013;630000420;630781003;N1220;1;;1;1;;;
SMURSAMU_P;2013;630000420;630781003;N2120;1;;1;1;;;
SMURSAMU_P;2013;630000420;630781003;N2223;1;;1;0;;;
SMURSAMU_P;2013;630000420;630781003;N2620;6;;6;1;;;
SMURSAMU_P;2013;630000438;630781011;M9999;4;1;4.5;;;;
SMURSAMU_P;2013;630000438;630781011;N2223;5;1;5.8;;;;
SMURSAMU_P;2013;630000446;630781029;M9999;7;2;4.3;1;;;
SMURSAMU_P;2013;630000446;630781029;N2500;4;3;6;;;;
SMURSAMU_P;2013;630000446;630781029;N9999;4;3;6;;;;
SMURSAMU_P;2013;640000162;640780417;M9999;11;;11.5;;;;
SMURSAMU_P;2013;640000162;640780417;MREG;4;;4;;;;
SMURSAMU_P;2013;640000162;640780417;N1220;12;2;12.72;;;;
SMURSAMU_P;2013;640000162;640780417;N2223;10;;9.26;;;;
SMURSAMU_P;2013;640000162;640780417;N2500;3;;1.58;;;;
SMURSAMU_P;2013;640000162;640780417;N9999;34;3;31.61;;;;
SMURSAMU_P;2013;640000402;640780813;M9999;3;;3;1;;;
SMURSAMU_P;2013;640000402;640780813;N2120;1;0;0.5;1;;;
SMURSAMU_P;2013;640000402;640780813;N2223;4;3;6.4;1;;;
SMURSAMU_P;2013;640000410;640780821;M9999;2;3;4;1;;;
SMURSAMU_P;2013;640000410;640780821;N2120;1;;0.5;1;;;
SMURSAMU_P;2013;640000410;640780821;N2223;4;1;3.89;;;;
SMURSAMU_P;2013;640000600;640781290;M9999;9;0;6.1;1;7;1;4.95
SMURSAMU_P;2013;640000600;640781290;MREG;0;0;0;1;8;0;5
SMURSAMU_P;2013;640000600;640781290;N1220;1;0;1;1;14;3;15.93
SMURSAMU_P;2013;640000600;640781290;N2120;1;0;0.75;;;0;
SMURSAMU_P;2013;640000600;640781290;N2223;4;1;5.4;1;0;0;0
SMURSAMU_P;2013;640000600;640781290;N9999;28;0;27.6;1;20;0;17.3
SMURSAMU_P;2013;650000417;650783160;N1220;0;0;0;0;12;0;12.69
SMURSAMU_P;2013;650000417;650783160;N2120;1;0;0.15;0;0;0;0
SMURSAMU_P;2013;650000417;650783160;N2223;6;0;6.29;0;0;0;0
SMURSAMU_P;2013;650000417;650783160;N9999;7;0;6.44;0;12;0;12.69
SMURSAMU_P;2013;650784218;650780174;M9999;4;7;4.2;1;;;
SMURSAMU_P;2013;650784218;650780174;N1220;1;;0.25;1;;;
SMURSAMU_P;2013;650784218;650780174;N2120;2;;0.6;1;;;
SMURSAMU_P;2013;650784218;650780174;N2223;6;;4.95;1;;;
SMURSAMU_P;2013;650784218;650780174;N9999;9;;5.8;1;;;
SMURSAMU_P;2013;660000084;660780180;M9999;26;10;22.06;1;;;
SMURSAMU_P;2013;660000084;660780180;MREG;22;6;22.06;1;;;
SMURSAMU_P;2013;660000084;660780180;N2120;;;;1;;;
SMURSAMU_P;2013;660000084;660780180;N2223;12;3;13.3;1;;;
SMURSAMU_P;2013;660000084;660780180;N2620;;;;1;;;
SMURSAMU_P;2013;660000084;660780180;N9999;;;;1;;;
SMURSAMU_P;2013;660006990;340019363;M9999;1;;1;0;;;
SMURSAMU_P;2013;660006990;340019363;N9999;1;;1;0;;;
SMURSAMU_P;2013;660008947;660780180;M9999;;;;1;;;
SMURSAMU_P;2013;660008947;660780180;MREG;;;;1;;;
SMURSAMU_P;2013;660008947;660780180;N1220;;;;0;28;5;30.3
SMURSAMU_P;2013;660008947;660780180;N2120;;;;1;;;
SMURSAMU_P;2013;660008947;660780180;N2223;;;;1;;;
SMURSAMU_P;2013;660008947;660780180;N2620;;;;1;;;
SMURSAMU_P;2013;660008947;660780180;N9999;;;;1;;;
SMURSAMU_P;2013;670000025;670780055;M9999;39;13;14.3;0;33;13;9.4
SMURSAMU_P;2013;670000025;670780055;MREG;;;;;24;13;8.7
SMURSAMU_P;2013;670000157;670780337;M1140;;;;1;;;
SMURSAMU_P;2013;670000157;670780337;M9999;5;;5;1;;;
SMURSAMU_P;2013;670000157;670780337;MREG;;;;1;;;
SMURSAMU_P;2013;670000157;670780337;N1220;;;;1;;;
SMURSAMU_P;2013;670000157;670780337;N2120;;;;1;;;
SMURSAMU_P;2013;670000157;670780337;N2223;7;;5.69;1;;;
SMURSAMU_P;2013;670000157;670780337;N2620;;;;1;;;
SMURSAMU_P;2013;670000157;670780337;N3120;;;;1;;;
SMURSAMU_P;2013;670000157;670780337;N9999;;;;1;;;
SMURSAMU_P;2013;670000165;670780345;M9999;3;;4.08;0;;;
SMURSAMU_P;2013;670000165;670780345;N1220;1;;0.5;0;;;
SMURSAMU_P;2013;670000165;670780345;N2120;;;0.27;0;;;
SMURSAMU_P;2013;670000165;670780345;N2223;;;4.45;0;;;
SMURSAMU_P;2013;670000272;670780543;M9999;3;2;3.48;0;;;
SMURSAMU_P;2013;670000272;670780543;N1220;1;1;1.5;1;;;
SMURSAMU_P;2013;670000272;670780543;N2120;;1;0.1;1;;;
SMURSAMU_P;2013;670000272;670780543;N2223;4;4;6;0;;;
SMURSAMU_P;2013;670000397;670780691;M9999;4;3;5;0;;;
SMURSAMU_P;2013;670000397;670780691;N1220;0;1;0.1;0;;;
SMURSAMU_P;2013;670000397;670780691;N2120;0;1;0.2;0;;;
SMURSAMU_P;2013;670000397;670780691;N2223;6;0;6;0;;;
SMURSAMU_P;2013;670000397;670780691;N9999;6;2;6.7;0;;;
SMURSAMU_P;2013;670783273;670780055;M1140;3;;1.5;0;;;
SMURSAMU_P;2013;670783273;670780055;M9999;3;;1.5;0;;;
SMURSAMU_P;2013;670783273;670780055;N2223;3;1;3.8;0;;;
SMURSAMU_P;2013;680000684;680000973;M9999;15;4;16.9;1;2;;2
SMURSAMU_P;2013;680000684;680000973;MREG;15;4;16.9;1;2;;2
SMURSAMU_P;2013;680000684;680000973;N1220;;1;0.44;;;;
SMURSAMU_P;2013;680000684;680000973;N2223;11;1;11.95;;;;
SMURSAMU_P;2013;680004546;680000486;M9999;20;2;6.58;1;20;2;3.96
SMURSAMU_P;2013;680004546;680000486;MREG;0;0;0;;20;2;3.96
SMURSAMU_P;2013;680004546;680000486;N1220;;;;;20;1;21.47
SMURSAMU_P;2013;680004546;680000486;N2120;2;0;0.59;1;2;0;0.47
SMURSAMU_P;2013;680004546;680000486;N2223;19;1;18.54;1;0;0;0
SMURSAMU_P;2013;680004546;680000486;N9999;21;1;19.12;1;22;1;21.94
SMURSAMU_P;2013;690000575;690782222;N1220;3;;3;1;;;
SMURSAMU_P;2013;690000575;690782222;N2500;3;;3;;;;
SMURSAMU_P;2013;690000625;690782271;M9999;1;;1;1;;;
SMURSAMU_P;2013;690000625;690782271;N2223;13;1;2.61;1;;;
SMURSAMU_P;2013;690000625;690782271;N9999;13;1;2.61;1;;;
SMURSAMU_P;2013;690783154;690781810;M1140;;;0.5;1;;;0.22
SMURSAMU_P;2013;690783154;690781810;M9999;17;5;12.42;1;2;7;8.46
SMURSAMU_P;2013;690783154;690781810;MREG;;;;1;;;
SMURSAMU_P;2013;690783154;690781810;N1220;1;;2.16;0;23;2;23.66
SMURSAMU_P;2013;690783154;690781810;N2120;1;;1;0;;;
SMURSAMU_P;2013;690783154;690781810;N2223;38;;37.26;0;;;
SMURSAMU_P;2013;690783154;690781810;N2500;2;;1.99;;14;;13.31
SMURSAMU_P;2013;690783154;690781810;N9999;89;;88.25;0;44;2;44.14
SMURSAMU_P;2013;690784137;690781810;M9999;6;2;6.91;;;;
SMURSAMU_P;2013;690784152;690781810;M9999;;;1.93;0;;;
SMURSAMU_P;2013;700000011;700780026;M9999;6;1;6.94;1;;;
SMURSAMU_P;2013;700000011;700780026;N1220;;2;1.6;1;;;
SMURSAMU_P;2013;700000011;700780026;N2223;10;5;12.82;1;;;
SMURSAMU_P;2013;700000011;700780026;N2500;8;;8;;;;
SMURSAMU_P;2013;700000011;700780026;N9999;18;7;22.42;1;;;
SMURSAMU_P;2013;700000029;700004591;M9999;7;;7;1;;;
SMURSAMU_P;2013;700000029;700004591;N1220;0;1;0.5;1;;;
SMURSAMU_P;2013;700000029;700004591;N2120;0;1;0.55;1;;;
SMURSAMU_P;2013;700000029;700004591;N2223;8;;8.5;1;;;
SMURSAMU_P;2013;700000029;700004591;N2500;1;;1;;;;
SMURSAMU_P;2013;700000029;700004591;N2620;11;1;11.86;0;;;
SMURSAMU_P;2013;700000029;700004591;N9999;23;0;22.41;1;;;
SMURSAMU_P;2013;700780059;700004591;M9999;0;3;2.88;1;;;
SMURSAMU_P;2013;700780059;700004591;N1220;;1;0.25;;;;
SMURSAMU_P;2013;700780059;700004591;N2120;;1;0.05;;;;
SMURSAMU_P;2013;700780059;700004591;N2223;;11;8.26;1;;;
SMURSAMU_P;2013;700780059;700004591;N9999;;13;11.17;1;;;
SMURSAMU_P;2013;700780208;700004591;M9999;7;;6.53;1;;;
SMURSAMU_P;2013;700780208;700004591;N2120;;1;0.26;;;;
SMURSAMU_P;2013;700780208;700004591;N2223;7;4;10.35;1;;;
SMURSAMU_P;2013;700780208;700004591;N2500;4;;3.99;;;;
SMURSAMU_P;2013;700780208;700004591;N9999;0;16;14.6;1;;;
SMURSAMU_P;2013;710010067;710780644;N2120;1;;1;1;;;
SMURSAMU_P;2013;710010067;710780644;N2223;2;1;2.8;1;;;
SMURSAMU_P;2013;710010067;710780644;N2620;6;1;6.8;;;;
SMURSAMU_P;2013;710010067;710780644;N9999;10;1;10.8;;;;
SMURSAMU_P;2013;710010786;710781451;M9999;3;4;6.08;1;;;
SMURSAMU_P;2013;710010786;710781451;N1220;1;1;1.8;1;;;
SMURSAMU_P;2013;710010786;710781451;N2120;1;0;1;1;;;
SMURSAMU_P;2013;710010786;710781451;N2223;10;8;15.42;1;;;
SMURSAMU_P;2013;710010786;710781451;N2500;1;1;1.27;;;;
SMURSAMU_P;2013;710010786;710781451;N2620;5;2;6.63;1;;;
SMURSAMU_P;2013;710010786;710781451;N9999;18;12;26.02;;;;
SMURSAMU_P;2013;710978263;710780958;M9999;8;6;7.23;1;8;8;4.1
SMURSAMU_P;2013;710978263;710780958;MREG;8;6;7.23;1;8;8;4.1
SMURSAMU_P;2013;710978263;710780958;N2500;1;1;1.05;;0;0;0
SMURSAMU_P;2013;710978263;710780958;N9999;13;0;12.87;;22;3;23.94
SMURSAMU_P;2013;710978289;710780263;M9999;;1;0.75;;;;
SMURSAMU_P;2013;710978289;710780263;N2120;;1;0.41;;;;
SMURSAMU_P;2013;710978289;710780263;N2223;6;1;6.97;;;;
SMURSAMU_P;2013;710978313;710976705;M9999;5;3;3.26;1;;;
SMURSAMU_P;2013;710978313;710976705;N2223;18;;5.7;;;;
SMURSAMU_P;2013;710978313;710976705;N2620;2;;1.54;;;;
SMURSAMU_P;2013;710978347;710781204;M9999;5;;5;1;;;
SMURSAMU_P;2013;710978347;710781204;N1220;5;1;5.72;1;;;
SMURSAMU_P;2013;710978347;710781204;N2120;1;;1;1;;;
SMURSAMU_P;2013;710978347;710781204;N2223;18;7;20.25;1;;;
SMURSAMU_P;2013;710978347;710781204;N2500;3;;2.3;;;;
SMURSAMU_P;2013;710978347;710781204;N9999;30;8;32.26;1;;;
SMURSAMU_P;2013;720000033;720000025;M9999;;16;7.24;0;;16;3.62
SMURSAMU_P;2013;720000033;720000025;N1220;;;;1;1;3;3.57
SMURSAMU_P;2013;720000033;720000025;N2120;;;;1;1;;0.6
SMURSAMU_P;2013;720000033;720000025;N2223;;11;9.94;1;;;
SMURSAMU_P;2013;720000033;720000025;N2500;1;;1;;2;;2
SMURSAMU_P;2013;720000033;720000025;N9999;15;9;23.4;1;12;9;18.76
SMURSAMU_P;2013;720000470;610780082;M9999;3;;3;1;;;
SMURSAMU_P;2013;720000470;610780082;N1220;1;;0.1;0;;;
SMURSAMU_P;2013;720000470;610780082;N2120;1;;0.1;1;;;
SMURSAMU_P;2013;720000470;610780082;N2223;23;1;5.56;0;;;
SMURSAMU_P;2013;720000470;610780082;N2500;7;2;3;;;;
SMURSAMU_P;2013;720000470;610780082;N9999;32;3;8.76;1;;;
SMURSAMU_P;2013;720016179;720016724;M9999;2;4;3.25;0;;;
SMURSAMU_P;2013;720016179;720016724;N2223;2;8;6.3;0;;;
SMURSAMU_P;2013;720016179;720016724;N9999;2;8;6.3;;;;
SMURSAMU_P;2013;730000031;730000015;M9999;12;4;4.66;1;17;4;5.91
SMURSAMU_P;2013;730000031;730000015;N1220;;;;0;;1;0.19
SMURSAMU_P;2013;730000031;730000015;N2223;;;;1;15;1;13.83
SMURSAMU_P;2013;730000031;730000015;N2500;;;;;;1;0.75
SMURSAMU_P;2013;730000031;730000015;N9999;;;;1;49;3;48.28
SMURSAMU_P;2013;730000049;730002839;M9999;9;;4.5;1;;;
SMURSAMU_P;2013;730000049;730002839;N2120;0;1;0.12;1;;;
SMURSAMU_P;2013;730000049;730002839;N2223;;14;4.34;1;;;
SMURSAMU_P;2013;730000049;730002839;N9999;0;15;4.46;1;;;
SMURSAMU_P;2013;730000080;730780103;M9999;9;;9;1;;;
SMURSAMU_P;2013;730000080;730780103;N2223;3;1;3.75;1;;;
SMURSAMU_P;2013;730000247;730780525;M9999;10;1;4.49;1;;;
SMURSAMU_P;2013;730000247;730780525;N2223;10;2;4.73;1;;;
SMURSAMU_P;2013;730000247;730780525;N9999;10;2;4.73;1;;;
SMURSAMU_P;2013;730000262;730002839;M9999;12;2;6.18;1;;;
SMURSAMU_P;2013;730000262;730002839;N2120;0;1;0.18;1;;;
SMURSAMU_P;2013;730000262;730002839;N2223;;14;5.11;1;;;
SMURSAMU_P;2013;730000262;730002839;N9999;0;15;5.29;1;;;
SMURSAMU_P;2013;730010477;730780103;M9999;5;;5;1;;;
SMURSAMU_P;2013;730010485;730000015;M9999;12;4;4.6;1;;;
SMURSAMU_P;2013;730010485;730000015;N2223;2;2;3.54;1;;;
SMURSAMU_P;2013;730010485;730000015;N9999;4;4;7.08;1;;;
SMURSAMU_P;2013;740000237;740781133;M9999;25;8;8.25;1;24;9;9.76
SMURSAMU_P;2013;740000237;740781133;MREG;25;8;8.25;1;24;9;9.76
SMURSAMU_P;2013;740000237;740781133;N1220;3;1;3.09;0;20;0;19.85
SMURSAMU_P;2013;740000237;740781133;N2120;1;0;0.5;0;1;0;0.17
SMURSAMU_P;2013;740000237;740781133;N2223;15;0;12.38;0;1;0;0.67
SMURSAMU_P;2013;740000237;740781133;N2500;0;0;0;;0;1;0.8
SMURSAMU_P;2013;740000237;740781133;N9999;28;1;25.96;0;26;2;27.75
SMURSAMU_P;2013;740000302;740781216;M9999;6;11;11.4;1;;;
SMURSAMU_P;2013;740000302;740781216;N1220;3;2;4.24;1;;;
SMURSAMU_P;2013;740000302;740781216;N2120;1;0;1;1;;;
SMURSAMU_P;2013;740000302;740781216;N2223;23;2;24.25;1;;;
SMURSAMU_P;2013;740000302;740781216;N2500;4;5;8.5;;;;
SMURSAMU_P;2013;740000302;740781216;N2620;;;;1;;;
SMURSAMU_P;2013;740000302;740781216;N3120;;;;1;;;
SMURSAMU_P;2013;740000302;740781216;N9999;31;9;37.99;;;;
SMURSAMU_P;2013;740000328;740790381;M9999;3;;2.15;1;;;
SMURSAMU_P;2013;740000328;740790381;N1220;;;;1;;;
SMURSAMU_P;2013;740000328;740790381;N2120;;;;1;;;
SMURSAMU_P;2013;740000328;740790381;N2223;10;;8.11;1;;;
SMURSAMU_P;2013;740000328;740790381;N9999;;;;1;;;
SMURSAMU_P;2013;740781141;740790258;M9999;2;14;6.23;1;;;
SMURSAMU_P;2013;740781141;740790258;N2120;1;;0.17;;;;
SMURSAMU_P;2013;740781141;740790258;N2223;6;4;9.09;;;;
SMURSAMU_P;2013;740781141;740790258;N2500;3;0;2.6;;;;
SMURSAMU_P;2013;740781141;740790258;N2620;6;0;6;;;;
SMURSAMU_P;2013;740781166;740001839;M9999;;;;1;;;
SMURSAMU_P;2013;740781166;740001839;N2120;;;;1;;;
SMURSAMU_P;2013;740781166;740001839;N2223;;;;1;;;
SMURSAMU_P;2013;740781166;740001839;N9999;;;;1;;;
SMURSAMU_P;2013;740781224;740001839;M9999;17;2;3.56;1;;;
SMURSAMU_P;2013;740781224;740001839;N1220;1;;0.16;1;;;
SMURSAMU_P;2013;740781224;740001839;N2223;1;2;2.64;1;;;
SMURSAMU_P;2013;740781224;740001839;N9999;1;2;2.7;1;;;
SMURSAMU_P;2013;750100018;750712184;M9999;;3;1;1;;;
SMURSAMU_P;2013;750100018;750712184;N2120;1;;1;0;;;
SMURSAMU_P;2013;750100018;750712184;N2223;6;;6;1;;;
SMURSAMU_P;2013;750100018;750712184;N2500;1;1;1.86;;;;
SMURSAMU_P;2013;750100018;750712184;N2620;6;;6;0;;;
SMURSAMU_P;2013;750100018;750712184;N9999;14;1;14.86;;;;
SMURSAMU_P;2013;750100042;750712184;M1140;;1;0.4;;;;
SMURSAMU_P;2013;750100042;750712184;M9999;2;4;4.2;1;;;
SMURSAMU_P;2013;750100042;750712184;MREG;1;;1;;;;
SMURSAMU_P;2013;750100042;750712184;N1220;1;;1;0;;;
SMURSAMU_P;2013;750100042;750712184;N2120;;2;0.3;1;;;
SMURSAMU_P;2013;750100042;750712184;N2223;6;;5.54;0;;;
SMURSAMU_P;2013;750100042;750712184;N2500;1;;1;;;;
SMURSAMU_P;2013;750100042;750712184;N9999;8;2;8;;;;
SMURSAMU_P;2013;750100125;750712184;M9999;3;10;7.2;0;;;
SMURSAMU_P;2013;750100125;750712184;MREG;2;;2;0;;;
SMURSAMU_P;2013;750100125;750712184;N1220;1;;1;1;;;
SMURSAMU_P;2013;750100125;750712184;N2223;9;;9;0;;;
SMURSAMU_P;2013;750100125;750712184;N9999;19;;19;;;;
SMURSAMU_P;2013;750100208;750712184;M1140;1;4;3.2;0;;;
SMURSAMU_P;2013;750100208;750712184;M9999;14;20;22.1;0;7;6;9.7
SMURSAMU_P;2013;750100208;750712184;MREG;13;12;19.5;0;7;2;8
SMURSAMU_P;2013;750100208;750712184;N1220;1;0;0.86;0;7;;6.38
SMURSAMU_P;2013;750100208;750712184;N2120;1;0;0.5;0;2;;1.5
SMURSAMU_P;2013;750100208;750712184;N2223;24;0;24;0;;;
SMURSAMU_P;2013;750100208;750712184;N2500;11;0;11;;;;
SMURSAMU_P;2013;750100208;750712184;N9999;42;0;40.86;0;54;;52.86
SMURSAMU_P;2013;750803454;750712184;M1140;2;5;4.7;0;;;
SMURSAMU_P;2013;750803454;750712184;M9999;2;5;4.7;0;;;
SMURSAMU_P;2013;750803454;750712184;N1220;1;0;1;0;;;
SMURSAMU_P;2013;750803454;750712184;N2120;0;1;0.2;0;;;
SMURSAMU_P;2013;750803454;750712184;N2223;6;1;6.5;0;;;
SMURSAMU_P;2013;750803454;750712184;N2500;1;1;1.5;;;;
SMURSAMU_P;2013;750803454;750712184;N2620;6;0;6;0;;;
SMURSAMU_P;2013;750803454;750712184;N9999;14;3;15.2;0;;;
SMURSAMU_P;2013;760000018;760780023;M9999;17;2;4.63;1;;;
SMURSAMU_P;2013;760000018;760780023;N2120;0;0;0.25;;0;0;0
SMURSAMU_P;2013;760000018;760780023;N2223;4;3;6;;0;0;0
SMURSAMU_P;2013;760000018;760780023;N9999;;;12.35;1;;;
SMURSAMU_P;2013;760000158;760780239;M9999;13;6;16.67;;5;1;3.3
SMURSAMU_P;2013;760000158;760780239;MREG;;;;;;1;0.8
SMURSAMU_P;2013;760000158;760780239;N1220;;1;0.8;;1;;1
SMURSAMU_P;2013;760000158;760780239;N2120;1;;1;;;;
SMURSAMU_P;2013;760000158;760780239;N2223;17;2;16.16;;5;;4
SMURSAMU_P;2013;760000158;760780239;N2500;1;;1;;;;
SMURSAMU_P;2013;760000158;760780239;N9999;62;4;60.04;;33;2;30.87
SMURSAMU_P;2013;760000364;760780734;M9999;5;4;2.19;1;0;0;0
SMURSAMU_P;2013;760000364;760780734;N9999;7;0;6.54;;0;0;0
SMURSAMU_P;2013;760000372;760780742;M9999;2;;2;1;;;
SMURSAMU_P;2013;760000372;760780742;N1220;;;;1;;;
SMURSAMU_P;2013;760000372;760780742;N2120;1;;0.5;1;;;
SMURSAMU_P;2013;760000372;760780742;N2223;6;1;5.34;1;;;
SMURSAMU_P;2013;760000372;760780742;N2500;3;;2.5;;;;
SMURSAMU_P;2013;760000372;760780742;N9999;9;;8;1;;;
SMURSAMU_P;2013;760000463;760024042;M9999;6;;6;1;;;
SMURSAMU_P;2013;760000463;760024042;N2120;0;1;0.1;;;;
SMURSAMU_P;2013;760000463;760024042;N2223;6;2;7.69;;;;
SMURSAMU_P;2013;760000463;760024042;N2500;1;0;1;;;;
SMURSAMU_P;2013;760000463;760024042;N9999;14;4;16.16;;;;
SMURSAMU_P;2013;760026252;760780023;M9999;4;2;4.63;1;;;
SMURSAMU_P;2013;760026252;760780023;N2223;4;3;6.2;;;;
SMURSAMU_P;2013;760026252;760780023;N9999;4;3;6.2;1;;;
SMURSAMU_P;2013;760805770;760780726;M9999;16;3;6.4;1;11;4;5.32
