BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2013;780300406;780018032;N2120;1;;0.3;;
URGENCES_P;2013;780300406;780018032;N2500;4;;4;;
URGENCES_P;2013;780300406;780018032;NINF;5;;4.3;;
URGENCES_P;2013;780300414;780000675;M9999;6;0;5.4;;
URGENCES_P;2013;780300414;780000675;N2120;1;;1;;
URGENCES_P;2013;780300414;780000675;N2500;6;;5.4;;
URGENCES_P;2013;780300414;780000675;N3120;2;;2;;
URGENCES_P;2013;780300414;780000675;NINF;11;;10.8;;
URGENCES_P;2013;780300422;780002259;N1220;9;;7.2;;
URGENCES_P;2013;780300422;780002259;N2120;1;;1;;
URGENCES_P;2013;780300422;780002259;N2500;2;;2.4;;
URGENCES_P;2013;780300422;780002259;N2620;1;;1;;
URGENCES_P;2013;780300422;780002259;NINF;19;;18.85;;
URGENCES_P;2013;780300455;780000717;M9999;4;;4;;
URGENCES_P;2013;780300455;780000717;N1220;3;;3;;
URGENCES_P;2013;780300455;780000717;N2500;3;;2.5;;
URGENCES_P;2013;780300455;780000717;N9999;11;;10.5;;
URGENCES_P;2013;780300455;780000717;NINF;5;;5;;
URGENCES_P;2013;780800256;780110078;M1140;4;;3.5;;0
URGENCES_P;2013;780800256;780110078;M9999;31;5;19.98;1;1
URGENCES_P;2013;780800256;780110078;N1220;3;2;4.3;;0
URGENCES_P;2013;780800256;780110078;N2120;2;1;2.5;;0
URGENCES_P;2013;780800256;780110078;N2500;55;3;51.83;;
URGENCES_P;2013;780800256;780110078;N2620;14;2;13.35;;0
URGENCES_P;2013;780800256;780110078;N3120;1;0;1;;
URGENCES_P;2013;780800256;780110078;NINF;70;11;76.07;;0
URGENCES_P;2013;790000087;790000012;M1140;;9;0.98;;0
URGENCES_P;2013;790000087;790000012;M9999;;9;0.98;1;1
URGENCES_P;2013;790000087;790000012;N1220;2;1;2.59;;0
URGENCES_P;2013;790000087;790000012;N2120;4;;1.53;1;1
URGENCES_P;2013;790000087;790000012;N2500;25;7;34.17;;
URGENCES_P;2013;790000087;790000012;N3120;1;;1;;
URGENCES_P;2013;790000087;790000012;N9999;97;23;103.14;;
URGENCES_P;2013;790000087;790000012;NINF;45;9;47.27;;0
URGENCES_P;2013;790000095;790006654;M9999;9;5;6.07;3;1
URGENCES_P;2013;790000095;790006654;N1220;1;1;1.07;3;1
URGENCES_P;2013;790000095;790006654;N2120;2;;0.41;3;1
URGENCES_P;2013;790000095;790006654;N2500;8;4;8.17;;
URGENCES_P;2013;790000095;790006654;N9999;20;15;20.58;;
URGENCES_P;2013;790000095;790006654;NINF;8;10;10.73;;0
URGENCES_P;2013;790000103;790006654;M9999;8;2;4.11;3;1
URGENCES_P;2013;790000103;790006654;N1220;1;1;0.77;3;1
URGENCES_P;2013;790000103;790006654;N2120;3;;0.42;3;1
URGENCES_P;2013;790000103;790006654;N2500;7;;5;;
URGENCES_P;2013;790000103;790006654;N9999;26;3;18.26;;
URGENCES_P;2013;790000103;790006654;NINF;11;1;8.86;3;1
URGENCES_P;2013;790003537;790006654;M9999;8;1;3.94;3;1
URGENCES_P;2013;790003537;790006654;N1220;2;;1.15;3;1
URGENCES_P;2013;790003537;790006654;N2120;3;;0.54;3;1
URGENCES_P;2013;790003537;790006654;N2500;7;1;7.8;;
URGENCES_P;2013;790003537;790006654;N9999;23;2;19.17;;
URGENCES_P;2013;790003537;790006654;NINF;10;1;9.48;;0
URGENCES_P;2013;790009948;790001242;M9999;4;;4;;0
URGENCES_P;2013;790009948;790001242;N1220;2;;2;;0
URGENCES_P;2013;790009948;790001242;N2500;5;;5;;
URGENCES_P;2013;790009948;790001242;NINF;9;;9;;0
URGENCES_P;2013;800000143;800000028;M9999;13;0;8.45;3;1
URGENCES_P;2013;800000143;800000028;N1220;5;2;5.71;3;1
URGENCES_P;2013;800000143;800000028;N2120;1;0;0.75;2;1
URGENCES_P;2013;800000143;800000028;N2500;20;3;19.86;;
URGENCES_P;2013;800000143;800000028;N2620;10;0;2;3;1
URGENCES_P;2013;800000143;800000028;N9999;64;10;51.33;;
URGENCES_P;2013;800000143;800000028;NINF;25;5;20.85;3;1
URGENCES_P;2013;800000192;800000044;M1140;3;1;1.13;;0
URGENCES_P;2013;800000192;800000044;M9999;31;4;11.6;1;1
URGENCES_P;2013;800000192;800000044;N1220;2;2;4.43;;0
URGENCES_P;2013;800000192;800000044;N2120;4;;4;;0
URGENCES_P;2013;800000192;800000044;N2500;27;7;32.95;;
URGENCES_P;2013;800000192;800000044;N2620;4;;4.99;;0
URGENCES_P;2013;800000192;800000044;N9999;112;26;131.35;;
URGENCES_P;2013;800000192;800000044;NINF;42;15;53.43;;0
URGENCES_P;2013;800000226;800000069;M9999;5;3;6.8;3;1
URGENCES_P;2013;800000226;800000069;N1220;3;;1.27;3;1
URGENCES_P;2013;800000226;800000069;N2120;1;;1;3;1
URGENCES_P;2013;800000226;800000069;N2500;11;2;10.96;;
URGENCES_P;2013;800000226;800000069;N9999;31;5;29.77;;
URGENCES_P;2013;800000226;800000069;NINF;15;2;14;3;1
URGENCES_P;2013;800000390;800000085;N2120;1;;0.5;;1
URGENCES_P;2013;800000390;800000085;N9999;12;1;11.83;;
URGENCES_P;2013;800000390;800000085;NINF;6;;5.5;;1
URGENCES_P;2013;800000432;800000093;M9999;6;1;5.45;2;1
URGENCES_P;2013;800000432;800000093;N1220;2;;1.5;2;
URGENCES_P;2013;800000432;800000093;N2120;1;;0.5;2;1
URGENCES_P;2013;800000432;800000093;N2500;3;;2.5;;
URGENCES_P;2013;800000432;800000093;NINF;5;5;7.74;3;1
URGENCES_P;2013;800006124;800000044;M9999;10;1;1.97;1;1
URGENCES_P;2013;800006124;800000044;N2120;1;;1;;0
URGENCES_P;2013;800006124;800000044;N2500;5;1;5.89;;
URGENCES_P;2013;800006124;800000044;N2620;1;;1;;
URGENCES_P;2013;800006124;800000044;N9999;27;4;30.16;;
URGENCES_P;2013;800006124;800000044;NINF;10;3;12.1;;0
URGENCES_P;2013;800015729;800015679;M9999;6;;3;;
URGENCES_P;2013;800015729;800015679;N1220;4;2;5;;
URGENCES_P;2013;800015729;800015679;N2120;;1;0.25;;
URGENCES_P;2013;800015729;800015679;N2500;8;4;9.64;;
URGENCES_P;2013;800015729;800015679;N2620;2;3;3.32;;
URGENCES_P;2013;800015729;800015679;NINF;13;4;14.56;;
URGENCES_P;2013;810000224;810000471;M9999;4;;3.8;;
URGENCES_P;2013;810000224;810000471;N1220;1;1;1.8;;0
URGENCES_P;2013;810000224;810000471;N2120;;1;0.5;;0
URGENCES_P;2013;810000224;810000471;N2500;5;1;5.85;;
URGENCES_P;2013;810000224;810000471;NINF;7;2;7.78;;0
URGENCES_P;2013;810000505;810000331;M9999;16;0;8.63;;
URGENCES_P;2013;810000505;810000331;N1220;0;1;0.25;;
URGENCES_P;2013;810000505;810000331;N2120;2;0;0.53;;
URGENCES_P;2013;810000505;810000331;N2500;16;3;15.95;;
URGENCES_P;2013;810000505;810000331;N3120;1;0;0.5;;
URGENCES_P;2013;810000505;810000331;N9999;36;12;43.36;;
URGENCES_P;2013;810000505;810000331;NINF;15;8;22.2;;
URGENCES_P;2013;810000521;810000380;M9999;15;33;6.03;1;1
URGENCES_P;2013;810000521;810000380;N1220;7;4;4.92;1;1
URGENCES_P;2013;810000521;810000380;N2120;2;1;1.16;1;1
URGENCES_P;2013;810000521;810000380;N2500;19;4;21.34;;
URGENCES_P;2013;810000521;810000380;N9999;65;18;65.65;;
URGENCES_P;2013;810000521;810000380;NINF;37;8;36.44;1;1
URGENCES_P;2013;810000562;810000455;M9999;10;;10;3;1
URGENCES_P;2013;810000562;810000455;N1220;2;;2;;
URGENCES_P;2013;810000562;810000455;N2120;1;;0.5;2;1
URGENCES_P;2013;810000562;810000455;N2500;5;1;5.77;;
URGENCES_P;2013;810000562;810000455;N3120;1;;0.05;;
URGENCES_P;2013;810000562;810000455;NINF;15;6;19.6;3;1
URGENCES_P;2013;810101444;810000992;M9999;58;;10;;
URGENCES_P;2013;810101444;810000992;N1220;2;;2;;
URGENCES_P;2013;810101444;810000992;N2120;;1;0.5;;
URGENCES_P;2013;810101444;810000992;N2500;5;;5;;
URGENCES_P;2013;810101444;810000992;N2620;2;;2;;
URGENCES_P;2013;810101444;810000992;N3120;;1;0.2;;
URGENCES_P;2013;810101444;810000992;NINF;6;1;6;;
URGENCES_P;2013;820000032;820000016;M3020;3;;2.2;;
URGENCES_P;2013;820000032;820000016;M9999;26;2;10.6;3;1
URGENCES_P;2013;820000032;820000016;N1220;3;1;3.12;;0
URGENCES_P;2013;820000032;820000016;N2120;3;;1.47;3;1
URGENCES_P;2013;820000032;820000016;N2500;20;;18.89;;
URGENCES_P;2013;820000032;820000016;N3120;1;1;0.37;;
URGENCES_P;2013;820000032;820000016;N9999;59;6;57.25;;
URGENCES_P;2013;820000032;820000016;NINF;31;2;31.35;3;1
URGENCES_P;2013;820000057;820000131;M9999;4;;4;;
URGENCES_P;2013;820000057;820000131;N1220;3;2;4.2;;
URGENCES_P;2013;820000057;820000131;N2120;1;;1;;
URGENCES_P;2013;820000057;820000131;N2500;2;3;4.91;;
URGENCES_P;2013;820000057;820000131;N9999;14;9;21.77;;
URGENCES_P;2013;820000057;820000131;NINF;7;4;10.71;;
URGENCES_P;2013;820000883;820004950;M9999;6;;2.49;3;1
URGENCES_P;2013;820000883;820004950;N1220;2;;1.5;;0
URGENCES_P;2013;820000883;820004950;N2120;1;;0.7;3;1
URGENCES_P;2013;820000883;820004950;N2500;7;1;5.7;;
URGENCES_P;2013;820000883;820004950;N2620;3;;1.15;3;1
URGENCES_P;2013;820000883;820004950;N9999;36;4;23.82;;
URGENCES_P;2013;820000883;820004950;NINF;20;3;13.63;1;1
URGENCES_P;2013;830000279;830100517;M9999;11;3;8.47;2;1
URGENCES_P;2013;830000279;830100517;N1220;2;1;1.62;2;1
URGENCES_P;2013;830000279;830100517;N2120;1;;0.75;2;1
URGENCES_P;2013;830000279;830100517;N2500;15;;15.28;;
URGENCES_P;2013;830000279;830100517;N9999;44;1;41.04;;
URGENCES_P;2013;830000279;830100517;NINF;26;;23.39;2;1
URGENCES_P;2013;830000287;830100525;M9999;15;1;9;1;1
URGENCES_P;2013;830000287;830100525;N1220;4;;4;;0
URGENCES_P;2013;830000287;830100525;N2120;1;1;1.4;;0
URGENCES_P;2013;830000287;830100525;N2500;17;;16.77;;
URGENCES_P;2013;830000287;830100525;N2620;17;;1.2;;0
URGENCES_P;2013;830000287;830100525;N3120;1;;0.5;;
URGENCES_P;2013;830000287;830100525;N9999;54;3;52.49;;
URGENCES_P;2013;830000287;830100525;NINF;26;2;25.07;;0
URGENCES_P;2013;830000295;830100533;M9999;10;11;9.22;;1
URGENCES_P;2013;830000295;830100533;N1220;4;3;6.76;;
URGENCES_P;2013;830000295;830100533;N2120;0;1;0.95;;
URGENCES_P;2013;830000295;830100533;N2500;8;3;11;;
URGENCES_P;2013;830000295;830100533;N2620;3;2;3.57;;
URGENCES_P;2013;830000295;830100533;N9999;27;17;40.75;;
URGENCES_P;2013;830000295;830100533;NINF;12;8;18.47;;
URGENCES_P;2013;830000311;830100566;M1140;3;1;1.5;;0
URGENCES_P;2013;830000311;830100566;M9999;19;6;10.2;1;1
URGENCES_P;2013;830000311;830100566;N1220;4;;4.58;2;1
URGENCES_P;2013;830000311;830100566;N2120;3;;3;2;1
URGENCES_P;2013;830000311;830100566;N2500;15;;12.62;;
URGENCES_P;2013;830000311;830100566;N2620;;;;1;1
URGENCES_P;2013;830000311;830100566;N9999;51;5;50.39;;
URGENCES_P;2013;830000311;830100566;NINF;29;5;29.19;1;1
URGENCES_P;2013;830000337;830100590;M9999;10;1;10.13;1;1
URGENCES_P;2013;830000337;830100590;N1220;3;3;5.3;;1
URGENCES_P;2013;830000337;830100590;N2120;1;;1;;1
URGENCES_P;2013;830000337;830100590;N2500;8;4;11.2;;
URGENCES_P;2013;830000337;830100590;N2620;2;0;2;;
URGENCES_P;2013;830000337;830100590;N9999;39;11;47.1;;
URGENCES_P;2013;830000337;830100590;NINF;25;4;27.6;;
URGENCES_P;2013;830000345;830100616;M1140;6;;1.38;;
URGENCES_P;2013;830000345;830100616;M3020;2;;0.18;;
URGENCES_P;2013;830000345;830100616;M9999;29;2;18.4;1;1
URGENCES_P;2013;830000345;830100616;N1220;1;3;3.6;;
URGENCES_P;2013;830000345;830100616;N2120;2;1;2.97;;
URGENCES_P;2013;830000345;830100616;N2500;22;5;26.85;;
URGENCES_P;2013;830000345;830100616;N9999;83;23;105.31;;
URGENCES_P;2013;830000345;830100616;NINF;47;12;57.34;;
URGENCES_P;2013;830100574;750821092;M9999;7;20;7.5;;
URGENCES_P;2013;830100574;750821092;N1220;3;;3;;
URGENCES_P;2013;830100574;750821092;N2120;1;;1;;
URGENCES_P;2013;830100574;750821092;N2500;8;;8;;
URGENCES_P;2013;830100574;750821092;N9999;37;1;37.2;;
URGENCES_P;2013;830100574;750821092;NINF;26;1;26.2;;
URGENCES_P;2013;830100608;830100616;M9999;4;2;4.14;;
URGENCES_P;2013;830100608;830100616;N1220;;2;2.09;;
URGENCES_P;2013;830100608;830100616;N2120;;2;1.2;;
URGENCES_P;2013;830100608;830100616;N2500;;5;5.05;;
URGENCES_P;2013;830100608;830100616;N2620;;2;2;;
URGENCES_P;2013;830100608;830100616;N9999;12;24;35.31;;
URGENCES_P;2013;830100608;830100616;NINF;11;11;20.98;;
URGENCES_P;2013;830200523;830210084;M9999;3;4;5.28;;
URGENCES_P;2013;830200523;830210084;N1220;2;;2;;
URGENCES_P;2013;830200523;830210084;N2120;;1;0.25;;
URGENCES_P;2013;830200523;830210084;N2620;;1;0.5;;
URGENCES_P;2013;830200523;830210084;N9999;9;3;10.25;;
URGENCES_P;2013;830200523;830210084;NINF;7;1;7.5;;
URGENCES_P;2013;840000343;840000012;M9999;4;3;5.7;3;1
URGENCES_P;2013;840000343;840000012;N1220;;1;0.8;3;1
URGENCES_P;2013;840000343;840000012;N2120;;1;0.5;3;1
URGENCES_P;2013;840000343;840000012;N2500;4;4;6;;
URGENCES_P;2013;840000343;840000012;N3120;;1;0.5;;
URGENCES_P;2013;840000343;840000012;N9999;11;10;17.4;;
URGENCES_P;2013;840000343;840000012;NINF;7;4;9.6;3;1
URGENCES_P;2013;840000392;840000046;M9999;;9;6.98;2;1
URGENCES_P;2013;840000392;840000046;N1220;1;5;3.34;2;1
URGENCES_P;2013;840000392;840000046;N2120;2;;1.75;2;1
URGENCES_P;2013;840000392;840000046;N2500;6;2;7.91;;
URGENCES_P;2013;840000392;840000046;N2620;2;;2;;1
URGENCES_P;2013;840000392;840000046;N9999;25;11;31.81;;
URGENCES_P;2013;840000392;840000046;NINF;15;2;16.58;2;1
URGENCES_P;2013;840000418;840004659;M9999;10;1;10.8;1;1
URGENCES_P;2013;840000418;840004659;N1220;8;1;8.2;1;1
URGENCES_P;2013;840000418;840004659;N2120;1;;1;3;1
URGENCES_P;2013;840000418;840004659;N2500;9;;9;;
URGENCES_P;2013;840000418;840004659;N2620;6;;6;2;1
URGENCES_P;2013;840000418;840004659;N3120;;1;0.25;;
URGENCES_P;2013;840000418;840004659;N9999;42;3;43.25;;
URGENCES_P;2013;840000418;840004659;NINF;18;1;18.8;1;1
URGENCES_P;2013;840000483;840000087;M1140;;;;3;0
URGENCES_P;2013;840000483;840000087;M9999;17;7;11.4;3;1
URGENCES_P;2013;840000483;840000087;N1220;2;1;2.79;;0
URGENCES_P;2013;840000483;840000087;N2120;2;0;1.05;3;1
URGENCES_P;2013;840000483;840000087;N2500;10;;9.14;;
URGENCES_P;2013;840000483;840000087;N9999;42;4;41.92;;
URGENCES_P;2013;840000483;840000087;NINF;23;2;23.32;;0
URGENCES_P;2013;840000491;130041916;M9999;5;3;6.92;3;1
URGENCES_P;2013;840000491;130041916;N1220;2;0;1;;
URGENCES_P;2013;840000491;130041916;N2120;1;0;0.76;;
URGENCES_P;2013;840000491;130041916;N2500;8;0;7.31;;
URGENCES_P;2013;840000491;130041916;N9999;25;7;22.81;;
URGENCES_P;2013;840000491;130041916;NINF;8;7;8.24;3;1
URGENCES_P;2013;840000525;840000111;M1140;;;;;1
URGENCES_P;2013;840000525;840000111;N1220;;2;0.8;;
URGENCES_P;2013;840000525;840000111;N2120;;1;0.25;;1
URGENCES_P;2013;840000525;840000111;N2500;3;;3;;
URGENCES_P;2013;840000525;840000111;N9999;16;;12.3;;
URGENCES_P;2013;840000525;840000111;NINF;10;;8.25;;1
URGENCES_P;2013;840000533;840000129;M9999;5;1;5.37;;0
URGENCES_P;2013;840000533;840000129;N2500;5;3;6.91;;
URGENCES_P;2013;840000533;840000129;N2620;;1;0.4;;
URGENCES_P;2013;840000533;840000129;N9999;16;6;20.14;;
URGENCES_P;2013;840000533;840000129;NINF;11;2;12.83;;
URGENCES_P;2013;840001861;840006597;M1140;3;3;4.48;;0
URGENCES_P;2013;840001861;840006597;M9999;28;7;22.7;1;1
URGENCES_P;2013;840001861;840006597;N1220;2;3;4.2;;
URGENCES_P;2013;840001861;840006597;N2120;4;1;3.43;;
URGENCES_P;2013;840001861;840006597;N2500;31;1;27.27;;
URGENCES_P;2013;840001861;840006597;N2620;14;3;16.34;;
URGENCES_P;2013;840001861;840006597;N3120;2;;0.85;;
URGENCES_P;2013;840001861;840006597;N9999;108;38;124.92;;
URGENCES_P;2013;840001861;840006597;NINF;39;29;56.06;;
URGENCES_P;2013;850000118;850013244;M9999;2;4;4;;
URGENCES_P;2013;850000118;850013244;N1220;2;;2;;
URGENCES_P;2013;850000118;850013244;N2120;1;;1;;
URGENCES_P;2013;850000118;850013244;N2500;4;2;5.12;;
URGENCES_P;2013;850000118;850013244;N3120;1;;0.35;;
URGENCES_P;2013;850000118;850013244;N9999;16;5;18.71;;
URGENCES_P;2013;850000118;850013244;NINF;8;3;10.24;;
URGENCES_P;2013;850000142;850000019;M1140;;9;1.63;2;1
URGENCES_P;2013;850000142;850000019;M9999;1;44;13.48;2;1
URGENCES_P;2013;850000142;850000019;N1220;2;6;4.96;;0
URGENCES_P;2013;850000142;850000019;N2120;2;1;2.25;;0
URGENCES_P;2013;850000142;850000019;N2500;25;32;34.23;;
URGENCES_P;2013;850000142;850000019;N3120;2;;2;;
URGENCES_P;2013;850000142;850000019;N9999;54;105;84.62;;
URGENCES_P;2013;850000142;850000019;NINF;23;45;39.26;;0
URGENCES_P;2013;850000175;850009010;M9999;;13;8.01;3;1
URGENCES_P;2013;850000175;850009010;N1220;4;1;5.6;;0
URGENCES_P;2013;850000175;850009010;N2120;1;;0.85;3;1
URGENCES_P;2013;850000175;850009010;N2500;9;6;13.78;;
URGENCES_P;2013;850000175;850009010;N3120;;1;0.6;;
URGENCES_P;2013;850000175;850009010;N9999;30;18;44.31;;
URGENCES_P;2013;850000175;850009010;NINF;16;7;19.87;;0
URGENCES_P;2013;850000209;850000019;M9999;6;;5.45;2;1
URGENCES_P;2013;850000209;850000019;N1220;2;1;2.94;2;1
URGENCES_P;2013;850000209;850000019;N2120;;1;0.7;2;1
URGENCES_P;2013;850000209;850000019;N2500;4;3;7.35;;
URGENCES_P;2013;850000209;850000019;N9999;15;10;24.46;;
URGENCES_P;2013;850000209;850000019;NINF;9;4;12.33;;0
URGENCES_P;2013;850000225;850000019;M9999;1;15;4.12;3;1
URGENCES_P;2013;850000225;850000019;N1220;;4;2.78;;0
URGENCES_P;2013;850000225;850000019;N2120;1;;1;;0
URGENCES_P;2013;850000225;850000019;N2500;2;6;6.74;;
URGENCES_P;2013;850000225;850000019;N2620;;1;0.2;;0
URGENCES_P;2013;850000225;850000019;N9999;8;14;18.08;;
URGENCES_P;2013;850000225;850000019;NINF;5;3;7.36;;0
URGENCES_P;2013;850000241;850000084;M1140;;1;0.4;2;1
URGENCES_P;2013;850000241;850000084;M9999;;12;11.3;2;1
URGENCES_P;2013;850000241;850000084;N1220;3;0;3;;0
URGENCES_P;2013;850000241;850000084;N2120;1;0;1;2;1
URGENCES_P;2013;850000241;850000084;N2500;;17;13.35;;
URGENCES_P;2013;850000241;850000084;N2620;;5;4.7;;0
URGENCES_P;2013;850000241;850000084;N9999;;64;61.84;;
URGENCES_P;2013;850000241;850000084;NINF;;34;30.96;2;1
URGENCES_P;2013;850009630;850000035;M9999;10;1;4.34;1;1
URGENCES_P;2013;850009630;850000035;N1220;1;1;1.55;;1
URGENCES_P;2013;850009630;850000035;N2120;1;;1;;
URGENCES_P;2013;850009630;850000035;N2500;5;2;6.2;;
URGENCES_P;2013;850009630;850000035;N9999;12;8;13.6;;
URGENCES_P;2013;850009630;850000035;NINF;5;5;4.85;1;1
URGENCES_P;2013;860000025;860780063;M1140;;;;3;1
URGENCES_P;2013;860000025;860780063;M3020;5;;1;;
URGENCES_P;2013;860000025;860780063;M9999;11;3;9.39;3;1
URGENCES_P;2013;860000025;860780063;N1220;3;;2.12;3;1
URGENCES_P;2013;860000025;860780063;N2120;1;;1;3;1
URGENCES_P;2013;860000025;860780063;N2500;7;3;9.54;;
URGENCES_P;2013;860000025;860780063;N2620;16;;6.06;3;1
URGENCES_P;2013;860000025;860780063;N9999;59;9;48.5;;
URGENCES_P;2013;860000025;860780063;NINF;27;6;29.78;3;1
URGENCES_P;2013;860000033;860780071;M9999;3;1;4.05;2;1
URGENCES_P;2013;860000033;860780071;N2500;6;;6;;
URGENCES_P;2013;860000033;860780071;N9999;13;3;15.19;;
URGENCES_P;2013;860000033;860780071;NINF;7;1;7.88;2;1
URGENCES_P;2013;860000058;860780097;M9999;5;;2.5;2;1
URGENCES_P;2013;860000058;860780097;N1220;;1;0.25;2;1
URGENCES_P;2013;860000058;860780097;N2120;1;;0.25;2;1
URGENCES_P;2013;860000058;860780097;N2500;3;;1.25;;
URGENCES_P;2013;860000058;860780097;N2620;1;;0.5;2;1
URGENCES_P;2013;860000058;860780097;NINF;6;2;4;2;1
URGENCES_P;2013;860000223;860013077;M1140;10;;6.25;1;1
URGENCES_P;2013;860000223;860013077;M9999;26;;15.3;1;1
URGENCES_P;2013;860000223;860013077;N1220;11;2;12.51;;0
URGENCES_P;2013;860000223;860013077;N2120;2;;2.71;2;1
URGENCES_P;2013;860000223;860013077;N2500;27;9;36.38;;
URGENCES_P;2013;860000223;860013077;N2620;;;0.25;;0
URGENCES_P;2013;860000223;860013077;N3120;2;1;1;;
URGENCES_P;2013;860000223;860013077;N9999;90;42;114.11;;
URGENCES_P;2013;860000223;860013077;NINF;49;18;58.8;2;1
URGENCES_P;2013;860010321;860010313;M9999;3;;3;;
URGENCES_P;2013;860010321;860010313;N1220;1;0;1;;
URGENCES_P;2013;860010321;860010313;N2120;;1;0.5;;
URGENCES_P;2013;860010321;860010313;N2500;2;1;2.91;;
URGENCES_P;2013;860010321;860010313;N2620;2;0;2;;
URGENCES_P;2013;860010321;860010313;NINF;8;4;10.91;;
URGENCES_P;2013;870000064;870000015;M1140;4;0;2.82;;0
URGENCES_P;2013;870000064;870000015;M3020;1;0;0.44;;
URGENCES_P;2013;870000064;870000015;M9999;22;0;10.74;2;1
URGENCES_P;2013;870000098;870000023;M9999;4;0;4;2;1
URGENCES_P;2013;870000098;870000023;N1220;;3;0.98;;
URGENCES_P;2013;870000098;870000023;N2120;1;;1;;
URGENCES_P;2013;870000098;870000023;N2500;9;1;9.95;;
URGENCES_P;2013;870000098;870000023;N2620;3;;2.56;;
URGENCES_P;2013;870000098;870000023;N9999;22;6;25.9;;
URGENCES_P;2013;870000098;870000023;NINF;9;2;10.41;;
URGENCES_P;2013;870000270;870000031;M9999;4;;4.37;3;1
URGENCES_P;2013;870000270;870000031;N2120;;1;0.25;;0
URGENCES_P;2013;870000270;870000031;N2500;4;;4;;
URGENCES_P;2013;870000270;870000031;NINF;6;2;6.9;3;1
URGENCES_P;2013;870000288;870017415;M9999;6;;6;;0
URGENCES_P;2013;870000288;870017415;N1220;6;;6;;0
URGENCES_P;2013;870000288;870017415;N2120;1;;1;;0
URGENCES_P;2013;870000288;870017415;N2500;2;1;2.5;;
URGENCES_P;2013;870000288;870017415;N2620;1;;1;;0
URGENCES_P;2013;870000288;870017415;N9999;28;1;28.5;;
URGENCES_P;2013;870000288;870017415;NINF;18;;18;;0
URGENCES_P;2013;870014859;870000015;M1140;4;;2.82;;0
URGENCES_P;2013;870014859;870000015;M9999;6;;3.17;;0
URGENCES_P;2013;870014859;870000015;N1220;1;;0.42;;0
URGENCES_P;2013;870014859;870000015;N2120;2;;1.19;;0
URGENCES_P;2013;870014859;870000015;N2500;3;;3.47;;
URGENCES_P;2013;870014859;870000015;N9999;34;7;34.11;;
URGENCES_P;2013;870014859;870000015;NINF;13;6;15.15;;0
URGENCES_P;2013;880000021;880007059;N1220;6;1;6.4;;0
URGENCES_P;2013;880000021;880007059;N2120;1;;0.75;2;1
URGENCES_P;2013;880000021;880007059;N2500;15;;14.06;;
URGENCES_P;2013;880000021;880007059;N9999;55;7;57.89;;
URGENCES_P;2013;880000021;880007059;NINF;27;5;30.79;2;1
URGENCES_P;2013;880000047;880780077;M9999;1;6;5.6;3;1
URGENCES_P;2013;880000047;880780077;N1220;4;;3.5;3;1
URGENCES_P;2013;880000047;880780077;N2120;11;;1;3;1
URGENCES_P;2013;880000047;880780077;N2500;6;;6;;
URGENCES_P;2013;880000047;880780077;NINF;21;;21;3;1
URGENCES_P;2013;880000054;880007299;M9999;;9;3.3;3;1
URGENCES_P;2013;880000054;880007299;N1220;;1;0.55;3;1
URGENCES_P;2013;880000054;880007299;N2120;;1;0.3;3;1
URGENCES_P;2013;880000054;880007299;N2500;;9;4.5;;
URGENCES_P;2013;880000054;880007299;N9999;1;36;18.81;;
URGENCES_P;2013;880000054;880007299;NINF;;25;13.25;3;1
URGENCES_P;2013;880000062;880780093;M1140;0;0;0;2;1
URGENCES_P;2013;880000062;880780093;M9999;0;0;0;2;1
URGENCES_P;2013;880000062;880780093;N1220;2;6;4.2;2;1
URGENCES_P;2013;880000062;880780093;N2120;0;1;0.77;3;1
URGENCES_P;2013;880000062;880780093;N2500;;13;3.1;;
URGENCES_P;2013;880000062;880780093;N2620;0;0;0;2;1
URGENCES_P;2013;880000062;880780093;N9999;2;52;31.04;;
URGENCES_P;2013;880000062;880780093;NINF;;32;22.97;1;1
URGENCES_P;2013;880000070;880007299;M9999;;4;2.8;3;1
URGENCES_P;2013;880000070;880007299;N2120;;1;0.4;3;1
URGENCES_P;2013;880000070;880007299;N2500;;4;1.4;;
URGENCES_P;2013;880000070;880007299;N2620;;2;0.7;3;1
URGENCES_P;2013;880000070;880007299;N9999;;17;8.2;;
URGENCES_P;2013;880000070;880007299;NINF;;10;5.7;3;1
URGENCES_P;2013;890002389;890000730;M9999;3;;3;;
URGENCES_P;2013;890002389;890000730;N1220;2;;2;;
URGENCES_P;2013;890002389;890000730;N2120;;1;0.5;;
URGENCES_P;2013;890002389;890000730;N9999;6;1;6.5;;
URGENCES_P;2013;890002389;890000730;NINF;4;;4;;
URGENCES_P;2013;890975527;890000037;M1140;1;;1;;0
URGENCES_P;2013;890975527;890000037;M3020;;2;0.1;;
URGENCES_P;2013;890975527;890000037;M9999;15;9;20.3;2;1
URGENCES_P;2013;890975527;890000037;N1220;2;;1.6;;0
URGENCES_P;2013;890975527;890000037;N2120;2;;2;2;1
URGENCES_P;2013;890975527;890000037;N2500;6;1;6.8;;
URGENCES_P;2013;890975527;890000037;N2620;7;;7;;0
URGENCES_P;2013;890975527;890000037;N9999;56;11;63.9;;
URGENCES_P;2013;890975527;890000037;NINF;38;10;45.5;2;1
URGENCES_P;2013;890975535;890000409;M9999;5;3;6.67;;0
URGENCES_P;2013;890975535;890000409;N1220;4;;2.12;;0
