BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;EFFPL_MED;pct80;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2013;310781000;310788880;REAADU;12;4380;537;561;23;4566;11;39;5;20;;5;1;0;27.3;24;4;0.96;14;3;16.57;;;;0;3;2.88
REA;2013;310781000;310788880;SITOT;17;6205;1641;;;5435;;;;;;;;;;;;;;;;;;;;;
REA;2013;310781000;310788880;SIUNV;5;1825;227;;;1586;;;3;;;3;;;5.4;4;2;;4;0;3.95;;;;;;
REA;2013;310781000;310788880;SURVADU;12;4380;965;;;4117;;;19;;;19;1;0;11.3;10;2;1;8;2;9.8;;;;1;0;0.71
REA;2013;310781000;310788880;USIC;12;4380;1414;;;3849;;;11;;;11;;;13.46;12;5;;6;2;5.8;;;;1;0;0.04
REA;2013;310781067;310788898;SURVADU;4;1460;334;;;1122;;;;;;;1;;4.05;7;3;0.26;6;2;6.29;;;;1;1;0.47
REA;2013;310781505;310000492;REAADU;10;3650;487;510;23;3056;4;;6;38;;6;;1;13;8;5;0.33;7;2;6.6;;;;2;1;2
REA;2013;310781505;310000492;SURVADU;10;3650;746;;;2872;;;6;;;6;;1;7;2;5;0.33;4;;4;;;;;2;2
REA;2013;310782016;310000617;AUTSI;8;2920;277;;;2478;;;7;;7;2;1;;6.6;7;;1;7;;6.6;;3;0.25;;3;2.2
REA;2013;310782016;310000617;SITOT;8;2920;277;;;2478;;;;;;;;;;;;;;;;;;;;;
REA;2013;310782016;310000617;SURVADU;12;4380;510;;;4058;;;7;;7;2;1;;11;11;;1;7;;6.6;;;;;;
REA;2013;310782347;310789136;SURVADU;4;1460;172;;;1182;;;;;;;;;9.54;10;1;;2;;1.93;;;;;;
REA;2013;310783048;310781406;AUTSI;45;16312;2578;;;13725;;;13;;;5.35;3;;40.05;39;5;2;35;6;40.78;3;1;1.1;;;
REA;2013;310783048;310781406;REAADU;24;8758;813;867;35;7797;5;82;10;8;;5.46;3;;72.19;65;13;1.16;36;7;42.75;6;;3;;2;1
REA;2013;310783048;310781406;SITOT;52;18867;3125;;;15907;;;;;;;;;;;;;;;;;;;;;
REA;2013;310783048;310781406;SIUNV;7;2555;547;;;2182;;;6;;;4.4;1;;10.4;8;3;1;7;3;9.4;3;;0.6;;;
REA;2013;310783048;310781406;SURVADU;20;7296;1733;;;6090;;;5;;;1.03;3;;18.32;16;4;0.7;20;2;20.02;7;1;1;;;
REA;2013;310783055;310781406;AUTSI;14;4380;1659;;;3942;;;14;;;0.6;2;;12.3;12;1;0.6;14;;12.92;1;1;1;;1;0.2
REA;2013;310783055;310781406;REAADU;60;21560;2679;2997;114;19153;8;;17;15;1;6.82;5;;158.36;157;11;5;106;7;103.69;9;2;5.8;2;6;2.54
REA;2013;310783055;310781406;SITOT;34;11680;4366;;;11268;;;;;;;;;;;;;;;;;;;;;
REA;2013;310783055;310781406;SIUNV;6;2190;615;;;2252;;;4;;;0.55;1;;10.35;8;2;1;7;4;9.3;2;;0.6;;1;0.1
REA;2013;310783055;310781406;SURVADU;88;30702;5941;;;31398;;;29;;;9.58;7;;81.35;68;17;5.41;73;9;76.74;7;1;4.2;3;2;1
REA;2013;310783055;310781406;USIC;14;5110;2092;;;5074;;;9;;;2;2;;30.49;22;11;1.91;22;8;29.82;2;;0.2;2;;0.18
REA;2013;320000086;320780117;REAADU;8;2920;307;316;7;2006;9;42;6;30;0;5.03;1;0;16.49;13;4;1;13;2;13.71;0;0;0;;5;1.74
REA;2013;320000086;320780117;SITOT;4;1460;347;;;1155;;;;;;;;;;;;;;;;;;;;;
REA;2013;320000086;320780117;SIUNV;4;1460;347;;;1155;;;3;;0;0.5;1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0
REA;2013;320000086;320780117;SURVADU;8;2920;1019;;;1837;;;2;;0;0.6;1;0;1.65;16;0;0.1;17;0;1.89;0;0;0;0;4;0.59
REA;2013;330000340;330780552;SURVADU;6;2190;465;;;1582;;;16;;;1.5;;;12.07;10;3;;3;;3;2;;0.12;;;
REA;2013;330000555;330781204;SURVADU;12;4380;979;;;3233;;;6;;;2.4;;;12.2;10;4;;10;4;12.2;;;;;2;0.7
REA;2013;330000571;330781220;SURVADU;6;2190;856;;;2633;;;13;;2;2.63;1;;5.79;20;4;0.43;6;;4.32;;1;0.1;2;;1.22
REA;2013;330000589;330027509;SURVADU;6;2190;517;;;1936;;;5;;0;2;1;0;8.23;4;5;0.5;7;0;7.11;0;0;0;0;2;1.1
REA;2013;330000605;330781253;REAADU;12;4380;440;468;58;4111;6;36;7;23;;3.92;1;;31.24;23;9;1;19;;18.85;;;;;6;6.07
REA;2013;330000605;330781253;SITOT;8;2920;1061;;;2857;;;;;;;;;;;;;;;;;;;;;
REA;2013;330000605;330781253;SURVADU;8;2920;412;;;2420;;;6;;;1.27;;;8.53;8;1;;6;1;6.77;;;;2;3;3.8
REA;2013;330000605;330781253;USIC;8;2920;1061;;;2857;;;3;;;1.3;;;;;;;;;;;;;;;
REA;2013;330000662;330781329;SURVADU;7;2555;796;;;1025;;;1;;;0.95;;;7.41;7;1;;;;;;;;;1;1
REA;2013;330780081;330000043;REAADU;13;4745;1308;1349;4;3155;12;;6;22;;6;;1;17.5;16;2;0.5;9;1;9.5;;2;0.1;1;;0.2
REA;2013;330780081;330000043;SITOT;14;5110;1932;;;4312;;;;;;;;;;;;;;;;;;;;;
REA;2013;330780081;330000043;SURVADU;10;3650;770;;;1909;;;;;7;2;;1;15;15;;0.33;3;;3;;2;0.1;1;;0.2
REA;2013;330780081;330000043;USIC;14;5110;1932;;;4312;;;;;7;2;;1;21;21;;0.5;7;;7;;2;0.15;;;
REA;2013;330780115;330000076;SURVADU;6;2052;538;;;873;;;8;;10;13;;;9.8;9;1;;4;0;3.8;;1;0.5;2;;1
REA;2013;330780263;330000134;SURVADU;8;2920;631;;;2578;;;;;11;2.2;1;;5.11;9;;0.18;8;1;5.04;;;;;;
REA;2013;330780354;330000225;SITOT;16;5840;1571;;;5079;;;;;;;;;;;;;;;;;;;;;
REA;2013;330780354;330000225;SURVADU;9;3285;877;;;2919;;;;;1;0.5;;;4;4;;;4;1;4.71;;;;;;
REA;2013;330780354;330000225;USIC;16;5840;1571;;;5079;;;;;6;2;1;;13;10;4;1;12;4;15;;;;;;
REA;2013;330780479;330000274;REAADU;12;4380;410;425;13;3642;20;;;21;3;;;1;21;21;;0.5;13;;13;;;;;1;1
REA;2013;330780479;330000274;SURVADU;20;7300;1494;;;7452;;;;;15;;;1;6.8;5;3;0.5;7;;7;;;;;;
REA;2013;330780495;330796392;SURVADU;6;2190;401;;;1585;;;0;;5;1;;1;5.92;4;1;0.3;5;1;6.66;;;;;;
REA;2013;330780503;330000308;SITOT;8;2920;1024;;;2645;;;;;;;;;;;;;;;;;;;;;
REA;2013;330780503;330000308;SURVADU;6;2190;690;;;1513;;;;;;;;;4;4;;;2;;2;;;;;;
REA;2013;330780503;330000308;USIC;8;2920;1024;;;2645;;;9;;1;;;;8.3;7;2;;8;;8;;;;;;
REA;2013;330780529;330796392;SURVADU;6;2190;328;;;1158;;;2;;;2;;1;12;13;1;0.14;4;1;4.31;;;;;;
REA;2013;330780537;330000324;SURVADU;8;2920;655;;;2666;;;0;;5;1.5;;;8.63;7;3;;1;1;1.53;;;;;;
REA;2013;330781303;750821092;REAADU;9;3075;268;286;20;2155;33;55;3;34;0;2.72;1;0;18.51;21;0;1;12;2;12.18;0;0;0;0;5;5
REA;2013;330781352;330781196;REAADU;12;4380;651;706;75;3525;10;;3;17;1;3.5;2;;36.7;37;10;2;30;3;30.8;;;;;;
REA;2013;330781352;330781196;SITOT;8;2920;828;;;2649;;;;;;;;;;;;;;;;;;;;;
REA;2013;330781352;330781196;SURVADU;10;3650;732;;;2873;;;;;;;2;;15.1;15;5;1.5;15;1;14;;;;;;
REA;2013;330781352;330781196;USIC;8;2920;828;;;2649;;;;;1;0.8;1;2;19.19;26;9;1.1;25;7;17.96;;;;;;
REA;2013;330781360;330781196;AUTSI;5;1825;51;;;1559;;;;;;;;;;;;;;;;;;;;;
REA;2013;330781360;330781196;REAADU;64;21535;3843;4780;1233;22878;14;;16;12;6;14.4;6;1;143.02;157;40;5.96;105;37;104.43;;;;1;3;3.72
REA;2013;330781360;330781196;REAENF;6;2190;300;339;21;3407;25;;8;;1;7.1;;;;;;;;;;;;;;;
REA;2013;330781360;330781196;SITOT;15;5475;1696;;;5043;;;;;;;;;;;;;;;;;;;;;
REA;2013;330781360;330781196;SIUNV;10;3650;1645;;;3484;;;;;;;1;;13.12;13;1;0.17;12;2;12.67;;;;;;
REA;2013;330781360;330781196;SURVADU;62;20075;5999;;;17432;;;;;;;4;;87.42;87;24;3.34;72;13;69.53;;;;;;
REA;2013;330781360;330781196;SURVENF;6;2190;378;;;1614;;;;;;;;;9.62;10;5;;13;5;8.59;;;;;;
REA;2013;330782582;330000928;REAADU;8;2920;266;273;5;2725;31;35;2;29;;2;10;;;;;10;5;;5;2;;2;;;
REA;2013;330782582;330000928;SURVADU;4;1460;182;;;978;;;2;;;2;7;;;;;7;2;;2;2;;2;;;
REA;2013;330783648;330781196;AUTSI;22;8030;277;;;7072;;;;;;;;;;;;;;;;;;;;;
REA;2013;330783648;330781196;REAADU;28;10220;2131;2323;74;10517;16;;;15;;;3;;85;95;23;2;58;17;54.4;;;;;;
REA;2013;330783648;330781196;REAENF;6;2190;211;221;9;1506;12;;4;;;1.53;5;1;17.29;12;6;4.97;8;;6.65;1;;0.5;2;1;2.5
REA;2013;330783648;330781196;SITOT;52;18643;2834;;;15709;;;;;;;;;;;;;;;;;;;;;
REA;2013;330783648;330781196;SURVADU;31;10499;2533;;;7176;;;;;;;3;;52.63;54;8;2;39;10;32.01;;;;;;
REA;2013;330783648;330781196;USIC;30;10613;2557;;;8637;;;4;;6;5.1;4;2;66;38;31;5.75;36;10;45.21;;;;;7;7
REA;2013;340000033;340780055;AUTSI;2;730;49;;;516;;;;;;;;;;;;;;;;;;;;;
REA;2013;340000033;340780055;REAADU;12;4380;469;485;24;3496;4;;6;11;;4.85;2;;26.49;22;9;1.14;16;1;16.65;1;;0.94;2;3;4.16
REA;2013;340000033;340780055;SITOT;16;5840;1409;;;4805;;;;;;;;;;;;;;;;;;;;;
REA;2013;340000033;340780055;SIUNV;6;2190;544;;;1784;;;3;;;0.56;2;;10.47;8;6;1.1;7;4;8.35;1;;0.2;2;7;3.57
REA;2013;340000033;340780055;SURVADU;4;1460;280;;;1183;;;2;;;1.4;1;;3.71;4;;0.09;4;1;4.71;;;;1;1;1.07
REA;2013;340000033;340780055;USIC;8;2920;816;;;2505;;;5;;;1.05;1;;13;12;2;0.5;10;2;9.8;;;;;;
REA;2013;340000207;340780493;AUTSI;2;730;192;;;722;;;7;;0;0.26;1;0;3.38;12;3;0.11;8;1;2.02;;;;1;0;0.14
REA;2013;340000207;340780493;SITOT;2;730;192;;;722;;;;;;;;;;;;;;;;;;;;;
REA;2013;340000207;340780493;SURVADU;6;2190;572;;;1976;;;7;;0;0.79;1;0;10.14;12;3;0.34;8;1;6.05;;;;1;0;0.43
REA;2013;340000223;340011295;REAADU;6;2190;233;237;4;1994;0;27;9;22;;3.25;1;;17.87;14;5;0.96;7;1;8.74;1;;0.5;;3;2.59
REA;2013;340000223;340011295;SITOT;6;2190;597;;;1718;;;;;;;;;;;;;;;;;;;;;
REA;2013;340000223;340011295;SURVADU;2;730;215;;;580;;;;;;;;;;;;;;;;;;;;;
REA;2013;340000223;340011295;USIC;6;2190;597;;;1718;;;4;;;0.66;1;;7.77;7;1;0.5;1;2;2.4;;;;2;2;2
REA;2013;340009885;340009877;SURVADU;4;1460;369;;;629;;;0;;1;0.5;1;0;14.5;14;1;1;12;1;1;0;1;0.2;;;
REA;2013;340015502;340000512;REAADU;16;5840;963;999;11;4735;3;;2;15;;2;;1;9;9;;0.66;6;;6;;;;;;
REA;2013;340015502;340000512;SITOT;15;5475;1805;;;4019;;;;;;;;;;;;;;;;;;;;;
REA;2013;340015502;340000512;SIUNV;6;2190;426;;;1488;;;1;;;1;;1;2;2;;0.1;2;;2;;;;;;
REA;2013;340015502;340000512;SURVADU;14;5110;2309;;;6968;;;2;;;2;;1;4;4;;0.33;5;;5;;;;;;
REA;2013;340015502;340000512;USIC;9;3285;1379;;;2531;;;1;;;1;;1;4;4;;0.34;2;1;2.5;;;;;;
REA;2013;340015965;340000074;SURVADU;12;4380;981;;;3470;;;11;;;10;1;;5.74;5;1;0.5;7;;6.95;;;;;;
REA;2013;340780634;340000272;SURVADU;5;1825;31;;;228;;;;;2;1;;;3;2;3;;1;2;2;;;;1;1;1.5
REA;2013;340780642;340785856;SURVADU;6;2190;275;;;1500;;;1;;;1;6;;;;;6;6;;6;;;;;;
REA;2013;340780667;340000280;AUTSI;6;2190;78;;;1610;;;;;;;;;;;;;;;;;;;;;
REA;2013;340780667;340000280;REAADU;10;3650;282;297;14;3199;20;;4;26;;4;1;;19.2;19;2;1;15;1;14.4;;1;0.5;;1;1
REA;2013;340780667;340000280;SITOT;14;5110;687;;;4335;;;;;;;;;;;;;;;;;;;;;
REA;2013;340780667;340000280;SURVADU;30;10950;1719;;;11170;;;6;;;6;1;;18.93;19;2;1;16;1;16.2;;2;0.7;;;
REA;2013;340780667;340000280;USIC;8;2920;609;;;2725;;;5;;;4.08;1;;7.2;6;2;1;6;2;7.2;;;;;;
REA;2013;340780675;340000298;AUTSI;6;2190;509;;;1935;;;;;11;1;1;;9;9;;0.5;2;;2;;4;1;1;;0.5
REA;2013;340780675;340000298;SITOT;6;2190;509;;;1935;;;;;;;;;;;;;;;;;;;;;
REA;2013;340780675;340000298;SURVADU;12;4380;372;;;2216;;;;;7;1;1;;4;4;;0.5;2;;2;;4;1;1;;0.5
REA;2013;340780683;340000306;SURVADU;6;2190;501;;;632;;;9;;4;11;;1;4.69;4;1;0.5;4;1;4.33;;;;;;
REA;2013;340780717;340008150;SURVADU;5;1825;42;;;200;;;3;;1;3.5;;1;3;3;;0.4;;;;3;;3;;;
REA;2013;340781608;340015171;AUTSI;2;730;27;;;438;;;;;;;;;;;;;;;;;;;;;
REA;2013;340781608;340015171;SITOT;2;730;27;;;438;;;;;;;;;;;;;;;;;;;;;
REA;2013;340782036;340780477;AUTSI;19;6935;609;;;10740;;;6;;0;2.8;1;;18.3;16;3;1;9;4;11.6;;;;1;;4.2
REA;2013;340782036;340780477;REAADU;16;5840;649;721;30;5636;16;;14;12;;10.58;4;0;36.22;34;3;4;20;3;22.3;;;;1;1;1.8
REA;2013;340782036;340780477;SITOT;19;6935;609;;;10740;;;;;;;;;;;;;;;;;;;;;
REA;2013;340782036;340780477;SURVADU;18;6524;1449;;;5686;;;11;;;1.14;1;;23.98;22;4;1;13;5;16.17;;;;1;;0.5
REA;2013;340782085;340780477;AUTSI;12;4380;902;;;4656;;;2;;;0.81;1;;28.22;19;11;0.8;19;3;21.32;;;;2;1;2
REA;2013;340782085;340780477;REAADU;28;10177;641;659;23;8752;5;;14;8;1;11.15;4;;64.22;57;10;3.9;38;5;41.45;;;;1;2;2.9
REA;2013;340782085;340780477;SITOT;16;5840;1620;;;5580;;;;;;;;;;;;;;;;;;;;;
REA;2013;340782085;340780477;SIUNV;4;1460;718;;;924;;;4;;;1;;;;;;;;;;;;;;;
REA;2013;340782085;340780477;SURVADU;4;1460;1540;;;4650;;;;;;;1;;5.69;5;1;0.1;4;;3.42;;;;;;
REA;2013;340785161;340780477;AUTSI;35;12775;725;;;6265;;;17;;2;5.03;3;;35.03;27;15;2.25;19;10;25.64;;;;1;1;1.5
REA;2013;340785161;340780477;REAADU;28;10204;1060;1096;131;8746;4;;17;11;2;12.54;9;;59.28;54;7;9;43;8;48.7;;;;2;4;5.85
REA;2013;340785161;340780477;SITOT;35;12775;725;;;6265;;;;;;;;;;;;;;;;;;;;;
REA;2013;340785161;340780477;SURVADU;6;2622;579;;;2730;;;8;;;0.71;;1;5.63;3;4;1;2;3;5.55;;;;;;
REA;2013;340785161;340780477;SURVENF;8;2920;301;;;1632;;;;;;;8;3;3.6;2;2;9.2;;;;;;;;10;10.92
REA;2013;340796663;340780477;AUTSI;22;8030;948;;;5783;;;3;;;0.75;1;;6.8;7;;0.25;4;;3.95;;;;;;
REA;2013;340796663;340780477;REAADU;16;5450;1037;1111;56;3998;11;;9;11;;4.87;1;;37.9;34;5;1;18;8;23.28;;;;1;1;1
REA;2013;340796663;340780477;REAENF;6;2190;364;385;33;1651;15;;8;;6;1.76;11;4;4.1;2;2;12.97;1;;1;;;;2;9;11.3
REA;2013;340796663;340780477;SITOT;34;12410;2859;;;10596;;;;;;;;;;;;;;;;;;;;;
REA;2013;340796663;340780477;SURVADU;8;2899;921;;;2036;;;16;;1;1.29;;;7.7;7;1;;;;;;;;1;6;6.42
REA;2013;340796663;340780477;USIC;12;4380;1911;;;4813;;;9;;;1.78;1;;21.7;18;5;0.75;13;1;13.5;;;;;1;1
REA;2013;350000121;350000303;SURVADU;16;5840;1672;;;4942;;;;;;;8;5;3;3;;12.68;11;5;12.16;9;;9;;;
REA;2013;350000139;350001137;SURVADU;6;2190;375;;;1557;;;10;;1;2.6;;;2.6;7;2;;5;4;2.6;;;;;;
REA;2013;350000147;350000022;REAADU;10;3650;441;454;32;2795;11;47;7;21;;6.93;1;;23.8;22;3;1;14;2;15.2;;;;;;
REA;2013;350000147;350000022;SITOT;10;3637;1030;;;2907;;;;;;;;;;;;;;;;;;;;;
REA;2013;350000147;350000022;SIUNV;4;1447;493;;;1244;;;2;;;0.6;;1;6.1;5;3;0.33;4;2;4.85;;1;0.5;;;
REA;2013;350000147;350000022;SURVADU;5;1825;404;;;1277;;;1;;;1;;;6;6;;;6;;6;;;;;;
REA;2013;350000147;350000022;USIC;6;2190;537;;;1663;;;4;;;1.5;;1;9.4;7;3;0.5;8;2;8;;;;;;
REA;2013;350000154;350000030;SURVADU;5;1825;284;;;1236;;;3;;2;0.45;;;8.05;6;5;;4;3;7.22;;;;1;1;0.13
REA;2013;350000162;350000048;SURVADU;4;1460;177;;;1089;;;0;;0;0;1;0;7.01;5;6;0.25;8;3;6.87;3;0;0.03;1;0;0.16
REA;2013;350000188;350000055;SURVADU;6;2190;467;;;1664;;;5;;1;1.35;;;13.7;10;4;;5;1;5.45;;;;;;
REA;2013;350000196;350000311;SURVADU;5;1825;414;;;1020;;;;;6;0.6;1;;1;1;;0.3;1;;1;;;;;;
REA;2013;350000741;350005179;AUTSI;54;16277;3047;;;15436;;;28;;0;4.59;2;0;72.98;39;36;2;32;17;46.73;1;0;0.29;0;3;3.19
REA;2013;350000741;350005179;REAADU;50;18106;2551;2770;185;17359;17;37;19;9;0;12.43;5;0;113.28;93;22;3.53;57;7;66.08;3;0;2.93;2;17;21.05
REA;2013;350000741;350005179;SITOT;80;25767;4978;;;23492;;;;;;;;;;;;;;;;;;;;;
REA;2013;350000741;350005179;SIUNV;6;2190;553;;;1753;;;1;;0;0.08;0;0;3.37;0;0;0;0;0;1.15;0;0;0;0;1;0.5
REA;2013;350000741;350005179;SURVADU;41;13123;2110;;;12336;;;0;;0;0;0;0;1.76;8;0;0;8;0;4;0;0;0;0;0;0.34
REA;2013;350000741;350005179;USIC;20;7300;1378;;;6303;;;5;;0;1.1;1;0;31.73;18;14;1.57;19;5;25.37;0;0;0;0;3;3.25
REA;2013;350002192;220020739;SITOT;12;4380;1095;;;3255;;;;;;;;;;;;;;;;;;;;;
REA;2013;350002192;220020739;USIC;12;4380;1095;;;3255;;;9;;;1.8;;1;12.17;10;4;0.4;4;1;4.6;;;;;;
REA;2013;350005146;350000733;SURVADU;14;4900;1014;;;4503;;;10;;3;11.5;;;16.8;14;3;;10;3;12.22;;;;2;2;2.15
REA;2013;350007084;350005179;AUTSI;6;2190;41;;;1796;;;1;;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;350007084;350005179;REAENF;6;2190;359;367;10;1843;15;;5;;0;3.5;3;6;13.83;9;3;8.71;8;4;11.93;0;0;0;1;2;4.75
REA;2013;350007084;350005179;SITOT;6;2190;41;;;1796;;;;;;;;;;;;;;;;;;;;;
REA;2013;350007084;350005179;SURVENF;8;2920;515;;;3117;;;4;;0;1.79;1;1;0.08;0;0;0.94;0;0;0;0;0;0;0;0;0
REA;2013;360000129;360000269;SURVADU;8;2920;345;;;1832;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;360000137;360000053;REAADU;10;3650;283;291;8;3340;6;;5;24;1;6.04;1;1;29.5;29;1;1.5;20;1;20.8;;;;1;;0.7
REA;2013;360000137;360000053;SITOT;9;3285;805;;;2437;;;;;;;;;;;;;;;;;;;;;
REA;2013;360000137;360000053;SURVADU;13;4745;1965;;;4327;;;1;;;1;;;2;2;;;3;;3;;;;1;1;1.3
REA;2013;360000137;360000053;USIC;9;3285;805;;;2437;;;3;;;2.09;;2;10.2;7;4;0.8;8;2;9.6;;;;5;;0.25
REA;2013;360000160;360000079;SURVADU;3;1470;364;;;1410;;;3;;;0.3;;;5.22;;;0.5;;;5.17;;;;;;0.62
REA;2013;370000051;370000028;SURVADU;4;1460;33;;;145;;;0;;2;;;;1.3;17;0;;9;;0.7;;2;;;4;0.3
REA;2013;370000085;370000077;REAADU;10;3650;464;504;3;2302;22;;;22;;;2;;18.51;8;11;0.2;6;5;9.81;;3;3;;;
REA;2013;370000085;370000077;SITOT;22;8030;1809;;;7534;;;;;;;;;;;;;;;;;;;;;
REA;2013;370000085;370000077;SURVADU;24;8760;1714;;;6253;;;;;;;1;;16.16;7;10;0.2;8;1;8.73;;;;;;
REA;2013;370000085;370000077;USIC;22;8030;1809;;;7534;;;;;;;1;;23.46;13;13;0.35;6;2;7.66;;;;;;
REA;2013;370000093;370000192;SURVADU;6;2190;556;;;2293;;;;;;;;1;9.18;8;2;0.94;;;;;;;;;
REA;2013;370000499;370000481;AUTSI;;;2;;;32;;;;;;;;;;;;;;;;;;;;;
REA;2013;370000499;370000481;REAENF;;;386;412;13;2005;15;;7;;;5.22;2;2;18.44;12;9;4.1;1;0;1;;;;0;5;3.92
REA;2013;370000499;370000481;SITOT;;;2;;;32;;;;;;;;;;;;;;;;;;;;;
REA;2013;370000531;370000606;SURVADU;5;1825;417;;;1642;;;6;;3;0.71;;;;;;;;;;;;;;;
REA;2013;370000861;370000481;AUTSI;12;4380;214;;;3899;;;2;;;1.63;;;7.06;5;3;0.25;3;4;4.9;;;;;;0.55
REA;2013;370000861;370000481;REAADU;35;12775;1313;1366;70;9464;8;;9;8;2;5.98;2;0;51.19;45;13;1.5;25;17;35.08;;;;2;5;6.58
REA;2013;370000861;370000481;SITOT;18;6570;1175;;;6037;;;;;;;;;;;;;;;;;;;;;
REA;2013;370000861;370000481;SIUNV;6;2190;961;;;2138;;;;;;;;;;;;;;;;;;;;;
REA;2013;370000861;370000481;SURVADU;30;10950;2080;;;8724;;;;;1;0.89;0;0;18.04;16;5;0.75;16;1;16.85;;;;0;2;2
REA;2013;370004467;370000481;REAADU;34;12410;1182;1260;35;9714;12;;3;12;;2.19;;;30.75;28;7;;18;5;21.86;;;;0;2;2.03
REA;2013;370004467;370000481;SITOT;17;6205;2162;;;5199;;;;;;;;;;;;;;;;;;;;;
REA;2013;370004467;370000481;SURVADU;12;4380;874;;;3341;;;1;;;1;1;0;13.14;9;5;0.45;8;7;12.99;;;;;;0.53
REA;2013;370004467;370000481;USIC;17;6205;2162;;;5199;;;1;;1;1.35;;;;;;;;;;;;;;;
REA;2013;370007569;370007528;SURVADU;16;5840;638;;;4074;;;;;;;;;6;5;2;;5;1;4.98;;;;;;
REA;2013;380000034;380780049;REAADU;8;2920;316;324;21;2217;10;;6;26;;6.99;1;;19.68;16;4;1;10;2;11.39;;;;1;;0.8
REA;2013;380000034;380780049;SITOT;6;2190;568;;;2032;;;;;;;;;;;;;;;;;;;;;
REA;2013;380000034;380780049;SURVADU;6;2190;398;;;1865;;;;;;;;;;;;;;;;;;;;;
REA;2013;380000034;380780049;USIC;6;2190;568;;;2032;;;2;;;4.76;1;;16.21;13;4;1;9;3;11.64;;;;1;;0.8
REA;2013;380000067;380780080;AUTSI;25;8841;430;;;7715;;;4;;;1.72;1;;21.31;21;2;1;7;2;8.64;;2;1;1;5;6.36
REA;2013;380000067;380780080;REAADU;56;20174;2961;3559;829;17204;8;37;24;11;1;20.95;3;;118.61;99;25;3.58;58;17;69.93;2;4;4.91;8;18;24.36
REA;2013;380000067;380780080;REAENF;8;2920;473;499;20;2922;8;;5;;2;4.6;9;6;7.41;2;7;14.53;8;3;8.41;;;0.09;;;
REA;2013;380000067;380780080;SITOT;43;15146;2287;;;13064;;;;;;;;;;;;;;;;;;;;;
REA;2013;380000067;380780080;SIUNV;6;1925;460;;;1445;;;2;;1;1.88;1;;8.24;7;1;1;9;2;10.64;1;;0.4;;3;1.6
REA;2013;380000067;380780080;SURVADU;26;9410;1940;;;8073;;;;;;0.39;;;38.43;32;7;0.22;27;1;25.66;;;;;9;8.67
REA;2013;380000067;380780080;SURVENF;6;2190;430;;;1864;;;;;1;1.4;4;3;6.86;6;;5.74;2;2;5.81;;;0.07;;;
REA;2013;380000067;380780080;USIC;12;4380;1397;;;3904;;;5;;;2.1;;;29.4;26;4;;11;8;17.57;1;;1;;5;4.84
REA;2013;380000174;380781435;AUTSI;2;730;128;;;396;;;8;;2;0.42;1;;9.93;9;8;0.84;7;4;4.64;;;;2;4;2.27
REA;2013;380000174;380781435;SITOT;8;2920;887;;;2085;;;;;;;;;;;;;;;;;;;;;
REA;2013;380000174;380781435;SIUNV;4;1460;449;;;1058;;;6;;1;0.8;1;;2.66;8;8;0.09;7;4;3.97;;;;2;;0.16
REA;2013;380000174;380781435;SURVADU;4;1460;476;;;1239;;;12;;2;2.3;1;;0.99;8;8;0.06;7;4;0.7;;;;2;;0.12
REA;2013;380000174;380781435;USIC;2;730;310;;;631;;;1;;1;0.12;1;;0.65;8;8;0.04;7;4;0.46;;;;2;;0.08
REA;2013;380000406;380784751;SITOT;6;2190;422;;;1565;;;;;;;;;;;;;;;;;;;;;
REA;2013;380000406;380784751;SURVADU;6;2190;536;;;2073;;;6;;2;4.56;1;0;8.31;8;4;0.5;3;2;3.13;0;0;0;0;5;2.19
REA;2013;380000406;380784751;USIC;6;2190;422;;;1565;;;1;;0;0.5;1;0;5.95;6;1;0.5;5;1;6;0;0;0;1;3;2.57
REA;2013;380012658;380012609;SITOT;6;2190;823;;;1792;;;;;;;;;;;;;;;;;;;;;
REA;2013;380012658;380012609;SURVADU;12;4380;746;;;2758;;;;;;;;;10.55;7;5;;7;1;7.8;;;;;;
REA;2013;380012658;380012609;USIC;6;2190;823;;;1792;;;2;;4;4.6;;1;8;6;4;0.4;4;2;5;;1;0.2;;;
REA;2013;380781450;380798140;SURVADU;4;1460;105;;;356;;;;;4;0.2;;;;;;;;;;;;;;;
REA;2013;380785956;380795211;SURVADU;8;2920;650;;;940;;;;;13;13;1;;6;6;;1;;;;;7;7;;;
REA;2013;380786442;380798025;AUTSI;8;2920;859;;;1500;;;17;;9;24.5;;;4.49;3;2;;4;1;4.36;4;;4;;2;2
REA;2013;380786442;380798025;REAADU;8;2920;520;550;14;2342;14;25;20;21;;20;1;;15.06;13;3;1;3;2;4.26;4;;4;;1;0.5
REA;2013;380786442;380798025;SITOT;19;6935;2360;;;4686;;;;;;;;;;;;;;;;;;;;;
