BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;EFFPL_MED;pct80;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2013;380786442;380798025;SURVADU;8;2920;527;;;2166;;;36;;1;36.5;1;;6;6;;1;4;;4;4;;4;;;
REA;2013;380786442;380798025;USIC;11;4015;1501;;;3186;;;12;;9;16.5;1;;11.22;9;3;1;6;;6;4;;4;1;1;1.5
REA;2013;390000040;390780146;REAADU;6;2190;171;174;14;2512;8;;5;29;;5;;;;;;;;;;;;;;;
REA;2013;390000040;390780146;SITOT;9;3285;989;;;2474;;;;;;;;;;;;;;;;;;;;;
REA;2013;390000040;390780146;SIUNV;3;1095;307;;;825;;;4;;0;4;;;;;;;;;;;;;;;
REA;2013;390000040;390780146;SURVADU;;;9;;;33;;;;;;;;;;;;;;;;;;;;;
REA;2013;390000040;390780146;USIC;6;2190;682;;;1649;;;4;;2;5.1;;;;;;;;;;;;;;;
REA;2013;390000065;390780161;SURVADU;2;730;126;;;317;;;;;;;1;;2.39;2;2;0.12;1;1;1.71;;;;;;
REA;2013;390000222;390780609;REAADU;8;2869;220;236;17;1716;5;43;2;30;;1.92;1;;5;13;;1;7;5;10.93;;;;;4;4
REA;2013;390000222;390780609;SITOT;6;2190;621;;;1475;;;;;;;;;;;;;;;;;;;;;
REA;2013;390000222;390780609;SURVADU;4;1460;133;;;453;;;;;;;;;;;;;;;;;;;;;
REA;2013;390000222;390780609;USIC;6;2190;621;;;1475;;;2;;4;3.34;6;;;;;6;4;;3.5;;;;;;
REA;2013;390780575;390000198;SURVADU;4;1236;136;;;326;;;;;;;;;4.93;;23;;;;;;;;;;
REA;2013;400000105;400780193;REAADU;10;3650;422;430;11;3092;19;;8;17;1;5.89;1;;28.32;22;6;1;14;2;14.74;1;;0.67;;4;3.59
REA;2013;400000105;400780193;SITOT;4;1460;538;;;1403;;;;;;;;;;;;;;;;;;;;;
REA;2013;400000105;400780193;SIUNV;4;1460;538;;;1403;;;3;;3;1.07;;;13.56;11;2;0.4;11;;13.06;1;;0.52;;7;7.34
REA;2013;400000105;400780193;SURVADU;6;2190;986;;;3715;;;8;;0;1.46;;;8.23;9;;;6;;6.48;;;0.1;;1;1.07
REA;2013;400000139;400011177;REAADU;10;3650;401;417;14;3009;5;41;7;17;0;6;1;0;19.6;15;7;1;12;3;14.28;0;0;0;3;2;2.18
REA;2013;400000139;400011177;SITOT;12;4380;1424;;;3268;;;;;;;;;;;;;;;;;;;;;
REA;2013;400000139;400011177;SIUNV;4;1460;501;;;1048;;;0;;0;0;0;1;6.26;0;14;0.5;0;14;6.91;0;0;0;7;2;4.16
REA;2013;400000139;400011177;USIC;8;2920;923;;;2220;;;0;;0;0;0;1;5.96;4;4;0.4;8;2;9.7;0;0;0;0;0;0
REA;2013;400780359;400000204;SURVADU;6;2190;285;;;1426;;;6;;;6;;;;;;;;;;;;;;;
REA;2013;400782769;400001764;SURVADU;6;2190;385;;;2187;;;1;;;1;;;4;4;;;4;2;3.75;;;;;;
REA;2013;410000020;410000087;REAADU;12;4160;425;439;44;3620;16;33;4;26;1;4.9;;1;28.5;23;7;0.8;15;2;17.47;;1;0.5;1;1;1.8
REA;2013;410000020;410000087;SITOT;8;2920;619;;;2136;;;;;;;;;;;;;;;;;;;;;
REA;2013;410000020;410000087;SURVADU;4;1460;417;;;1242;;;1;;1;1.6;;1;5.7;4;2;0.2;5;1;5.7;;;;1;;0.2
REA;2013;410000020;410000087;SURVENF;4;1460;658;;;1933;;;;;5;1;1;2;2;;8;1.5;1;9;3.5;;;;;;
REA;2013;410000020;410000087;USIC;8;2920;619;;;2136;;;1;;;1;1;;11.7;;;1;;;5.85;;;;;;
REA;2013;410000038;410000095;SURVADU;10;3650;688;;;3404;;;;;;;0;1;11.45;10;2;0.5;11;0;10.43;0;0;0;3;2;2.21
REA;2013;410000202;410000319;SURVADU;12;4380;500;;;1905;;;28;;27;41.93;1;;5.09;1;5;1;5;1;5.92;;;;1;;0.4
REA;2013;410004998;410000871;SURVADU;7;2555;690;;;2246;;;4;;;4;;1;4.8;8;2;0.3;8;2;4.8;;;;;;
REA;2013;420000010;420780033;REAADU;12;4380;472;485;29;3514;10;45;7;22;0;3.55;1;0;25.26;26;16;0.57;22;1;15.02;1;1;1.03;0;7;4.37
REA;2013;420000010;420780033;SITOT;8;2920;841;;;2196;;;;;;;;;;;;;;;;;;;;;
REA;2013;420000010;420780033;SURVADU;6;2190;427;;;1471;;;7;;0;2.27;;0;12.63;;0;0.29;;;7.5;0;0;0.25;;;2.18
REA;2013;420000010;420780033;SURVENF;4;1460;347;;;762;;;7;;2;0.91;1;0;4.9;5;0;0.97;1;1;1.75;0;0;0;0;0;0
REA;2013;420000010;420780033;USIC;8;2920;841;;;2196;;;3;;3;1.22;1;0;14.55;11;5;1;6;1;6.72;1;0;0.13;1;1;1.7
REA;2013;420000226;420013831;AUTSI;6;2190;224;;;1991;;;;;;;;;;;;;;;;;;;;;
REA;2013;420000226;420013831;SITOT;6;2190;224;;;1991;;;;;;;;;;;;;;;;;;;;;
REA;2013;420000226;420013831;SURVADU;2;730;197;;;674;;;0;;4;1.72;;;20.58;10;11;;4;4;7.43;;;;;2;2
REA;2013;420000234;420780652;SURVADU;8;2920;670;;;3620;;;;;3;1.62;1;;15;15;;1;4;;4;1;;0.3;;;
REA;2013;420000267;420013831;SITOT;6;2190;447;;;1822;;;;;;;;;;;;;;;;;;;;;
REA;2013;420000267;420013831;SURVADU;5;1825;60;;;608;;;;;1;0.15;;;;;;;;;;;;;;;
REA;2013;420000267;420013831;USIC;6;2190;447;;;1822;;;;;3;0.6;;;4.6;3;2;;;;;;;;;;
REA;2013;420010050;420787061;REAADU;8;2920;255;282;9;3659;44;;4;26;1;4.83;1;0;30.79;34;5;1;22;2;19.57;0;0;0;4;4;5.73
REA;2013;420010050;420787061;SURVADU;8;2920;642;;;1660;;;0;;0;0;;;;;;;;;;;;;;;
REA;2013;420010241;420013492;AUTSI;13;4745;169;;;4299;;;5;;3;6.5;2;;23.35;11;25;1.08;6;24;16.67;;;;8;4;7.4
REA;2013;420010241;420013492;SITOT;13;4745;169;;;4299;;;;;;;;;;;;;;;;;;;;;
REA;2013;420011413;420011405;REAADU;8;2920;282;306;6;3363;31;;1;21;;1;;1;22;22;;0.5;11;1;11.09;4;;1;;;
REA;2013;420011413;420011405;SITOT;8;2920;695;;;2153;;;;;;;;;;;;;;;;;;;;;
REA;2013;420011413;420011405;SURVADU;16;5840;672;;;3558;;;1;;;1;;1;9.4;9;1;0.5;7;1;7.08;4;;1;;;
REA;2013;420011413;420011405;USIC;8;2920;695;;;2153;;;;;7;1;;1;7.08;7;1;0.5;7;1;7.08;4;;1;;;
REA;2013;420780504;420000135;SURVADU;6;2190;383;;;1561;;;;;9;1;;1;3.1;1;4;0.5;1;3;2.8;;;;;;
REA;2013;420780637;420002495;SURVADU;8;2920;406;;;2203;;;7;;;7;1;;15.6;12;5;1;3;3;5.6;;;;5;1;3.3
REA;2013;420782310;420000853;SURVADU;8;2920;752;;;2130;;;9;;;9;;1;6.8;6;2;0.5;3;4;5.8;;;;;;
REA;2013;420785354;420784878;AUTSI;2;730;69;;;999;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;420785354;420784878;REAADU;42;15330;1930;2000;110;12727;8;;20;12;1;10.27;2;0;152.05;125;35;2.79;42;8;46.55;4;5;0;13;18;21.43
REA;2013;420785354;420784878;REAENF;4;1460;323;344;26;1923;15;;7;;1;3.12;5;0;24.15;22;4;4.82;2;2;3.08;0;0;0;5;4;4.82
REA;2013;420785354;420784878;SITOT;19;6935;1507;;;6300;;;;;;;;;;;;;;;;;;;;;
REA;2013;420785354;420784878;SIUNV;5;1825;451;;;1597;;;3;;0;1.2;0;0;3.07;4;0;0;3;0;1.9;0;0;0;1;3;1.65
REA;2013;420785354;420784878;SURVADU;19;6935;1713;;;5297;;;1;;1;0.75;1;0;21.54;16;6;1;5;5;8.99;0;0;0;4;3;5.52
REA;2013;420785354;420784878;SURVENF;4;1460;74;;;481;;;2;;2;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;420785354;420784878;USIC;12;4380;987;;;3704;;;3;;0;0.93;1;0;19.53;16;7;0.5;11;2;11.39;0;0;0;5;5;6.15
REA;2013;430000109;430000372;SURVADU;4;1460;51;;;308;;;;;;;;;1.5;;2;;;2;1.5;;;;;;
REA;2013;430000117;430000018;REAADU;8;2920;252;255;20;2450;5;67;4;29;0;2.8;1;0;23.92;11;14;0.79;12;8;17.43;0;0;0;8;2;2.56
REA;2013;430000117;430000018;SITOT;6;2190;530;;;1381;;;;;;;;;;;;;;;;;;;;;
REA;2013;430000117;430000018;SURVADU;4;1460;293;;;1113;;;4;;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;430000117;430000018;USIC;6;2190;530;;;1381;;;4;;2;1;1;0;2.7;1;8;0.16;4;5;5.8;0;0;0;1;2;1.21
REA;2013;430000190;430000034;SURVADU;5;1825;149;;;273;;;1;;;0.1;;;;;;;;;;;;;;;
REA;2013;440000016;440000057;REAADU;12;4380;492;502;21;2941;10;45;;13;;;;1;28.1;21;9;0.75;10;10;18;;1;0.45;1;3;3.5
REA;2013;440000016;440000057;SITOT;14;3366;749;;;2727;;;;;;;;;;;;;;;;;;;;;
REA;2013;440000016;440000057;SIUNV;4;232;53;;;158;;;1;;;1;;1;6;;8;0.14;;7;6;;2;0.3;;1;1
REA;2013;440000016;440000057;SURVADU;10;3650;904;;;2304;;;;;;;1;;9;6;4;1;8;;8;;1;0.45;2;2;3.5
REA;2013;440000016;440000057;SURVENF;2;730;40;;;120;;;;;;;;;;;;;;;;;;;;;
REA;2013;440000016;440000057;USIC;10;3134;696;;;2569;;;1;;;1;;1;11.25;;25;0.26;;24;9.8;;;;;2;2
REA;2013;440000271;440000289;AUTSI;41;14965;1243;;;13071;;;21;;;5.08;1;6;43.94;28;20;5.2;18;19;34.93;0;1;0.5;2;3;4.56
REA;2013;440000271;440000289;REAADU;34;12410;1713;1775;84;10790;9;;7;8;;7;2;0;77.17;29;29;2.56;22;15;48.66;1;0;1.78;0;4;5.62
REA;2013;440000271;440000289;REAENF;6;2190;572;615;29;3374;22;;10;;;5.01;28;14;38.54;28;13;37.21;8;3;10.41;0;0;0;4;4;4.74
REA;2013;440000271;440000289;SITOT;41;14965;1243;;;13071;;;;;;;;;;;;;;;;;;;;;
REA;2013;440000271;440000289;SURVADU;6;2190;1188;;;1789;;;16;;;1.68;0;1;16.34;16;42;0.21;3;32;5.75;0;1;0.1;2;0;0.2
REA;2013;440000271;440000289;SURVENF;8;2920;541;;;3487;;;0;;0;0;0;5;9.82;10;6;3.73;6;8;10.14;0;0;0;3;1;1.98
REA;2013;440000404;440000925;SURVADU;4;1460;39;;;308;;;;;4;0.13;;;2;2;;;2;;2;;;;;;
REA;2013;440000412;440000941;SURVADU;6;2190;427;;;2396;;;1;;1;1.25;1;;7;7;;0.25;4;;4;;2;0.3;;;
REA;2013;440000503;440000313;SITOT;4;1460;493;;;1772;;;;;;;;;;;;;;;;;;;;;
REA;2013;440000503;440000313;USIC;4;1460;493;;;1772;;;2;;;1;;;;;;;;;;;;;;;
REA;2013;440001113;490017258;SURVADU;4;1460;244;;;788;;;5;;3;0.6;;;5.07;8;17;;5;15;2.93;;;;;;
REA;2013;440002020;440001386;SURVADU;5;1825;371;;;1459;;;6;;;6;1;;5.24;9;2;0.22;1;3;3.15;2;;2;;;
REA;2013;440017598;440000289;AUTSI;18;6570;601;;;5854;;;;;;;2;1;34.19;24;13;1.9;20;10;28.63;0;0;0;1;0;0.51
REA;2013;440017598;440000289;REAADU;31;11315;2173;2432;52;10594;10;;31;12;;10.02;2;1;72.89;62;17;2.5;36;9;43.5;0;1;0.14;4;0;1.9
REA;2013;440017598;440000289;SITOT;54;19710;3867;;;17874;;;;;;;;;;;;;;;;;;;;;
REA;2013;440017598;440000289;SIUNV;6;2190;855;;;1837;;;29;;;6.31;0;1;4.08;2;4;0.22;2;2;3.95;0;0;0;3;0;0.35
REA;2013;440017598;440000289;SURVADU;14;5110;1227;;;4441;;;5;;0;1.67;1;0;20.35;17;5;0.43;10;3;11.61;0;1;0.11;1;0;0.22
REA;2013;440017598;440000289;USIC;30;10950;2411;;;10183;;;;;;;1;0;25.66;9;22;1;11;14;22.39;0;0;0;0;0;0.01
REA;2013;440024982;440000461;SURVADU;14;4043;832;;;3920;;;;;;;;1;17.46;16;2;0.5;10;;10;;1;0.25;;4;4
REA;2013;440029338;440041895;SURVADU;8;2920;576;;;2170;;;11;;;11;;;;;;;;;;;;;;;
REA;2013;440029379;440000974;SURVADU;4;1460;218;;;393;;;9;;;9;;;;;;;;;;;;;;;
REA;2013;440041580;440041572;SITOT;8;2920;999;;;2778;;;;;;;;;;;;;;;;;;;;;
REA;2013;440041580;440041572;SURVADU;40;14600;4164;;;13355;;;18;;1;18.5;1;1;25.46;27;7;1.35;12;7;15.67;;;;;;
REA;2013;440041580;440041572;USIC;8;2920;999;;;2778;;;10;;0;9.83;0;1;4.56;4;1;0.17;2;1;2.33;;;;;;
REA;2013;450000021;450000088;SURVADU;4;1460;98;;;262;;;;;;;;;;;;;;;;;;;;;
REA;2013;450000021;450000088;SURVENF;12;4380;1452;;;4383;;;10;;4;13.31;8;7;3.27;10;8;2.49;22;3;4.87;;;;0;6;1.14
REA;2013;450000047;450000096;SURVADU;6;2190;470;;;1899;;;3;;;0.5;;;5.8;5;1;;4;2;5.6;;;;;;
REA;2013;450000062;450000104;REAADU;12;4380;791;847;47;4117;17;60;7;28;;3.91;;;32.66;30;6;;14;4;17.37;;;;2;2;4.21
REA;2013;450000062;450000104;SITOT;6;2190;681;;;1730;;;;;;;;;;;;;;;;;;;;;
REA;2013;450000062;450000104;SURVADU;10;3650;567;;;3267;;;8;;5;1.92;;;4.97;2;3;;5;1;5.95;;;;2;1;1.87
REA;2013;450000062;450000104;SURVENF;4;1460;413;;;622;;;6;;;0.07;;;;;;;1;1;1.75;;;;;;
REA;2013;450000062;450000104;USIC;6;2190;681;;;1730;;;3;;6;1.41;;;0.8;;1;;2;1;2.2;;;;1;;0.64
REA;2013;450000237;450000534;SURVADU;9;3285;452;;;1836;;;;;4;0.8;;;5.14;4;2;;4;2;4.85;;;;3;;0.5
REA;2013;450000245;450000542;SURVADU;11;4015;481;;;3153;;;7;;;7;1;;9.71;7;3;1;2;3;5.17;;;;;3;3.25
REA;2013;450000294;450000591;SITOT;8;2920;772;;;2582;;;;;;;;;;;;;;;;;;;;;
REA;2013;450000294;450000591;SURVADU;12;4380;986;;;5273;;;;;;;1;;5.53;6;;0.29;6;;5.53;;;;;;
REA;2013;450000294;450000591;USIC;8;2920;772;;;2582;;;;;;;1;;8.25;11;;0.29;6;;5.53;;;;;;
REA;2013;450002613;450000088;AUTSI;12;4380;408;;;3740;;;3;;0;0.3;1;;6.7;7;1;0.25;5;2;6.19;;;;;;
REA;2013;450002613;450000088;REAADU;30;10945;1072;1135;76;9518;5;;15;13;3;12.37;4;;91.37;86;15;2.7;46;7;50.01;;;;1;16;11.27
REA;2013;450002613;450000088;SITOT;28;10220;2218;;;7539;;;;;;;;;;;;;;;;;;;;;
REA;2013;450002613;450000088;SIUNV;5;1825;668;;;1229;;;2;;0;0.8;;1;6.16;14;6;0.17;12;6;5.6;;;;3;7;3.56
REA;2013;450002613;450000088;SURVADU;57;20805;3368;;;14424;;;25;;0;6.23;2;;48.13;47;15;1.5;33;12;32.25;;;;2;16;9.19
REA;2013;450002613;450000088;USIC;11;4015;1142;;;2570;;;3;;0;0.8;1;;16.46;16;2;0.63;4;3;5.69;;;;;1;1.21
REA;2013;450010079;450000195;SURVADU;6;2190;537;;;2052;;;;;;;;;4.61;8;1;;4;;3.93;;;;;;
REA;2013;460000045;460780083;SURVADU;6;2190;387;;;1264;;;1;;0;1;0;0;7.37;2;6;0;5;2;5.82;0;0;0;0;0;0
REA;2013;460000110;460780216;REAADU;8;2920;287;293;11;2531;13;36;4;29;1;4.22;1;0;17.55;23;1;0.67;13;1;11.7;0;0;0;0;1;0.68
REA;2013;460000110;460780216;SITOT;4;1460;443;;;1317;;;;;;;;;;;;;;;;;;;;;
REA;2013;460000110;460780216;SIUNV;4;1460;443;;;1317;;;0;;0;0;0;0;6.15;7;0;0;7;0;6.15;0;0;0;0;0;0
REA;2013;460000110;460780216;SURVADU;4;1460;227;;;1008;;;2;;0;1.41;0;0;6.34;8;0;0.33;7;0;6.23;0;0;0;0;0;0.34
REA;2013;470000027;470014069;SITOT;12;4380;938;;;3858;;;;;;;;;;;;;;;;;;;;;
REA;2013;470000027;470014069;SURVADU;10;3650;620;;;2484;;;26;;;24.25;;1;8.36;8;1;0.4;4;1;4.23;;;;;1;1
REA;2013;470000027;470014069;USIC;12;4380;938;;;3858;;;9;;;8.25;;1;12.55;13;1;0.6;5;2;6.35;;;;;2;2
REA;2013;470000142;470000795;SURVADU;4;1460;205;;;589;;;4;;;1;;;;;;;;;;;;;;;
REA;2013;470000423;470000316;REAADU;12;4380;431;451;20;4126;37;;6;29;;5.68;2;;26.21;27;8;1.3;24;4;22.22;;;;;2;0.84
REA;2013;470000423;470000316;SITOT;4;1460;393;;;1088;;;;;;;;;;;;;;;;;;;;;
REA;2013;470000423;470000316;SIUNV;4;1460;393;;;1088;;;;;;0.4;;;3.15;;;0.15;;;2.85;;;;;;0.94
REA;2013;470000423;470000316;SURVADU;6;2190;323;;;1197;;;;;;1;;;6.63;;;0.2;;;4.98;;;;;;0.56
REA;2013;470000431;470000324;SURVADU;10;3650;806;;;3038;;;;;;;;;6.07;6;;;4;;4.76;;;;;1;1
REA;2013;470000480;470001660;SURVADU;6;2190;537;;;2013;;;6;;0;1.4;1;0;4.72;5;1;1;4;0;4;0;0;0;0;1;1.01
REA;2013;480000017;480780097;REAADU;6;2190;159;161;5;1143;4;;5;30;1;2.5;9;;6.17;12;1;4.04;12;1;6.06;;;;1;;0.8
REA;2013;480000017;480780097;SURVADU;6;2190;188;;;521;;;5;;1;2.5;9;;6.17;12;1;4.04;12;1;6.06;;;;;;
REA;2013;490000049;490000031;AUTSI;20;7287;366;;;6803;;;4;;0;4;0;0;20.97;17;9;0;19;3;19.64;0;0;0;0;0;0
REA;2013;490000049;490000031;REAADU;47;17155;2823;3020;292;14639;6;33;14;16;1;13.8;5;0;125.79;130;38;4.62;72;23;73.1;0;0;0;4;18;19.56
REA;2013;490000049;490000031;REAENF;7;2555;406;424;40;1613;11;;4;;0;4;5;2;10.2;8;7;6.5;10;8;11.94;0;0;0;3;4;4.8
REA;2013;490000049;490000031;SITOT;62;22617;3723;;;17599;;;;;;;;;;;;;;;;;;;;;
REA;2013;490000049;490000031;SIUNV;14;5110;827;;;1923;;;2;;0;2;0;0;3.4;2;3;0;3;1;2.3;0;0;0;1;3;3
REA;2013;490000049;490000031;SURVADU;29;10585;2075;;;8257;;;10;;0;10;2;0;25.02;21;10;1.5;23;10;22.83;0;0;0;1;0;0.8
REA;2013;490000049;490000031;USIC;28;10220;2530;;;8873;;;12;;3;13.4;1;0;20.77;12;18;1;16;0;16;0;0;0;0;0;0
REA;2013;490000155;490017258;SURVADU;5;1825;263;;;1230;;;8;;4;8.7;1;0;9.92;10;2;0.87;13;2;11.69;0;0;0;0;0;0
REA;2013;490000262;490000171;SITOT;8;2920;745;;;1923;;;;;;;;;;;;;;;;;;;;;
REA;2013;490000262;490000171;SURVADU;10;3650;346;;;1701;;;5;;;5;1;;;;;0.2;;;;;;;;;
REA;2013;490000262;490000171;USIC;8;2920;745;;;1923;;;5;;10;7;1;;12.6;13;;0.2;9;;9;;;;;;
REA;2013;490000635;490000676;REAADU;8;2920;331;339;15;2253;4;39;5;18;2;4.61;1;1;16.8;10;10;1.1;7;4;10.33;;;;1;3;3
REA;2013;490000635;490000676;SITOT;6;2190;513;;;1715;;;;;;;;;;;;;;;;;;;;;
REA;2013;490000635;490000676;SURVADU;4;1460;243;;;934;;;5;;2;0.85;;;4.8;4;1;;4;1;4.8;;;;;;
REA;2013;490000635;490000676;USIC;6;2190;513;;;1715;;;4;;;1.01;;;7.8;2;7;;4;4;7;;;;;;
REA;2013;490001765;490528452;SITOT;6;2190;607;;;1886;;;;;;;;;;;;;;;;;;;;;
REA;2013;490001765;490528452;SURVADU;6;2190;253;;;1121;;;4;;;0.59;1;;6.82;9;9;0.3;3;4;2.99;;;;2;2;1.04
REA;2013;490001765;490528452;USIC;6;2190;607;;;1886;;;5;;;0.86;2;;6.79;9;8;0.45;3;4;2.94;;;;2;2;1.23
REA;2013;490002037;490000890;SURVADU;8;2920;443;;;1705;;;8;;;8;8;;6;7;;8;;;;;;;;;
REA;2013;490014909;490008109;SURVADU;12;4380;851;;;3295;;;;;;;;1;12.9;11;4;0.33;5;3;6.5;;;;1;;0.7
REA;2013;500000021;500000054;REAADU;8;2920;268;272;5;2815;9;;6;31;;6;1;;20.25;17;3;1;14;5;17.31;;;;;1;1
REA;2013;500000021;500000054;SURVADU;4;1460;142;;;814;;;;;;;;;;;;;;;;;;;;;
REA;2013;500000146;500000500;SURVADU;6;2190;381;;;1685;;;;;5;0.5;;1;4.76;4;2;0.5;4;2;4.8;;;;;;
REA;2013;500000187;500000013;AUTSI;;;0;;;0;;;1;;4;2.5;;;;;;;;;;;;;;;
REA;2013;500000187;500000013;REAADU;12;3912;464;474;22;2819;6;39;13;20;;12.47;1;;24.19;19;8;1;18;;16.54;;;;2;6;5.98
REA;2013;500000187;500000013;SITOT;16;5840;1678;;;5832;;;;;;;;;;;;;;;;;;;;;
REA;2013;500000187;500000013;SIUNV;6;2190;650;;;2026;;;5;;1;2.2;1;;6.69;2;4;0.3;8;3;10.27;;;;;2;1
REA;2013;500000187;500000013;SURVADU;28;10220;932;;;6162;;;5;;1;2.2;;;16.54;13;1;;;1;1;;;;1;2;2.87
REA;2013;500000187;500000013;SURVENF;4;1460;497;;;1255;;;;;;;;;3.4;4;3;;;;;;;;;;
REA;2013;500000187;500000013;USIC;10;3650;1028;;;3806;;;1;;4;2.5;1;;14.96;11;4;0.3;6;2;7.34;;;;;;
REA;2013;500000203;500000542;SURVADU;4;1460;144;;;302;;;;;3;1;;;0.33;;1;;;1;0.33;;;;;;
REA;2013;500000450;500000112;REAADU;8;2920;308;317;17;2092;18;;10;16;2;10.75;1;0;21.08;17;6;0.9;11;3;13.3;0;0;0;0;7;7
REA;2013;500000450;500000112;SITOT;10;3650;904;;;2594;;;;;;;;;;;;;;;;;;;;;
REA;2013;500000450;500000112;SIUNV;4;1460;362;;;1060;;;;;;;;;2.28;2;0;;1;0;1;0;0;0;0;0;0
REA;2013;500000450;500000112;SURVADU;4;1460;208;;;754;;;;;;;1;0;4.59;3;2;0.1;2;1;2.8;0;0;0;0;0;0
REA;2013;500000450;500000112;USIC;6;2190;542;;;1534;;;6;;3;5.4;1;0;3;3;0;0.3;4;0;4;0;0;0;0;1;0.5
REA;2013;500002357;500002233;SURVADU;5;1825;253;;;311;;;;;6;0.1;;1;0.2;1;;0.1;1;;0.2;;;;1;;0.2
REA;2013;510000169;510000037;REAADU;8;2920;197;202;7;2538;7;27;5;15;1;4.67;1;0;19.98;15;6;0.4;14;5;12.9;0;;;0;5;2.3
REA;2013;510000169;510000037;SURVADU;7;2555;539;;;1799;;;5;;3;2.32;2;0;13.21;11;3;0.26;14;5;5.25;0;0;0;0;5;1.58
REA;2013;510000185;510000532;SITOT;8;2920;860;;;2670;;;;;;;;;;;;;;;;;;;;;
REA;2013;510000185;510000532;SURVADU;25;9125;3161;;;10816;;;5;;;;1;;9.43;7;4;;9;;8.56;;;;;;
REA;2013;510000185;510000532;USIC;8;2920;860;;;2670;;;10;;;;1;;5.73;5;1;1;6;1;4.73;;;;;;
REA;2013;510000193;510000557;REAADU;12;4380;474;483;19;2748;44;;2;20;;2;1;;16.87;17;1;1;11;;8.18;;;;1;;0.13
REA;2013;510000193;510000557;SURVADU;11;4015;682;;;2671;;;17;;;3.4;;;6.12;5;1;;5;2;6.21;;;;1;;0.08
REA;2013;510000235;510000060;SURVADU;8;2920;816;;;2047;;;5;;1;2.14;3;0;8.87;7;3;0.5;5;1;3.65;;;;4;1;0.64
REA;2013;510000250;510000078;SURVADU;7;2555;627;;;1808;;;0;;2;1;;1;12;12;;0.5;4;;4;1;;1;1;;0.05
REA;2013;510000516;510000136;SURVADU;5;1825;215;;;1005;;;1;;1;1.8;3;1;17.1;15;3;3.5;6;0;6;0;1;0.8;0;0;0
REA;2013;510002447;510000029;AUTSI;5;1741;70;;;1466;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;510002447;510000029;REAADU;21;7665;1131;1208;27;6663;21;28;13;12;0;5.9;4;1;55.1;49;8;4.2;28;0;28;0;0;0;9;9;13
REA;2013;510002447;510000029;SITOT;21;7497;1648;;;6212;;;;;;;;;;;;;;;;;;;;;
REA;2013;510002447;510000029;SURVADU;2;730;110;;;374;;;2;;0;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;510002447;510000029;USIC;16;5756;1578;;;4746;;;2;;0;0.7;0;0;22.8;14;11;0;11;0;11;0;0;0;2;2;3
REA;2013;510002470;510000029;SURVENF;6;2190;217;;;1600;;;5;;0;0.75;2;3;8.8;4;6;3.15;0;0;0;0;0;0;7;5;8.38
REA;2013;510004302;510000029;AUTSI;6;2190;408;;;1714;;;4;;0;0.51;0;1;14.4;12;3;0.75;3;1;3.8;0;0;0;3;2;3.9
REA;2013;510004302;510000029;REAADU;13;4745;450;472;32;4316;33;45;12;6;1;5.85;0;11;32.6;28;6;3.2;19;4;21.6;0;0;0;9;5;10.58
REA;2013;510004302;510000029;REAENF;6;2190;195;204;19;1413;41;;6;;0;0.9;2;8;9.6;3;11;6.1;0;5;1.95;0;0;0;15;0;4.9
REA;2013;510004302;510000029;SITOT;10;3650;908;;;2804;;;;;;;;;;;;;;;;;;;;;
REA;2013;510004302;510000029;SIUNV;4;1460;500;;;1090;;;1;;0;0.5;0;1;4.1;1;4;0.3;0;0;0;0;0;0;7;0;2.65
REA;2013;510004302;510000029;SURVADU;8;2906;824;;;2705;;;12;;1;0.23;0;2;12.5;9;6;0.84;7;4;10.2;0;0;0;7;1;2.8
REA;2013;510012040;510000557;SURVADU;6;2190;22;;;55;;;;;24;4.8;;;;;;;;;;;;;;;
REA;2013;520000027;520780032;REAADU;6;2190;330;343;17;1780;2;;1;30;0;1;0;1;11.93;12;2;0.2;12;1;12.52;0;1;0.2;0;0;0
REA;2013;520000027;520780032;SURVADU;3;1095;346;;;842;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;520000043;520780057;SURVADU;6;2190;702;;;1930;;;;;1;0.2;;1;8;6;4;0.4;6;;6;;;;;;
REA;2013;520000068;520780073;REAADU;8;2920;247;252;8;2272;16;40;5;25;1;4.63;;;22.29;16;7;;10;1;10.99;;;;;1;1
REA;2013;520000068;520780073;SITOT;8;2920;434;;;2282;;;;;;;;;;;;;;;;;;;;;
REA;2013;520000068;520780073;SURVADU;4;1460;287;;;1345;;;5;;1;1.3;1;;4.09;4;1;0.17;4;;4.04;;;;;;
REA;2013;520000068;520780073;USIC;8;2920;434;;;2282;;;3;;4;2.25;1;;10.07;8;2;0.17;8;;8.09;;;;1;;0.5
