BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2013;680000577;680000411;N4130;3;;3;0;0;;
IMAGES_P;2013;680000601;680000437;M1160;;2;1.43;0;1;0;0
IMAGES_P;2013;680000601;680000437;N4130;7;1;7.75;1;0;;
IMAGES_P;2013;680000627;680000486;M1160;2;1;1.2;0;1;0;0
IMAGES_P;2013;680000627;680000486;N4130;3;0;3;0;0;;
IMAGES_P;2013;680000627;680000486;NAUT;2;1;2.5;;;;
IMAGES_P;2013;680000684;680000973;M1160;14;3;14.6;0;1;0;0
IMAGES_P;2013;680000684;680000973;M1210;2;;2;0;0;;
IMAGES_P;2013;680000684;680000973;N4130;45;15;54.99;1;1;;
IMAGES_P;2013;680000684;680000973;N4160;1;;1;;;;
IMAGES_P;2013;680000684;680000973;NAUT;23;11;29.5;;;;
IMAGES_P;2013;680000700;680001005;M1160;1;;1;0;0;0;0
IMAGES_P;2013;680000700;680001005;N4130;5;3;5.6;0;1;;
IMAGES_P;2013;680000700;680001005;NAUT;2;;2;;;;
IMAGES_P;2013;680000882;680016011;N4130;;1;0.41;0;0;;
IMAGES_P;2013;680000882;680016011;NAUT;;1;0.5;;;;
IMAGES_P;2013;680001195;680016011;M1160;3;21;4.1;0;1;0;0
IMAGES_P;2013;680001195;680016011;N4130;14;3;15.21;0;1;;
IMAGES_P;2013;680001195;680016011;N4160;1;;1;;;;
IMAGES_P;2013;680001195;680016011;NAUT;1;;0.5;;;;
IMAGES_P;2013;680001245;680000973;M1160;;;;0;1;0;0
IMAGES_P;2013;680001245;680000973;N4130;4;3;6.4;0;1;;
IMAGES_P;2013;680001245;680000973;NAUT;2;1;2.75;;;;
IMAGES_P;2013;680001328;750005068;N4130;;1;0.86;0;0;;
IMAGES_P;2013;680004546;680000486;M1160;15;3;11.87;0;1;0;0
IMAGES_P;2013;680004546;680000486;M1210;1;1;1.41;0;0;;
IMAGES_P;2013;680004546;680000486;N4130;57;13;64.66;0;0;;
IMAGES_P;2013;680004546;680000486;N4160;6;0;6;;;;
IMAGES_P;2013;680004546;680000486;NAUT;30;13;37.86;;;;
IMAGES_P;2013;690000013;690780036;M1160;2;1;2.32;0;0;0;0
IMAGES_P;2013;690000013;690780036;N4130;6;2;7.11;0;0;;
IMAGES_P;2013;690000013;690780036;NAUT;2;;2;;;;
IMAGES_P;2013;690000021;690780044;M1160;;3;0.79;0;0;0;0
IMAGES_P;2013;690000021;690780044;N4130;2;1;2.5;0;0;;
IMAGES_P;2013;690000088;690780101;M1160;1;;0.5;0;0;0;0
IMAGES_P;2013;690000088;690780101;N4130;2;;2;0;0;;
IMAGES_P;2013;690000088;690780101;NAUT;2;1;2.1;;;;
IMAGES_P;2013;690000096;690780119;N4130;;1;0.37;0;0;;
IMAGES_P;2013;690000245;690780432;M1160;;1;0.26;0;0;0;0
IMAGES_P;2013;690000245;690780432;N4130;;1;0.68;0;0;;
IMAGES_P;2013;690000401;750000218;N4130;0;2;1.42;0;0;;
IMAGES_P;2013;690000427;750721334;N4130;2;1;2.82;0;0;;
IMAGES_P;2013;690000575;690782222;M1160;7;1;7.2;0;1;0;0
IMAGES_P;2013;690000575;690782222;N4130;13;11;21.15;1;0;;
IMAGES_P;2013;690000575;690782222;N4160;1;;1;;;;
IMAGES_P;2013;690000575;690782222;NAUT;15;6;18.17;;;;
IMAGES_P;2013;690000591;690782248;M1160;;;;;;0;1
IMAGES_P;2013;690000591;690782248;N4130;;1;0.75;0;0;;
IMAGES_P;2013;690000625;690782271;M1160;;3;1.8;0;1;0;0
IMAGES_P;2013;690000625;690782271;N4130;5;5;8.85;0;1;;
IMAGES_P;2013;690000625;690782271;N4160;1;;0.51;;;;
IMAGES_P;2013;690000625;690782271;NAUT;5;1;3.53;;;;
IMAGES_P;2013;690000773;690782925;M1160;0;2;0.6;;;;
IMAGES_P;2013;690000773;690782925;N4130;0;1;0.86;0;0;;
IMAGES_P;2013;690000773;690782925;NAUT;1;0;1;;;;
IMAGES_P;2013;690000880;690783220;M1160;8;6;8.22;0;1;0;0
IMAGES_P;2013;690000880;690783220;M1210;6;2;6.85;0;1;;
IMAGES_P;2013;690000880;690783220;N4130;29;4;25.1;0;1;;
IMAGES_P;2013;690000880;690783220;N4160;3;0;2.45;;;;
IMAGES_P;2013;690000880;690783220;NAUT;17;3;16.18;;;;
IMAGES_P;2013;690007539;690781810;M1160;5;4;7.11;0;1;;
IMAGES_P;2013;690007539;690781810;N4130;39;8;43.79;1;0;;
IMAGES_P;2013;690007539;690781810;N4160;1;;0.92;;;;
IMAGES_P;2013;690007539;690781810;NAUT;12;2;14.59;;;;
IMAGES_P;2013;690023411;690000252;M1160;12;1;12.6;0;1;;
IMAGES_P;2013;690023411;690000252;N4130;3;1;3.5;0;1;;
IMAGES_P;2013;690023411;690000252;NAUT;3;1;3.5;;;;
IMAGES_P;2013;690780093;750821092;M1160;3;;3;0;1;0;0
IMAGES_P;2013;690780093;750821092;N4130;15;1;15.06;1;0;;
IMAGES_P;2013;690780093;750821092;N4160;1;;1;;;;
IMAGES_P;2013;690780150;690000104;N4130;0;1;0.1;0;0;;
IMAGES_P;2013;690780200;690000112;M1160;;5;4;0;0;0;0
IMAGES_P;2013;690780200;690000112;N4130;3;1;3.5;0;0;;
IMAGES_P;2013;690780200;690000112;N4160;1;;1;;;;
IMAGES_P;2013;690780200;690000112;NAUT;2;1;2.5;;;;
IMAGES_P;2013;690780382;690000211;M1160;4;;4;;1;;
IMAGES_P;2013;690780382;690000211;N4130;4;2;5.7;;;;
IMAGES_P;2013;690780382;690000211;N4160;1;;1;;;;
IMAGES_P;2013;690780382;690000211;NAUT;6;1;6.8;;;;
IMAGES_P;2013;690781026;690029723;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;690781026;690029723;N4130;0;2;1.1;0;0;;
IMAGES_P;2013;690781737;750721334;M1160;;2;0.4;0;0;0;0
IMAGES_P;2013;690781737;750721334;N4130;;1;0.26;0;0;;
IMAGES_P;2013;690781737;750721334;NAUT;1;;1;;;;
IMAGES_P;2013;690781836;690006598;M1160;;4;3.35;0;1;0;0
IMAGES_P;2013;690781836;690006598;N4130;7;;6.87;0;1;;
IMAGES_P;2013;690781836;690006598;N4160;;1;0.92;;;;
IMAGES_P;2013;690781836;690006598;NAUT;10;;9.92;;;;
IMAGES_P;2013;690782420;690793633;NAUT;;1;0.1;;;;
IMAGES_P;2013;690783154;690781810;M1160;3;4;4.88;1;1;;
IMAGES_P;2013;690783154;690781810;N4130;89;14;96.37;1;1;;
IMAGES_P;2013;690783154;690781810;N4160;4;;3.63;;;;
IMAGES_P;2013;690783154;690781810;NAUT;32;3;34.64;;;;
IMAGES_P;2013;690784137;690781810;M1160;6;8;10.58;;;;
IMAGES_P;2013;690784137;690781810;N4130;59;20;73.5;;;;
IMAGES_P;2013;690784137;690781810;N4160;3;;3;;;;
IMAGES_P;2013;690784137;690781810;NAUT;24;4;27.02;;;;
IMAGES_P;2013;690784152;690781810;M1160;4;5;6.54;0;1;;
IMAGES_P;2013;690784152;690781810;N4130;26;11;35.54;0;1;;
IMAGES_P;2013;690784152;690781810;N4160;3;;2.54;;;;
IMAGES_P;2013;690784152;690781810;NAUT;12;10;17.79;;;;
IMAGES_P;2013;690784178;690781810;M1160;3;;3.52;0;1;;
IMAGES_P;2013;690784178;690781810;N4130;19;9;25.84;0;1;;
IMAGES_P;2013;690784178;690781810;N4160;3;;2.22;;;;
IMAGES_P;2013;690784178;690781810;NAUT;24;2;27.68;;;;
IMAGES_P;2013;690784186;690781810;M1160;2;8;6.43;0;1;;
IMAGES_P;2013;690784186;690781810;N4130;20;9;26.11;0;1;;
IMAGES_P;2013;690784186;690781810;N4160;2;;1.86;;;;
IMAGES_P;2013;690784186;690781810;NAUT;36;5;42.18;;;;
IMAGES_P;2013;690784194;690781810;N4130;3;;2.63;;;;
IMAGES_P;2013;690784194;690781810;NAUT;2;;2.55;;;;
IMAGES_P;2013;690784202;690781810;N4130;2;1;3.38;;;;
IMAGES_P;2013;690784202;690781810;NAUT;2;;2;;;;
IMAGES_P;2013;690787452;690781810;N4130;2;;2.9;;;;
IMAGES_P;2013;690787452;690781810;N4160;;;0.11;;;;
IMAGES_P;2013;690787452;690781810;NAUT;2;;2.19;;;;
IMAGES_P;2013;690787478;690781810;N4130;;2;0.93;;;;
IMAGES_P;2013;690787478;690781810;NAUT;1;;0.68;;;;
IMAGES_P;2013;690796727;;N4130;;1;0.5;0;0;;
IMAGES_P;2013;690802061;690000104;N4130;;1;0.05;0;0;;
IMAGES_P;2013;690805361;690805353;M1160;6;2;5.62;0;1;;
IMAGES_P;2013;690805361;690805353;N4130;21;4;23.11;1;1;;
IMAGES_P;2013;690805361;690805353;NAUT;9;;8.4;;;;
IMAGES_P;2013;700000011;700780026;M1160;2;;2;;1;0;0
IMAGES_P;2013;700000011;700780026;N4130;4;2;5.38;0;1;;
IMAGES_P;2013;700000011;700780026;NAUT;3;;2.68;;;;
IMAGES_P;2013;700000029;700004591;M1160;3;3;5.54;;;;
IMAGES_P;2013;700000029;700004591;N4130;18;6;21.58;;;;
IMAGES_P;2013;700000029;700004591;N4160;1;1;1;;;;
IMAGES_P;2013;700000029;700004591;NAUT;5;1;5.21;;;;
IMAGES_P;2013;700780042;250006335;N4130;0;1;0.2;0;0;;
IMAGES_P;2013;700780059;700004591;N4130;2;;1.24;0;0;;
IMAGES_P;2013;700780059;700004591;N4160;1;;0.07;;;;
IMAGES_P;2013;700780059;700004591;NAUT;1;;0.25;;;;
IMAGES_P;2013;700780208;700004591;N4130;1;2;2.23;0;0;;
IMAGES_P;2013;700780208;700004591;N4160;1;;0.07;;;;
IMAGES_P;2013;710010067;710780644;M1160;2;;2;0;1;0;0
IMAGES_P;2013;710010067;710780644;N4130;9;3;11.47;1;0;;
IMAGES_P;2013;710010067;710780644;N4160;;1;0.5;;;;
IMAGES_P;2013;710010067;710780644;NAUT;3;;3;;;;
IMAGES_P;2013;710010786;710781451;N4130;3;1;3.67;0;1;;
IMAGES_P;2013;710010786;710781451;NAUT;0;1;0.9;;;;
IMAGES_P;2013;710978255;710781568;M1160;;1;0.5;0;0;0;0
IMAGES_P;2013;710978255;710781568;N4130;;2;0.52;0;0;;
IMAGES_P;2013;710978263;710780958;M1160;4;1;2.5;0;1;0;0
IMAGES_P;2013;710978263;710780958;M1210;4;1;2;0;0;;
IMAGES_P;2013;710978263;710780958;N4130;18;7;22.54;1;0;;
IMAGES_P;2013;710978263;710780958;N4160;1;;1;;;;
IMAGES_P;2013;710978263;710780958;NAUT;8;6;10.54;;;;
IMAGES_P;2013;710978271;710781014;M1160;1;;0.1;0;0;0;0
IMAGES_P;2013;710978271;710781014;N4130;;7;0.1;0;0;;
IMAGES_P;2013;710978289;710780263;N4130;23;7;28;;;;
IMAGES_P;2013;710978289;710780263;N4160;;1;0.8;;;;
IMAGES_P;2013;710978289;710780263;NAUT;7;3;9.5;;;;
IMAGES_P;2013;710978313;710976705;M1160;2;;1.78;0;;;
IMAGES_P;2013;710978313;710976705;N4130;10;6;14.35;1;;;
IMAGES_P;2013;710978313;710976705;N4160;;1;1;;;;
IMAGES_P;2013;710978313;710976705;NAUT;4;3;6.4;;;;
IMAGES_P;2013;710978347;710781204;M1160;2;2;2.54;0;1;0;0
IMAGES_P;2013;710978347;710781204;M1210;3;1;1.09;0;0;;
IMAGES_P;2013;710978347;710781204;N4130;15;6;16.41;1;0;;
IMAGES_P;2013;710978347;710781204;N4160;2;;2;;;;
IMAGES_P;2013;710978347;710781204;NAUT;15;1;11.68;;;;
IMAGES_P;2013;720000033;720000025;M1160;5;5;6.84;0;1;1;1
IMAGES_P;2013;720000033;720000025;M1210;3;1;2.97;0;0;;
IMAGES_P;2013;720000033;720000025;N4130;42;12;51.75;0;1;;
IMAGES_P;2013;720000033;720000025;NAUT;17;12;28.59;;;;
IMAGES_P;2013;720000124;720000066;M1160;;4;1.8;0;0;0;0
IMAGES_P;2013;720000124;720000066;N4130;3;2;4.1;0;0;;
IMAGES_P;2013;720000124;720000066;NAUT;2;;1;;;;
IMAGES_P;2013;720000389;720012749;N4130;1;;1;;;;
IMAGES_P;2013;720000413;720008390;N4130;1;;1;0;0;;
IMAGES_P;2013;720000470;610780082;N4130;4;0;3.95;0;1;;
IMAGES_P;2013;720000470;610780082;N4160;1;0;0.2;;;;
IMAGES_P;2013;720000470;610780082;NAUT;1;0;1.98;;;;
IMAGES_P;2013;720000520;720000140;M1160;;1;0.91;0;0;0;0
IMAGES_P;2013;720000520;720000140;N4130;2;2;3.5;0;1;;
IMAGES_P;2013;720000520;720000140;NAUT;1;1;1.11;;;;
IMAGES_P;2013;720000744;720000454;N4130;0;1;0.51;0;0;;
IMAGES_P;2013;720001437;720006022;M1160;1;2;2.1;0;1;0;0
IMAGES_P;2013;720001437;720006022;N4130;7;1;7.79;0;1;;
IMAGES_P;2013;720001437;720006022;N4160;1;;0.75;;;;
IMAGES_P;2013;720001437;720006022;NAUT;4;;4;;;;
IMAGES_P;2013;720014729;720002294;M1210;;4;1.05;0;0;;
IMAGES_P;2013;720014729;720002294;N4130;;8;4.89;;;;
IMAGES_P;2013;720014729;720002294;N4160;;1;0.35;;;;
IMAGES_P;2013;720014729;720002294;NAUT;;6;4;;;;
IMAGES_P;2013;720016179;720016724;M1160;3;;3;0;1;;
IMAGES_P;2013;720016179;720016724;N4130;12;3;14.35;0;0;;
IMAGES_P;2013;720016179;720016724;N4160;;1;0.5;;;;
IMAGES_P;2013;720016179;720016724;NAUT;6;4;6.92;;;;
IMAGES_P;2013;730000031;730000015;M1160;9;3;10.2;;1;;
IMAGES_P;2013;730000031;730000015;M1210;3;1;3.8;0;0;;
IMAGES_P;2013;730000031;730000015;N4130;42;16;48.62;1;1;;
IMAGES_P;2013;730000031;730000015;NAUT;23;4;21.73;;;;
IMAGES_P;2013;730000049;730002839;M1160;2;;1.1;0;1;0;0
IMAGES_P;2013;730000049;730002839;N4130;7;1;7.75;0;1;;
IMAGES_P;2013;730000049;730002839;NAUT;1;1;1.2;;;;
IMAGES_P;2013;730000080;730780103;M1160;2;;2;0;1;;
IMAGES_P;2013;730000080;730780103;N4130;10;2;6.99;1;1;;
IMAGES_P;2013;730000080;730780103;N4160;;1;0.75;;;;
IMAGES_P;2013;730000080;730780103;NAUT;3;1;2.25;;;;
IMAGES_P;2013;730000098;730780111;M1160;2;1;2.6;0;1;;
IMAGES_P;2013;730000098;730780111;N4130;3;3;5.41;0;1;;
IMAGES_P;2013;730000098;730780111;NAUT;0;1;0.97;;;;
IMAGES_P;2013;730000247;730780525;M1160;5;;1.44;0;1;;
IMAGES_P;2013;730000247;730780525;N4130;8;;5.89;0;1;;
IMAGES_P;2013;730000247;730780525;N4160;;1;0.25;;;;
IMAGES_P;2013;730000247;730780525;NAUT;2;;0.87;;;;
IMAGES_P;2013;730000262;730002839;M1160;3;1;3;0;1;1;0
IMAGES_P;2013;730000262;730002839;N4130;6;6;11.33;0;1;;
IMAGES_P;2013;730000262;730002839;NAUT;3;3;4.28;;;;
IMAGES_P;2013;730000304;730780582;M1160;;;;0;0;0;1
IMAGES_P;2013;730000304;730780582;N4130;1;;1;0;0;;
IMAGES_P;2013;730004298;730010048;M1160;;;;;1;;
IMAGES_P;2013;730004298;730010048;M1210;;;;;1;;
IMAGES_P;2013;740000237;740781133;M1160;8;13;6.71;1;0;;
IMAGES_P;2013;740000237;740781133;N4130;28;12;35.61;0;0;;
IMAGES_P;2013;740000237;740781133;N4160;1;0;1;;;;
IMAGES_P;2013;740000237;740781133;NAUT;16;8;19.65;;;;
IMAGES_P;2013;740000294;740781208;M1160;;1;0.6;0;0;0;0
IMAGES_P;2013;740000294;740781208;N4130;2;1;2.5;0;0;;
IMAGES_P;2013;740000302;740781216;M1160;1;0;1.7;0;1;0;0
IMAGES_P;2013;740000302;740781216;N4130;9;5;13.5;1;0;;
IMAGES_P;2013;740000302;740781216;N4160;0;1;0.5;;;;
IMAGES_P;2013;740000302;740781216;NAUT;5;0;5;;;;
IMAGES_P;2013;740000328;740790381;M1160;4;1;4.5;;;0;0
IMAGES_P;2013;740000328;740790381;N4130;9;8;15.4;1;1;;
IMAGES_P;2013;740000328;740790381;N4160;1;;1;;;;
IMAGES_P;2013;740000328;740790381;NAUT;4;1;4.8;;;;
IMAGES_P;2013;740780135;750050924;N4130;;2;0.68;0;0;;
IMAGES_P;2013;740780192;740780168;M1160;0;1;0.1;0;0;0;0
IMAGES_P;2013;740780192;740780168;N4130;;1;0.37;0;0;;
IMAGES_P;2013;740781141;740790258;M1160;6;1;6.39;0;1;0;0
IMAGES_P;2013;740781141;740790258;M1210;2;;2.19;0;0;;
IMAGES_P;2013;740781141;740790258;N4130;19;6;24.19;;;;
IMAGES_P;2013;740781141;740790258;N4160;3;0;1.75;;;;
IMAGES_P;2013;740781141;740790258;NAUT;17;7;22.7;;;;
IMAGES_P;2013;740781166;740001839;N4130;;1;0.85;0;0;;
IMAGES_P;2013;740781166;740001839;N4160;1;;0.1;;;;
IMAGES_P;2013;740781224;740001839;M1160;10;1;5.69;1;1;1;
IMAGES_P;2013;740781224;740001839;N4130;10;4;13.23;1;1;;
IMAGES_P;2013;740781224;740001839;N4160;1;;0.9;;;;
IMAGES_P;2013;740781224;740001839;NAUT;6;3;7.56;;;;
IMAGES_P;2013;750000481;750110025;M1160;4;3;4.9;0;0;0;0
IMAGES_P;2013;750000481;750110025;N4130;11;;10.8;0;0;;
IMAGES_P;2013;750000481;750110025;N4160;1;;0.91;;;;
IMAGES_P;2013;750000481;750110025;NAUT;8;;8;;;;
IMAGES_P;2013;750000499;750140014;M1160;9;9;10.5;1;1;;
IMAGES_P;2013;750000499;750140014;N4130;15;0;16.63;0;1;;
IMAGES_P;2013;750000499;750140014;NAUT;13;1;16.38;;;;
IMAGES_P;2013;750000523;750150120;M1160;10;30;15.14;0;1;;
IMAGES_P;2013;750000523;750150120;N4130;36;4;40.82;0;0;;
IMAGES_P;2013;750000523;750150120;N4160;2;;1.26;;;;
IMAGES_P;2013;750000523;750150120;NAUT;17;2;18.62;;;;
IMAGES_P;2013;750000549;750150229;M1160;12;;8.8;0;1;1;0
IMAGES_P;2013;750000549;750150229;N4130;12;1;11.76;0;1;;
IMAGES_P;2013;750000549;750150229;N4160;1;;0.29;;;;
IMAGES_P;2013;750000549;750150229;NAUT;9;;8.85;;;;
IMAGES_P;2013;750014128;750014078;M1160;;1;0.1;0;1;;
IMAGES_P;2013;750014128;750014078;N4130;;1;0.1;0;0;;
IMAGES_P;2013;750041543;750712184;N4130;3;;3;;;;
IMAGES_P;2013;750041543;750712184;NAUT;1;;1;;;;
IMAGES_P;2013;750100018;750712184;M1160;3;10;7.1;0;0;0;0
IMAGES_P;2013;750100018;750712184;M1210;2;1;2.7;0;0;;
IMAGES_P;2013;750100018;750712184;N4130;17;4;18.5;1;0;;
IMAGES_P;2013;750100018;750712184;N4160;2;;2;;;;
IMAGES_P;2013;750100018;750712184;NAUT;12;3;13.5;;;;
IMAGES_P;2013;750100042;750712184;M1160;5;10;7.8;0;0;1;0
IMAGES_P;2013;750100042;750712184;M1210;1;4;4;;;;
IMAGES_P;2013;750100042;750712184;N4130;13;1;13.8;0;0;;
IMAGES_P;2013;750100042;750712184;N4160;1;;0.5;;;;
IMAGES_P;2013;750100042;750712184;NAUT;4;1;4.8;;;;
IMAGES_P;2013;750100075;750712184;M1160;9;13;11.09;1;0;0;0
IMAGES_P;2013;750100075;750712184;M1210;4;4;5.77;0;0;;
IMAGES_P;2013;750100075;750712184;N4130;39;7;45.75;1;0;;
IMAGES_P;2013;750100075;750712184;N4160;4;;4;;;;
IMAGES_P;2013;750100075;750712184;NAUT;32;3;29.49;;;;
IMAGES_P;2013;750100083;750712184;M1160;2;5;3.7;0;0;0;0
IMAGES_P;2013;750100083;750712184;N4130;5;0;5;0;0;;
IMAGES_P;2013;750100083;750712184;N4160;1;0;0.3;;;;
IMAGES_P;2013;750100083;750712184;NAUT;4;0;4;;;;
IMAGES_P;2013;750100091;750712184;M1160;15;11;18.3;1;1;0;1
IMAGES_P;2013;750100091;750712184;M1210;7;4;6.4;0;0;;
IMAGES_P;2013;750100091;750712184;N4130;42;12;51.2;1;0;;
IMAGES_P;2013;750100091;750712184;N4160;4;0;4;;;;
IMAGES_P;2013;750100091;750712184;NAUT;28;6;29.2;;;;
IMAGES_P;2013;750100109;750712184;M1160;5;12;7.8;1;0;;1
IMAGES_P;2013;750100109;750712184;M1210;2;1;1.5;0;0;;
IMAGES_P;2013;750100109;750712184;N4130;23;5;25.2;1;0;;
IMAGES_P;2013;750100109;750712184;N4160;2;0;2;;;;
IMAGES_P;2013;750100109;750712184;NAUT;15;3;16.3;;;;
IMAGES_P;2013;750100125;750712184;M1160;36;38;40.11;1;;;
IMAGES_P;2013;750100125;750712184;M1210;7;17;8.5;0;;;
IMAGES_P;2013;750100125;750712184;N4130;130;5;132.8;1;;;
IMAGES_P;2013;750100125;750712184;N4160;13;1;13.6;;;;
IMAGES_P;2013;750100125;750712184;NAUT;132;8;137.6;;;;
IMAGES_P;2013;750100166;750712184;M1160;10;41;24.2;1;1;1;0
IMAGES_P;2013;750100166;750712184;M1210;4;11;6;0;0;;
IMAGES_P;2013;750100166;750712184;N4130;63;15;74.9;1;1;;
IMAGES_P;2013;750100166;750712184;N4160;7;0;7;;;;
IMAGES_P;2013;750100166;750712184;NAUT;45;5;48.78;;;;
IMAGES_P;2013;750100208;750712184;M1160;5;33;18.8;0;1;1;1
IMAGES_P;2013;750100208;750712184;M1210;;;;0;1;;
IMAGES_P;2013;750100208;750712184;N4130;45;4;47.3;1;1;;
IMAGES_P;2013;750100208;750712184;N4160;3;0;3;;;;
IMAGES_P;2013;750100208;750712184;NAUT;29;0;28.32;;;;
IMAGES_P;2013;750100216;750712184;N4130;;1;0.9;0;0;;
IMAGES_P;2013;750100232;750712184;M1160;17;12;22.4;;;;
IMAGES_P;2013;750100232;750712184;M1210;17;6;18.9;;;;
IMAGES_P;2013;750100232;750712184;N4130;54;13;50.5;;;;
IMAGES_P;2013;750100232;750712184;N4160;3;0;3;;;;
IMAGES_P;2013;750100232;750712184;NAUT;35;2;33.75;;;;
IMAGES_P;2013;750100273;750712184;M1160;13;16;15.1;1;1;0;1
IMAGES_P;2013;750100273;750712184;M1210;5;3;6.2;0;0;;
IMAGES_P;2013;750100273;750712184;N4130;44;9;50.9;1;0;;
IMAGES_P;2013;750100273;750712184;N4160;3;0;3;;;;
IMAGES_P;2013;750100273;750712184;NAUT;30;5;34.4;;;;
IMAGES_P;2013;750100299;750712184;M1160;0;1;0.6;;;;
IMAGES_P;2013;750100299;750712184;N4130;1;1;1.86;;;;
IMAGES_P;2013;750100299;750712184;NAUT;2;0;2;;;;
IMAGES_P;2013;750120016;750821092;M1160;5;;5;1;0;0;0
IMAGES_P;2013;750120016;750821092;M1210;3;;3;0;0;;
IMAGES_P;2013;750120016;750821092;N4130;24;1;24.8;1;0;;
IMAGES_P;2013;750120016;750821092;N4160;2;;2;;;;
IMAGES_P;2013;750120016;750821092;NAUT;16;;16;;;;
IMAGES_P;2013;750150104;750720476;M1160;4;8;6.58;;;0;0
IMAGES_P;2013;750150104;750720476;N4130;15;5;18.4;;;;
IMAGES_P;2013;750150104;750720476;N4160;1;;0.96;;;;
IMAGES_P;2013;750150104;750720476;NAUT;14;;14.7;;;;
IMAGES_P;2013;750150146;750720609;M1160;1;6;2.47;;;;
IMAGES_P;2013;750150146;750720609;N4130;3;1;3.5;;;;
IMAGES_P;2013;750150146;750720609;N4160;1;;1;;;;
IMAGES_P;2013;750150146;750720609;NAUT;2;;2;;;;
IMAGES_P;2013;750150237;750006728;M1160;3;3;3.96;0;1;;
IMAGES_P;2013;750150237;750006728;N4130;14;;9.61;1;0;;
IMAGES_P;2013;750150237;750006728;NAUT;7;;6.12;;;;
IMAGES_P;2013;750150252;750720575;N4130;;1;0.86;0;0;;
IMAGES_P;2013;750150260;750006728;M1160;;4;2.21;0;1;;
IMAGES_P;2013;750150260;750006728;N4130;10;;3.43;1;0;;
IMAGES_P;2013;750150260;750006728;NAUT;4;;3;;;;
IMAGES_P;2013;750150344;750720468;M1160;;2;0.38;0;0;0;0
IMAGES_P;2013;750150344;750720468;N4130;;1;0.83;0;0;;
IMAGES_P;2013;750160012;750813321;M1160;9;12;12.82;0;1;0;0
IMAGES_P;2013;750160012;750813321;M1210;2;1;2.93;0;0;;
IMAGES_P;2013;750160012;750813321;N4130;17;12;25.71;0;0;;
IMAGES_P;2013;750160012;750813321;N4160;4;0;4;;;;
IMAGES_P;2013;750160012;750813321;NAUT;11;1;11.25;;;;
IMAGES_P;2013;750300089;750000606;M1160;5;;;0;1;;
IMAGES_P;2013;750300089;750000606;N4130;1;3;2.33;0;1;;
IMAGES_P;2013;750300089;750000606;N4160;;1;0.5;;;;
IMAGES_P;2013;750300097;750813305;M1160;;9;0.16;0;0;0;0
IMAGES_P;2013;750300097;750813305;N4130;;3;0.4;;;;
IMAGES_P;2013;750300139;750000655;M1160;1;5;3;;;;
IMAGES_P;2013;750300139;750000655;N4130;3;2;4.6;0;1;;
IMAGES_P;2013;750300139;750000655;N4160;1;;1;;;;
IMAGES_P;2013;750300139;750000655;NAUT;2;;2;;;;
IMAGES_P;2013;750300154;750000671;M1160;6;36;11.7;0;1;0;0
IMAGES_P;2013;750300154;750000671;N4130;3;12;3.01;0;0;;
IMAGES_P;2013;750300154;750000671;N4160;1;;1;;;;
IMAGES_P;2013;750300154;750000671;NAUT;3;10;3.59;;;;
IMAGES_P;2013;750300220;750054827;N4130;2;;0.83;0;0;;
IMAGES_P;2013;750300360;750026569;M1160;11;;11;1;1;0;0
IMAGES_P;2013;750300360;750026569;N4130;8;;8;1;1;;
IMAGES_P;2013;750300360;750026569;N4160;1;;1;;;;
IMAGES_P;2013;750300360;750026569;NAUT;8;1;7;;;;
IMAGES_P;2013;750300592;750000820;M1160;1;1;1.5;;1;0;0
IMAGES_P;2013;750300592;750000820;N4130;;1;0.5;0;0;;
IMAGES_P;2013;750300766;920028180;M1160;3;0;3;0;1;0;0
IMAGES_P;2013;750300766;920028180;N4130;8;0;8;0;1;;
IMAGES_P;2013;750300766;920028180;N4160;0;1;0.2;;;;
IMAGES_P;2013;750300766;920028180;NAUT;3;0;3;;;;
IMAGES_P;2013;750300857;750000911;M1160;;1;0.4;0;1;0;0
IMAGES_P;2013;750300857;750000911;N4130;;1;1;0;0;;
IMAGES_P;2013;750300881;750000937;M1160;;2;1;;1;0;0
IMAGES_P;2013;750300881;750000937;N4130;;2;1.66;;1;;
IMAGES_P;2013;750300915;750000960;M1160;;13;2.5;;;;
IMAGES_P;2013;750300915;750000960;N4130;4;;4;0;1;;
IMAGES_P;2013;750300915;750000960;N4160;1;;1;;;;
IMAGES_P;2013;750300915;750000960;NAUT;1;;1;;;;
IMAGES_P;2013;750301137;750001034;M1160;2;8;3.6;;;;
IMAGES_P;2013;750301137;750001034;N4130;8;;7.14;;;;
IMAGES_P;2013;750301137;750001034;NAUT;7;1;7.13;;;;
IMAGES_P;2013;750801441;750712184;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;750801441;750712184;N4130;2;;2;0;0;;
IMAGES_P;2013;750801441;750712184;N4160;1;;0.1;;;;
IMAGES_P;2013;750801441;750712184;NAUT;1;;0.5;;;;
IMAGES_P;2013;750803447;750712184;M1160;16;16;16.34;1;0;0;0
IMAGES_P;2013;750803447;750712184;M1210;6;1;4.5;0;0;;
IMAGES_P;2013;750803447;750712184;N4130;56;9;58.6;0;0;;
IMAGES_P;2013;750803447;750712184;N4160;4;;4;;;;
