BOR;AN;FI;FI_EJ;CAEH;CAEF;CUIH;CUIF;CAPH;CAPF;CAVH;CAVF;CAUH;CAUF
Q25;2013;010000024;010780054;1;2;;;;1;1;;;
Q25;2013;010000065;010780096;0;0;0;0;0;1;0;1;0;0
Q25;2013;010000081;010780112;3;8;;;;;4;10;;
Q25;2013;010000099;010780120;;;1;;;;;;;
Q25;2013;010000107;010780138;;5;;;;;;;;
Q25;2013;010000115;010009132;1;2;;;;;;;;
Q25;2013;010000131;010009132;1;0;0;0;0;0;0;0;0;0
Q25;2013;010000198;010007987;0;1;0;0;0;0;0;0;0;0
Q25;2013;010000214;010007987;1;2;0;0;0;1;0;0;0;0
Q25;2013;010000495;010783009;5;13;;;;;;;;1
Q25;2013;010005239;010008407;1;5;0;0;0;0;1;1;0;0
Q25;2013;010009314;010780054;;1;;;;;;;;
Q25;2013;010780195;010000156;;;;;;1;;2;;
Q25;2013;010780278;010783009;;;;;1;;;1;;
Q25;2013;010780476;750005068;;;;;1;3;;;;
Q25;2013;010780492;360000707;1;7;;;;5;;;;
Q25;2013;020000089;020000022;2;24;;;1;;;;;
Q25;2013;020000097;020000048;6;19;;;;;1;;;
Q25;2013;020000105;020000055;2;8;;;;;;;;2
Q25;2013;020000246;020000071;2;6;;;;;;;;
Q25;2013;020000303;750814030;;1;;;3;;;;;
Q25;2013;020000394;020000253;4;19;0;0;1;0;4;4;0;0
Q25;2013;020000519;020000261;6;49;;;;6;2;1;;
Q25;2013;020000535;020000287;1;3;;;1;;1;7;;
Q25;2013;020000543;020000295;2;8;0;0;0;3;2;;0;0
Q25;2013;020000683;020002085;;4;;;;;1;1;;
Q25;2013;020000915;020003620;;6;;;;;1;6;;
Q25;2013;020001061;020004404;4;1;;;;1;;;;
Q25;2013;020001087;020004495;2;6;0;0;0;0;0;0;0;0
Q25;2013;020003877;020000253;0;5;0;0;0;0;0;1;0;0
Q25;2013;020004156;590805065;;4;;;;;;1;;
Q25;2013;020004297;020005179;;;;;;;;2;;
Q25;2013;020004677;020000261;;2;;;;;;;;
Q25;2013;020010310;750719361;;1;;;;;;;;
Q25;2013;020014767;590805065;;1;;;;;;;;
Q25;2013;030000012;030180020;;4;;;;;;;;
Q25;2013;030000061;030780092;;5;;;1;2;4;8;;
Q25;2013;030000079;030780100;;1;;;;;;;;
Q25;2013;030000087;030780118;17;48;0;0;0;0;1;4;0;0
Q25;2013;030000095;030780126;1;;;;;;3;2;;
Q25;2013;030000160;030780282;;;;;1;1;;;;
Q25;2013;030002208;030002158;3;0;0;0;0;0;0;0;0;0
Q25;2013;030785430;030785422;;;;;;1;;;;
Q25;2013;040000028;040780124;;;;;;;1;2;;
Q25;2013;040000051;040780173;1;;;;;;;;;
Q25;2013;040000069;040780181;1;1;;;;;2;1;;
Q25;2013;040000077;040780199;;3;;;;;;;;
Q25;2013;040000119;040780231;1;8;;;;;;;;
Q25;2013;040000127;040780249;;1;;;;;;1;;
Q25;2013;040000135;050002948;0;1;0;0;0;1;0;0;0;0
Q25;2013;040780389;040000150;0;0;0;0;0;2;0;0;0;0
Q25;2013;050000058;050000033;;;;;;2;;;;
Q25;2013;050000132;050007145;3;3;;;;;;;;
Q25;2013;050000223;050000108;;;;;;;1;1;;
Q25;2013;050000231;050000116;2;;;;;;1;;;
Q25;2013;050000256;050000124;3;14;;;;;2;0;;
Q25;2013;050000348;050002948;8;8;0;0;1;3;0;0;0;0
Q25;2013;050000488;050000678;;;;1;;;;;;
Q25;2013;050000991;050000546;;1;;;1;2;;;;
Q25;2013;060000296;060780640;;1;;;;;;;;
Q25;2013;060000304;060780657;1;0;;;;;;;;
Q25;2013;060000411;060780780;3;4;;;;;;1;;
Q25;2013;060000445;060780814;2;2;;;;;1;;;
Q25;2013;060000478;060780897;1;5;0;0;0;1;1;6;0;0
Q25;2013;060000486;060780905;;2;;;;;;;;
Q25;2013;060000510;060780954;0;0;0;0;0;0;4;0;0;0
Q25;2013;060000528;060780962;1;1;;;8;4;;;;
Q25;2013;060000536;060006889;5;4;;;1;;;4;;
Q25;2013;060000551;060781010;1;6;;;;;;;;
Q25;2013;060002102;060791761;12;21;;;;;1;1;;
Q25;2013;060019627;060019551;;;;;1;;;;;
Q25;2013;060021201;060000155;;;;;;1;;;;
Q25;2013;060780350;920000395;;;;;0;1;;;;
Q25;2013;060780392;060000205;;;;;;1;;;;
Q25;2013;060780442;060000213;;;;;1;2;;;;
Q25;2013;060780459;010783009;;;;;;1;1;1;;
Q25;2013;060780517;060000239;;;;;4;12;;;;
Q25;2013;060780699;060000346;;;;;;;;1;;
Q25;2013;060780715;060000361;;;;;;7;;;;
Q25;2013;060780723;060004959;;;;;;1;;;;
Q25;2013;060780749;060000395;0;0;0;0;0;1;0;0;0;0
Q25;2013;060780996;630786754;;;;;;2;;;;
Q25;2013;060781200;060000635;;;;;1;3;;;;
Q25;2013;060785219;060001468;;;;;1;;;;;
Q25;2013;060788957;060785011;;;;;;;;;0;5
Q25;2013;060789195;060785011;;;;;;;;;;2
Q25;2013;060790631;060791761;;8;;;;;;;;
Q25;2013;060791811;750826638;1;;2;1;;;;;;
Q25;2013;060800166;060780608;;;;;1;2;;;;
Q25;2013;070000013;070002878;1;3;;;;;;;;
Q25;2013;070000039;070780119;0;2;;;;;;;;
Q25;2013;070000047;070780127;1;;;;;;2;1;;
Q25;2013;070000062;070005558;1;2;;;;1;;;;
Q25;2013;070000070;070780150;;5;;;;1;;;;
Q25;2013;070000096;070780184;;2;;;;;;2;;
Q25;2013;070000146;070004742;0;4;0;0;0;0;0;0;0;0
Q25;2013;070000179;070780358;3;4;0;0;1;0;2;7;0;0
Q25;2013;070000195;070780374;1;1;;;;;;;;
Q25;2013;070000203;070780382;1;2;;;;;;1;;
Q25;2013;070000484;070005566;0;1;0;0;0;0;0;0;0;0
Q25;2013;070000609;070005566;6;2;0;0;0;0;3;0;0;0
Q25;2013;070780226;300012267;;1;;;;;;;;
Q25;2013;070780234;750721300;1;3;;;;;;;;
Q25;2013;070780317;630786754;;;;;2;2;1;1;;
Q25;2013;070780390;070000211;;;;;;1;;;;
Q25;2013;070780424;070000245;;1;;;;16;;;;
Q25;2013;070784517;070002878;1;5;;;;;;;;
Q25;2013;080000110;080000037;6;14;0;0;0;0;4;0;0;0
Q25;2013;080000219;080001969;1;3;;;;;1;0;;
Q25;2013;080000250;540019726;3;13;0;0;0;0;0;0;0;0
Q25;2013;080000276;080001969;2;;;;;;;1;;
Q25;2013;080000300;080000078;;4;;;;;;4;;
Q25;2013;080000318;080000086;3;;;;;;;;;
Q25;2013;080000425;080000615;;;;;1;1;;;;
Q25;2013;090000019;090180019;;1;;;;;;1;;
Q25;2013;090000175;090781774;8;35;;;;2;;6;;
Q25;2013;090000183;090781816;1;1;;;;;;;;
Q25;2013;090000217;090782251;1;;;;;;;2;;
Q25;2013;090001629;090780107;1;;;;;;;;;
Q25;2013;090002841;090781774;;1;;;;;;;;
Q25;2013;100000090;100000017;;2;;;;;;;;
Q25;2013;100000108;100000033;;;;;;;1;;;1
Q25;2013;100000116;100000041;2;1;;;;;2;2;;
Q25;2013;100000140;100000058;;;;5;;;2;2;;
Q25;2013;100000199;100006279;;1;;;;;2;2;;
Q25;2013;100007285;140017617;;;;;;1;;;;
Q25;2013;110000023;110780061;14;16;;;;2;1;1;;
Q25;2013;110000049;110780087;3;18;;;;;;5;;
Q25;2013;110000189;110780707;1;1;0;0;0;0;0;1;0;0
Q25;2013;110000247;110780772;;;;;;;2;;;
Q25;2013;110000262;110781010;1;6;;;;;;1;;
Q25;2013;110780186;110000072;;2;;;;;;;;
Q25;2013;110780228;110000114;;;;;3;2;;;;
Q25;2013;110785789;110786324;;3;;;;;;;;
Q25;2013;110786324;;3;3;;3;;1;;;;
Q25;2013;110786746;110786324;;2;;;;2;;;;
Q25;2013;120000039;120780044;;;;;;;;1;;
Q25;2013;120000070;120780085;4;27;;;;;;;;
Q25;2013;120000088;120780093;1;2;;;;;;;;
Q25;2013;120000096;120780101;1;5;;;;;;;;
Q25;2013;120000153;120780291;1;5;;;;;2;4;;
Q25;2013;120000237;120780481;;2;;;;;;;;
Q25;2013;120004569;120004528;;1;;;;1;1;;;
Q25;2013;120780135;120000104;1;;;;;;3;;;
Q25;2013;120780283;630786754;2;14;;;;;;1;;
Q25;2013;130000235;130780554;2;0;0;0;0;0;0;0;0;0
Q25;2013;130000409;130041916;0;0;0;0;0;3;2;13;0;0
Q25;2013;130000433;130781131;;;;;1;1;;;;
Q25;2013;130000516;130781339;;3;;;;;;;;
Q25;2013;130000565;130781446;6;10;;;;;1;2;;
Q25;2013;130001225;130782634;1;3;0;0;0;0;6;1;0;0
Q25;2013;130001258;130028228;4;19;0;0;1;1;16;26;0;0
Q25;2013;130001647;130784127;13;8;;;3;6;2;9;;
Q25;2013;130002215;130785512;1;11;;;;;13;21;;
Q25;2013;130002496;130786494;2;11;;;;;;1;;
Q25;2013;130002827;130789274;;;0;0;0;0;5;11;0;0
Q25;2013;130002835;130789316;8;50;;;;;;;;
Q25;2013;130012719;130000938;0;0;1;0;0;0;0;0;0;0
Q25;2013;130024458;130804396;;1;;;;;;;;
Q25;2013;130032758;130001514;;;;;1;1;;;;
Q25;2013;130037922;130037823;1;;;;;;;;;
Q25;2013;130043664;130002157;3;1;;;;2;;;;
Q25;2013;130780521;130786049;;;;;1;7;;;;
Q25;2013;130781255;220020739;1;;;;;;;;;
Q25;2013;130781479;130000599;0;0;0;0;4;8;0;0;0;0
Q25;2013;130782097;130000938;0;;1;;0;;0;;0;
Q25;2013;130783152;130001365;;;;;;2;1;;;
Q25;2013;130783236;130786049;0;0;0;0;;6;0;0;0;0
Q25;2013;130783293;130786049;0;0;0;0;1;7;1;0;0;0
Q25;2013;130783327;130001415;;;;;1;6;;;;
Q25;2013;130783665;130043722;;;;;;;;1;;
Q25;2013;130783723;130001456;;;;;1;4;;;;
Q25;2013;130783764;750043994;;;;;;2;;;;
Q25;2013;130783871;130001548;;;;;1;1;;;;
Q25;2013;130784234;130786049;;;;;;5;;;;
Q25;2013;130784481;130001787;;;;;;;;;1;
Q25;2013;130784549;130001811;;;;;;;1;;;
Q25;2013;130784598;130001852;;;;;1;4;;;;
Q25;2013;130784713;130038847;;;;;1;6;;;;
Q25;2013;130784952;130014228;1;;;;;;;;;
Q25;2013;130785355;130002157;3;2;;;;2;;;;
Q25;2013;130785389;130002173;;;;;;2;;;;
Q25;2013;130785652;130014228;34;17;;;;;7;1;;
Q25;2013;130785678;130002249;;;;;;5;;;;
Q25;2013;130785983;130002306;;;;;;1;;;;
Q25;2013;130786361;130002447;;;;;;4;;3;;
Q25;2013;130786742;750821092;0;2;0;0;0;0;0;0;0;0
Q25;2013;130786924;130037815;;;;;1;;;;;
Q25;2013;130786932;130002660;;;;;;;;3;;
Q25;2013;130790157;130789316;0;2;0;0;0;0;0;1;0;0
Q25;2013;130802143;130804396;1;0;;;;;;;;
Q25;2013;130804297;130786049;;;;;1;3;;;;
Q25;2013;130809015;130001928;8;7;;;;1;8;3;;
Q25;2013;140000027;140000035;0;0;0;0;0;0;2;3;0;0
Q25;2013;140000076;140000084;2;4;;;;;;;;
Q25;2013;140000209;140000100;9;21;;;;;;;;
Q25;2013;140000233;140000118;9;20;;;;;;;;
Q25;2013;140000308;140000134;6;13;;;;;;;;
Q25;2013;140000340;140025800;1;1;;;1;;;;;
Q25;2013;140000373;140000159;1;9;;;;;1;1;;
Q25;2013;140000555;140000639;3;5;;;5;21;;;;
Q25;2013;140002239;140000415;;;;;1;;;;;
Q25;2013;140002452;140025800;1;3;;;0;2;1;;;
Q25;2013;140002619;750721334;;;;;;;;1;;
Q25;2013;140004136;140000092;;1;;;;;;;;
Q25;2013;140004383;140000100;;3;;;;;;;;
Q25;2013;140012196;140000100;2;;;;;;;;;
Q25;2013;140013830;140000118;;7;;;;;;;;
Q25;2013;140017237;140003278;;;;;;1;;;;
Q25;2013;140017278;610787285;;;;;1;;;;;
Q25;2013;140017401;140000092;;3;;;;;;;;
Q25;2013;140024886;140000092;3;5;;;1;;;;;
Q25;2013;140026410;140026279;;;;;;;2;;;
Q25;2013;140026709;140000415;;;;;;1;;;;
Q25;2013;150000024;150780047;;4;;;;;;;;
Q25;2013;150000032;150780088;2;9;;3;;;;;;
Q25;2013;150000040;150780096;;;;;1;3;2;10;;
Q25;2013;150000149;150780393;1;1;;;;;;;;
Q25;2013;150000164;150780468;;8;;;;;1;2;;
Q25;2013;150000180;150780500;;1;;;;;;;;
Q25;2013;150002921;150780468;;2;;;;;;;;
Q25;2013;150780120;150000065;;;;;;3;;;;
Q25;2013;150780708;870015336;0;3;;;;;;;;
Q25;2013;160000154;160006037;;7;;;;;;;;
Q25;2013;160000170;160000204;;;;;;1;;;;
Q25;2013;160000188;160000121;1;1;;;;;2;11;;
Q25;2013;160000253;160000451;15;35;;;;;3;4;;
Q25;2013;160000303;160006037;3;14;;;;;;;;
Q25;2013;160000311;160000485;1;6;;;;;1;5;;
Q25;2013;160000337;160000493;2;7;0;0;0;0;0;0;0;0
Q25;2013;160000345;160000501;9;29;;;;;;2;;
Q25;2013;160000360;160000519;1;;;;;;;;;
Q25;2013;160006391;160000485;;1;;;;;;2;;
Q25;2013;160009080;160001574;;;;;;1;1;2;;
Q25;2013;160013207;160001632;;;;;2;3;;;;
Q25;2013;160015368;160014411;3;13;;;;;1;1;;
Q25;2013;170000038;170780050;2;12;;;;;2;7;;
Q25;2013;170000061;170780118;1;3;;;;;;;;
Q25;2013;170000079;170780142;;1;;;;;;;;
Q25;2013;170000087;170023279;11;17;;;;2;3;4;;
Q25;2013;170000095;170780167;3;15;;;;;;;;
Q25;2013;170000129;170780191;7;32;6;6;;;;;;
Q25;2013;170000152;170780225;4;29;;;;;;;;
Q25;2013;170000178;170780266;;;;;;;2;8;;
Q25;2013;170780043;750721334;2;6;;;;;;1;;
Q25;2013;170780621;170000285;;;;;1;1;;;;
Q25;2013;170780803;170017321;;2;;;;;;;;
Q25;2013;170783146;170780050;2;12;;;;;;2;;
Q25;2013;170791321;170023279;;;;;;;;1;;
Q25;2013;170792220;170780175;1;5;;;;;;;;
Q25;2013;180000010;180000028;20;36;;;;;3;3;;
Q25;2013;180000176;180001158;2;13;;;;;1;1;;
Q25;2013;180000200;180000051;8;19;;;;;;;;
Q25;2013;180000283;180000069;1;;;;;;;;;
Q25;2013;180000333;180000093;;;;;;;;2;;
Q25;2013;180003287;180000028;;;;;;;1;3;;
Q25;2013;180003345;180000051;;1;;;;;;;;
Q25;2013;180003386;180000069;1;3;;;;;;5;;
Q25;2013;180007825;180001158;;4;;;;;;;;
Q25;2013;190000018;190000042;;;;;;;2;;;
Q25;2013;190000026;190000059;2;5;;;;;11;4;;
Q25;2013;190000034;190000067;0;6;0;0;0;0;0;4;0;0
Q25;2013;190000091;190000075;1;16;;;;;1;;;
Q25;2013;190000117;;4;3;;;;;;;;
Q25;2013;190000224;190000901;;;;;;1;;;;
Q25;2013;190005140;190002485;;2;;;;;;;;
Q25;2013;190005165;190002519;;1;;;;;;;;
Q25;2013;210003059;210987400;1;0;0;0;0;0;0;0;0;0
Q25;2013;210780110;210000022;;;;;;3;;2;;
Q25;2013;210780136;210000030;;;;;1;;;;;
Q25;2013;210780144;750721235;5;6;;;;1;1;5;;
Q25;2013;210780425;210000139;;1;;;;;;;;
Q25;2013;210780979;210000295;1;;;;;2;1;1;;
Q25;2013;210781621;210780581;2;9;;;;;;;;
Q25;2013;210983565;210011482;;;;;;;;1;;
Q25;2013;210986089;210780581;2;4;;;;;;;;
Q25;2013;210987558;210780581;29;56;;;4;3;;;;
Q25;2013;210987574;210780623;;2;;;;;;1;;
Q25;2013;210987582;210780631;;2;;;;;;;;
Q25;2013;210987590;210780649;;11;;;;;;2;;
Q25;2013;210987616;210780656;;1;;;;;5;7;;
Q25;2013;210987632;210780607;2;10;;;1;;;;;
Q25;2013;210987640;210780672;2;3;;;;;;;;
Q25;2013;210987657;210780714;4;38;2;3;;;;;;
Q25;2013;210987665;210010070;2;7;;;;;;2;;
Q25;2013;210987673;210010070;13;1;;;;;2;1;;
Q25;2013;210987681;210011482;;1;;;;;;;;
Q25;2013;210987699;210780706;;1;;;;;1;7;;
Q25;2013;210987731;210780417;3;3;;;2;;;;;
Q25;2013;210987939;210780607;;1;;;;;;;;
Q25;2013;220000012;220000020;;4;;;;4;;;;
Q25;2013;220000095;220000046;2;6;;;1;1;;;;
Q25;2013;220000111;220000376;0;0;0;0;0;1;0;0;0;0
Q25;2013;220000210;;;;;;1;2;;;;
Q25;2013;220000236;220017974;;2;;;;;;;;
Q25;2013;220000343;220000079;10;29;;;;1;4;7;;
Q25;2013;220000368;220000103;8;16;;;;;1;1;;
Q25;2013;220000541;220000152;1;;;;;;3;3;;
Q25;2013;220000566;220021968;;1;;;;;;;;
Q25;2013;220000574;220000186;;2;;;;;;1;;
Q25;2013;220001259;220005045;5;6;;;;;;;;
Q25;2013;220006472;220000046;;2;;;;;;;;
Q25;2013;220007645;220005045;;1;;;;;;;;
Q25;2013;220014708;220017974;1;1;;;;;;;;
Q25;2013;230000259;230780041;;;;;;;;2;;
Q25;2013;230000820;230780041;;1;;;;;4;10;;
Q25;2013;230000838;230780058;;1;;;;;;1;;
Q25;2013;230000846;230780066;4;3;;;;;;;;
Q25;2013;230000853;230780074;1;;;;1;;1;4;;
Q25;2013;230000952;230780512;1;3;;;;;1;2;;
Q25;2013;230000960;230780520;;4;;;;1;2;1;;
Q25;2013;230004657;230780058;;2;;;;;;;;
Q25;2013;230780082;750005068;;;;;;;;2;;
Q25;2013;230782617;750000218;;1;;;;;;1;;
Q25;2013;240000091;240000034;;5;;;;;;;;
Q25;2013;240000273;750043994;;;;;1;1;;;;
Q25;2013;240000372;240000059;;13;;;;1;4;6;;
Q25;2013;240000414;240000067;2;;;;;;;1;;
Q25;2013;240000463;240000083;;2;;;;;2;8;;
Q25;2013;240000471;240000109;1;1;;;;;;;;
Q25;2013;240000489;240000117;8;30;;;;;1;2;;
Q25;2013;240000505;240000133;1;;;;;;;;;
Q25;2013;240000513;240000141;2;19;;;;;;3;;
Q25;2013;240000521;240000158;1;4;;;;1;;;;
Q25;2013;240000539;240000166;2;1;;;;;;3;;
Q25;2013;240000661;240000281;2;3;;;;;;3;;
Q25;2013;240002402;240003251;0;0;0;0;0;2;0;0;0;0
Q25;2013;250000023;250000015;2;2;;;1;0;;;;
Q25;2013;250000114;900000365;1;10;;;;;2;10;;
Q25;2013;250000270;250000643;;;;;1;4;;;;
Q25;2013;250000288;250000643;;;;;;1;;;;
Q25;2013;250000544;250002284;;2;;;;;;;;
Q25;2013;250000700;250000452;2;4;;;;1;;;;
Q25;2013;250000718;250000460;2;2;;;;;;;;
Q25;2013;250000726;250000478;;4;;1;;;;;;
Q25;2013;250000759;250000569;6;16;;;1;;;;;
Q25;2013;250000882;250002839;4;3;;;;;1;;;
Q25;2013;250001237;250007598;4;4;;;;;2;;;
Q25;2013;250001252;250007788;2;35;;;;;;;;
Q25;2013;250004009;900000365;;1;;;;;;2;;
Q25;2013;250006954;250000015;8;30;;;1;1;;;;
Q25;2013;250011723;250017126;;;;1;;;;;;
Q25;2013;250011848;250017803;2;2;;;;2;2;1;;
Q25;2013;260000013;260000021;9;6;;;;;;;;
Q25;2013;260000120;260016910;;1;;;;1;;2;;
Q25;2013;260000138;260000047;6;5;;;;;4;;;
Q25;2013;260000146;260000054;1;1;1;3;;;;;;
Q25;2013;260000153;690795331;;1;;;;;;;;
Q25;2013;260000195;260006770;1;4;;;;;1;1;;
Q25;2013;260000229;260000070;;6;;;;;;;;
Q25;2013;260000237;260000088;0;1;0;0;0;0;2;0;0;0
Q25;2013;260000278;260000096;;;;;1;;;2;;
Q25;2013;260000286;260000104;0;3;1;2;0;0;0;0;0;0
Q25;2013;260000302;260000161;2;3;;;;;1;;;
Q25;2013;260000823;260003264;;;;;;;;;5;9
Q25;2013;260003017;260000781;0;0;0;0;4;0;0;0;0;0
Q25;2013;260003363;260006770;;4;;;;;;1;;
Q25;2013;260006267;070000245;;;;;;1;;;;
Q25;2013;260017454;260016761;;;;;;;;1;;
Q25;2013;270000359;270023724;;;;;3;1;4;5;;
Q25;2013;270000367;270000086;;4;;;;;;;;
Q25;2013;270000417;760025734;1;6;0;0;0;0;0;4;0;0
Q25;2013;270000425;270000102;1;;;;;;;;;
Q25;2013;270000441;270000110;;1;;;;;1;3;;
Q25;2013;270000458;270023724;;;;;;1;2;1;;
Q25;2013;270000474;270000136;;1;;;;;;;;
Q25;2013;270000482;270000144;;19;;;;;;;;
Q25;2013;270000532;270000185;;1;;;;;2;;;
Q25;2013;270000573;270000219;5;1;0;0;0;0;4;1;0;0
Q25;2013;270000870;270000987;;;;;;1;;;;
Q25;2013;270000912;750814030;7;7;;;;;3;4;1;
Q25;2013;280000050;280000142;3;17;;;2;1;;;;
Q25;2013;280000084;280000183;;;;;1;2;3;4;;
Q25;2013;280000100;280000225;3;21;;;;;1;6;;
Q25;2013;280000159;280000068;;;;;;1;;;;
Q25;2013;280000662;280500075;1;4;0;0;0;0;1;0;0;0
Q25;2013;280502998;280000589;;7;;;;;;2;;
Q25;2013;280504267;280000134;3;5;;;1;;;1;;
Q25;2013;290000025;290020700;5;50;;;1;1;2;;;
Q25;2013;290000033;290021542;1;8;;;;;;2;;
Q25;2013;290000058;290000017;2;14;;;;;;;;
Q25;2013;290000066;290020700;1;1;;;;;;;;
Q25;2013;290000165;290030592;0;0;0;0;0;0;0;1;0;0
Q25;2013;290000173;290000041;;4;;;;;;2;;
Q25;2013;290000181;290000074;10;30;;;;2;;1;;
Q25;2013;290000256;290000017;;4;;;;2;;;;
Q25;2013;290000272;290000090;2;2;;;;;;;;
Q25;2013;290000322;290000108;1;3;;;;;;;;
Q25;2013;290000363;750043994;;;;;1;;;;;
Q25;2013;290000413;290009752;;1;;;;1;;;;
Q25;2013;290000728;750821092;;;;;;1;;;;
Q25;2013;290000793;930019484;1;1;;;;;;;;
Q25;2013;290000827;290007350;;2;;;;;;;;
Q25;2013;290000918;290000298;3;18;;;1;;;6;;
Q25;2013;290000934;290000306;;2;;;;;1;1;;
Q25;2013;290000975;290000546;6;4;;;;;2;2;;
Q25;2013;290001015;290000751;0;6;0;0;0;0;0;0;0;0
Q25;2013;290004324;290000017;11;32;;;;;;;;
Q25;2013;290005826;290020700;;4;;;;;;;;
Q25;2013;290008853;290000074;;2;;;;1;;;;
Q25;2013;290017599;290020700;;3;;;;;;;;
Q25;2013;290020841;290000298;;3;;;;;;1;;
Q25;2013;290024462;290000298;;3;;;;;;;;1
Q25;2013;290025147;290020700;;2;;;;;;;;
Q25;2013;2A0000212;2A0000170;;;;;;1;2;4;;
Q25;2013;2A0000287;2A0000386;1;0;0;0;0;3;0;0;0;0
Q25;2013;2A0002614;2A0002606;;;;;;;1;1;;
Q25;2013;2B0000012;2B0000020;1;0;0;0;0;1;1;0;0;0
Q25;2013;2B0000160;2B0000087;;;;;;1;;;;
Q25;2013;2B0000400;2B0000137;;;;;;;1;1;;
Q25;2013;300000023;300780046;3;1;;;1;1;1;2;;
Q25;2013;300000031;300780053;2;20;;;;1;7;6;;
Q25;2013;300000056;300780079;6;16;;;1;1;;2;;
Q25;2013;300000064;300780087;7;14;;;;;;;;
Q25;2013;300000072;300780095;;2;;;;;1;;;
Q25;2013;300000478;300781010;4;1;0;0;0;0;0;0;0;0
Q25;2013;300002169;780020715;1;;;;1;1;;2;;
Q25;2013;300012499;300780046;;;;;;;;1;;
Q25;2013;300013778;300013760;0;0;0;0;1;1;0;0;0;0
Q25;2013;300013786;300780038;;;;;;;1;;;
Q25;2013;300780152;300000114;0;0;0;0;1;0;0;0;0;0
Q25;2013;300780210;300000148;;;;;;2;;;;
Q25;2013;300780285;300000726;;;;;;3;;;;
Q25;2013;300780442;300000254;;;;;;;;1;;
Q25;2013;300780475;340015171;;1;;;;;;3;;
Q25;2013;300781465;300000726;;;;;;2;;;;
Q25;2013;300782117;300780038;;2;;;;;2;2;;
Q25;2013;300782125;300780038;;;;;;;;2;;
Q25;2013;300787421;340000264;;;;;;1;;;;
Q25;2013;300788502;300788486;0;0;0;0;0;1;0;0;0;0
Q25;2013;310000310;310780671;3;7;;;;;1;;;
Q25;2013;310000336;310780713;2;;;;;;;;;
Q25;2013;310000369;310780754;;3;;;;;;13;;
Q25;2013;310009279;310780671;;3;;;;;;;;
Q25;2013;310013628;310786256;;;;;;;1;1;;
Q25;2013;310016977;310781406;7;21;0;0;0;2;0;0;0;0
Q25;2013;310018049;750043713;;;;;;;1;1;;
Q25;2013;310019351;310781406;2;9;0;0;0;0;0;0;0;0
Q25;2013;310021571;310021563;;;;;;1;;3;;
Q25;2013;310780135;310000054;;;;;2;2;;;;
Q25;2013;310780150;310788799;1;;;;;;;;;
Q25;2013;310780234;310000591;0;0;0;0;0;1;0;0;0;0
Q25;2013;310780259;310000096;;;;;3;12;;;;
Q25;2013;310780309;310000120;;;;;;1;;;;
Q25;2013;310780382;310000179;;;;;3;3;;;;
Q25;2013;310780481;340015171;1;;;;;;;;;
Q25;2013;310781067;310788898;1;6;;;;;;;;
Q25;2013;310781422;310781562;;;;;;;1;2;;
Q25;2013;310781505;310000492;;;;;2;1;;;;
Q25;2013;310781695;750043994;;;;;;1;;;;
Q25;2013;310782339;310781406;1;4;0;0;0;0;0;0;0;0
Q25;2013;310782347;310789136;;;;;3;5;1;1;;
Q25;2013;310782396;920000395;;;;;1;2;;;;
Q25;2013;310783048;310781406;35;68;0;0;9;3;0;0;0;0
Q25;2013;310783055;310781406;24;48;0;0;4;8;0;0;0;0
Q25;2013;310783063;310781406;1;3;0;0;0;0;0;0;0;0
Q25;2013;310784558;310180013;2;1;0;0;0;0;1;0;0;0
Q25;2013;310786702;750043713;;;;;;3;1;1;;
Q25;2013;310787304;310781406;1;10;0;0;0;1;0;0;0;0
Q25;2013;310787965;310788898;;2;;;;;;;;
Q25;2013;310794094;310780754;;;;;;;;2;;
Q25;2013;320000086;320780117;0;0;0;0;0;0;3;0;0;0
Q25;2013;320000094;320780125;2;3;;;;;;;;
Q25;2013;320000102;320780133;;;;;1;;2;3;;
Q25;2013;320000110;320004310;;;;;;;2;4;;
Q25;2013;320000128;320780158;;3;;;1;1;;;;
Q25;2013;320000144;320780174;1;5;;;;;;1;;
Q25;2013;320000151;320780182;;1;;;;;;2;;
Q25;2013;320000177;320780208;;;;;;;1;;;
Q25;2013;320000185;320780216;;;;;;;1;;;
Q25;2013;320780067;320000052;;;;;;1;;;;
Q25;2013;320780323;750810590;;2;;;;1;;3;;
Q25;2013;330000217;330780347;1;;;;;;1;1;;
Q25;2013;330000332;330780545;1;;;;;;;;;
Q25;2013;330000340;330780552;;;;;;;;;;6
Q25;2013;330000555;330781204;;;;;1;;;;;
Q25;2013;330000571;330781220;;1;;;;;7;;;
Q25;2013;330000589;330027509;8;27;0;0;0;0;2;9;0;0
Q25;2013;330000597;330027509;1;6;0;0;0;0;0;0;0;0
Q25;2013;330000605;330781253;7;30;;;;;4;29;;
Q25;2013;330000613;330781261;10;15;;;;;;;;
Q25;2013;330000621;330781279;;;;;;;1;;;
Q25;2013;330000639;330781287;;;;;4;1;;;;
Q25;2013;330000647;330781295;1;13;;;1;;;1;;
Q25;2013;330000662;330781329;8;13;;;1;3;1;1;;
Q25;2013;330025958;330025859;1;1;;;;;;;;
Q25;2013;330780081;330000043;;;;;1;;;;;
Q25;2013;330780115;330000076;;;;;;1;;;;
Q25;2013;330780206;330000126;0;0;0;0;0;1;0;0;0;0
Q25;2013;330780263;330000134;0;0;0;0;1;4;0;0;0;0
Q25;2013;330780289;330790809;;;;;;1;;;;
