BOR;AN;FI;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;NB_CONS;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_PA;NB_CMP_PL;NB_CATTP;ACT_CMP;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;ACT_UCSA;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2013;570001016;570000513;TOT;1;;4;0;0;354;5;;;;;33;6;;5988;111482;448;0;0;0;0;56;4900;364;0;;31;;80403;0;31704;971;4083;47;;10561;8284;2285;126;27;8;30.66;2;;2;;;471;120;559.62;390.41;97.34;19.42;10.93;4.88;16.53;16;6;17.36;2;;2;351;76;405.44;283.52;94.09;4.83;2.8;1.9;3.6
PSY;2013;570001099;570023630;GEN;;;;;;33;;;;;;;;;422;9750;;;;;;;;;;;;;1965;;;;;;;360;;360;;3;;3;;;;0;1;15;4;17.85;14.05;;1;;0.8;;3;;3;;;;15;4;;;;;;;
PSY;2013;570001099;570023630;TOT;0;;;0;;33;;;;;;;;;422;9750;;;;;;;;;;;;;1965;;;;;;;360;;360;;3;;3;;;;;;15;4;17.85;14.05;;1;;0.8;;3;;3;;;;15;4;;;;;;;
PSY;2013;570002287;570001230;GEN;;;;;;68;;;;;;;;;615;24235;;;;;;;;;;;;;;;;;;;;537;;537;0;3;;3;;1;0.75;0;1;26;3;26.85;19.6;7.25;;;;;;;;;;;;;;;;;;;
PSY;2013;570002287;570001230;TOT;0;;;0;;68;;;;;;;;;615;24235;;;;;;;;;;;;;;;;;;;;537;;537;0;3;;3;;1;0.75;;;26;3;26.85;19.6;7.25;;;;;;;;;;;;;;;;;;;
PSY;2013;570005256;570005165;GEN;;2;;;;43;;;;;;;;;586;16788;;;;;;;;;;;;;;;;;;;;294;;294;15;6;1;6.6;;;;0;1;38;12;45.92;30.78;12.89;0.25;;;;6;1;6.6;;;;;;;;;;;;
PSY;2013;570005256;570005165;TOT;1;;0;0;;43;;;;;;;;;586;16788;;;;;;;;;;;;;;;;;;;;294;;294;15;6;1;6.6;;;;;;38;12;45.92;30.78;12.89;0.25;;;;6;1;6.6;;;;;;;;;;;;
PSY;2013;570010181;;GEN;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;12341;;7064;;2059;;;2214;2187;;;1;1;1.71;;;;;;14;9;21.08;7.65;2.3;5.78;4;;;;;;;;;;;;;;;;;
PSY;2013;570010181;;TOT;1;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;12341;;7064;;2059;;;2214;2187;;;1;1;1.71;;;;;;14;9;21.08;7.65;2.3;5.78;4;;;;;;;;;;;;;;;;;
PSY;2013;570015750;570005165;GEN;;2;;;;;;;;;;;;;;;;;;;;;;;;;4;1;17417;3057;2330;2;4119;1;;2789;2789;;;;;;;;;;;53;20;69.65;31.68;1.93;11.43;12.28;5.25;;;;;;;;;;;;;;;;
PSY;2013;570015750;570005165;INF;;1;;;;;;;;;;12;;;;;;;;;;;1378;;;;2;1;12377;2402;60;48;32;4;;1545;1495;;;4;2;5.2;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;570015750;570005165;TOT;1;;2;0;;;;;;;;12;;;;;;;;;;;1378;;;;6;2;29794;5459;2390;50;4151;5;;4309;4259;;;4;2;5.2;;;;;;53;20;69.65;31.68;1.93;11.43;12.28;5.25;;;;;;;;;;;;;;;;
PSY;2013;570023309;570023283;INF;;;;;;18;;;;;;5;;;216;4825;;;;;;;749;;;;;;;;;;;;;39;;36;0;;2;0.88;;;;0;1;16;5;18.95;11.66;2.8;1.5;;0.6;2.39;;2;0.88;;;;15;5;17.95;10.66;2.8;1.5;;0.6;
PSY;2013;570023309;570023283;TOT;0;;;0;;18;;;;;;5;;;216;4825;;;;;;;749;;;;;;;;;;;;;39;;36;0;;2;0.88;;;;;;16;5;18.95;11.66;2.8;1.5;;0.6;2.39;;2;0.88;;;;15;5;17.95;10.66;2.8;1.5;;0.6;
PSY;2013;580005163;580780039;INF;;;;;;;;;;;;12;;1;;;;;;;;;1802;;291;;5;1;9017;77;;;;;;862;843;;;1;1;0.53;;;;0;1;29;9;35.59;12.65;0;8.8;2.86;3.1;5.47;;;;;;;;;;;;;;;
PSY;2013;580005163;580780039;TOT;0;;;0;;;;;;;;12;;1;;;;;;;;;1802;;291;;5;1;9017;77;;;;;;862;;;;1;1;0.53;;;;;;29;9;35.59;12.65;0;8.8;2.86;3.1;5.47;;;;;;;;;;;;;;;
PSY;2013;580780237;580000099;GEN;;;;;;103;;;;;;;;;;35817;;;;;;;;;;;;;;;;;;;;718;;;;;7;7;;1;;;;68;14;65.03;35.66;16.06;3.4;1.09;;4;;;;;;;;;;;;;;;
PSY;2013;580780237;580000099;TOT;0;;;0;;103;;;;;;;;;;35817;;;;;;;;;;;;;;;;;;;;718;;;;;7;7;;1;;;;68;14;65.03;35.66;16.06;3.4;1.09;;4;;;;;;;;;;;;;;;
PSY;2013;580972636;580780971;GEN;;4;;;;163;4;0;0;0;0;75;0;0;1684;55889;1194;;;;;15;16391;;;1;6;11;46316;30684;3867;1277;4755;;;7685;6549;1014;36;15;3;16.5;2;1;2.5;0;1;291;56;338.04;245.39;56;15.61;5.6;;15.44;15;3;;;;;;;;;;;;;
PSY;2013;580972636;580780971;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;77;1563;;;;1640;235;226;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;580972636;580780971;TOT;1;;;1;0;163;4;0;0;0;0;75;0;0;1684;55889;1194;;;;;15;16391;;;2;6;12;46316;30761;5430;1277;4755;;1640;7920;6775;1023;36;15;3;16.5;2;1;2.5;;;291;56;338.04;245.39;56;15.61;5.6;;15.44;15;3;;;;;;;;;;;;;
PSY;2013;580972693;580780039;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2979;70;;;144;;;453;453;;;1;1;0.56;;;;0;1;6;3;7.9;2.9;0;1;0.2;0;2.2;;;;;;;;;;;;;;;
PSY;2013;580972693;580780039;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;2979;70;;;144;;;;;;;1;1;0.56;;;;;;6;3;7.9;2.9;0;1;0.2;0;2.2;;;;;;;;;;;;;;;
PSY;2013;590000014;590780052;GEN;;1;;;;30;;12;;;;20;;;344;10815;;3698;;;;3;2327;;;;3;1;15916;518;;;;;;2111;1874;237;15;4;1;3.91;1;;0.08;0;1;73;17;87.48;61.28;10.79;4.2;2.81;1.64;2.15;4;;3.6;1;;0.08;56;15;56.8;42.8;10.85;1;2;1;0.15
PSY;2013;590000014;590780052;TOT;1;;;0;;30;;12;;;;20;;;344;10815;;3698;;;;3;2327;;;;3;1;15916;518;;;;;;2111;1874;237;15;4;1;3.91;1;;0.08;;;73;17;87.48;61.28;10.79;4.2;2.81;1.64;2.15;4;;3.6;1;;0.08;56;15;56.8;42.8;10.85;1;2;1;0.15
PSY;2013;590000105;590780193;GEN;;1;;;;48;;;;12;;23;;1;1491;12895;;;;3493;;;3236;;2170;;1;1;5268;2170;1661;;8926;;;3150;2617;907;2;13;2;11.25;;1;0.1;;;116;43;149.94;69.49;42.11;15.63;;;;;;;;;;;;;;;;;;
PSY;2013;590000105;590780193;INF;;1;;;;19;;;;;;28;;1;197;4676;;;;;;;3717;;537;;3;1;15597;537;;;4562;;;937;897;63;2;14;9;9.93;;;;;;49;69;103.7;35.58;9.59;20.03;;16.95;7.6;;;;;;;;;;;;;;;
PSY;2013;590000105;590780193;PEN;;;;;;60;;;;;;20;;2;148;4236;;;;;;;3956;;0;;2;;;;;;;;19565;1787;1722;110;;8;4;7.41;1;;1.12;;;114;37;103.37;54.48;23.94;10.79;;;3.69;;;;;;;;;;;;;;;
PSY;2013;590000105;590780193;TOT;1;;;1;;127;;;;12;;71;;4;1836;21807;;;;3493;;;10909;;2707;;6;2;20865;2707;1661;;13488;;19565;5775;5165;1072;4;35;15;28.59;1;1;1.22;;;279;149;357.01;159.55;75.64;46.45;;16.95;11.29;;;;;;;;;;;;;;;
PSY;2013;590000428;590781605;GEN;;3;;;;90;9;;;;;20;3;1;1021;30836;2294;;;;;20;4328;0;5429;2;4;2;28413;4221;7020;;1400;0;;4277;3632;588;30;7;1;7.6;;1;0.5;;;114;32;135.65;88.57;8;5.85;4.58;6.04;0;;;;;;;76;15;85.18;58.33;7;;0.77;;
PSY;2013;590000428;590781605;INF;;1;;;;8;6;;;;;16;1;;250;721;998;;;;;40;2639;6;;3;1;2;11393;1783;720;;772;6;;1951;1797;102;0;4;;3.25;;;;;;46;14;53.97;25.68;0;9.52;2.83;9.91;0.8;;;;;;;14;2;14;10.6;;;;;
PSY;2013;590000428;590781605;TOT;1;;1;0;4;98;15;;;;;36;4;1;1271;31557;3292;;;;;60;6967;6;5429;5;5;4;39806;6004;7740;;2172;6;;5639;;;;11;1;10.85;;1;0.5;;;160;46;189.62;114.25;8;15.37;7.41;15.95;0.8;;;;;;;90;17;99.18;68.93;7;;0.77;;
PSY;2013;590000469;590781662;GEN;;1;;;;18;;;;;;;;;338;4889;;;;;;;;;;;1;;4234;;;;;;;893;644;249;2;2;0;2;2;1;2.2;0;1;21;9;55.91;32.2;16.49;0.91;0;0;0;2;0;2;2;0;2;30;9;55.91;32.2;16.49;0.91;0;0;0
PSY;2013;590000469;590781662;TOT;1;;0;0;0;18;;;;;;;;;338;4889;;;;;;;;;;;1;;4234;;;;;;;893;;;;2;;2;2;1;2.2;;;21;9;55.91;32.2;16.49;0.91;0;0;0;2;;2;2;0;2;30;9;55.91;32.2;16.49;0.91;0;0;0
PSY;2013;590000535;590781803;GEN;;3;;;;90;6;;;;;16;;;908;28238;606;;;;;;4032;;;;5;2;20383;847;;;;;;3749;;;;7;;9.3;1;1;1.26;;1;138;32;162.37;103.05;19.2;9.45;2.21;0.37;;7;;9.3;1;1;1.26;85;21;95.13;61.72;9.81;5.07;1.35;;
PSY;2013;590000535;590781803;INF;;1;;;;;;;;;;15;;;;;;;;;;;2174;;;3;;2;9465;2416;76;;190;;;1263;1243;;;2;1;2.4;;;;;;40;14;48.02;11.68;;12.15;7.4;;;2;1;2.4;;;;;;;;;;;;
PSY;2013;590000535;590781803;TOT;1;;3;1;;90;6;;;;;31;;;908;28238;606;;;;;;6206;;;3;5;4;29848;3263;76;;190;;;5012;;;;9;1;11.7;1;1;1.26;;;178;46;210.39;114.73;19.2;21.6;9.61;0.37;;9;1;11.7;1;1;1.26;85;21;95.13;61.72;9.81;5.07;1.35;;
PSY;2013;590000592;590782165;GEN;;2;;;;58;5;;;;;30;;2;542;18596;1737;;;;;0;6736;;6736;;2;2;10622;1863;6312;;1913;;;1850;1390;424;18;5;1;5.2;0;0;0;0;1;89;7;93.2;62.6;19.4;5.8;3.4;;2;5;1;5.2;0;0;0;56;10;64;40.2;16.4;3.8;2.6;;1
PSY;2013;590000592;590782165;INF;;1;;;;;;;;;25;;;;;;;;;;2089;70;;;;;2;0;7222;;27;;126;294;;945;892;59;;2;0;2;0;0;0;0;1;25;1;25.4;8.8;;6;1.8;5.8;3;2;0;2;0;0;0;;;;;;;;;
PSY;2013;590000592;590782165;TOT;1;;2;0;0;58;5;;;;25;30;;2;542;18596;1737;;;;2089;70;6736;;6736;;4;2;17844;1863;6339;;2039;294;;2795;2282;483;18;7;1;7.2;0;0;0;;;114;8;118.6;71.4;19.4;11.8;5.2;5.8;5;7;1;7.2;0;0;0;56;10;64;40.2;16.4;3.8;2.6;;1
PSY;2013;590000600;590782207;GEN;;2;;;;54;8;7;;;;25;1;;707;15053;313;1725;;;;;5707;0;;1;3;4;12079;3593;1472;;1998;;;3199;2622;515;;7;1;7.9;1;;1;0;1;101;45;100.13;76.54;10.73;7.52;2;2.7;0.64;6;;6;1;;1;72;25;64.12;46.64;9.48;3.8;2;2.2;
PSY;2013;590000600;590782207;TOT;1;;;1;;54;8;7;;;;25;1;;707;15053;313;1725;;;;;5707;0;;1;3;4;12079;3593;1472;;1998;;;3199;2622;515;;7;1;7.9;1;;1;;;101;45;100.13;76.54;10.73;7.52;2;2.7;0.64;6;;6;1;;1;72;25;64.12;46.64;9.48;3.8;2;2.2;
PSY;2013;590000782;590782660;GEN;;9;;;;317;20;39;10;8;;120;0;3;3536;82333;4863;8340;2687;1877;;60;21015;227;2489;13;12;11;135756;42037;34463;9189;3359;70;;23659;12694;2205;59;46;6;50.35;3;12;9.6;0;1;600;244;798.95;569.9;110.35;42.6;14.5;25.8;35.8;41;3;16.38;3;8;5.21;316;127;416.37;299.68;91.28;6.32;5.3;7.2;6.6
PSY;2013;590000782;590782660;INF;;1;;;;8;4;;;;;46;;;142;728;677;;;;;76;5336;;;;3;3;23193;1454;220;175;782;140;;3025;2529;27;0;4;1;4.5;0;2;0.9;0;1;75;31;99.85;49.5;10.4;13.6;5.8;10.95;9.6;2;0;0.4;0;1;0.5;15;5;17.58;16.65;0;0.9;0.03;0;0
PSY;2013;590000782;590782660;TOT;1;;1;0;;325;24;39;10;8;;166;0;3;3678;83061;5540;8340;2687;1877;;136;26351;227;2489;13;15;14;158949;43491;34683;9364;4141;210;;20684;15223;2232;59;50;6;54.85;3;14;10.5;;;675;275;898.8;619.4;120.75;56.2;20.3;36.75;45.4;43;3;16.78;3;9;5.71;331;132;433.95;316.33;91.28;7.22;5.33;7.2;6.6
PSY;2013;590000790;590782678;GEN;;6;;;;229;44;59;;;;55;13;;3079;65204;7373;9644;;;;;7273;28;;2;8;8;52179;11884;8453;1507;1091;4;;8629;8224;1500;67;31;2;30.95;4;7;6.62;1;1;383;105;459.91;359.7;62.09;16.09;12.81;2.57;4.97;31;2;30.95;;;;275;64;322.67;257.88;50.34;6.3;7.38;0.77;0
PSY;2013;590000790;590782678;INF;;2;;;;;3;;;;;30;;;;;185;;;;;;5828;;;;9;3;25739;1298;86;396;670;452;;4457;4447;;;7;;7;;;;1;1;70;28;90.87;46.85;0;15.11;4.26;16.85;7.8;;;;;;;;;;;;;;;
PSY;2013;590000790;590782678;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1084;;;;;;;;;0;1;0.2;;;;;;1;1;1.68;1;0;0.68;;;;;;;;;;;;;;;;;;
PSY;2013;590000790;590782678;TOT;1;;0;1;0;229;47;59;;;;85;13;;3079;65204;7558;9644;;;;;13101;28;;2;17;11;77918;13182;9623;1903;1761;456;;13086;;;;38;3;38.15;4;7;6.62;;;454;134;552.46;407.55;62.09;31.88;17.07;19.42;12.77;31;2;30.95;;;;275;64;322.67;257.88;50.34;6.3;7.38;0.77;0
PSY;2013;590001004;590783239;GEN;;2;;;;62;10;8;;10;;20;;2;605;14749;692;2304;;1544;;;4202;;336;;2;2;26099;6936;4141;881;2201;2;;4412;3622;133;20;9;6;8.63;1;;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;590001004;590783239;INF;;1;;;;;;;;;;15;;3;;;;;;;;;2489;;1138;;4;3;28338;121;725;2719;2115;324;;4243;3918;;;6;3;6.97;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;590001004;590783239;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3149;504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;590001004;590783239;TOT;1;;;1;;62;10;8;;10;;35;;5;605;14749;692;2304;;1544;;;6691;;1474;;6;5;54437;7057;4866;3600;4316;326;3149;8517;;;;15;9;15.6;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;590001418;590034740;GEN;;8;;;;374;6;24;;;;48;14;10;4893;97082;1467;5900;;;;;12086;2274;1299;;10;10;86186;24497;24572;3955;3968;53;;13734;11033;2543;256;51;6;54.33;5;12;6.5;0;0;643;98;711.65;497.72;100.37;29.63;0;0;0;45;5;34.16;4;2;3.86;492;66;533.33;338.09;97.62;21.64;0;0;0
PSY;2013;590001418;590034740;INF;;4;;;;9;3;;;;;60;;0;90;1794;820;;;;;;9438;;0;;14;2;69821;526;2349;738;553;2260;;6909;6723;65;;20;2;20.63;2;0;0.87;0;0;102;44;135.14;43.08;3.66;36.66;0;0;0;3;0;1.13;1;0;0.2;20;2;21.51;14.54;2;0.96;0;0;0
PSY;2013;590001418;590034740;TOT;1;;3;0;;383;9;24;;;;108;14;10;4983;98876;2287;5900;;;;;21524;2274;1299;;24;12;156007;25023;26921;4693;4521;2313;;20643;;;;71;8;74.96;7;12;7.37;;;745;142;846.79;540.8;104.03;66.29;0;0;0;48;5;35.29;5;2;4.06;512;68;554.84;352.63;99.62;22.6;0;0;0
PSY;2013;590002317;590799912;INF;;1;;;;;;;;;;15;;;;;;;;;;;2759;;;;;;;;;;;;;28;;;;;1;0.39;;;;;;;;;4;0.5;1;;1;3;;;;;;;;;;;;;;;
PSY;2013;590002317;590799912;TOT;1;;0;0;;;;;;;;15;;;;;;;;;;;2759;;;;;;;;;;;;;28;;;;;1;0.39;;;;;;;;;4;0.5;1;;1;3;;;;;;;;;;;;;;;
PSY;2013;590005245;;GEN;;;;;;75;;;;;;12;;;678;27177;;;;;;;3037;;;;;;;;;;;;;559;;559;;;5;2.7;;1;0.4;0;1;27;7;33.62;21.02;8.22;2.76;0.5;0.12;1;;5;2.5;;;;23;6;29.41;18.02;8.22;1.8;0.25;0.12;1
PSY;2013;590005245;;TOT;0;;;0;;75;;;;;;12;;;678;27177;;;;;;;3037;;;;;;;;;;;;;559;;559;;;5;2.7;;1;0.4;;;27;7;33.62;21.02;8.22;2.76;0.5;0.12;1;;5;2.5;;;;23;6;29.41;18.02;8.22;1.8;0.25;0.12;1
PSY;2013;590009148;810002519;GEN;;;;;;40;;;;;;;;;135;13221;;;;;;;;;;;;;;;;;;;;70;;70;;;5;2;;1;0.25;0;0;18;2;19.6;5.8;6;1;1;1.8;;;5;2;;1;0.25;18;2;19.6;5.8;6;1;1;1.8;
PSY;2013;590009148;810002519;TOT;0;;;0;;40;;;;;;;;;135;13221;;;;;;;;;;;;;;;;;;;;70;;70;;;5;2;;1;0.25;;;18;2;19.6;5.8;6;1;1;1.8;;;5;2;;1;0.25;18;2;19.6;5.8;6;1;1;1.8;
PSY;2013;590009528;590782165;GEN;;;;;;;;;;;;30;;2;;;;;;;;;6736;;6736;;2;2;10622;1863;6312;;1913;;;1390;1390;;;5;1;5.2;0;0;0;;0;;;;;;;;;;5;1;5.2;0;0;0;;;;;;;;;
PSY;2013;590009528;590782165;INF;;1;;;;;;;;;;15;;1;;;;;;;;;2981;;252;;1;;7222;;27;;126;294;;922;922;;;2;0;2;0;0;0;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;
PSY;2013;590009528;590782165;TOT;1;;;0;;;;;;;;45;;3;;;;;;;;;9717;;6988;;3;2;17844;1863;6339;;2039;294;;2312;2312;;;7;1;7.2;0;0;0;;;;;;;;;;;;5;1;5.2;0;0;0;;;;;;;;;
PSY;2013;590016408;590016358;GEN;;;;;;30;;;;;;12;5;;463;9441;;;;;;;734;378;;;;;;;;;;;;283;;267;;2;1;;;;;0;1;25;4;;10;4;5;1;3;4;2;;;;;;23;3;;9;4;4;1;3;4
PSY;2013;590016408;590016358;INF;;;;;;;;;;;;3;;;;;;;;;;;1042;;;;;;;;;;;;;39;;;;1;;;;;;0;1;;;;;;;;;;1;;;;;;;;;;;;;;
PSY;2013;590016408;590016358;TOT;0;;;0;;30;;;;;;15;5;;463;9441;;;;;;;1776;378;;;;;;;;;;;;307;;267;;3;1;;;;;;;25;4;;10;4;5;1;3;4;3;;;;;;23;3;;9;4;4;1;3;4
PSY;2013;590044665;750720575;GEN;;;;;;25;;;;;;25;;;;7414;;;;;;;4229;;;;;;;;;;;;;208;138;70;;2;1;2.7;;1;0.3;0;1;25;4;27.14;18.4;1;4.51;0;0.43;2.8;2;0;2;;1;0.3;13;12;20.83;15.9;;2.5;;0.43;2
PSY;2013;590044665;750720575;TOT;0;;;0;;25;;;;;;25;;;;7414;;;;;;;4229;;;;;;;;;;;;;208;;;;2;1;2.7;;1;0.3;;;25;4;27.14;18.4;1;4.51;0;0.43;2.8;2;;2;;1;0.3;13;12;20.83;15.9;;2.5;;0.43;2
PSY;2013;590053955;;GEN;;;;;;120;;;;;;40;;;1019;38443;;;;;;;15753;;;;;;;;;;;;;1100;;902;3;;13;;;4;;0;1;73;46;106.29;36.65;21.97;18.87;1;13.6;;;9;;;4;;57;34;79.61;31.35;19.16;8.6;0.5;5.3;
PSY;2013;590053955;;TOT;0;;;0;;120;;;;;;40;;;1019;38443;;;;;;;15753;;;;;;;;;;;;;1100;;;;;13;;;4;;;;73;46;106.29;36.65;21.97;18.87;1;13.6;;;9;;;4;;57;34;79.61;31.35;19.16;8.6;0.5;5.3;
PSY;2013;590785341;750005068;GEN;;;;;;;;;;;;33;;;;;;;;;;;5482;;;;1;;5574;;;;;;;613;592;;;3;1;3.27;;1;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;590785341;750005068;TOT;0;;;0;;;;;;;;33;;;;;;;;;;;5482;;;;1;;5574;;;;;;;613;;;;3;1;3.27;;1;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;590787529;590782215;GEN;;3;;;;109;25;7;0;10;5;62;7;1;1828;30778;5427;1791;0;2706;1355;379;10100;362;1082;;4;4;42902;8438;674;;29925;;;6642;5386;1085;6;17;4;20.42;;;;0;1;215;79;271.36;161.97;40.45;13.96;7.52;1.5;1.16;17;1;9.83;;;;106;30;126.82;88.94;25.24;1.3;3.71;0.2;0
PSY;2013;590787529;590782215;INF;;1;;;;0;10;;;0;;30;0;;20;0;1373;;;0;;25;7063;;;;3;3;13896;2673;959;;16806;;;1882;1864;;;7;1;7.17;;;;0;1;52;16;60.79;9.12;0;10.86;1.5;10.42;15.14;;;;;;;;;;;;;;;
PSY;2013;590787529;590782215;PEN;;;;;;0;;;;;;;;;0;0;;;;;;;;;;;2;;;;;;;;4705;999;999;;;3;;0.63;;4;2.49;;;2;1;2.27;0;0;2.27;0;0;0;;;;;;;;;;;;;;;
PSY;2013;590787529;590782215;TOT;1;;2;1;;109;35;7;0;10;5;92;7;1;1848;30778;6800;1791;0;2706;1355;404;17163;362;1082;;9;7;56798;11111;1633;;46731;;4705;9523;8249;1085;6;27;5;28.22;;4;2.49;;;269;96;334.42;171.09;40.45;27.09;9.02;11.92;16.3;17;1;9.83;;;;106;30;126.82;88.94;25.24;1.3;3.71;0.2;0
PSY;2013;590797353;590051801;GEN;;;;;;15;;;;;;;;;186;4631;;;;;;;;;;;;;;;;;;;;118;;19;;5;4;5.14;;;;0;0;23;27;35.4;16.97;2.14;12.37;;3.92;;;;;;;;;;;;;;;;
PSY;2013;590797353;590051801;INF;;;;;;7;;;;;;5;;;136;1290;;;;;;;544;;;;;;;;;;;;;66;;23;;2;4;4.01;;;;0;0;10;9;15.62;6.1;4.99;3.3;;;1.23;;;;;;;;;;;;;;;
PSY;2013;590797353;590051801;TOT;0;;;0;;22;;;;;;5;;;322;5921;;;;;;;544;;;;;;;;;;;;;184;;;;7;8;9.15;;;;;;33;36;51.02;23.07;7.13;15.67;;3.92;1.23;;;;;;;;;;;;;;;
PSY;2013;590816427;590781829;GEN;;;;;;74;;;;;;20;;;584;21966;;;;;;;3113;;;;;;;;;;;;;458;;444;;1;4;2.1;;1;0.3;;;32;3;;19.66;7;1.55;1;2;;1;4;;;;;25;5;;;;;;;
PSY;2013;590816427;590781829;TOT;0;;;0;;74;;;;;;20;;;584;21966;;;;;;;3113;;;;;;;;;;;;;458;;444;;1;4;2.1;;1;0.3;;;32;3;;19.66;7;1.55;1;2;;1;4;;;;;25;5;;;;;;;
PSY;2013;600000012;600100028;GEN;;12;;;;791;30;0;36;;117;191;33;;4374;225405;6465;;7874;;23531;69;25477;647;;1;18;25;122130;56626;8544;2113;12082;63;;17836;14853;3193;509;60;11;66.1;23;8;24.46;1;0;1311;123;1385.42;829.46;301.37;52.22;32.73;8.58;13.16;58;3;44.67;21;1;16.87;802;87;853.15;473.3;211.6;14.7;26.12;4.19;4.42
PSY;2013;600000012;600100028;INF;;3;;;;35;24;;;;;162;7;;131;7059;3195;;;;;333;14726;3;;1;5;10;26175;6417;91;15;1036;282;;2588;2386;97;32;11;4;13.3;1;1;1.3;0;0;230;41;259.13;117.97;21.54;29.44;7.81;6.93;50.15;10;1;4.83;1;;0.5;75;10;80.17;29.6;12.46;5.16;3.8;0.3;11.93
PSY;2013;600000012;600100028;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72706;;;;;1699;1699;;;1;1;1.5;1;;1;;;19;1;18.1;7;1;9;0.08;0;1.03;;;;;;;0;0;0;0;0;0;0;0;0
PSY;2013;600000012;600100028;TOT;1;;9;1;;826;54;0;36;;117;353;40;;4505;232464;9660;;7874;;23531;402;40203;650;;2;23;35;148305;63043;81341;2128;13118;345;;21863;18788;3285;541;72;16;80.9;25;9;26.76;;;1560;165;1662.65;954.43;323.91;90.66;40.62;15.51;64.34;68;4;49.5;22;1;17.37;877;97;933.32;502.9;224.06;19.86;29.92;4.49;16.35
PSY;2013;600009054;600000798;GEN;;;;;;44;;;;;;;;;15624;15624;;;;;;;;;;;;;;;;;;;;402;;402;0;;3;1.5;;;;0;0;14;6;16.78;13.39;2.41;0.5;;;0.48;;;;;;;;;;;;;;;
PSY;2013;600009054;600000798;TOT;0;;;0;;44;;;;;;;;;15624;15624;;;;;;;;;;;;;;;;;;;;402;;402;;;3;1.5;;;;;;14;6;16.78;13.39;2.41;0.5;;;0.48;;;;;;;;;;;;;;;
PSY;2013;600107049;;INF;;1;;;;;15;;;;;53;8;;;;2444;;;;;259;8984;1012;;;5;2;9324;1748;;;;;;2115;2086;27;;1;3;2.2;;2;0.85;0;1;38;42;59.99;4.2;0;15.37;0.5;4.23;35.69;;;;;;;;;;;;;;;
PSY;2013;600107049;;TOT;1;;0;0;;;15;;;;;53;8;;;;2444;;;;;259;8984;1012;;;5;2;9324;1748;;;;;;2115;2086;27;;1;3;2.2;;2;0.85;;;38;42;59.99;4.2;0;15.37;0.5;4.23;35.69;;;;;;;;;;;;;;;
PSY;2013;610000028;610780025;GEN;;3;;;;174;20;;;;;97;9;0;1267;58125;4317;;;;;108;17242;91;0;0;9;8;38099;8072;19839;401;6356;0;;7503;6304;979;82;13;6;15.3;5;2;5.7;1;1;347;32;367.2;216.3;62.9;17.2;;1;9.4;12;2;7.33;4;2;3.38;217;16;216.1;122.91;50.28;1.16;;0;2.9
PSY;2013;610000028;610780025;INF;;2;;;;5;4;;;;;28;;;61;1167;315;;;;;;3149;;;0;9;8;28338;4582;1292;1718;921;728;;3346;3264;40;;3;3;5;0;2;1.6;1;1;102;67;126.21;34.96;8.3;23.89;;13.93;29.03;1;0;0.5;0;1;0.2;17;1;15.97;4;7.06;1;;0;2
