BOR;AN;FI;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;NB_CONS;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_PA;NB_CMP_PL;NB_CATTP;ACT_CMP;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;ACT_UCSA;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2013;350000147;350000022;TOT;1;;3;1;1;93;7;;;;;58;;1;865;32529;2214;;;;;119;8483;201;153;;7;7;37758;6669;8038;1122;3427;215;;5421;4627;635;8;11;2;10.21;;;;;;173;26;188.31;121.91;36.2;13.25;;5.6;11.35;6;0;3.63;;;;94;12;102.52;65.9;33.2;1.27;;;2.15
PSY;2013;350000162;350000048;GEN;;1;;;;25;1;3;;;;12;;;386;8306;365;877;;;;;1892;;;;1;3;10339;3068;4482;979;1721;2;;1962;1948;268;9;2;2;2.4;1;1;1.2;0;1;53;18;58.26;39.33;7.3;4.3;1.16;1;0;2;2;2.4;1;1;1.2;44;14;47.39;32.47;7.3;1.3;1.15;1;0
PSY;2013;350000162;350000048;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2013;350000162;350000048;TOT;1;;1;0;;25;1;3;;;;12;;;386;8306;365;877;;;;;1892;;;;1;3;10339;3068;4482;979;1721;2;;1962;;;;2;2;2.4;1;1;1.2;;;53;18;58.26;39.33;7.3;4.3;1.16;1;0;2;2;2.4;1;1;1.2;44;14;47.39;32.47;7.3;1.3;1.15;1;0
PSY;2013;350000337;350000246;GEN;;9;;;;640;49;3;;;;263;14;10;13659;221454;13566;875;;;;276;33933;209;166;2;16;14;108742;43180;15285;12842;7291;17;;18223;13520;4234;232;46;56;46.76;12;25;11.99;1;1;837;1009;941.48;619.23;212.19;29.98;;;;14;16;9.32;2;2;1.3;556;662;622.33;379.98;187.2;1;;;
PSY;2013;350000337;350000246;INF;;3;;;;53;6;;;;;135;30;;1536;7284;0;;;;;180;20575;33;;0;17;12;64384;3307;640;1271;1898;248;;6265;5805;119;2;18;32;24.43;4;9;4.12;1;1;233;293;254.32;157.78;18.19;36.29;;;;2;2;1.71;;1;0.2;82;94;80.39;62.94;8.96;2.92;;;
PSY;2013;350000337;350000246;PEN;;;;;;30;;;;;;20;;;104;1420;;;;;;;6204;;;;1;2;;529;41113;;;;;1757;1637;54;;4;6;4.04;4;9;4.09;;;101;108;58.89;39.88;7.05;4.8;;;;2;2;1.21;;1;0.17;76;74;34.12;24.42;6.8;0.53;;;
PSY;2013;350000337;350000246;TOT;1;;5;1;;723;55;3;;;;418;44;10;15299;230158;13566;875;;;;456;60712;242;166;2;34;28;173126;47016;57038;14113;9189;265;;25477;20247;4378;234;68;92;75.23;12;27;20.2;;;1139;1368;1254.69;816.89;237.43;71.07;;;;18;20;12.24;2;4;1.67;714;830;736.84;467.34;202.96;4.45;;;
PSY;2013;350000402;;GEN;;;;;;78;;;;;;18;;;;26562;;;;;;;3920;;;;;;;;;;;;;771;;546;70;;8;1.6;1;;1;0;1;24;56;41.48;22.77;11.32;3.18;1.38;1.83;1;;;;;;;;;;;;;;;
PSY;2013;350000402;;TOT;0;;;0;;78;;;;;;18;;;;26562;;;;;;;3920;;;;;;;;;;;;;771;;;;;8;1.6;1;;1;;;24;56;41.48;22.77;11.32;3.18;1.38;1.83;1;;;;;;;;;;;;;;;
PSY;2013;350002119;350000386;GEN;;;;;;82;;;;;;12;;;;29790;;;;;;;3734;;;;1;;;;;;;;;619;70;;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;350002119;350000386;TOT;0;;;0;;82;;;;;;12;;;;29790;;;;;;;3734;;;;1;;;;;;;;;619;70;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;350002192;220020739;GEN;;;;;;83;;;;;;;;;810;28464;;;;;;;;;;;;;;;;;;;;711;;;;6;;;;1;0.57;;;22;10;;17.47;8.07;0.7;0.5;0.32;;6;;;;1;0.57;22;10;;17.47;8.07;0.7;0.5;0.32;
PSY;2013;350002192;220020739;TOT;0;;;0;;83;;;;;;;;;810;28464;;;;;;;;;;;;;;;;;;;;711;;;;6;;;;1;0.57;;;22;10;;17.47;8.07;0.7;0.5;0.32;;6;;;;1;0.57;22;10;;17.47;8.07;0.7;0.5;0.32;
PSY;2013;350002234;750720575;GEN;;;;;;10;;;;;;5;0;;;2167;;;;;;;989;0;;;;;;;;;;;;49;44;21;;;1;0.8;;;;0;0;4;4;;5.5;;1;;;;;;;;;;;;;;;;;;
PSY;2013;350002234;750720575;TOT;0;;;0;;10;;;;;;5;0;;;2167;;;;;;;989;0;;;;;;;;;;;;49;;;;;1;0.8;;;;;;4;4;;5.5;;1;;;;;;;;;;;;;;;;;;
PSY;2013;350002754;440042844;GEN;;1;;;;;;;;;;20;40;;;;;;;;;;4193;11351;;;;1;;544;;;;;;120;44;;;;3;1;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;350002754;440042844;TOT;1;;0;0;;;;;;;;20;40;;;;;;;;;;4193;11351;;;;1;;544;;;;;;120;44;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;350039574;350023495;INF;;1;;;;;;;;;;11;;;;;;;;;;;1040;;;;1;;2384;;;;;;;92;87;;;;1;0.6;;1;0.03;0;0;7;12;11.56;2;0;1.7;;1.85;2;;;;;;;;;;;;;;;
PSY;2013;350039574;350023495;TOT;1;;0;0;0;;;;;;;11;;;;;;;;;;;1040;;;;1;;2384;;;;;;;92;;;;;1;0.6;;1;0.03;;;7;12;11.56;2;0;1.7;;1.85;2;;;;;;;;;;;;;;;
PSY;2013;360000137;360000053;GEN;;3;;;;120;;15;;;;12;9;;1710;34132;;5137;;;;;142;136;;;4;4;25682;10154;;;;;;771;1;770;21;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;360000137;360000053;INF;;1;;;;4;4;;;;;33;;24;;297;675;;;;;;4009;;9845;6;2;8;10042;9845;;31;195;221;;970;202;;;1;;1;;;;1;1;38;12;44.5;15.97;0.99;4.58;11.3;2.66;;;;;;;;;;;;;;;;
PSY;2013;360000137;360000053;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7336;;;;;605;605;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;360000137;360000053;TOT;1;;9;1;0;124;4;15;;;;45;9;24;1710;34429;675;5137;;;;;4151;136;9845;6;6;12;35724;19999;7336;31;195;221;;1741;;;;1;;1;;;;;;38;12;44.5;15.97;0.99;4.58;11.3;2.66;;;;;;;;;;;;;;;;
PSY;2013;360000145;360000061;GEN;;1;;;;40;;;;;;9;1;;271;11436;;;;;;;2165;37;;;1;1;633;565;26;18;83;0;;366;123;227;13;2;1;2.6;;;;;;44;6;44.19;15.55;15.36;0.42;0.5;0.6;;2;;2;;;;40;;38.56;11.82;14.36;0.31;0.4;0.52;
PSY;2013;360000145;360000061;TOT;1;;0;0;0;40;;;;;;9;1;;271;11436;;;;;;;2165;37;;;1;1;633;565;26;18;83;0;;366;123;227;13;2;1;2.6;;;;;;44;6;44.19;15.55;15.36;0.42;0.5;0.6;;2;;2;;;;40;;38.56;11.82;14.36;0.31;0.4;0.52;
PSY;2013;360000210;360000319;GEN;;;;;;54;;;;;;10;;;434;18169;;;;;;;2935;;;;;;;;;;;;;391;;302;;3;;3;;;;0;0;26;4;28.18;12.55;9;1;0.45;1.18;;3;;3;;;;23;3;24.68;10.55;8;0.5;0.45;1.18;
PSY;2013;360000210;360000319;TOT;0;;;0;;54;;;;;;10;;;434;18169;;;;;;;2935;;;;;;;;;;;;;391;;302;;3;;3;;;;;;26;4;28.18;12.55;9;1;0.45;1.18;;3;;3;;;;23;3;24.68;10.55;8;0.5;0.45;1.18;
PSY;2013;360000327;360000053;GEN;;3;;;;120;;15;;;;12;9;;1710;34132;;5137;;;;;142;136;;;4;4;25682;10154;;;;;;771;1;770;21;8;2;9.72;;1;0.25;;;;;142.93;52.33;13.46;8.57;;;4.22;;;;;;;;;;;;;;;
PSY;2013;360000327;360000053;INF;;1;;;;4;4;;;;;33;;24;0;297;675;;;;;;4009;;9845;6;2;8;10042;9845;;31;195;221;;970;202;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;360000327;360000053;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;360000327;360000053;TOT;1;;9;1;0;124;4;15;;;;45;9;24;1710;34429;675;5137;;;;;4151;136;9845;6;6;12;35724;19999;7336;31;195;221;;1471;;;;8;2;9.72;;1;0.25;;;;;142.93;52.33;13.46;8.57;;;4.22;;;;;;;;;;;;;;;
PSY;2013;370000127;370000259;GEN;;;;;;80;;;;;;16;11;;619;26370;;;;;;;3105;1136;;;;;;;;;;;;504;;504;4;;3;0.3;;3;2.06;0;0;36;12;44.65;28.6;11.8;2.25;0.7;1.3;0;;0;0;;3;2.06;34;4;38.15;22.8;11.8;0.8;0.3;0.8;0
PSY;2013;370000127;370000259;TOT;0;;;0;;80;;;;;;16;11;;619;26370;;;;;;;3105;1136;;;;;;;;;;;;504;;;;;3;0.3;;3;2.06;;;36;12;44.65;28.6;11.8;2.25;0.7;1.3;0;;0;0;;3;2.06;34;4;38.15;22.8;11.8;0.8;0.3;0.8;0
PSY;2013;370000143;370000291;GEN;;;;;;50;;;;;;12;;;432;19400;;;;;;;2767;;;;;;;;;;;;;418;;398;3;3;;;;1;;1;1;27;14;36.45;19.79;6;0.4;0.2;;0;3;;;;1;;24;10;30.76;15.89;5;0;0;;1
PSY;2013;370000143;370000291;TOT;0;;;0;;50;;;;;;12;;;432;19400;;;;;;;2767;;;;;;;;;;;;;418;;;;3;;;;1;;;;27;14;36.45;19.79;6;0.4;0.2;;0;3;;;;1;;24;10;30.76;15.89;5;0;0;;1
PSY;2013;370000499;370000481;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;13289;0;230;0;1346;203;;1413;1410;3;0;;;0.33;;;;0;0;17;20;30.73;4.36;0;4.81;3.5;9.89;1;;;;;;;;;;;;;;;
PSY;2013;370000499;370000481;TOT;1;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;13289;0;230;0;1346;203;;;;;;;;0.33;;;;;;17;20;30.73;4.36;0;4.81;3.5;9.89;1;;;;;;;;;;;;;;;
PSY;2013;370000531;370000606;GEN;;1;;;;45;0;3;0;0;0;30;2;1;836;10454;0;412;0;0;0;31;5721;369;1828;3;1;1;7606;0;1162;127;183;0;;1450;921;327;133;6;0;4.7;0;1;0.6;0;1;71;15;82.52;61.39;0;2;1.91;0;0;6;0;2.6;0;1;0.6;44;10;51.17;42.09;0;1;;0;0
PSY;2013;370000531;370000606;INF;;1;;;;19;0;;;0;0;50;1;0;83;3720;0;;;0;0;0;10178;42;0;2;3;1;14340;0;24;269;5;216;;1517;1306;57;38;6;2;6.56;1;1;1.1;0;0;72;30;94.98;19.8;16.32;11;2.1;7.1;11.9;0;1;0.4;1;1;0.7;39;13;47.37;8.87;15.32;1;0.5;1.58;3.8
PSY;2013;370000531;370000606;TOT;1;;2;0;;64;0;3;0;0;0;80;3;1;919;14174;0;412;0;0;0;31;15899;411;1828;5;4;2;21946;0;1186;396;188;216;;2511;2212;388;185;12;2;11.26;1;2;1.7;;;143;45;177.5;81.19;16.32;13;4.01;7.1;11.9;6;1;3;1;2;1.3;83;23;98.54;50.96;15.32;2;0.5;1.58;3.8
PSY;2013;370000580;370000564;GEN;;1;;;;50;;;;;;15;;;293;16291;;;;;;;3623;4;;4;2;1;5284;1012;259;225;255;;;967;716;206;76;3;1;4.2;;;;0;1;42;15;56.06;37.61;15.55;2;0;0;0.9;;;;;;;;;;;;;;;
PSY;2013;370000580;370000564;TOT;1;;1;0;;50;;;;;;15;;;293;16291;;;;;;;3623;4;;4;2;1;5284;1012;259;225;255;;;967;716;206;;3;1;4.2;;;;;;42;15;56.06;37.61;15.55;2;0;0;0.9;;;;;;;;;;;;;;;
PSY;2013;370000861;370000481;GEN;;1;;;;54;2;;;;;41;;1;557;18449;694;;;;;60;7336;;;2;;;8437;0;1192;341;17;0;;982;588;311;13;13;3;7.96;;;;0;0;129;12;126.81;84.88;0.17;7.58;6.33;2.54;0.4;;;;;;;105;36;97.98;77.58;0.17;1.95;2.58;0.08;0
PSY;2013;370000861;370000481;INF;;1;;;;;;;;;;34;;;3;;;;;;;6;4498;;;;;;;;;;;;;97;;;;5;6;5.32;;;;0;1;31;18;11.7;14.56;0;3.74;8.52;4.76;0;;;;;;;24;13;30.75;12.33;0;2;2;2.71;0
PSY;2013;370000861;370000481;TOT;1;;0;0;0;54;2;;;;;75;;1;560;18449;694;;;;;66;11834;;;2;;;8437;0;1192;341;17;0;;982;;;;18;9;13.28;;;;;;160;30;138.51;99.44;0.17;11.32;14.85;7.3;0.4;;;;;;;129;49;128.73;89.91;0.17;3.95;4.58;2.79;0
PSY;2013;370000879;370000564;GEN;;0;;;;;;;;;;15;;;;;;;;;;;1334;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;370000879;370000564;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;5;1;23991;1808;0;55;851;952;;1835;1835;;;4;;3.99;;;;0;1;19;3;20.22;2.84;0;8.58;0;6.8;2;;;;;;;;;;;;;;;
PSY;2013;370000879;370000564;TOT;1;;0;0;;;;;;;;15;;;;;;;;;;;1334;;;;5;1;23991;1808;0;55;851;952;;1846;1835;;;4;;3.99;;;;;;19;3;20.22;2.84;0;8.58;0;6.8;2;;;;;;;;;;;;;;;
PSY;2013;370000903;370000614;GEN;;1;;;;;;;;;;15;;1;;;;;;;;;2774;;378;1;1;1;6408;132;1247;;170;;;1019;957;;;2;;1.37;1;;1.5;0;0;15;2;14.89;9.64;;2.35;1.04;;;;;;;;;;;;;;;;;
PSY;2013;370000903;370000614;TOT;1;;0;0;;;;;;;;15;;1;;;;;;;;;2774;;378;1;1;1;6408;132;1247;;170;;;1019;;;;2;;1.37;1;;1.5;;;15;2;14.89;9.64;;2.35;1.04;;;;;;;;;;;;;;;;;
PSY;2013;370004467;370000481;GEN;;2;;;;102;;;;;;60;;;1052;39170;;;;;;166;12021;;;1;;1;18350;4946;9646;100;782;0;;2422;1621;701;18;11;;11.16;;;;1;1;160;34;177.93;120.62;9.13;6.19;4.8;2.5;0;;;;;;;148;34;172.39;118.12;9.13;4.65;4.3;2.5;0
PSY;2013;370004467;370000481;TOT;1;;0;0;0;102;;;;;;60;;;1052;39170;;;;;;166;12021;;;1;;1;18350;4946;9646;100;782;0;;2422;;;;11;;11.16;;;;;;160;34;177.93;120.62;9.13;6.19;4.8;2.5;0;;;;;;;148;34;172.39;118.12;9.13;4.65;4.3;2.5;0
PSY;2013;370005050;370000481;GEN;;1;;;;48;;;;;;;;;877;15959;;;;;;;;;;1;;;7265;0;2077;79;1031;0;;1754;1210;544;2;13;3;8.99;;;;0;0;;;;;;;;;;;;;;;;50;10;56.87;42.84;1.32;1.56;1;0;
PSY;2013;370005050;370000481;INF;;0;;;;12;;;;;;;;;207;2636;;;;;;;;;;;;;767;0;0;0;0;0;;375;207;168;0;;;;;;;0;0;;;0.5;;;;;;;;;;;;;19;6;22.93;18.21;0;0.64;0.98;0.5;
PSY;2013;370005050;370000481;TOT;1;;1;0;0;60;;;;;;;;;1084;18595;;;;;;;;;;1;;;8032;0;2077;79;1031;0;;2129;1417;712;2;13;3;8.99;;;;;;;;0.5;;;;;;;;;;;;;69;16;79.8;61.05;1.32;2.2;1.98;0.5;
PSY;2013;370013062;;GEN;;;;;;135;;;;;;;;;1341;44571;;;;;;;;;;;;;;;;;;;;1124;;1124;;;7;3.5;;1;0.19;0;1;72;34;96.26;45.98;11.44;0.71;0.69;2;;;7;0.5;;1;0.19;46;22;61.81;45.97;10.44;0.71;0.69;4;
PSY;2013;370013062;;TOT;0;;;0;;135;;;;;;;;;1341;44571;;;;;;;;;;;;;;;;;;;;1124;;1124;;;7;3.5;;1;0.19;;;72;34;96.26;45.98;11.44;0.71;0.69;2;;;7;0.5;;1;0.19;46;22;61.81;45.97;10.44;0.71;0.69;4;
PSY;2013;380000034;380780049;INF;;;;;;10;;;;;;;;;132;2309;;;;;;;;;;;;;;;;;;;;117;;117;;4;4;7.52;;;;;;57;31;81.28;21.26;8.4;21.96;13.95;11.57;2.07;;;0.98;;;;17;7;21.82;9.13;8.4;1.35;2.81;0.12;
PSY;2013;380000034;380780049;TOT;0;;;0;;10;;;;;;;;;132;2309;;;;;;;;;;;;;;;;;;;;117;;117;;4;4;7.52;;;;;;57;31;81.28;21.26;8.4;21.96;13.95;11.57;2.07;;;0.98;;;;17;7;21.82;9.13;8.4;1.35;2.81;0.12;
PSY;2013;380000067;380780080;GEN;;1;;;;44;;;;;;5;1;;562;13468;;;;;;;869;76;;;3;1;10484;1669;333;125;2284;;;2395;1996;271;4;8;3;6.49;;;;0;1;47;26;67.5;48.61;10.09;4.97;2.6;1.24;;5;;2.76;;;;36;19;48.12;35.89;9.09;1;1.4;0.75;
PSY;2013;380000067;380780080;INF;;1;;;;10;;;;;;1;1;;82;2049;;;;;;;179;35;;;1;;934;;;6;369;19;;676;620;49;0;3;1;2.47;;1;0.1;0;0;14;12;21.47;12.49;3.6;1.2;0.25;0.92;;3;;1.67;;1;;14;11;20.97;12.49;3.6;0.7;0.25;0.92;
PSY;2013;380000067;380780080;TOT;1;;0;0;;54;;;;;;6;2;;644;15517;;;;;;;1048;111;;;4;1;11418;1669;333;131;2653;19;;3071;;;;11;4;8.96;;1;0.1;;;61;38;88.97;61.1;13.69;6.17;2.85;2.16;;8;;4.43;;1;;50;30;69.09;48.38;12.69;1.7;1.65;1.67;
PSY;2013;380000133;380780247;GEN;;9;;;;329;16;;;;;89;12;;3590;115573;5943;;;;;100;13806;746;;5;30;15;137850;7439;7025;9861;4320;5;;12754;9991;2403;26;45;11;48.83;8;7;7.12;0;1;616;223;753.58;474.72;101.15;49.75;35.85;7.12;2.01;45;11;48.83;8;7;7.12;438;110;500.39;297.61;95.14;11.3;15.57;1.84;1
PSY;2013;380000133;380780247;INF;;4;;;;10;2;;;;;92;1;;191;1517;0;;;;;70;14970;366;;3;25;16;67381;16237;850;1510;30;566;;6243;5996;7;0;15;15;21.16;2;2;2.92;0;1;165;100;233.96;71.51;14.62;42.4;12.96;45.55;29.03;15;15;21.16;2;2;2.92;21;6;26.14;11.66;7.42;0.37;0.04;0;1.34
PSY;2013;380000133;380780247;PEN;;;;;;;;;;;;22;;;;;;;;;;;4022;;;0;1;;;;12101;;;;;797;747;0;0;2;2;2.31;0;0;0;;;15;1;13.66;10.16;0;2.5;1;0;0;2;2;2.31;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2013;380000133;380780247;TOT;1;;6;1;;339;18;;;;;203;13;;3781;117090;5943;;;;;170;32798;1112;;8;56;31;205231;23676;19976;11371;4350;571;;19446;14903;2410;26;62;28;72.3;10;9;10.04;;;796;324;1001.2;556.39;115.77;94.65;49.81;52.67;31.04;62;28;72.3;10;9;10.04;459;116;526.53;309.27;102.56;11.67;15.61;1.84;2.34
PSY;2013;380000174;380781435;GEN;;2;;;;50;3;3;;;;15;;0;352;18843;1040;919;;;;;2556;;0;2;8;1;12954;2750;1091;305;412;0;;1681;1394;254;18;11;1;11.09;;;;0;1;77;54;108.72;63.53;7.15;7.76;4.49;1;0.8;7;0;4.8;;;;50;28;68.57;40.09;7.15;1.45;1.72;1;
PSY;2013;380000174;380781435;INF;;1;;;;15;;;;;;12;;;50;1064;;;;;;;2201;;0;1;5;;10456;0;218;345;564;373;;1252;1199;34;0;5;1;5.54;;;;0;1;35;27;48.1;14.45;;5.6;2.8;5.1;9.3;3;1;2.97;;;;23;8;22.6;10.22;;1;0.9;0.99;1.98
PSY;2013;380000174;380781435;TOT;1;;6;0;15;65;3;3;;;;27;;0;402;19907;1040;919;;;;;4757;;0;3;13;1;23410;2750;1309;650;976;373;;2925;2588;288;18;16;2;16.63;;;;;;110;78;156.82;77.98;7.15;13.36;7.29;6.1;10.1;10;1;7.77;;;;73;36;91.17;50.31;7.15;2.45;2.62;1.99;1.98
PSY;2013;380780296;920019718;GEN;;;;;;96;0;0;0;0;0;0;0;0;1133;34548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;936;0;936;1;0;5;3.55;0;1;0.6;0;1;42;7;45.74;35.03;8.06;0.61;0;0;2.04;0;5;3.55;0;1;0.6;42;7;45.74;35.03;8.06;0.61;0;0;2.04
PSY;2013;380780296;920019718;TOT;0;;;0;;96;0;0;0;0;0;0;0;0;1133;34548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;936;0;936;1;0;5;3.55;0;1;0.6;;;42;7;45.74;35.03;8.06;0.61;0;0;2.04;0;5;3.55;0;1;0.6;42;7;45.74;35.03;8.06;0.61;0;0;2.04
PSY;2013;380780312;750720575;GEN;;;;;;100;;;;;;20;;;488;28833;;;;;;;4917;;;;;;;;;;;;;313;;229;27;6;2;7.2;;;;;;34;37;62.76;51.71;5;2.65;1.6;1.8;;;;;;;;;;;;;;;;
PSY;2013;380780312;750720575;TOT;0;;;0;;100;;;;;;20;;;488;28833;;;;;;;4917;;;;;;;;;;;;;313;;229;27;6;2;7.2;;;;;;34;37;62.76;51.71;5;2.65;1.6;1.8;;;;;;;;;;;;;;;;
PSY;2013;380784462;750005068;GEN;;;;;;;;;;;;24;;;;;;;;;;;9385;;;;;;;;;;;;;373;;;;1;3;2.06;;;;0;0;3;9;8.21;4.4;;1.4;0.5;1.91;;;;;;;;;;;;;;;;
PSY;2013;380784462;750005068;TOT;0;;;0;;;;;;;;24;;;;;;;;;;;9385;;;;;;;;;;;;;373;;;;1;3;2.06;;;;;;3;9;8.21;4.4;;1.4;0.5;1.91;;;;;;;;;;;;;;;;
PSY;2013;380784736;380780049;INF;;;;;;;;;;;;24;;2;;;;;;;;24;4121;;0;9;;2;31081;2192;;;;;;2387;2387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;380784736;380780049;TOT;0;;;0;;;;;;;;24;;2;;;;;;;;24;4121;;0;9;;2;31081;2192;;;;;;2387;2387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;380794297;;GEN;;3;;;;100;6;16;;;;45;2;;1888;34093;1391;4771;;;;;9104;0;;9;;3;31258;1130;894;633;12;1;;4245;4095;731;177;13;5;13.17;1;5;5.18;0;0;112;121;190.44;130.06;35.5;14.16;8.42;2.3;0;9;1;6.15;3;6;5.29;106;72;117.78;80.46;29.77;3.2;3.35;1;0
PSY;2013;380794297;;TOT;1;;0;0;3;100;6;16;;;;45;2;;1888;34093;1391;4771;;;;;9104;0;;9;;3;31258;1130;894;633;12;1;;4245;4095;731;177;13;5;13.17;1;5;5.18;;;112;121;190.44;130.06;35.5;14.16;8.42;2.3;0;9;1;6.15;3;6;5.29;106;72;117.78;80.46;29.77;3.2;3.35;1;0
PSY;2013;380795773;380795765;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;4422;;;;;;;;217;;;;1;0.02;;;;0;0;;8;2.33;;;1.83;;;0.5;;;;;;;;;;;;;;;
PSY;2013;380795773;380795765;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;4422;;;;;;;;;;;;1;0.02;;;;;;;8;2.33;;;1.83;;;0.5;;;;;;;;;;;;;;;
PSY;2013;390000164;390780476;GEN;;4;;;;227;0;8;40;8;0;86;2;2;2638;74254;0;925;9726;2546;0;47;19062;61;1552;3;14;8;29537;3535;4722;1232;2068;0;;6425;4073;1268;79;7;;4.6;;;;;;303;145;409.92;297.34;44.29;11.26;5.5;;3;3;;1.9;;;;250;115;330.34;235.49;42.39;4.3;4.7;;
PSY;2013;390000164;390780476;INF;;2;;;;11;0;;;0;0;68;0;0;179;2269;0;;;0;0;8;9608;0;0;0;11;8;25272;2731;126;23;226;159;;2280;1964;57;0;3;2;2.8;;;;;;93;33;115.07;75.03;;10.75;1.63;6.9;5.78;;1;0.8;;;;33;3;32.85;24.48;;2.4;0.8;0.1;2.17
PSY;2013;390000164;390780476;PEN;;;;;;0;;;;;;0;;0;0;0;;;;;;;0;;0;0;0;0;;0;448;;;;0;168;145;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;390000164;390780476;TOT;1;;1;1;;238;0;8;40;8;0;154;2;2;2817;76523;0;925;9726;2546;0;55;28670;61;1552;3;25;16;54809;6266;5296;1255;2294;159;0;8722;6073;1318;79;10;2;7.4;;;;;;396;178;524.99;372.37;44.29;22.01;7.13;6.9;8.78;3;1;2.7;;;;283;118;363.19;259.97;42.39;6.7;5.5;0.1;2.17
PSY;2013;400000105;400780193;GEN;;1;;;;15;;;;;;6;;;266;4509;;;;;;;1641;;;3;3;;16502;;2506;;4838;;;2826;2578;168;0;6;0;5.6;;;;0;1;45;15;54.75;33.5;7.41;2.5;;2.95;;2;0;0.66;;;;27;3;27.32;14.92;6.41;0.17;;;
PSY;2013;400000105;400780193;INF;;;;;;;;;;;5;23;;;;;;;;;2310;;3557;;;4;1;1;10299;2279;258;5222;67;44;;157;1601;;;3;1;3.82;;;;0;1;39;6;40.19;11.51;;5.95;1.21;6.84;8.68;;;;;;;;;;;;;;;
PSY;2013;400000105;400780193;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;400000105;400780193;TOT;1;;;0;;15;;;;;5;29;;;266;4509;;;;;2310;;5198;;;7;4;1;26801;2279;2790;5222;4905;44;;4444;4150;168;;9;1;9.42;;;;;;84;21;94.94;45.01;7.41;8.45;1.21;9.79;8.68;2;;0.66;;;;27;3;27.32;14.92;6.41;0.17;;;
PSY;2013;400000113;400011177;GEN;;3;;;;205;;16;;;;36;3;4;1480;65754;;3895;;;;;8603;520;5307;26;6;4;30049;29;7393;1586;5901;63;;4827;3406;1082;61;11;1;11.6;;;;0;1;348;54;374.83;198.1;115.12;5.13;3.98;1;3.13;;;;;;;260;47;298.96;132.92;111.76;0.5;2.69;0;2.46
PSY;2013;400000113;400011177;INF;;1;;;;10;;;;;;27;;3;165;2747;;;;;;;5099;;4958;2;4;3;14648;29;921;330;507;1650;;2276;1863;60;;3;2;4.5;;;;0;0;55;12;59.66;22.41;1;10.29;3;4.43;12.43;;;;;;;0;0;0;0;0;0;0;0;0
