BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT
Q21;2013;590782298;590000675;2100;0.05;;;
Q21;2013;590782298;590000675;2400;1;;;
Q21;2013;590782298;590000675;9999;2.68;;;
Q21;2013;590782496;590000139;1000;1.2;;;
Q21;2013;590782496;590000139;2000;4.8;;;
Q21;2013;590782496;590000139;2100;2.8;;;
Q21;2013;590782496;590000139;2400;2;;;
Q21;2013;590782496;590000139;9999;6;;;
Q21;2013;590782546;590000733;2000;9.75;;;
Q21;2013;590782546;590000733;2100;1.2;;;
Q21;2013;590782546;590000733;2400;8.55;;;
Q21;2013;590782546;590000733;9999;9.75;;;
Q21;2013;590782553;590000741;2000;3;;;
Q21;2013;590782553;590000741;2100;3;;;
Q21;2013;590782553;590000741;9999;3;;;
Q21;2013;590782611;750719239;2000;5.68;;;
Q21;2013;590782611;750719239;2400;5.68;;;
Q21;2013;590782611;750719239;9999;5.68;;;
Q21;2013;590782694;750034589;2000;0.95;;;
Q21;2013;590782694;750034589;2400;0.95;;;
Q21;2013;590782694;750034589;9999;0.95;;;
Q21;2013;590783171;590000980;2000;2.89;;;
Q21;2013;590783171;590000980;2400;2.89;;;
Q21;2013;590783171;590000980;9999;2.89;;;
Q21;2013;590783189;590004552;2000;4.75;;;
Q21;2013;590783189;590004552;2400;4.75;;;
Q21;2013;590783189;590004552;9999;4.75;;;
Q21;2013;590784484;590001467;2000;1;;;
Q21;2013;590784484;590001467;2100;1;;;
Q21;2013;590784484;590001467;9999;1;;;
Q21;2013;590784864;590780193;2000;46.08;12.15;;45.55
Q21;2013;590784864;590780193;2100;46.08;12.15;;45.55
Q21;2013;590784864;590780193;9999;46.08;12.15;;45.55
Q21;2013;590784898;590780193;2000;12.44;1.3;;14.55
Q21;2013;590784898;590780193;2400;12.44;1.3;;14.55
Q21;2013;590784898;590780193;9999;12.44;1.3;;14.55
Q21;2013;590784914;590799995;2000;2.5;;;
Q21;2013;590784914;590799995;2100;2.5;;;
Q21;2013;590784914;590799995;9999;2.5;;;
Q21;2013;590785341;750005068;2000;3.51;;;1
Q21;2013;590785341;750005068;2100;0.24;;;
Q21;2013;590785341;750005068;2200;3.27;;;1
Q21;2013;590785341;750005068;9999;3.51;;;1
Q21;2013;590785374;620001834;2000;9.35;;;
Q21;2013;590785374;620001834;2100;8.25;;;
Q21;2013;590785374;620001834;2400;1.1;;;
Q21;2013;590785374;620001834;9999;9.35;;;
Q21;2013;590785424;930019484;2000;2.72;;;
Q21;2013;590785424;930019484;2400;2.72;;;
Q21;2013;590785424;930019484;9999;2.72;;;
Q21;2013;590786984;620020859;2000;2.64;;;
Q21;2013;590786984;620020859;2400;2.64;;;
Q21;2013;590786984;620020859;9999;2.64;;;
Q21;2013;590787529;590782215;1000;0.2;;;
Q21;2013;590787529;590782215;2000;30.51;;;7
Q21;2013;590787529;590782215;2100;2.49;;;
Q21;2013;590787529;590782215;2200;28.02;;;7
Q21;2013;590787529;590782215;9999;30.71;;;7
Q21;2013;590787586;590780193;1000;1;;;
Q21;2013;590787586;590780193;2000;85.07;15.84;;56.53
Q21;2013;590787586;590780193;2100;85.07;15.84;;56.53
Q21;2013;590787586;590780193;9999;86.07;15.84;;56.53
Q21;2013;590788865;590782421;2000;2.8;;;1.25
Q21;2013;590788865;590782421;2400;1.8;;;1.25
Q21;2013;590788865;590782421;2500;1;;;
Q21;2013;590788865;590782421;9999;2.8;;;1.25
Q21;2013;590788964;590001756;1000;0.6;;;
Q21;2013;590788964;590001756;2000;0.2;;;
Q21;2013;590788964;590001756;2100;0.2;;;
Q21;2013;590788964;590001756;9999;0.8;;;
Q21;2013;590790473;620020859;1000;0.09;;;
Q21;2013;590790473;620020859;2000;2.5;;;
Q21;2013;590790473;620020859;2400;2.5;;;
Q21;2013;590790473;620020859;9999;2.59;;;
Q21;2013;590790655;590002218;2000;1.5;;;
Q21;2013;590790655;590002218;2100;1.5;;;
Q21;2013;590790655;590002218;9999;1.5;;;
Q21;2013;590791091;590780193;2000;9.55;0.8;;13.03
Q21;2013;590791091;590780193;2100;5.9;0.7;;0.96
Q21;2013;590791091;590780193;2400;2.35;0;;12.07
Q21;2013;590791091;590780193;2500;1.3;0.1;;
Q21;2013;590791091;590780193;9999;9.55;0.8;;13.03
Q21;2013;590791109;590002234;2000;1.8;;;
Q21;2013;590791109;590002234;2400;1.8;;;
Q21;2013;590791109;590002234;9999;1.8;;;
Q21;2013;590791323;590782637;2000;2.99;;0.1;0
Q21;2013;590791323;590782637;2400;2.12;;0.1;0
Q21;2013;590791323;590782637;2500;0.87;;;
Q21;2013;590791323;590782637;9999;2.99;;0.1;0
Q21;2013;590791562;590782421;2000;26.81;;0.18;10.33
Q21;2013;590791562;590782421;2100;26.81;;0.18;10.33
Q21;2013;590791562;590782421;9999;26.81;;0.18;10.33
Q21;2013;590791729;590781902;2000;6.3;;;
Q21;2013;590791729;590781902;2400;6.3;;;
Q21;2013;590791729;590781902;9999;6.3;;;
Q21;2013;590796975;590780193;1000;58.92;14.82;;11.21
Q21;2013;590796975;590780193;2000;421.53;104.38;;303.38
Q21;2013;590796975;590780193;2100;421.53;104.38;;303.38
Q21;2013;590796975;590780193;9999;480.45;119.2;;314.59
Q21;2013;590797346;620020859;2000;2.11;;;
Q21;2013;590797346;620020859;2400;2.11;;;
Q21;2013;590797346;620020859;9999;2.11;;;
Q21;2013;590797353;590051801;2000;96.27;11.98;;62.06
Q21;2013;590797353;590051801;2100;87.12;10.98;;62.06
Q21;2013;590797353;590051801;2200;9.15;1;;
Q21;2013;590797353;590051801;9999;96.27;11.98;;62.06
Q21;2013;590797387;590805628;2000;8.7;0.03;;
Q21;2013;590797387;590805628;2400;8.7;0.03;;
Q21;2013;590797387;590805628;9999;8.7;0.03;;
Q21;2013;590801106;590782421;1000;5.38;;;
Q21;2013;590801106;590782421;2000;164.78;;;68.92
Q21;2013;590801106;590782421;2100;162.5;;;68.01
Q21;2013;590801106;590782421;2400;2.28;;;0.91
Q21;2013;590801106;590782421;9999;170.16;;;68.92
Q21;2013;590804696;590781902;2000;158.4;1.5;;53
Q21;2013;590804696;590781902;2100;150.2;1.5;;52
Q21;2013;590804696;590781902;2400;6.3;;;1
Q21;2013;590804696;590781902;2500;1.9;;;
Q21;2013;590804696;590781902;9999;158.4;1.5;;53
Q21;2013;590804712;590003281;2000;;;;
Q21;2013;590804712;590003281;2100;;;;
Q21;2013;590804712;590003281;9999;;;;
Q21;2013;590806360;590003596;1000;1.12;;;
Q21;2013;590806360;590003596;2000;13.22;;;
Q21;2013;590806360;590003596;2100;3.18;;;
Q21;2013;590806360;590003596;2400;10.04;;;
Q21;2013;590806360;590003596;9999;14.34;;;
Q21;2013;590806428;620112581;2000;0.4;;;
Q21;2013;590806428;620112581;2100;0.4;;;
Q21;2013;590806428;620112581;9999;0.4;;;
Q21;2013;590809703;590004552;2000;7.3;;;
Q21;2013;590809703;590004552;2400;7.3;;;
Q21;2013;590809703;590004552;9999;7.3;;;
Q21;2013;590810099;620112581;2000;0.2;;;
Q21;2013;590810099;620112581;2100;0.2;;;
Q21;2013;590810099;620112581;9999;0.2;;;
Q21;2013;590810784;590004685;2000;6;;;
Q21;2013;590810784;590004685;2400;6;;;
Q21;2013;590810784;590004685;9999;6;;;
Q21;2013;590811006;590001467;2000;;;;
Q21;2013;590811006;590001467;2100;;;;
Q21;2013;590811006;590001467;9999;;;;
Q21;2013;590811279;590780193;1000;1.6;;;
Q21;2013;590811279;590780193;2000;169.37;46.76;;175.82
Q21;2013;590811279;590780193;2100;169.37;46.76;;175.82
Q21;2013;590811279;590780193;9999;170.97;46.76;;175.82
Q21;2013;590812186;590782421;1000;1;;;
Q21;2013;590812186;590782421;2000;8.05;;0.1;1.42
Q21;2013;590812186;590782421;2100;7.05;;0.1;1.42
Q21;2013;590812186;590782421;2500;1;;;
Q21;2013;590812186;590782421;9999;9.05;;0.1;1.42
Q21;2013;590812509;590799995;2000;3;;;
Q21;2013;590812509;590799995;2300;3;;;
Q21;2013;590812509;590799995;9999;3;;;
Q21;2013;590812749;590782215;2000;0.89;;;
Q21;2013;590812749;590782215;2500;0.89;;;
Q21;2013;590812749;590782215;9999;0.89;;;
Q21;2013;590813176;590005278;2000;1.1;;;
Q21;2013;590813176;590005278;2100;1.1;;;
Q21;2013;590813176;590005278;9999;1.1;;;
Q21;2013;590813341;590799995;2000;;;;
Q21;2013;590813341;590799995;2100;;;;
Q21;2013;590813341;590799995;9999;;;;
Q21;2013;590813382;590000386;2000;1.4;;;
Q21;2013;590813382;590000386;2100;1.4;;;
Q21;2013;590813382;590000386;9999;1.4;;;
Q21;2013;590813507;590000485;2000;2.42;;;
Q21;2013;590813507;590000485;2100;1;;;
Q21;2013;590813507;590000485;2300;0.34;;;
Q21;2013;590813507;590000485;2400;1.08;;;
Q21;2013;590813507;590000485;9999;2.42;;;
Q21;2013;590813747;590001467;2000;;;;
Q21;2013;590813747;590001467;2100;;;;
Q21;2013;590813747;590001467;9999;;;;
Q21;2013;590815007;620112581;2000;0.6;;;
Q21;2013;590815007;620112581;2100;0.6;;;
Q21;2013;590815007;620112581;9999;0.6;;;
Q21;2013;590815056;590005492;2000;;;;
Q21;2013;590815056;590005492;2100;;;;
Q21;2013;590815056;590005492;2400;;;;
Q21;2013;590815056;590005492;9999;;;;
Q21;2013;590816310;590000048;1000;;;;
Q21;2013;590816310;590000048;2000;;;;
Q21;2013;590816310;590000048;2100;;;;
Q21;2013;590816310;590000048;9999;;;;
Q21;2013;590816427;590781829;2000;1.6;;;
Q21;2013;590816427;590781829;2200;1.6;;;
Q21;2013;590816427;590781829;9999;1.6;;;
Q21;2013;590817441;620003814;2000;3.65;;;
Q21;2013;590817441;620003814;2400;3.65;;;
Q21;2013;590817441;620003814;9999;3.65;;;
Q21;2013;590817458;590053955;1000;1.2;;;
Q21;2013;590817458;590053955;9999;1.2;;;
Q21;2013;590817755;590006318;2000;;;;
Q21;2013;590817755;590006318;2100;;;;
Q21;2013;590817755;590006318;9999;;;;
Q21;2013;590817839;590053955;1000;1.2;;;
Q21;2013;590817839;590053955;2000;0.9;;;
Q21;2013;590817839;590053955;2400;0.9;;;
Q21;2013;590817839;590053955;9999;2.1;;;
Q21;2013;600000012;600100028;2000;117.76;;;15.33
Q21;2013;600000012;600100028;2100;27.16;;;
Q21;2013;600000012;600100028;2200;90.6;;;15.33
Q21;2013;600000012;600100028;9999;117.76;;;15.33
Q21;2013;600000020;600100085;1000;0.75;;;
Q21;2013;600000020;600100085;2000;1.89;;;
Q21;2013;600000020;600100085;2400;1.74;;;
Q21;2013;600000020;600100085;2500;0.15;;;
Q21;2013;600000020;600100085;9999;2.64;;;
Q21;2013;600000046;600100127;1000;0.8;;;
Q21;2013;600000046;600100127;2000;3.72;;;
Q21;2013;600000046;600100127;2100;0.04;;;
Q21;2013;600000046;600100127;2400;2.58;;;
Q21;2013;600000046;600100127;2500;1.1;;;
Q21;2013;600000046;600100127;9999;4.52;;;
Q21;2013;600000053;600101984;2000;79.78;;;15.13
Q21;2013;600000053;600101984;2100;73.78;;;15.13
Q21;2013;600000053;600101984;2400;3;;;
Q21;2013;600000053;600101984;2500;3;;;
Q21;2013;600000053;600101984;9999;79.78;;;15.13
Q21;2013;600000152;600100572;1000;0.2;0;0;0
Q21;2013;600000152;600100572;2000;9.68;0;0;1
Q21;2013;600000152;600100572;2100;6.78;0;0;1
Q21;2013;600000152;600100572;2400;0.5;0;0;0
Q21;2013;600000152;600100572;2500;2.4;0;0;0
Q21;2013;600000152;600100572;9999;9.88;0;0;1
Q21;2013;600000186;600100648;2000;35.44;;;6
Q21;2013;600000186;600100648;2100;31.92;;;6
Q21;2013;600000186;600100648;2400;1.4;;;
Q21;2013;600000186;600100648;2500;2.12;;;
Q21;2013;600000186;600100648;9999;35.44;;;6
Q21;2013;600000194;600100713;2000;160.55;;3.2;60
Q21;2013;600000194;600100713;2100;154.65;;3.2;60
Q21;2013;600000194;600100713;2300;0.9;;;
Q21;2013;600000194;600100713;2400;2.6;;;
Q21;2013;600000194;600100713;2500;2.4;;;
Q21;2013;600000194;600100713;9999;160.55;;3.2;60
Q21;2013;600000285;600100721;2000;19.81;0;0;2.97
Q21;2013;600000285;600100721;2100;18.41;0;0;2.97
Q21;2013;600000285;600100721;2400;1.4;0;0;0
Q21;2013;600000285;600100721;9999;19.81;0;0;2.97
Q21;2013;600000467;600101984;2000;145.7;;;50.54
Q21;2013;600000467;600101984;2100;145.7;;;50.54
Q21;2013;600000467;600101984;9999;145.7;;;50.54
Q21;2013;600001184;600108948;1000;0.6;;;
Q21;2013;600001184;600108948;2000;0.2;;;
Q21;2013;600001184;600108948;2500;0.2;;;
Q21;2013;600001184;600108948;9999;0.8;;;
Q21;2013;600002067;590799995;2000;;;;
Q21;2013;600002067;590799995;2100;;;;
Q21;2013;600002067;590799995;9999;;;;
Q21;2013;600002158;600002109;2000;0;0;0;0
Q21;2013;600002158;600002109;2100;0;0;0;0
Q21;2013;600002158;600002109;9999;0;0;0;0
Q21;2013;600003008;600113278;2000;1.3;;0.8;
Q21;2013;600003008;600113278;2300;1.3;;0.8;
Q21;2013;600003008;600113278;9999;1.3;;0.8;
Q21;2013;600008643;600008635;2000;0.5;;;
Q21;2013;600008643;600008635;2100;0.5;;;
Q21;2013;600008643;600008635;9999;0.5;;;
Q21;2013;600008734;590799995;2000;;;;
Q21;2013;600008734;590799995;2100;;;;
Q21;2013;600008734;590799995;9999;;;;
Q21;2013;600009054;600000798;2000;;;;
Q21;2013;600009054;600000798;2200;;;;
Q21;2013;600009054;600000798;9999;;;;
Q21;2013;600010094;600100580;1000;1.8;;;
Q21;2013;600010094;600100580;2000;1.55;0;;
Q21;2013;600010094;600100580;2400;1.55;0;;
Q21;2013;600010094;600100580;9999;3.35;0;;
Q21;2013;600012330;600011175;2000;;;;
Q21;2013;600012330;600011175;2100;;;;
Q21;2013;600012330;600011175;9999;;;;
Q21;2013;600100101;750712184;1000;0.04;0;0;0
Q21;2013;600100101;750712184;2000;14.04;0;0;0.02
Q21;2013;600100101;750712184;2100;6.44;0;0;0.02
Q21;2013;600100101;750712184;2400;5.28;0;0;0
Q21;2013;600100101;750712184;2500;2.32;0;0;0
Q21;2013;600100101;750712184;9999;14.08;0;0;0.02
Q21;2013;600100168;600106629;2000;22.64;;;
Q21;2013;600100168;600106629;2100;22.64;;;
Q21;2013;600100168;600106629;9999;22.64;;;
Q21;2013;600100176;600010581;1000;0.9;;;
Q21;2013;600100176;600010581;2000;;;;
Q21;2013;600100176;600010581;2100;;;;
Q21;2013;600100176;600010581;9999;0.9;;;
Q21;2013;600100184;600010276;2000;4.7;;;
Q21;2013;600100184;600010276;2100;2.5;;;
Q21;2013;600100184;600010276;2400;2.2;;;
Q21;2013;600100184;600010276;9999;4.7;;;
Q21;2013;600100275;600000111;2000;4.96;0;;
Q21;2013;600100275;600000111;2400;4.96;0;;
Q21;2013;600100275;600000111;9999;4.96;0;;
Q21;2013;600100283;750710428;2000;5.44;0.11;0;
Q21;2013;600100283;750710428;2400;5.44;0.11;0;
Q21;2013;600100283;750710428;9999;5.44;0.11;0;
Q21;2013;600100291;750052144;2000;1.5;;;
Q21;2013;600100291;750052144;2400;1.5;;;
Q21;2013;600100291;750052144;9999;1.5;;;
Q21;2013;600100309;750721334;2000;5.07;;;
Q21;2013;600100309;750721334;2400;5.07;;;
Q21;2013;600100309;750721334;9999;5.07;;;
Q21;2013;600100671;750034589;2000;6.18;;;
Q21;2013;600100671;750034589;2400;6.18;;;
Q21;2013;600100671;750034589;9999;6.18;;;
Q21;2013;600100754;600000228;1000;2.38;;;
Q21;2013;600100754;600000228;2000;2;;;
Q21;2013;600100754;600000228;2100;;;;
Q21;2013;600100754;600000228;2400;2;;;
Q21;2013;600100754;600000228;9999;4.38;;;
Q21;2013;600100770;600000244;2000;;;;
Q21;2013;600100770;600000244;2400;;;;
Q21;2013;600100770;600000244;9999;;;;
Q21;2013;600100796;750720609;2000;4.11;;;
Q21;2013;600100796;750720609;2400;4.11;;;
Q21;2013;600100796;750720609;9999;4.11;;;
Q21;2013;600100861;600010805;2000;6.23;;;
Q21;2013;600100861;600010805;2400;6.23;;;
Q21;2013;600100861;600010805;9999;6.23;;;
Q21;2013;600101679;590039863;2000;5.57;;;
Q21;2013;600101679;590039863;2400;5.57;;;
Q21;2013;600101679;590039863;9999;5.57;;;
Q21;2013;600101687;600010037;2000;2.31;;;
Q21;2013;600101687;600010037;2400;2.31;;;
Q21;2013;600101687;600010037;9999;2.31;;;
Q21;2013;600101943;750720609;2000;6.64;;0.2;
Q21;2013;600101943;750720609;2400;6.64;;0.2;
Q21;2013;600101943;750720609;9999;6.64;;0.2;
Q21;2013;600105381;600106611;2000;1.5;;;
Q21;2013;600105381;600106611;2500;1.5;;;
Q21;2013;600105381;600106611;9999;1.5;;;
Q21;2013;600107049;;2000;3.05;0;0;1
Q21;2013;600107049;;2200;3.05;0;0;1
Q21;2013;600107049;;9999;3.05;0;0;1
Q21;2013;600107494;600100713;2000;3.4;;;
Q21;2013;600107494;600100713;2500;3.4;;;
Q21;2013;600107494;600100713;9999;3.4;;;
Q21;2013;600107668;600100721;1000;0.22;0;0;0
Q21;2013;600107668;600100721;2000;3.79;0;0;0
Q21;2013;600107668;600100721;2500;3.79;0;0;0
Q21;2013;600107668;600100721;9999;4.01;0;0;0
Q21;2013;600109748;590799995;2000;;;;
Q21;2013;600109748;590799995;2100;;;;
Q21;2013;600109748;590799995;9999;;;;
Q21;2013;600110175;600001234;2000;0.7;;;
Q21;2013;600110175;600001234;2100;0.7;;;
Q21;2013;600110175;600001234;9999;0.7;;;
Q21;2013;600110399;600010201;2000;;;;
Q21;2013;600110399;600010201;2100;;;;
Q21;2013;600110399;600010201;9999;;;;
Q21;2013;600111124;600106611;2000;1.8;;;
Q21;2013;600111124;600106611;2400;1.8;;;
Q21;2013;600111124;600106611;9999;1.8;;;
Q21;2013;600112460;600010201;2000;;;;
Q21;2013;600112460;600010201;2100;;;;
Q21;2013;600112460;600010201;9999;;;;
Q21;2013;600113476;600100721;1000;10.02;0;0;0
Q21;2013;600113476;600100721;2000;127.18;0;0;50.99
Q21;2013;600113476;600100721;2100;123.03;0;0;50.5
Q21;2013;600113476;600100721;2400;4.15;0;0;0.49
Q21;2013;600113476;600100721;9999;137.2;0;0;50.99
Q21;2013;610000028;610780025;1000;1.8;0;0;0
Q21;2013;610000028;610780025;2000;28.2;0;0;1.38
Q21;2013;610000028;610780025;2200;28.2;0;0;1.38
Q21;2013;610000028;610780025;9999;30;0;0;1.38
Q21;2013;610000044;610780074;1000;0.61;0;;0
Q21;2013;610000044;610780074;2000;30.71;0;;0
Q21;2013;610000044;610780074;2100;29.56;0;;0
Q21;2013;610000044;610780074;2400;1.15;0;;0
Q21;2013;610000044;610780074;9999;31.32;0;;0
Q21;2013;610000051;610780082;2000;114.32;;5.1;35
Q21;2013;610000051;610780082;2100;114.32;;5.1;35
Q21;2013;610000051;610780082;9999;114.32;;5.1;35
Q21;2013;610000069;610780090;2000;63;;0.4;7.6
Q21;2013;610000069;610780090;2100;61.1;;0.4;7.6
Q21;2013;610000069;610780090;2400;1.9;;;
Q21;2013;610000069;610780090;9999;63;;0.4;7.6
Q21;2013;610000077;610780124;1000;0.5;;;
Q21;2013;610000077;610780124;2000;13.8;;;
Q21;2013;610000077;610780124;2100;8.5;;;
Q21;2013;610000077;610780124;2400;5.3;;;
Q21;2013;610000077;610780124;9999;14.3;;;
Q21;2013;610000085;610780132;1000;0.34;0;;0
Q21;2013;610000085;610780132;2000;0;0;;0
Q21;2013;610000085;610780132;2400;0;0;;0
Q21;2013;610000085;610780132;9999;0.34;0;;0
Q21;2013;610000093;610780140;2000;1.37;;;
Q21;2013;610000093;610780140;2100;0.67;;;
Q21;2013;610000093;610780140;2400;0.7;;;
Q21;2013;610000093;610780140;9999;1.37;;;
Q21;2013;610000101;610780157;2000;0.97;;;
Q21;2013;610000101;610780157;2400;0.97;;;
Q21;2013;610000101;610780157;9999;0.97;;;
Q21;2013;610000119;610780165;1000;2.29;0;;0
Q21;2013;610000119;610780165;2000;69.86;0;;28.92
Q21;2013;610000119;610780165;2100;69.17;0;;28.92
Q21;2013;610000119;610780165;2300;0.69;0;;0
Q21;2013;610000119;610780165;9999;72.15;0;;28.92
Q21;2013;610004269;610787038;2000;0.28;;;
Q21;2013;610004269;610787038;2300;0.28;;;
Q21;2013;610004269;610787038;9999;0.28;;;
Q21;2013;610005837;610005811;2000;0.5;;;
Q21;2013;610005837;610005811;2300;0.5;;;
Q21;2013;610005837;610005811;9999;0.5;;;
Q21;2013;610006256;610006769;2000;0.46;;;
Q21;2013;610006256;610006769;2300;0.46;;;
Q21;2013;610006256;610006769;9999;0.46;;;
Q21;2013;610006371;610000135;2000;;;;
Q21;2013;610006371;610000135;2400;;;;
Q21;2013;610006371;610000135;9999;;;;
Q21;2013;610006421;610006413;2000;1;;;
Q21;2013;610006421;610006413;2100;0.65;;;
Q21;2013;610006421;610006413;2400;0.35;;;
Q21;2013;610006421;610006413;9999;1;;;
Q21;2013;610780108;610790594;2000;3.98;;;0.51
Q21;2013;610780108;610790594;2100;3.38;;;0.51
Q21;2013;610780108;610790594;2400;0.6;;;
Q21;2013;610780108;610790594;9999;3.98;;;0.51
Q21;2013;610780116;610790594;2000;15.28;;;
Q21;2013;610780116;610790594;2100;13.25;;;
Q21;2013;610780116;610790594;2400;2.03;;;
Q21;2013;610780116;610790594;9999;15.28;;;
Q21;2013;610780199;610000135;2000;0.61;;;
Q21;2013;610780199;610000135;2100;0.61;;;
Q21;2013;610780199;610000135;9999;0.61;;;
Q21;2013;610780207;610787061;2000;0.5;0;0;0
Q21;2013;610780207;610787061;2400;0.5;0;0;0
Q21;2013;610780207;610787061;9999;0.5;0;0;0
Q21;2013;610780371;760025734;2000;4.36;;;
Q21;2013;610780371;760025734;2400;4.36;;;
Q21;2013;610780371;760025734;9999;4.36;;;
Q21;2013;610780389;610004939;2000;4.36;;;
Q21;2013;610780389;610004939;2400;4.36;;;
Q21;2013;610780389;610004939;9999;4.36;;;
Q21;2013;610784050;610780082;2000;2;;;
Q21;2013;610784050;610780082;2500;2;;;
Q21;2013;610784050;610780082;9999;2;;;
Q21;2013;610784423;610787285;2000;6.37;;0.74;
Q21;2013;610784423;610787285;2400;6.37;;0.74;
Q21;2013;610784423;610787285;9999;6.37;;0.74;
Q21;2013;610788325;610780165;2000;5.4;0;;0.72
Q21;2013;610788325;610780165;2200;5.4;0;;0.72
Q21;2013;610788325;610780165;9999;5.4;0;;0.72
Q21;2013;620000026;620003814;1000;0.22;;;
Q21;2013;620000026;620003814;2000;56.22;;;2
Q21;2013;620000026;620003814;2100;37.39;;;1.85
Q21;2013;620000026;620003814;2400;18.83;;;0.15
Q21;2013;620000026;620003814;9999;56.44;;;2
Q21;2013;620000034;620100057;1000;1.6;;;
Q21;2013;620000034;620100057;2000;170.05;;;52.42
Q21;2013;620000034;620100057;2100;153.19;;;48.32
Q21;2013;620000034;620100057;2200;13.8;;;4.1
Q21;2013;620000034;620100057;2400;3.06;;;
Q21;2013;620000034;620100057;9999;171.65;;;52.42
Q21;2013;620000059;620100073;2000;6.05;;;
Q21;2013;620000059;620100073;2200;3.6;;;
Q21;2013;620000059;620100073;2400;2.45;;;
Q21;2013;620000059;620100073;9999;6.05;;;
Q21;2013;620000067;620100081;1000;1.5;;;
Q21;2013;620000067;620100081;2000;1.5;;;
Q21;2013;620000067;620100081;2400;1;;;
Q21;2013;620000067;620100081;2500;0.5;;;
Q21;2013;620000067;620100081;9999;3;;;
Q21;2013;620000117;620100461;2000;1;;;
Q21;2013;620000117;620100461;2400;1;;;
Q21;2013;620000117;620100461;9999;1;;;
Q21;2013;620000224;620100651;2000;127.11;;;45
Q21;2013;620000224;620100651;2100;122.81;;;44.67
Q21;2013;620000224;620100651;2400;3.1;;;0.33
Q21;2013;620000224;620100651;2500;1.2;;;
Q21;2013;620000224;620100651;9999;127.11;;;45
Q21;2013;620000232;620100669;2000;3.9;;;
Q21;2013;620000232;620100669;2400;3.9;;;
Q21;2013;620000232;620100669;9999;3.9;;;
Q21;2013;620000240;620100677;2000;34.3;;;6.48
Q21;2013;620000240;620100677;2100;12.56;;;2.32
Q21;2013;620000240;620100677;2200;18.74;;;4.16
Q21;2013;620000240;620100677;2400;1.9;;;
Q21;2013;620000240;620100677;2500;1.1;;;
Q21;2013;620000240;620100677;9999;34.3;;;6.48
Q21;2013;620000257;620100685;1000;4.09;;;
Q21;2013;620000257;620100685;2000;204.62;;;80.41
Q21;2013;620000257;620100685;2100;182.32;;;72.62
Q21;2013;620000257;620100685;2200;16.62;;;3.34
Q21;2013;620000257;620100685;2400;5.14;;;4.45
Q21;2013;620000257;620100685;2500;0.54;;;
Q21;2013;620000257;620100685;9999;208.71;;;80.41
Q21;2013;620000281;620101287;1000;3.8;;;
Q21;2013;620000281;620101287;2000;54.15;;;15
Q21;2013;620000281;620101287;2100;10.25;;;5
Q21;2013;620000281;620101287;2200;43.9;;;10
Q21;2013;620000281;620101287;9999;57.95;;;15
Q21;2013;620000299;620101295;2000;1.2;;;
Q21;2013;620000299;620101295;2100;0.6;;;
Q21;2013;620000299;620101295;2500;0.6;;;
Q21;2013;620000299;620101295;9999;1.2;;;
Q21;2013;620000323;620101337;1000;2.4;;;
Q21;2013;620000323;620101337;2000;131.84;0.05;;33.5
Q21;2013;620000323;620101337;2100;123.05;0.05;;30.42
Q21;2013;620000323;620101337;2200;6.02;;;2.5
Q21;2013;620000323;620101337;2400;2.77;;;0.58
Q21;2013;620000323;620101337;9999;134.24;0.05;;33.5
Q21;2013;620000349;620101360;2000;101.11;;;26.5
Q21;2013;620000349;620101360;2100;88.16;;;25.5
Q21;2013;620000349;620101360;2400;11.95;;;1
Q21;2013;620000349;620101360;2500;1;;;
Q21;2013;620000349;620101360;9999;101.11;;;26.5
Q21;2013;620000596;750820680;2000;0.85;;;
Q21;2013;620000596;750820680;2400;0.85;;;
Q21;2013;620000596;750820680;9999;0.85;;;
Q21;2013;620000638;;2000;1.5;;;
Q21;2013;620000638;;2200;1.5;;;
Q21;2013;620000638;;9999;1.5;;;
Q21;2013;620000653;620103440;1000;3.85;;;
Q21;2013;620000653;620103440;2000;170.37;;5.71;38.33
Q21;2013;620000653;620103440;2100;157.07;;5.51;35.49
Q21;2013;620000653;620103440;2200;12.5;;0.2;2
Q21;2013;620000653;620103440;2300;;;;0.84
Q21;2013;620000653;620103440;2500;0.8;;;
Q21;2013;620000653;620103440;9999;174.22;;5.71;38.33
Q21;2013;620001834;;2000;6.1;0.2;1;1
Q21;2013;620001834;;2200;6.1;0.2;1;1
Q21;2013;620001834;;9999;6.1;0.2;1;1
Q21;2013;620002154;620112607;2000;10.02;;;
Q21;2013;620002154;620112607;2200;10.02;;;
Q21;2013;620002154;620112607;9999;10.02;;;
Q21;2013;620003202;620103432;1000;1.3;;;
Q21;2013;620003202;620103432;2000;74.72;;;10.21
Q21;2013;620003202;620103432;2100;68.98;;;9.54
Q21;2013;620003202;620103432;2200;4.34;;;0.67
Q21;2013;620003202;620103432;2400;0.92;;;
Q21;2013;620003202;620103432;2500;0.48;;;
Q21;2013;620003202;620103432;9999;76.02;;;10.21
Q21;2013;620003350;620001834;2000;43.85;;;
Q21;2013;620003350;620001834;2100;39.63;;;
Q21;2013;620003350;620001834;2400;4.22;;;
Q21;2013;620003350;620001834;9999;43.85;;;
Q21;2013;620003376;620001834;2000;56.25;;;2.5
Q21;2013;620003376;620001834;2100;56.25;;;2.5
Q21;2013;620003376;620001834;9999;56.25;;;2.5
