BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFSP;INFNS;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2013;530000264;530000371;2000;0.1;;104.8;;104.9;24.93;462.83;54.88;396.36;71.4;23.17;24.67;33.8;1092.04;1.01;6.51;7.52;85.84;5.71;1296.01
Q24;2013;530000264;530000371;2100;;;86.85;;86.85;14.77;256.81;54.88;280.51;28.95;4.3;24.67;22.3;687.19;1.01;;1.01;85.34;5.21;865.6
Q24;2013;530000264;530000371;2200;;;10.87;;10.87;7.66;150.97;;18.63;22.94;16.55;;11.15;227.9;;6.01;6.01;;;244.78
Q24;2013;530000264;530000371;2300;;;1;;1;;5;;6.4;;0.28;;;11.68;;;;;;12.68
Q24;2013;530000264;530000371;2400;;;4.71;;4.71;2.25;41.69;;65.37;5.57;1.74;;0.17;116.79;;;;;0.5;122
Q24;2013;530000264;530000371;2500;0.1;;1.37;;1.47;0.25;8.36;;25.45;13.94;0.3;;0.18;48.48;;0.5;0.5;0.5;;50.95
Q24;2013;530000264;530000371;9999;5.33;1;214.17;;220.5;36.69;486.11;57.55;448.9;93.6;23.25;24.85;39.53;1210.48;2.34;12.82;15.16;90.33;234.02;1770.49
Q24;2013;530000611;530002591;1000;;;;;;;;;;;;;;;;;;;0.75;0.75
Q24;2013;530000611;530002591;2000;0.5;;8.32;;8.82;2;10.31;;18.68;6.94;;;1.5;39.43;;;;0.8;18.04;67.09
Q24;2013;530000611;530002591;2400;0.5;;8.32;;8.82;2;10.31;;18.68;6.94;;;1.5;39.43;;;;0.8;18.04;67.09
Q24;2013;530000611;530002591;9999;0.5;;8.32;;8.82;2;10.31;;18.68;6.94;;;1.5;39.43;;;;0.8;18.79;67.84
Q24;2013;530002898;440002590;2000;;;;1;1;0.8;13.5;;6.52;;;;;20.82;;;;;;21.82
Q24;2013;530002898;440002590;2100;;;;1;1;0.8;13.5;;6.52;;;;;20.82;;;;;;21.82
Q24;2013;530002898;440002590;9999;;;;1;1;0.8;13.5;;6.52;;;;;20.82;;;;;;21.82
Q24;2013;530006188;440002590;2000;;;;;;0.13;0.2;;;;;;;0.33;;;;;;0.33
Q24;2013;530006188;440002590;2100;;;;;;0.13;0.2;;;;;;;0.33;;;;;;0.33
Q24;2013;530006188;440002590;9999;;;;;;0.13;0.2;;;;;;;0.33;;;;;;0.33
Q24;2013;530007285;530007210;2000;1.08;;3.73;;4.81;;5.84;;;2.91;3.25;;;12;;1;1;;0.8;18.61
Q24;2013;530007285;530007210;2200;1.08;;3.73;;4.81;;5.84;;;2.91;3.25;;;12;;1;1;;0.8;18.61
Q24;2013;530007285;530007210;9999;1.08;;3.73;;4.81;;5.84;;;2.91;3.25;;;12;;1;1;;0.8;18.61
Q24;2013;530007327;530000025;1000;3.97;;;;3.97;;;;;;;;;;;;;;;3.97
Q24;2013;530007327;530000025;9999;3.97;;;;3.97;;;;;;;;;;;;;;;3.97
Q24;2013;530031384;530000074;2000;;;;;;0.5;8.65;;21.52;14.49;0.11;;0.34;45.61;;;;;0.3;45.91
Q24;2013;530031384;530000074;2500;;;;;;0.5;8.65;;21.52;14.49;0.11;;0.34;45.61;;;;;0.3;45.91
Q24;2013;530031384;530000074;9999;;;;;;0.5;8.65;;21.52;14.49;0.11;;0.34;45.61;;;;;0.3;45.91
Q24;2013;530031509;530000868;1000;;;2.22;;2.22;;;;;;;;;;;;;;4.85;7.07
Q24;2013;530031509;530000868;2000;;;;;;;6.32;;;;1.29;;;7.61;4.59;1;5.59;;;13.2
Q24;2013;530031509;530000868;2400;;;;;;;6.32;;;;1.29;;;7.61;4.59;1;5.59;;;13.2
Q24;2013;530031509;530000868;9999;;;2.22;;2.22;;6.32;;;;1.29;;;7.61;4.59;1;5.59;;4.85;20.27
Q24;2013;530031962;530000975;1000;3;;21.73;;24.73;;;;;;;;;;;0.8;0.8;;;25.53
Q24;2013;530031962;530000975;2000;;;;;;3.58;89.62;1;48.67;14.16;0.67;;;157.7;;;;7.98;1;166.68
Q24;2013;530031962;530000975;2100;;;;;;3.58;89.62;1;48.67;14.16;0.67;;;157.7;;;;7.98;1;166.68
Q24;2013;530031962;530000975;9999;3;;21.73;;24.73;3.58;89.62;1;48.67;14.16;0.67;;;157.7;;0.8;0.8;7.98;1;192.21
Q24;2013;530032788;530000025;2000;;;0.78;;0.78;1.33;10.16;;23.77;13.75;0.32;;0.66;49.99;0.45;;0.45;;1.31;52.53
Q24;2013;530032788;530000025;2500;;;0.78;;0.78;1.33;10.16;;23.77;13.75;0.32;;0.66;49.99;0.45;;0.45;;1.31;52.53
Q24;2013;530032788;530000025;9999;;;0.78;;0.78;1.33;10.16;;23.77;13.75;0.32;;0.66;49.99;0.45;;0.45;;1.31;52.53
Q24;2013;540000015;540023264;1000;;;50.05;;50.05;0.42;14.31;1;40.62;31.86;1.5;35.97;0.57;126.25;;1.86;1.86;1.42;63.83;243.41
Q24;2013;540000015;540023264;2000;19.09;;;;19.09;2.5;71.57;56.07;45.48;27.43;3.08;50.66;1.42;258.21;;1;1;;3;281.3
Q24;2013;540000015;540023264;2100;19.09;;;;19.09;2.5;71.57;56.07;45.48;27.43;3.08;50.66;1.42;258.21;;1;1;;3;281.3
Q24;2013;540000015;540023264;9999;19.09;;50.05;;69.14;2.92;85.88;57.07;86.1;59.29;4.58;86.63;1.99;384.46;;2.86;2.86;1.42;66.83;524.71
Q24;2013;540000023;540000049;1000;3;0;38.68;0;41.68;0.6;9.21;0.01;13.12;4.43;1.84;0;0;29.21;3.08;0;3.08;1.41;37.77;113.15
Q24;2013;540000023;540000049;2000;0;0;18.16;0;18.16;6.47;87.47;10.24;65.04;10.33;0.04;17.38;4.79;201.76;0;0;0;15.2;0.5;235.62
Q24;2013;540000023;540000049;2100;0;0;18.16;0;18.16;6.47;87.47;10.24;65.04;10.33;0.04;17.38;4.79;201.76;0;0;0;15.2;0.5;235.62
Q24;2013;540000023;540000049;9999;3;0;56.84;0;59.84;7.07;96.68;10.25;78.16;14.76;1.88;17.38;4.79;230.97;3.08;0;3.08;16.61;38.27;348.77
Q24;2013;540000072;540014081;2000;;;0.5;;0.5;;5.2;;8.15;2.5;0.5;;0.3;16.65;;0.5;0.5;0.07;;17.72
Q24;2013;540000072;540014081;2100;;;0.5;;0.5;;5.2;;8.15;2.5;0.5;;0.3;16.65;;0.5;0.5;0.07;;17.72
Q24;2013;540000072;540014081;9999;;;0.5;;0.5;;5.2;;8.15;2.5;0.5;;0.3;16.65;;0.5;0.5;0.07;;17.72
Q24;2013;540000148;540019007;1000;1;;12.55;;13.55;2;;;;5.11;;;0.41;7.52;;;;2.71;27.22;51
Q24;2013;540000148;540019007;2000;;;0.35;;0.35;0.97;5.27;;15.93;3.51;0.2;;1.61;27.49;;0.26;0.26;;;28.1
Q24;2013;540000148;540019007;2400;;;0.35;;0.35;0.97;5.27;;15.93;3.51;0.2;;1.61;27.49;;0.26;0.26;;;28.1
Q24;2013;540000148;540019007;9999;1;;12.9;;13.9;2.97;5.27;;15.93;8.62;0.2;;2.02;35.01;;0.26;0.26;2.71;27.22;79.1
Q24;2013;540000155;540000080;1000;3;1;40.43;;44.43;1.6;4.07;0.2;9.04;9.97;;0.06;0.03;24.97;;2.98;2.98;1.5;58.98;132.86
Q24;2013;540000155;540000080;2000;;;24.71;;24.71;6.3;111.22;12.3;93.85;6.65;1.74;15.93;9.28;257.27;;;;24.69;;306.67
Q24;2013;540000155;540000080;2100;;;24.71;;24.71;6.3;111.22;12.3;93.85;6.65;1.74;15.93;9.28;257.27;;;;24.69;;306.67
Q24;2013;540000155;540000080;9999;3;1;65.14;;69.14;7.9;115.29;12.5;102.89;16.62;1.74;15.99;9.31;282.24;;2.98;2.98;26.19;58.98;439.53
Q24;2013;540000163;540020112;1000;2.8;;50.25;;53.05;;;;;42.8;;;;42.8;;;;1;20.3;117.15
Q24;2013;540000163;540020112;2000;0;;0;;0;9;102.55;11.5;70.8;11;;;;204.85;;0.5;0.5;18.5;0;223.85
Q24;2013;540000163;540020112;2100;;;;;0;9;102.55;11.5;70.8;11;;;;204.85;;0.5;0.5;18.5;;223.85
Q24;2013;540000163;540020112;9999;2.8;;50.25;;53.05;9;102.55;11.5;70.8;53.8;;;;247.65;;0.5;0.5;19.5;20.3;341
Q24;2013;540000270;540003399;1000;1;;15.42;;16.42;0.1;1.32;;;;1;;1.86;4.28;;0.86;0.86;;30.64;52.2
Q24;2013;540000270;540003399;2000;;;2.9;;2.9;1;11.97;;14.99;5.53;;;0.67;34.16;;0.51;0.51;0.78;;38.35
Q24;2013;540000270;540003399;2400;;;2.9;;2.9;1;11.97;;14.99;5.53;;;0.67;34.16;;0.51;0.51;0.78;;38.35
Q24;2013;540000270;540003399;9999;1;;18.32;;19.32;1.1;13.29;;14.99;5.53;1;;2.53;38.44;;1.37;1.37;0.78;30.64;90.55
Q24;2013;540000288;540018710;2000;2;0.5;2;0.5;5;1;13.71;;12.7;5;0.4;;3;35.81;;1;1;;0.57;42.38
Q24;2013;540000288;540018710;2400;2;0.5;2;0.5;5;1;13.71;;12.7;5;0.4;;3;35.81;;1;1;;0.57;42.38
Q24;2013;540000288;540018710;9999;2;0.5;2;0.5;5;1;13.71;;12.7;5;0.4;;3;35.81;;1;1;;0.57;42.38
Q24;2013;540000296;540000106;1000;0.39;;22.21;;22.6;2;1;0.5;1.69;6.52;;;0.34;12.05;;;;;11.27;45.92
Q24;2013;540000296;540000106;2000;;;6.72;;6.72;3.08;62.02;0.83;55.56;16.07;;2.88;2.8;143.24;;1;1;6.94;1.8;159.7
Q24;2013;540000296;540000106;2100;;;6.25;;6.25;2.08;41.64;0.83;28.17;8.41;;2.88;2.8;86.81;;;;6.94;0.8;100.8
Q24;2013;540000296;540000106;2400;;;0.47;;0.47;1;20.38;;27.39;7.66;;;;56.43;;1;1;;1;58.9
Q24;2013;540000296;540000106;9999;0.39;;28.93;;29.32;5.08;63.02;1.33;57.25;22.59;;2.88;3.14;155.29;;1;1;6.94;13.07;205.62
Q24;2013;540000312;540000114;1000;;;17.51;;17.51;1.64;2.88;;3.3;2.13;;;1.29;11.24;0.44;0.06;0.5;0.43;58.37;88.05
Q24;2013;540000312;540000114;2000;;;5.26;;5.26;4.4;63.09;;40.71;24.49;2.9;;1.3;136.89;;2.3;2.3;4.16;;148.61
Q24;2013;540000312;540000114;2100;;;0.2;;0.2;;;;;;;;;;;;;;;0.2
Q24;2013;540000312;540000114;2200;;;2.62;;2.62;3.4;51.04;;12.19;14.63;1.9;;0.7;83.86;;1.3;1.3;1.58;;89.36
Q24;2013;540000312;540000114;2400;;;2.44;;2.44;1;12.05;;28.52;9.86;1;;0.6;53.03;;1;1;2.58;;59.05
Q24;2013;540000312;540000114;9999;;;22.77;;22.77;6.04;65.97;;44.01;26.62;2.9;;2.59;148.13;0.44;2.36;2.8;4.59;58.37;236.66
Q24;2013;540000361;540003928;2000;2.2;1.2;16.38;;19.78;;24.08;2;16.96;11.2;;;;54.24;;;;3;3.5;80.52
Q24;2013;540000361;540003928;2100;2.2;1.2;16.38;;19.78;;24.08;2;16.96;11.2;;;;54.24;;;;3;3.5;80.52
Q24;2013;540000361;540003928;9999;2.2;1.2;16.38;;19.78;;24.08;2;16.96;11.2;;;;54.24;;;;3;3.5;80.52
Q24;2013;540000395;540000122;1000;1.34;;6.24;;7.58;;;;;;;;;;;;;;;7.58
Q24;2013;540000395;540000122;2000;;;;;;2.8;15.45;;37.65;10.5;1.06;;0.25;67.71;0.41;0.75;1.16;2.21;11.53;82.61
Q24;2013;540000395;540000122;2100;;;;;;1.4;5.5;;10.4;3;0.6;;0.08;20.98;0.1;0.4;0.5;0.48;3.46;25.42
Q24;2013;540000395;540000122;2400;;;;;;1.4;9.95;;27.25;7.5;0.46;;0.17;46.73;0.31;0.35;0.66;1.73;8.07;57.19
Q24;2013;540000395;540000122;9999;1.34;;6.24;;7.58;2.8;15.45;;37.65;10.5;1.06;;0.25;67.71;0.41;0.75;1.16;2.21;11.53;90.19
Q24;2013;540000445;540000890;1000;0.58;;14.09;;14.67;;;;;2.44;;;;2.44;;;;;2.6;19.71
Q24;2013;540000445;540000890;2000;;;;;;3.28;48.95;1.37;22.14;13.44;;;0.26;89.44;;;;5.49;;94.93
Q24;2013;540000445;540000890;2100;;;;;;3.28;48.95;1.37;22.14;13.44;;;0.26;89.44;;;;5.49;;94.93
Q24;2013;540000445;540000890;9999;0.58;;14.09;;14.67;3.28;48.95;1.37;22.14;15.88;;;0.26;91.88;;;;5.49;2.6;114.64
Q24;2013;540000452;540000908;1000;3.2;;20.3;;23.5;;;;;;;;;;;;;;4;27.5
Q24;2013;540000452;540000908;2000;0.9;1;;;1.9;2;39.72;1.09;22.01;24.06;;;;88.88;;;;3.5;;94.28
Q24;2013;540000452;540000908;2100;0.9;1;;;1.9;2;39.72;1.09;22.01;24.06;;;;88.88;;;;3.5;;94.28
Q24;2013;540000452;540000908;9999;4.1;1;20.3;;25.4;2;39.72;1.09;22.01;24.06;;;;88.88;;;;3.5;4;121.78
Q24;2013;540000460;540000916;2000;;;;;;;5.72;;6.35;;;;;12.07;;;;;;12.07
Q24;2013;540000460;540000916;2400;;;;;;;5.72;;6.35;;;;;12.07;;;;;;12.07
Q24;2013;540000460;540000916;9999;;;;;;;5.72;;6.35;;;;;12.07;;;;;;12.07
Q24;2013;540000478;540003449;1000;6.92;1;35.9;;43.82;;;;;;0.72;;3.2;3.92;;0.34;0.34;3;18;69.08
Q24;2013;540000478;540003449;2000;;;1;;1;10.8;171.91;0.57;89.9;74.67;;;;347.85;;;;15.5;;364.35
Q24;2013;540000478;540003449;2100;;;;;;10.8;169.91;0.57;89.9;74.67;;;;345.85;;;;15.5;;361.35
Q24;2013;540000478;540003449;2400;;;1;;1;;2;;;;;;;2;;;;;;3
Q24;2013;540000478;540003449;9999;6.92;1;36.9;;44.82;10.8;171.91;0.57;89.9;74.67;0.72;;3.2;351.77;;0.34;0.34;18.5;18;433.43
Q24;2013;540000486;540000932;1000;4.61;;32.21;;36.82;;;;;58.19;;;;58.19;;;;;;95.01
Q24;2013;540000486;540000932;2000;;2;12.7;;14.7;9;213.36;;132.85;15.85;0.49;;0.82;372.37;;1;1;10.79;9.19;408.05
Q24;2013;540000486;540000932;2100;;2;12.7;;14.7;8;206.51;;120.26;15.85;0.49;;0.82;351.93;;1;1;10.79;9.19;387.61
Q24;2013;540000486;540000932;2400;;;;;;1;6.85;;12.59;;;;;20.44;;;;;;20.44
Q24;2013;540000486;540000932;9999;4.61;2;44.91;;51.52;9;213.36;;132.85;74.04;0.49;;0.82;430.56;;1;1;10.79;9.19;503.06
Q24;2013;540000585;540006707;2000;0.08;;6.49;;6.57;2;17;;17.5;17.8;0.4;;2.1;56.8;0.2;1;1.2;1;4.84;70.41
Q24;2013;540000585;540006707;2400;0.08;;6.49;;6.57;2;17;;17.5;17.8;0.4;;2.1;56.8;0.2;1;1.2;1;4.84;70.41
Q24;2013;540000585;540006707;9999;0.08;;6.49;;6.57;2;17;;17.5;17.8;0.4;;2.1;56.8;0.2;1;1.2;1;4.84;70.41
Q24;2013;540000668;540006707;2000;3;;15.3;;18.3;3;19.6;;40.47;17.8;1;;22.11;103.98;2.5;1;3.5;3.85;19.35;148.98
Q24;2013;540000668;540006707;2300;;;2.57;;2.57;;2.2;;7;;;;7;16.2;;0.6;0.6;0.2;0.2;19.77
Q24;2013;540000668;540006707;2400;3;;12.73;;15.73;3;17.4;;33.47;17.8;1;;15.11;87.78;2.5;0.4;2.9;3.65;19.15;129.21
Q24;2013;540000668;540006707;9999;3;;15.3;;18.3;3;19.6;;40.47;17.8;1;;22.11;103.98;2.5;1;3.5;3.85;19.35;148.98
Q24;2013;540000726;750721334;2000;0.2;;1.3;;1.5;0.64;3.3;0.26;16.03;2.48;0.16;;1.12;23.99;0.82;0.5;1.32;0.14;0.64;27.59
Q24;2013;540000726;750721334;2400;0.2;;1.3;;1.5;0.64;3.3;0.26;16.03;2.48;0.16;;1.12;23.99;0.82;0.5;1.32;0.14;0.64;27.59
Q24;2013;540000726;750721334;9999;0.2;;1.3;;1.5;0.64;3.3;0.26;16.03;2.48;0.16;;1.12;23.99;0.82;0.5;1.32;0.14;0.64;27.59
Q24;2013;540000809;540000767;2000;;;1.64;;1.64;;14.05;;20.26;7.38;0.86;;6.43;48.98;0.1;;0.1;;0.07;50.79
Q24;2013;540000809;540000767;2400;;;1.64;;1.64;;14.05;;20.26;7.38;0.86;;6.43;48.98;0.1;;0.1;;0.07;50.79
Q24;2013;540000809;540000767;9999;;;1.64;;1.64;;14.05;;20.26;7.38;0.86;;6.43;48.98;0.1;;0.1;;0.07;50.79
Q24;2013;540000858;540000437;1000;0.77;;3.6;;4.37;;;;;;;;;;;;;;6.51;10.88
Q24;2013;540000858;540000437;2000;;;;;;0.9;6.39;;4.71;6.22;;;2.09;20.31;;0.6;0.6;0.48;;21.39
Q24;2013;540000858;540000437;2400;;;;;;0.9;6.39;;4.71;6.22;;;2.09;20.31;;0.6;0.6;0.48;;21.39
Q24;2013;540000858;540000437;9999;0.77;;3.6;;4.37;0.9;6.39;;4.71;6.22;;;2.09;20.31;;0.6;0.6;0.48;6.51;32.27
Q24;2013;540000973;540006707;2000;0.04;;2.33;;2.37;1;5.62;1;1.64;3.38;0.5;;1.03;14.17;8.44;0.5;8.94;0.06;2.51;28.05
Q24;2013;540000973;540006707;2400;0.04;;2.33;;2.37;1;5.62;1;1.64;3.38;0.5;;1.03;14.17;8.44;0.5;8.94;0.06;2.51;28.05
Q24;2013;540000973;540006707;9999;0.04;;2.33;;2.37;1;5.62;1;1.64;3.38;0.5;;1.03;14.17;8.44;0.5;8.94;0.06;2.51;28.05
Q24;2013;540000981;540001112;2000;2;1;6.25;;9.25;4;25.64;;4.87;6.43;0.88;;0.5;42.32;;;;7.25;7;65.82
Q24;2013;540000981;540001112;2100;2;1;6.25;;9.25;4;25.64;;4.87;6.43;0.88;;0.5;42.32;;;;7.25;7;65.82
Q24;2013;540000981;540001112;9999;2;1;6.25;;9.25;4;25.64;;4.87;6.43;0.88;;0.5;42.32;;;;7.25;7;65.82
Q24;2013;540001070;540000767;1000;;;55.86;;55.86;2;3.11;0.5;4.15;10.42;;;2.7;22.88;1.82;1.87;3.69;2.23;80.94;165.6
Q24;2013;540001070;540000767;2000;;;39.3;;39.3;8.21;181.18;21.42;122.96;39.79;12.44;21.37;3.72;411.09;7.57;0.7;8.27;42.85;9.23;510.74
Q24;2013;540001070;540000767;2100;;;31.12;;31.12;7.58;140.82;21.42;114.78;35.66;0.75;21.37;;342.38;0.42;0.7;1.12;42.85;6.98;424.45
Q24;2013;540001070;540000767;2200;;;8.18;;8.18;0.63;40.36;;8.18;4.13;11.69;;3.72;68.71;7.15;;7.15;;2.25;86.29
Q24;2013;540001070;540000767;9999;;;95.16;;95.16;10.21;184.29;21.92;127.11;50.21;12.44;21.37;6.42;433.97;9.39;2.57;11.96;45.08;90.17;676.34
Q24;2013;540001096;570010181;1000;5.82;1;81.72;;88.54;;;;;;;;;;;;;;;88.54
Q24;2013;540001096;570010181;2000;;;1;;1;15.47;138.77;7.97;130.49;51.68;5.72;18.71;12.45;381.26;5.8;3.18;8.98;15.29;23.3;429.83
Q24;2013;540001096;570010181;2100;;;;;;11.87;106.73;7.97;107.69;50.48;0.95;18.71;9.93;314.33;1;2.38;3.38;15.29;23.3;356.3
Q24;2013;540001096;570010181;2200;;;;;;2.04;17.63;;10.4;0.29;4.72;;1.99;37.07;4.8;0.8;5.6;;;42.67
Q24;2013;540001096;570010181;2300;;;;;;0.64;5.46;;;;0.05;;;6.15;;;;;;6.15
Q24;2013;540001096;570010181;2400;;;1;;1;0.92;8.95;;12.4;0.91;;;0.53;23.71;;;;;;24.71
Q24;2013;540001096;570010181;9999;5.82;1;82.72;;89.54;15.47;138.77;7.97;130.49;51.68;5.72;18.71;12.45;381.26;5.8;3.18;8.98;15.29;23.3;518.37
Q24;2013;540001104;540000882;1000;3.32;;6.47;;9.79;0.7;;;;1.89;;;;2.59;;;;0.53;4.01;16.92
Q24;2013;540001104;540000882;2000;;;;;;1.8;15.62;;13.16;7.53;2.27;1.5;1.71;43.59;;1.7;1.7;;;45.29
Q24;2013;540001104;540000882;2100;;;;;;0.76;6.8;;6.13;3.93;1.62;;0.67;19.91;;0.84;0.84;;;20.75
Q24;2013;540001104;540000882;2300;;;;;;0.3;4.6;;;0.45;0.28;1.5;;7.13;;0.13;0.13;;;7.26
Q24;2013;540001104;540000882;2400;;;;;;0.74;4.22;;7.03;3.15;0.37;;1.04;16.55;;0.73;0.73;;;17.28
Q24;2013;540001104;540000882;9999;3.32;;6.47;;9.79;2.5;15.62;;13.16;9.42;2.27;1.5;1.71;46.18;;1.7;1.7;0.53;4.01;62.21
Q24;2013;540001138;540002078;1000;15.8;2.03;258.18;;276.01;23.55;37.94;4.02;91.22;78.58;2.63;;5.1;243.04;1.06;7.48;8.54;10.7;319.08;857.37
Q24;2013;540001138;540002078;2000;;;142.89;;142.89;26.38;531.96;48.74;352.29;185.86;8.44;;5.25;1158.92;0.8;4.94;5.74;191.52;38.53;1537.6
Q24;2013;540001138;540002078;2100;;;142.89;;142.89;26.38;531.96;48.74;352.29;185.86;8.44;;5.25;1158.92;0.8;4.94;5.74;191.52;38.53;1537.6
Q24;2013;540001138;540002078;9999;15.8;2.03;401.07;;418.9;49.93;569.9;52.76;443.51;264.44;11.07;;10.35;1401.96;1.86;12.42;14.28;202.22;357.61;2394.97
Q24;2013;540001286;540003019;1000;7;1;101.74;;109.74;4.64;11.13;14.13;13.3;37.21;2.47;;2.67;85.55;;1.67;1.67;56.01;50.49;303.46
Q24;2013;540001286;540003019;2000;;;11.26;;11.26;6.71;108.35;;50.64;13.23;;;;178.93;;;;42.01;;232.2
Q24;2013;540001286;540003019;2100;;;11.26;;11.26;6.71;108.35;;50.64;13.23;;;;178.93;;;;42.01;;232.2
Q24;2013;540001286;540003019;9999;7;1;113;;121;11.35;119.48;14.13;63.94;50.44;2.47;;2.67;264.48;;1.67;1.67;98.02;50.49;535.66
Q24;2013;540002698;540002078;1000;3.08;;152.63;;155.71;14.7;77.02;5.06;124.41;55.34;0.76;;19.5;296.79;;11.73;11.73;18.07;368.41;850.71
Q24;2013;540002698;540002078;2000;1;;268.15;;269.15;56.9;1055.86;145.54;679.13;373.11;23.47;0.5;9.39;2343.9;5.75;4.84;10.59;341;109.44;3074.08
Q24;2013;540002698;540002078;2100;1;;258.41;;259.41;53.7;1005.29;145.54;650.65;354.12;18.15;0.5;9.39;2237.34;5.75;2.84;8.59;340.66;108.94;2954.94
Q24;2013;540002698;540002078;2200;;;8.94;;8.94;3.2;43.92;;20.89;15.84;5.32;;;89.17;;2;2;;0.5;100.61
Q24;2013;540002698;540002078;2400;;;0.8;;0.8;;6.65;;7.59;3.15;;;;17.39;;;;0.34;;18.53
Q24;2013;540002698;540002078;9999;4.08;;420.78;;424.86;71.6;1132.88;150.6;803.54;428.45;24.23;0.5;28.89;2640.69;5.75;16.57;22.32;359.07;477.85;3924.79
Q24;2013;540003043;540002078;1000;;;38.07;;38.07;;6.49;;1.02;1.31;;1;0.15;9.97;;0.2;0.2;1;127.72;176.96
Q24;2013;540003043;540002078;2000;;;2.59;;2.59;2.3;21.62;;21.96;11.61;1;;0.64;59.13;;0.93;0.93;;;62.65
Q24;2013;540003043;540002078;2400;;;2.59;;2.59;2.3;21.62;;21.96;11.61;1;;0.64;59.13;;0.93;0.93;;;62.65
Q24;2013;540003043;540002078;9999;;;40.66;;40.66;2.3;28.11;;22.98;12.92;1;1;0.79;69.1;;1.13;1.13;1;127.72;239.61
Q24;2013;540005196;540008398;2000;1;;6.8;;7.8;0.9;11.25;;12.5;6;0.4;;1.1;32.15;;1;1;;4;44.95
Q24;2013;540005196;540008398;2400;1;;6.8;;7.8;0.9;11.25;;12.5;6;0.4;;1.1;32.15;;1;1;;4;44.95
Q24;2013;540005196;540008398;9999;1;;6.8;;7.8;0.9;11.25;;12.5;6;0.4;;1.1;32.15;;1;1;;4;44.95
Q24;2013;540005410;540019007;1000;;;0.15;;0.15;;;;;;;;;;;;;;1;1.15
Q24;2013;540005410;540019007;2000;;;;;;;4.03;;11.94;2.34;0.4;;0.29;19;;0.17;0.17;;;19.17
Q24;2013;540005410;540019007;2500;;;;;;;4.03;;11.94;2.34;0.4;;0.29;19;;0.17;0.17;;;19.17
Q24;2013;540005410;540019007;9999;;;0.15;;0.15;;4.03;;11.94;2.34;0.4;;0.29;19;;0.17;0.17;;1;20.32
Q24;2013;540006459;540002078;1000;;;;;;;0.05;;0.15;0.1;;;;0.3;;;;;;0.3
Q24;2013;540006459;540002078;2000;;;0.2;;0.2;0.7;3.88;;22.18;6.98;;;;33.74;1;;1;;;34.94
Q24;2013;540006459;540002078;2500;;;0.2;;0.2;0.7;3.88;;22.18;6.98;;;;33.74;1;;1;;;34.94
Q24;2013;540006459;540002078;9999;;;0.2;;0.2;0.7;3.93;;22.33;7.08;;;;34.04;1;;1;;;35.24
Q24;2013;540006665;540019007;2000;;;;;;;6.36;;6.06;1.47;;;0.42;14.31;;;;;;14.31
Q24;2013;540006665;540019007;2500;;;;;;;6.36;;6.06;1.47;;;0.42;14.31;;;;;;14.31
Q24;2013;540006665;540019007;9999;;;;;;;6.36;;6.06;1.47;;;0.42;14.31;;;;;;14.31
Q24;2013;540006780;540000080;1000;;;;;;;0.01;;0.19;0.28;;;;0.48;;;;;;0.48
Q24;2013;540006780;540000080;2000;;;0.25;;0.25;0.5;6.01;;13.78;8.68;;;0.5;29.47;;;;0.42;;30.14
Q24;2013;540006780;540000080;2500;;;0.25;;0.25;0.5;6.01;;13.78;8.68;;;0.5;29.47;;;;0.42;;30.14
Q24;2013;540006780;540000080;9999;;;0.25;;0.25;0.5;6.02;;13.97;8.96;;;0.5;29.95;;;;0.42;;30.62
Q24;2013;540006830;540000767;2000;;;0.33;;0.33;0.31;8.27;;0.58;0.53;1.87;;0.86;12.42;3.05;;3.05;;;15.8
Q24;2013;540006830;540000767;2200;;;0.33;;0.33;0.31;8.27;;0.58;0.53;1.87;;0.86;12.42;3.05;;3.05;;;15.8
Q24;2013;540006830;540000767;9999;;;0.33;;0.33;0.31;8.27;;0.58;0.53;1.87;;0.86;12.42;3.05;;3.05;;;15.8
Q24;2013;540008364;540000049;2000;;;0.75;;0.75;1;6.57;;15.71;6.52;0.5;;0.2;30.5;0.2;;0.2;0.3;;31.75
Q24;2013;540008364;540000049;2500;;;0.75;;0.75;1;6.57;;15.71;6.52;0.5;;0.2;30.5;0.2;;0.2;0.3;;31.75
Q24;2013;540008364;540000049;9999;;;0.75;;0.75;1;6.57;;15.71;6.52;0.5;;0.2;30.5;0.2;;0.2;0.3;;31.75
Q24;2013;540008380;540001112;2000;;;;;;2;10.51;;2.5;4;;;;19.01;;;;;;19.01
Q24;2013;540008380;540001112;2100;;;;;;2;10.51;;2.5;4;;;;19.01;;;;;;19.01
Q24;2013;540008380;540001112;9999;;;;;;2;10.51;;2.5;4;;;;19.01;;;;;;19.01
Q24;2013;540008737;540000114;2000;;;0.28;;0.28;0.33;6.59;;13.34;6.2;;;;26.46;0.33;;0.33;0.43;;27.5
Q24;2013;540008737;540000114;2500;;;0.28;;0.28;0.33;6.59;;13.34;6.2;;;;26.46;0.33;;0.33;0.43;;27.5
Q24;2013;540008737;540000114;9999;;;0.28;;0.28;0.33;6.59;;13.34;6.2;;;;26.46;0.33;;0.33;0.43;;27.5
