BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFSP;INFNS;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2013;010780195;010000156;1000;1.97;1;26.66;;29.63;0.8;0.91;;;;;;;1.71;;0.58;0.58;;12.46;44.38
Q24;2013;010780195;010000156;2000;;;4.85;;4.85;5.2;83.6;27.45;56.55;14.6;0.83;;;188.23;;;;4.27;0.5;197.85
Q24;2013;010780195;010000156;2100;;;4.85;;4.85;5.2;83.6;27.45;56.55;14.6;0.83;;;188.23;;;;4.27;0.5;197.85
Q24;2013;010780195;010000156;9999;1.97;1;31.51;;34.48;6;84.51;27.45;56.55;14.6;0.83;;;189.94;;0.58;0.58;4.27;12.96;242.23
Q24;2013;010780203;010006450;1000;1;1;51.99;;53.99;;;;;;;;;;;;;3.22;10.63;67.84
Q24;2013;010780203;010006450;2000;;;;;;4.64;52.28;6.08;49.29;24.9;;12.71;;149.9;;0.58;0.58;;;150.48
Q24;2013;010780203;010006450;2100;;;;;;4.64;52.28;6.08;49.29;24.9;;12.71;;149.9;;0.58;0.58;;;150.48
Q24;2013;010780203;010006450;9999;1;1;51.99;;53.99;4.64;52.28;6.08;49.29;24.9;;12.71;;149.9;;0.58;0.58;3.22;10.63;218.32
Q24;2013;010780252;010783009;2000;2.8;;6;;8.8;3.8;13.43;;20.7;19.2;1.8;;19.3;78.23;1;0.9;1.9;0.76;9.4;99.09
Q24;2013;010780252;010783009;2400;2.8;;6;;8.8;3.8;13.43;;20.7;19.2;1.8;;19.3;78.23;1;0.9;1.9;0.76;9.4;99.09
Q24;2013;010780252;010783009;9999;2.8;;6;;8.8;3.8;13.43;;20.7;19.2;1.8;;19.3;78.23;1;0.9;1.9;0.76;9.4;99.09
Q24;2013;010780278;010783009;2000;4.2;;12.51;;16.71;4;24.65;;34.03;24.88;0.6;;22.7;110.86;0.66;1;1.66;1.14;20.5;150.87
Q24;2013;010780278;010783009;2400;4.2;;12.51;;16.71;4;24.65;;34.03;24.88;0.6;;22.7;110.86;0.66;1;1.66;1.14;20.5;150.87
Q24;2013;010780278;010783009;9999;4.2;;12.51;;16.71;4;24.65;;34.03;24.88;0.6;;22.7;110.86;0.66;1;1.66;1.14;20.5;150.87
Q24;2013;010780294;690000278;2000;;;1;;1;1;9;;4;;;;;14;;;;;;15
Q24;2013;010780294;690000278;2100;;;1;;1;1;9;;4;;;;;14;;;;;;15
Q24;2013;010780294;690000278;9999;;;1;;1;1;9;;4;;;;;14;;;;;;15
Q24;2013;010780310;010000222;2000;0.3;;2;;2.3;1;11.2;;12.5;6.2;0.26;;1.67;32.83;;0.2;0.2;;1;36.33
Q24;2013;010780310;010000222;2400;0.3;;2;;2.3;1;11.2;;12.5;6.2;0.26;;1.67;32.83;;0.2;0.2;;1;36.33
Q24;2013;010780310;010000222;9999;0.3;;2;;2.3;1;11.2;;12.5;6.2;0.26;;1.67;32.83;;0.2;0.2;;1;36.33
Q24;2013;010780328;010000222;2000;0.7;;7;;7.7;1;11;;11.2;11.15;0.34;;3.2;37.89;;0.25;0.25;;2;47.84
Q24;2013;010780328;010000222;2400;0.7;;7;;7.7;1;11;;11.2;11.15;0.34;;3.2;37.89;;0.25;0.25;;2;47.84
Q24;2013;010780328;010000222;9999;0.7;;7;;7.7;1;11;;11.2;11.15;0.34;;3.2;37.89;;0.25;0.25;;2;47.84
Q24;2013;010780476;750005068;1000;1.67;;11.75;;13.42;;;;;;;;0.5;0.5;0.71;;0.71;;25.23;39.86
Q24;2013;010780476;750005068;2000;;;2.64;;2.64;;18.01;;20.37;7.81;3.69;;4.5;54.38;28.97;1.17;30.14;;;87.16
Q24;2013;010780476;750005068;2400;;;2.64;;2.64;;18.01;;20.37;7.81;3.69;;4.5;54.38;28.97;1.17;30.14;;;87.16
Q24;2013;010780476;750005068;9999;1.67;;14.39;;16.06;;18.01;;20.37;7.81;3.69;;5;54.88;29.68;1.17;30.85;;25.23;127.02
Q24;2013;010780492;360000707;2000;3;;8.5;;11.5;2;9;4.6;29.87;1;2.57;;28.52;77.56;19.15;0.6;19.75;0.21;9.99;119.01
Q24;2013;010780492;360000707;2400;3;;8.5;;11.5;2;9;4.6;29.87;1;2.57;;28.52;77.56;19.15;0.6;19.75;0.21;9.99;119.01
Q24;2013;010780492;360000707;9999;3;;8.5;;11.5;2;9;4.6;29.87;1;2.57;;28.52;77.56;19.15;0.6;19.75;0.21;9.99;119.01
Q24;2013;010780708;310021381;2000;1;;7.24;;8.24;1;9.5;;11;6.88;0.3;;;28.68;;;;;2.5;39.42
Q24;2013;010780708;310021381;2400;1;;7.24;;8.24;1;9.5;;11;6.88;0.3;;;28.68;;;;;2.5;39.42
Q24;2013;010780708;310021381;9999;1;;7.24;;8.24;1;9.5;;11;6.88;0.3;;;28.68;;;;;2.5;39.42
Q24;2013;010780799;750721334;2000;4.9;;6.75;;11.65;3;14.7;;20;23.22;0.6;;8.9;70.42;2;1;3;1.5;14.5;101.07
Q24;2013;010780799;750721334;2400;4.9;;6.75;;11.65;3;14.7;;20;23.22;0.6;;8.9;70.42;2;1;3;1.5;14.5;101.07
Q24;2013;010780799;750721334;9999;4.9;;6.75;;11.65;3;14.7;;20;23.22;0.6;;8.9;70.42;2;1;3;1.5;14.5;101.07
Q24;2013;010786259;010008407;2000;0;0;0.58;0;0.58;0.1;2.72;0;9.89;3.73;0.2;0;0.65;17.29;0.35;0;0.35;0.3;0.5;19.02
Q24;2013;010786259;010008407;2500;0;0;0.58;0;0.58;0.1;2.72;0;9.89;3.73;0.2;0;0.65;17.29;0.35;0;0.35;0.3;0.5;19.02
Q24;2013;010786259;010008407;9999;0;0;0.58;0;0.58;0.1;2.72;0;9.89;3.73;0.2;0;0.65;17.29;0.35;0;0.35;0.3;0.5;19.02
Q24;2013;010789006;670005834;2000;;;;;;1;10;;;2.8;;;;13.8;;;;;;13.8
Q24;2013;010789006;670005834;2100;;;;;;1;10;;;2.8;;;;13.8;;;;;;13.8
Q24;2013;010789006;670005834;9999;;;;;;1;10;;;2.8;;;;13.8;;;;;;13.8
Q24;2013;010789717;010008407;2000;0;0;0;0;0;0.35;1;0;4.72;0;0;0;0;6.07;0;0;0;0;1;7.07
Q24;2013;010789717;010008407;2500;0;0;0;0;0;0.35;1;0;4.72;0;0;0;0;6.07;0;0;0;0;1;7.07
Q24;2013;010789717;010008407;9999;0;0;0;0;0;0.35;1;0;4.72;0;0;0;0;6.07;0;0;0;0;1;7.07
Q24;2013;020000089;020000022;1000;1;;10.11;;11.11;1;1.95;0.06;1.37;7.94;;;;12.32;;0.05;0.05;0.12;19.58;43.18
Q24;2013;020000089;020000022;2000;;;8.68;;8.68;2.85;36.16;0.8;66.18;16.3;0.73;;1;124.02;;2.16;2.16;4.3;1.15;140.31
Q24;2013;020000089;020000022;2100;;;7.43;;7.43;1.15;15.89;0.8;17.64;2.8;0.5;;0.1;38.88;;2.09;2.09;4.3;0.86;53.56
Q24;2013;020000089;020000022;2300;;;;;;;1.44;;10.08;;;;;11.52;;;;;;11.52
Q24;2013;020000089;020000022;2400;;;1;;1;1.35;12.81;;23.46;7;0.23;;0.9;45.75;;;;;0.29;47.04
Q24;2013;020000089;020000022;2500;;;0.25;;0.25;0.35;6.02;;15;6.5;;;;27.87;;0.07;0.07;;;28.19
Q24;2013;020000089;020000022;9999;1;;18.79;;19.79;3.85;38.11;0.86;67.55;24.24;0.73;;1;136.34;;2.21;2.21;4.42;20.73;183.49
Q24;2013;020000097;020000048;1000;;;17.92;;17.92;;1.06;;0.36;8;1;;;10.42;;1;1;2;19.86;51.2
Q24;2013;020000097;020000048;2000;;;3;;3;2;24.4;;37.8;9.5;1.21;;2.5;77.41;;;;;;80.41
Q24;2013;020000097;020000048;2100;;;1;;1;2;18.6;;30.4;5;1.21;;;57.21;;;;;;58.21
Q24;2013;020000097;020000048;2400;;;2;;2;;5.8;;7.4;4.5;;;2.5;20.2;;;;;;22.2
Q24;2013;020000097;020000048;9999;;;20.92;;20.92;2;25.46;;38.16;17.5;2.21;;2.5;87.83;;1;1;2;19.86;131.61
Q24;2013;020000105;020000055;1000;0.67;;6;;6.67;;;;;3;;;;3;;;;1;15.86;26.53
Q24;2013;020000105;020000055;2000;;;2.38;;2.38;1;11.15;;18.09;4.06;0.5;;0.99;35.79;;1;1;;;39.17
Q24;2013;020000105;020000055;2100;;;0.38;;0.38;0.5;5.29;;7.39;2.06;0.5;;0.21;15.95;;0.7;0.7;;;17.03
Q24;2013;020000105;020000055;2300;;;0.38;;0.38;;1.43;;7.77;;;;0.35;9.55;;0.3;0.3;;;10.23
Q24;2013;020000105;020000055;2400;;;1.62;;1.62;0.5;4.43;;2.93;2;;;0.43;10.29;;;;;;11.91
Q24;2013;020000105;020000055;9999;0.67;;8.38;;9.05;1;11.15;;18.09;7.06;0.5;;0.99;38.79;;1;1;1;15.86;65.7
Q24;2013;020000162;020000063;1000;5.47;0;123.09;0;128.56;7.15;24.66;1.84;25.85;32.92;0.29;0.37;0.7;93.78;1.63;8.24;9.87;4.53;242.1;478.84
Q24;2013;020000162;020000063;2000;0;0;101.2;0;101.2;29.33;427.73;66.25;369.79;161.28;13.28;22.25;15.57;1105.48;1;0;1;91.43;34.38;1333.49
Q24;2013;020000162;020000063;2100;0;0;98.6;0;98.6;25.65;398.88;66.25;335.99;147.61;10.78;22.25;6.02;1013.43;1;0;1;91.43;34.38;1238.84
Q24;2013;020000162;020000063;2400;0;0;2.6;0;2.6;3.68;28.85;0;33.8;13.67;2.5;0;9.55;92.05;0;0;0;0;0;94.65
Q24;2013;020000162;020000063;9999;5.47;0;224.29;0;229.76;36.48;452.39;68.09;395.64;194.2;13.57;22.62;16.27;1199.26;2.63;8.24;10.87;95.96;276.48;1812.33
Q24;2013;020000246;020000071;1000;0.3;;9.54;;9.84;;;;;;;;;;;;;2.91;12.28;25.03
Q24;2013;020000246;020000071;2000;;;;;;0.62;13.67;;19.5;8.48;0.5;;2.5;45.27;;0.5;0.5;;1;46.77
Q24;2013;020000246;020000071;2100;;;;;;0.62;9.97;;12.93;5.18;0.5;;1;30.2;;0.5;0.5;;;30.7
Q24;2013;020000246;020000071;2400;;;;;;;3.7;;6.57;3.3;;;1.5;15.07;;;;;1;16.07
Q24;2013;020000246;020000071;9999;0.3;;9.54;;9.84;0.62;13.67;;19.5;8.48;0.5;;2.5;45.27;;0.5;0.5;2.91;13.28;71.8
Q24;2013;020000303;750814030;1000;4.42;1;42.78;;48.2;1;3.44;;2.84;1.41;;;0.5;9.19;;4.76;4.76;13.65;75.51;151.31
Q24;2013;020000303;750814030;2000;;;14.22;;14.22;8;145.52;;94.85;72.48;5;;49.87;375.72;;;;;3.01;392.95
Q24;2013;020000303;750814030;2400;;;14.22;;14.22;8;145.52;;94.85;72.48;5;;49.87;375.72;;;;;3.01;392.95
Q24;2013;020000303;750814030;9999;4.42;1;57;;62.42;9;148.96;;97.69;73.89;5;;50.37;384.91;;4.76;4.76;13.65;78.52;544.26
Q24;2013;020000311;020000550;1000;0.5;;2.84;;3.34;;;;;;;;;;;;;;0.75;4.09
Q24;2013;020000311;020000550;2000;;;;;;0.67;4.5;;2.92;3.37;;;;11.46;;;;;;11.46
Q24;2013;020000311;020000550;2100;;;;;;0.67;4.5;;2.92;3.37;;;;11.46;;;;;;11.46
Q24;2013;020000311;020000550;9999;0.5;;2.84;;3.34;0.67;4.5;;2.92;3.37;;;;11.46;;;;;0.75;15.55
Q24;2013;020000360;020014742;1000;3;;12.15;;15.15;;;;;2.3;;;;2.3;;;;;2;19.45
Q24;2013;020000360;020014742;2000;;;;;;1;19.6;1;11;7;;;;39.6;;;;1.3;;40.9
Q24;2013;020000360;020014742;2100;;;;;;1;19.6;1;11;7;;;;39.6;;;;1.3;;40.9
Q24;2013;020000360;020014742;9999;3;;12.15;;15.15;1;19.6;1;11;9.3;;;;41.9;;;;1.3;2;60.35
Q24;2013;020000386;020000600;2000;;;7.3;;7.3;2;29.65;0;8.38;13.86;1.5;;0.04;55.43;;0.5;0.5;;1;64.23
Q24;2013;020000386;020000600;2200;;;7.3;;7.3;2;29.65;0;8.38;13.86;1.5;;0.04;55.43;;0.5;0.5;;1;64.23
Q24;2013;020000386;020000600;9999;;;7.3;;7.3;2;29.65;0;8.38;13.86;1.5;;0.04;55.43;;0.5;0.5;;1;64.23
Q24;2013;020000394;020000253;1000;4;0.62;74.04;0;78.66;5.11;27.9;2.41;27.12;20.02;0.01;1.16;2.01;85.74;0;1.46;1.46;0.99;89.35;256.2
Q24;2013;020000394;020000253;2000;0;0;52.69;0;52.69;6.83;212.27;15.47;137.64;50.76;6.31;15.54;5.36;450.18;1;1.4;2.4;36.98;26.02;568.27
Q24;2013;020000394;020000253;2100;0;0;52.69;0;52.69;6.83;212.27;15.47;137.64;50.76;6.31;15.54;5.36;450.18;1;1.4;2.4;36.98;26.02;568.27
Q24;2013;020000394;020000253;9999;4;0.62;126.73;0;131.35;11.94;240.17;17.88;164.76;70.78;6.32;16.7;7.37;535.92;1;2.86;3.86;37.97;115.37;824.47
Q24;2013;020000519;020000261;1000;3;;62.79;;65.79;3.26;3.3;;2.46;5.33;;;;14.35;2.75;1.6;4.35;42.1;141.66;268.25
Q24;2013;020000519;020000261;2000;;;33.04;;33.04;11.1;234.53;30;204.57;76.18;6.39;15.2;8.39;586.36;6.36;0.5;6.86;;5.4;631.66
Q24;2013;020000519;020000261;2100;;;31.33;;31.33;10.1;217.93;30;179.48;68.51;6.39;15.2;6.39;534;6.36;0.5;6.86;;5.4;577.59
Q24;2013;020000519;020000261;2400;;;1.71;;1.71;1;16.6;;25.09;7.67;;;2;52.36;;;;;;54.07
Q24;2013;020000519;020000261;9999;3;;95.83;;98.83;14.36;237.83;30;207.03;81.51;6.39;15.2;8.39;600.71;9.11;2.1;11.21;42.1;147.06;899.91
Q24;2013;020000535;020000287;1000;3;;49;;52;0.3;2;1;7.36;3;;;;13.66;;;;1;108.6;175.26
Q24;2013;020000535;020000287;2000;;;38.56;;38.56;10.17;148.11;18.37;170.5;87.01;2.13;14.27;4.5;455.06;0.13;2;2.13;30;0.2;525.95
Q24;2013;020000535;020000287;2100;;;36.32;;36.32;9.17;137.31;18.37;141.98;70.09;1.79;14.27;3.08;396.06;0.13;2;2.13;30;;464.51
Q24;2013;020000535;020000287;2400;;;1.15;;1.15;0.42;4.46;;10.32;10.98;0.25;;1;27.43;;;;;;28.58
Q24;2013;020000535;020000287;2500;;;1.09;;1.09;0.58;6.34;;18.2;5.94;0.09;;0.42;31.57;;;;;0.2;32.86
Q24;2013;020000535;020000287;9999;3;;87.56;;90.56;10.47;150.11;19.37;177.86;90.01;2.13;14.27;4.5;468.72;0.13;2;2.13;31;108.8;701.21
Q24;2013;020000543;020000295;1000;4;1;68.7;1;74.7;9;9.8;;4;2;;;1;25.8;2;1;3;7.1;141.05;251.65
Q24;2013;020000543;020000295;2000;;;37.9;;37.9;42.5;486.9;;93.9;163.05;48.45;;13.9;848.7;49.2;17.2;66.4;0.8;4.85;958.65
Q24;2013;020000543;020000295;2200;;;37.9;;37.9;42.5;486.9;;93.9;163.05;48.45;;13.9;848.7;49.2;17.2;66.4;0.8;4.85;958.65
Q24;2013;020000543;020000295;9999;4;1;106.6;1;112.6;51.5;496.7;;97.9;165.05;48.45;;14.9;874.5;51.2;18.2;69.4;7.9;145.9;1210.3
Q24;2013;020000683;020002085;1000;0.1;;6.98;;7.08;;0.07;;0.91;1.04;;;;2.02;;;;;14.29;23.39
Q24;2013;020000683;020002085;2000;;;1.5;;1.5;0.4;4.12;;14.8;13.06;0.16;;1;33.54;;;;1;;36.04
Q24;2013;020000683;020002085;2100;;;1.5;;1.5;;;;;;;;1;1;;;;1;;3.5
Q24;2013;020000683;020002085;2400;;;;;;0.04;0.3;;1.33;8.11;;;;9.78;;;;;;9.78
Q24;2013;020000683;020002085;2500;;;;;;0.36;3.82;;13.47;4.95;0.16;;;22.76;;;;;;22.76
Q24;2013;020000683;020002085;9999;0.1;;8.48;;8.58;0.4;4.19;;15.71;14.1;0.16;;1;35.56;;;;1;14.29;59.43
Q24;2013;020000915;020003620;1000;1.84;;23.35;;25.19;;;;;;;;;;;;;;38.73;63.92
Q24;2013;020000915;020003620;2000;;;;;;8.91;37.46;;77.03;15.44;1;;32.55;172.39;4.11;1;5.11;2.86;;180.36
Q24;2013;020000915;020003620;2400;;;;;;8.91;37.46;;77.03;15.44;1;;32.55;172.39;4.11;1;5.11;2.86;;180.36
Q24;2013;020000915;020003620;9999;1.84;;23.35;;25.19;8.91;37.46;;77.03;15.44;1;;32.55;172.39;4.11;1;5.11;2.86;38.73;244.28
Q24;2013;020001061;020004404;1000;3;;56.53;;59.53;6.04;16.38;16.73;49.27;47.56;;7.32;3.78;147.08;;3.09;3.09;39.44;81.37;330.51
Q24;2013;020001061;020004404;2000;;;25.88;;25.88;8.88;127.75;7.35;91.94;19.7;2.75;9.83;0;268.2;1;;1;0.5;0;295.58
Q24;2013;020001061;020004404;2100;;;25.88;;25.88;8.88;127.75;7.35;91.94;19.7;2.75;9.83;0;268.2;1;;1;0.5;0;295.58
Q24;2013;020001061;020004404;9999;3;;82.41;;85.41;14.92;144.13;24.08;141.21;67.26;2.75;17.15;3.78;415.28;1;3.09;4.09;39.94;81.37;626.09
Q24;2013;020001087;020004495;1000;1.33;;20;;21.33;;;;;5.58;;;;5.58;;;;;25.5;52.41
Q24;2013;020001087;020004495;2000;0;0;15;0;15;3;49.71;0;45.22;15.26;0.75;3;4.4;121.34;1;0.71;1.71;18.27;8;164.32
Q24;2013;020001087;020004495;2100;;0;14;0;14;2;39.71;0;33.32;13.12;0.75;3;2.9;94.8;1;0.71;1.71;18.27;6;134.78
Q24;2013;020001087;020004495;2400;;;1;;1;1;10;;11.9;2.14;;;1.5;26.54;;;;;2;29.54
Q24;2013;020001087;020004495;9999;1.33;0;35;0;36.33;3;49.71;0;45.22;20.84;0.75;3;4.4;126.92;1;0.71;1.71;18.27;33.5;216.73
Q24;2013;020001772;590799995;2000;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020001772;590799995;2100;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020001772;590799995;9999;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020001913;590799995;2000;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020001913;590799995;2100;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020001913;590799995;9999;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020003877;020000253;1000;0;0;0.03;0;0.03;0;0.06;0;0;0;0;0;0;0.06;0;0;0;0;0;0.09
Q24;2013;020003877;020000253;2000;0;0;1.33;0;1.33;1;16.57;0;21.62;7.89;0.19;0;0.53;47.8;0;0;0;0;0;49.13
Q24;2013;020003877;020000253;2400;0;0;1.33;0;1.33;1;16.57;0;21.62;7.89;0.19;0;0.53;47.8;0;0;0;0;0;49.13
Q24;2013;020003877;020000253;9999;0;0;1.36;0;1.36;1;16.63;0;21.62;7.89;0.19;0;0.53;47.86;0;0;0;0;0;49.22
Q24;2013;020004156;590805065;2000;1.58;;3.74;;5.32;2.36;15.57;;6.7;9.92;0.1;;;34.65;;;;0.56;1;41.53
Q24;2013;020004156;590805065;2200;1.58;;3.74;;5.32;2.36;15.57;;6.7;9.92;0.1;;;34.65;;;;0.56;1;41.53
Q24;2013;020004156;590805065;9999;1.58;;3.74;;5.32;2.36;15.57;;6.7;9.92;0.1;;;34.65;;;;0.56;1;41.53
Q24;2013;020004297;020005179;2000;0.08;1;2.16;;3.24;1;6;;11.53;;0.5;;;19.03;;0.5;0.5;;;22.77
Q24;2013;020004297;020005179;2300;0.08;1;2.16;;3.24;1;6;;11.53;;0.5;;;19.03;;0.5;0.5;;;22.77
Q24;2013;020004297;020005179;9999;0.08;1;2.16;;3.24;1;6;;11.53;;0.5;;;19.03;;0.5;0.5;;;22.77
Q24;2013;020004677;020000261;2000;;;0.59;;0.59;1;11.74;;16.58;5.74;0.21;;2;37.27;;;;;0.17;38.03
Q24;2013;020004677;020000261;2500;;;0.59;;0.59;1;11.74;;16.58;5.74;0.21;;2;37.27;;;;;0.17;38.03
Q24;2013;020004677;020000261;9999;;;0.59;;0.59;1;11.74;;16.58;5.74;0.21;;2;37.27;;;;;0.17;38.03
Q24;2013;020005476;020000253;1000;0;0;0;0;0;0;0.06;0;0;0;0;0;0.02;0.08;0;0.01;0.01;0;0;0.09
Q24;2013;020005476;020000253;2000;0;0.03;0.9;0;0.93;1;13.55;0;15.96;8.6;0;0;0.99;40.1;0;0.2;0.2;0;0;41.23
Q24;2013;020005476;020000253;2500;0;0.03;0.9;0;0.93;1;13.55;0;15.96;8.6;0;0;0.99;40.1;0;0.2;0.2;0;0;41.23
Q24;2013;020005476;020000253;9999;0;0.03;0.9;0;0.93;1;13.61;0;15.96;8.6;0;0;1.01;40.18;0;0.21;0.21;0;0;41.32
Q24;2013;020006441;590799995;2000;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020006441;590799995;2100;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020006441;590799995;9999;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020006664;020000063;2000;0;0;5.81;0;5.81;8.49;89.54;0;0.92;14.82;3.5;0;0;117.27;0;0;0;0;0;123.08
Q24;2013;020006664;020000063;2200;0;0;5.81;0;5.81;8.49;89.54;0;0.92;14.82;3.5;0;0;117.27;0;0;0;0;0;123.08
Q24;2013;020006664;020000063;9999;0;0;5.81;0;5.81;8.49;89.54;0;0.92;14.82;3.5;0;0;117.27;0;0;0;0;0;123.08
Q24;2013;020010047;020001632;1000;1;;29;;30;;;;;5;;;;5;;;;;;35
Q24;2013;020010047;020001632;2000;;;;;;7;68.85;2.8;88.42;29.5;;10.59;;207.16;;1;1;6.71;6;220.87
Q24;2013;020010047;020001632;2100;;;;;;7;68.85;2.8;88.42;29.5;;10.59;;207.16;;1;1;6.71;6;220.87
Q24;2013;020010047;020001632;9999;1;;29;;30;7;68.85;2.8;88.42;34.5;;10.59;;212.16;;1;1;6.71;6;255.87
Q24;2013;020010310;750719361;2000;0.5;;1.66;;2.16;0.5;4.62;;1;;0.38;;0.6;7.1;3.71;0.75;4.46;;4.11;17.83
Q24;2013;020010310;750719361;2400;0.5;;1.66;;2.16;0.5;4.62;;1;;0.38;;0.6;7.1;3.71;0.75;4.46;;4.11;17.83
Q24;2013;020010310;750719361;9999;0.5;;1.66;;2.16;0.5;4.62;;1;;0.38;;0.6;7.1;3.71;0.75;4.46;;4.11;17.83
Q24;2013;020010898;750721334;2000;0.7;0.2;0.75;0;1.65;0.25;0;0;1.9;0.4;0.75;0;0;3.3;0;0;0;0;0;4.95
Q24;2013;020010898;750721334;2300;0.7;0.2;0.75;0;1.65;0.25;0;0;1.9;0.4;0.75;0;0;3.3;0;0;0;0;0;4.95
Q24;2013;020010898;750721334;9999;0.7;0.2;0.75;0;1.65;0.25;0;0;1.9;0.4;0.75;0;0;3.3;0;0;0;0;0;4.95
Q24;2013;020011698;020006318;2000;0.6;;3;;3.6;1;5;;4.6;;;;;10.6;;;;;;14.2
Q24;2013;020011698;020006318;2300;0.6;;3;;3.6;1;5;;4.6;;;;;10.6;;;;;;14.2
Q24;2013;020011698;020006318;9999;0.6;;3;;3.6;1;5;;4.6;;;;;10.6;;;;;;14.2
Q24;2013;020012613;590799995;2000;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020012613;590799995;2100;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020012613;590799995;9999;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020012860;590799995;2000;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020012860;590799995;2100;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020012860;590799995;9999;;;;;;0.09;;;;;;;;0.09;;;;;0.09;0.18
Q24;2013;020014767;590805065;2000;;;2.9;;2.9;1;;;15;;;;;16;;;;;;18.9
Q24;2013;020014767;590805065;2300;;;2.9;;2.9;1;;;15;;;;;16;;;;;;18.9
Q24;2013;020014767;590805065;9999;;;2.9;;2.9;1;;;15;;;;;16;;;;;;18.9
Q24;2013;030000012;030180020;1000;;;11.46;;11.46;;0.12;;0.1;0.06;;;0.06;0.34;;;;0.06;11;22.86
Q24;2013;030000012;030180020;2000;;;2.91;;2.91;2;14.64;;22.86;17.74;1;;10.91;69.15;2;0.8;2.8;1.4;;76.26
Q24;2013;030000012;030180020;2400;;;2.91;;2.91;2;14.64;;22.86;17.74;1;;10.91;69.15;2;0.8;2.8;1.4;;76.26
Q24;2013;030000012;030180020;9999;;;14.37;;14.37;2;14.76;;22.96;17.8;1;;10.97;69.49;2;0.8;2.8;1.46;11;99.12
Q24;2013;030000061;030780092;1000;6;3;113.09;;122.09;8.25;13.4;0.75;24.59;69.97;0.5;;3.19;120.65;2;3.54;5.54;1.76;217.33;467.37
Q24;2013;030000061;030780092;2000;;;95.62;;95.62;41.58;541.87;35.37;381.96;145.26;16.97;28.38;13.89;1205.28;1.92;19.28;21.2;77.26;10.44;1409.8
Q24;2013;030000061;030780092;2100;;;77.53;;77.53;25.6;299.63;35.37;274.98;43;6.4;28.38;6.73;720.09;0;2.03;2.03;77.26;9.92;886.83
Q24;2013;030000061;030780092;2200;;;15.7;;15.7;12.78;201.19;0;57.21;68.41;10.4;0;7.16;357.15;1.92;17.25;19.17;0;0.52;392.54
Q24;2013;030000061;030780092;2300;;;0.48;;0.48;0.43;6.07;0;1.36;0;0;0;0;7.86;0;0;0;0;0;8.34
Q24;2013;030000061;030780092;2400;;;0.91;;0.91;1.42;18.73;0;19.3;3.52;0.17;0;0;43.14;0;0;0;0;0;44.05
Q24;2013;030000061;030780092;2500;;;1;;1;1.35;16.25;0;29.11;30.33;0;0;0;77.04;0;0;0;0;0;78.04
