BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2013;620100750;620000273;N9999;17;14;18.82;;
BLOCS_P;2013;620101311;620027763;M100H;;21;6.3;0;1
BLOCS_P;2013;620101311;620027763;M1030;5;;5;0;1
BLOCS_P;2013;620101311;620027763;M200H;10;14;16.1;0;1
BLOCS_P;2013;620101311;620027763;N2200;26;2;27.3;;1
BLOCS_P;2013;620101311;620027763;N2510;3;1;3.86;;0
BLOCS_P;2013;620101311;620027763;NAUT;8;1;8.8;;1
BLOCS_P;2013;620101311;620027763;N9999;37;4;39.96;;
BLOCS_P;2013;620101501;620000364;M1030;7;;7;0;1
BLOCS_P;2013;620101501;620000364;M200H;26;;26;0;1
BLOCS_P;2013;620101501;620000364;N2200;23;;22;;
BLOCS_P;2013;620101501;620000364;N2320;4;;4;;
BLOCS_P;2013;620101501;620000364;N2510;9;;9;;
BLOCS_P;2013;620101501;620000364;NAUT;6;;5;;
BLOCS_P;2013;620101501;620000364;N9999;42;;40;;
BLOCS_P;2013;620105940;620000950;N2200;5;6;10.31;;
BLOCS_P;2013;620105940;620000950;N2310;1;;0.97;;
BLOCS_P;2013;620105940;620000950;N2510;1;;1.58;;
BLOCS_P;2013;620105940;620000950;NAUT;;1;0.97;;
BLOCS_P;2013;620105940;620000950;N9999;7;7;13.83;;
BLOCS_P;2013;620106088;620000976;N2200;6;;5.56;;
BLOCS_P;2013;620106088;620000976;N2510;3;;2.12;;
BLOCS_P;2013;620106088;620000976;N4160;1;;1;;
BLOCS_P;2013;620106088;620000976;N9999;9;;7.68;;
BLOCS_P;2013;620116046;620002311;M1030;;2;1;0;0
BLOCS_P;2013;620116046;620002311;M200H;;15;5;0;0
BLOCS_P;2013;620116046;620002311;N2200;6;;6;;
BLOCS_P;2013;620116046;620002311;N2510;4;;4;;
BLOCS_P;2013;620116046;620002311;N9999;10;;10;;
BLOCS_P;2013;620118513;620002915;M100H;6;7;9;0;1
BLOCS_P;2013;620118513;620002915;M1030;8;;8;0;1
BLOCS_P;2013;620118513;620002915;M200H;19;12;25;0;1
BLOCS_P;2013;620118513;620002915;N2200;28;9;25.71;;
BLOCS_P;2013;620118513;620002915;N2510;3;1;3.47;;
BLOCS_P;2013;620118513;620002915;NAUT;11;3;10.7;;
BLOCS_P;2013;620118513;620002915;N9999;42;13;39.88;;
BLOCS_P;2013;630000404;630780989;M1030;25;;26.7;1;
BLOCS_P;2013;630000404;630780989;M200H;22;;6.92;1;
BLOCS_P;2013;630000404;630780989;N2200;26;11;35.8;;1
BLOCS_P;2013;630000404;630780989;N2320;26;8;32.34;;1
BLOCS_P;2013;630000404;630780989;N2510;23;2;24.69;;1
BLOCS_P;2013;630000404;630780989;N4160;2;1;2.48;;
BLOCS_P;2013;630000404;630780989;NAUT;11;3;13.47;;
BLOCS_P;2013;630000404;630780989;N9999;86;24;106.3;;
BLOCS_P;2013;630000412;630780997;N2310;;2;1.2;0;0
BLOCS_P;2013;630000412;630780997;N2320;;2;1.6;0;0
BLOCS_P;2013;630000412;630780997;N2510;;7;4.4;0;0
BLOCS_P;2013;630000412;630780997;N4160;;1;0.05;0;0
BLOCS_P;2013;630000412;630780997;N9999;;11;7.2;;
BLOCS_P;2013;630000420;630781003;M1030;5;;5;1;1
BLOCS_P;2013;630000420;630781003;M200H;2;;2;1;1
BLOCS_P;2013;630000420;630781003;N2200;4;;4;;
BLOCS_P;2013;630000420;630781003;N2320;5;;5;;
BLOCS_P;2013;630000420;630781003;N4160;1;;1;;
BLOCS_P;2013;630000420;630781003;NAUT;3;;3;;
BLOCS_P;2013;630000420;630781003;N9999;12;;12;;
BLOCS_P;2013;630000438;630781011;M1030;3;;2.25;;
BLOCS_P;2013;630000438;630781011;M200H;5;;5;;
BLOCS_P;2013;630000438;630781011;N2200;3;;3;;
BLOCS_P;2013;630000438;630781011;N2310;4;3;6.86;;
BLOCS_P;2013;630000438;630781011;N2320;5;;5;;
BLOCS_P;2013;630000438;630781011;N2510;11;2;11.96;;
BLOCS_P;2013;630000438;630781011;N4160;1;;1;;
BLOCS_P;2013;630000438;630781011;N9999;23;5;26.82;;
BLOCS_P;2013;630000446;630781029;M200H;0;1;0.2;;
BLOCS_P;2013;630000446;630781029;N2200;1;0;1;;
BLOCS_P;2013;630000446;630781029;N2320;7;1;7.8;;
BLOCS_P;2013;630000446;630781029;N2510;5;0;5;;
BLOCS_P;2013;630000446;630781029;N4160;1;0;1;;
BLOCS_P;2013;630000446;630781029;N9999;13;1;13.8;;
BLOCS_P;2013;630000479;630781110;M1030;3;1;0.62;0;1
BLOCS_P;2013;630000479;630781110;M200H;5;5;8.08;0;1
BLOCS_P;2013;630000479;630781110;N2200;4;;3.32;0;1
BLOCS_P;2013;630000479;630781110;N2310;7;;7.25;0;1
BLOCS_P;2013;630000479;630781110;N2320;6;1;7.53;0;1
BLOCS_P;2013;630000479;630781110;N2510;2;;2.06;0;1
BLOCS_P;2013;630000479;630781110;N4160;1;;1;0;0
BLOCS_P;2013;630000479;630781110;NAUT;8;;8.38;0;1
BLOCS_P;2013;630000479;630781110;N9999;27;1;28.54;;
BLOCS_P;2013;630780211;630000107;M100H;26;43;34.6;;
BLOCS_P;2013;630780211;630000107;M1030;12;;12;;
BLOCS_P;2013;630780211;630000107;M200H;21;21;25.2;;
BLOCS_P;2013;630780211;630000107;N2200;27;8;32.37;;
BLOCS_P;2013;630780211;630000107;N2310;;1;0.5;;
BLOCS_P;2013;630780211;630000107;N2320;;1;0.8;;
BLOCS_P;2013;630780211;630000107;N2510;4;;4;;
BLOCS_P;2013;630780211;630000107;N4160;1;1;1.2;;
BLOCS_P;2013;630780211;630000107;NAUT;6;;6;;
BLOCS_P;2013;630780211;630000107;N9999;37;10;43.67;;
BLOCS_P;2013;630780369;630000164;M1030;3;2;4;;1
BLOCS_P;2013;630780369;630000164;M200H;3;;3;;1
BLOCS_P;2013;630780369;630000164;N2200;6;7;11.46;;1
BLOCS_P;2013;630780369;630000164;N2310;2;;2;;
BLOCS_P;2013;630780369;630000164;N2510;1;1;1.8;;
BLOCS_P;2013;630780369;630000164;N4160;1;1;1.5;;1
BLOCS_P;2013;630780369;630000164;NAUT;4;1;3.5;;
BLOCS_P;2013;630780369;630000164;N9999;13;9;18.76;;
BLOCS_P;2013;630781268;630780989;M1030;18;;14.58;1;
BLOCS_P;2013;630781268;630780989;M200H;11;1;3.56;1;
BLOCS_P;2013;630781268;630780989;N2200;13;7;16.06;;1
BLOCS_P;2013;630781268;630780989;N2310;;;;;1
BLOCS_P;2013;630781268;630780989;N2320;13;6;19.39;;1
BLOCS_P;2013;630781268;630780989;N2510;15;4;17.1;;0
BLOCS_P;2013;630781268;630780989;NAUT;7;2;9.54;;0
BLOCS_P;2013;630781268;630780989;N9999;48;19;62.09;;
BLOCS_P;2013;630781821;750043994;M100H;;8;0.11;0;1
BLOCS_P;2013;630781821;750043994;M1030;;2;0.17;0;0
BLOCS_P;2013;630781821;750043994;N2200;;3;1.5;0;0
BLOCS_P;2013;630781821;750043994;N2510;;2;0.91;0;0
BLOCS_P;2013;630781821;750043994;N4160;;1;0.1;0;0
BLOCS_P;2013;630781821;750043994;NAUT;;2;0.1;0;
BLOCS_P;2013;630781821;750043994;N9999;;7;2.51;;
BLOCS_P;2013;630781839;630000826;M100H;12;16;17.2;;
BLOCS_P;2013;630781839;630000826;M1030;15;;15;;
BLOCS_P;2013;630781839;630000826;M200H;26;2;26.8;;
BLOCS_P;2013;630781839;630000826;N2310;1;;0.34;;
BLOCS_P;2013;630781839;630000826;N2320;45;;42.9;;
BLOCS_P;2013;630781839;630000826;N2510;4;;3.56;;
BLOCS_P;2013;630781839;630000826;N4160;2;;2;;
BLOCS_P;2013;630781839;630000826;NAUT;3;;3;;
BLOCS_P;2013;630781839;630000826;N9999;53;;49.8;;
BLOCS_P;2013;630783108;630000867;M1030;2;1;2.5;1;
BLOCS_P;2013;630783108;630000867;M200H;;23;11.5;1;
BLOCS_P;2013;630783108;630000867;N2200;11;;11;;1
BLOCS_P;2013;630783108;630000867;N2510;2;;2;;
BLOCS_P;2013;630783108;630000867;N4160;;1;0.5;;
BLOCS_P;2013;630783108;630000867;NAUT;3;;3;;
BLOCS_P;2013;630783108;630000867;N9999;16;;16;;
BLOCS_P;2013;640000162;640780417;M100H;;1;2.49;;1
BLOCS_P;2013;640000162;640780417;M1030;18;2;15.91;1;0
BLOCS_P;2013;640000162;640780417;M200H;2;;4.41;;1
BLOCS_P;2013;640000162;640780417;N2200;39;12;47.5;;
BLOCS_P;2013;640000162;640780417;N2310;22;9;27.95;;
BLOCS_P;2013;640000162;640780417;N2320;12;4;14.46;;
BLOCS_P;2013;640000162;640780417;N2510;24;4;24.43;;
BLOCS_P;2013;640000162;640780417;NAUT;11;5;15.36;;
BLOCS_P;2013;640000162;640780417;N9999;108;34;129.7;;
BLOCS_P;2013;640000402;640780813;M1030;2;1;0.58;0;
BLOCS_P;2013;640000402;640780813;M200H;;4;0.7;0;
BLOCS_P;2013;640000402;640780813;N2200;5;1;4.5;;
BLOCS_P;2013;640000402;640780813;N2320;1;;1;0;1
BLOCS_P;2013;640000402;640780813;N2510;2;;1;;
BLOCS_P;2013;640000402;640780813;NAUT;1;;0.08;;
BLOCS_P;2013;640000402;640780813;N9999;9;1;6.58;;
BLOCS_P;2013;640000410;640780821;M100H;2;2;1.2;0;1
BLOCS_P;2013;640000410;640780821;M1030;5;1;5.6;1;0
BLOCS_P;2013;640000410;640780821;M200H;8;1;8;0;1
BLOCS_P;2013;640000410;640780821;N2200;11;3;13.4;0;1
BLOCS_P;2013;640000410;640780821;N2310;;2;1.6;0;1
BLOCS_P;2013;640000410;640780821;N2320;1;1;1.8;0;1
BLOCS_P;2013;640000410;640780821;N2510;1;;1;0;0
BLOCS_P;2013;640000410;640780821;N4160;1;;0.6;0;0
BLOCS_P;2013;640000410;640780821;N9999;13;6;17.8;;
BLOCS_P;2013;640000600;640781290;M100H;6;9;7.55;1;1
BLOCS_P;2013;640000600;640781290;M1030;15;1;15.2;1;1
BLOCS_P;2013;640000600;640781290;M200H;17;5;16.85;1;1
BLOCS_P;2013;640000600;640781290;N2200;25;1;26.95;1;1
BLOCS_P;2013;640000600;640781290;N2310;28;4;27.66;1;1
BLOCS_P;2013;640000600;640781290;N2320;22;2;22.31;1;1
BLOCS_P;2013;640000600;640781290;N2510;30;1;35.8;;
BLOCS_P;2013;640000600;640781290;N4160;3;;3.55;0;0
BLOCS_P;2013;640000600;640781290;NAUT;24;;28.14;;
BLOCS_P;2013;640000600;640781290;N9999;129;8;140.86;;
BLOCS_P;2013;640015921;640780821;M100H;1;;1;0;1
BLOCS_P;2013;640015921;640780821;M1030;1;2;2.5;;
BLOCS_P;2013;640015921;640780821;M200H;1;1;1.2;0;0
BLOCS_P;2013;640015921;640780821;N2200;3;1;3.75;0;1
BLOCS_P;2013;640015921;640780821;N2310;2;;2;0;0
BLOCS_P;2013;640015921;640780821;N4160;1;;0.2;0;0
BLOCS_P;2013;640015921;640780821;NAUT;1;1;1.5;0;0
BLOCS_P;2013;640015921;640780821;N9999;6;2;7.25;;
BLOCS_P;2013;640016580;640010658;M100H;;8;1.44;1;0
BLOCS_P;2013;640016580;640010658;M1030;;2;0.4;1;
BLOCS_P;2013;640016580;640010658;N2200;5;;4.8;0;1
BLOCS_P;2013;640016580;640010658;N9999;5;;4.8;;
BLOCS_P;2013;640016598;640010658;M100H;;8;2.88;;
BLOCS_P;2013;640016598;640010658;N2200;6;0;5.37;;
BLOCS_P;2013;640016598;640010658;N2510;3;0;2.38;;
BLOCS_P;2013;640016598;640010658;NAUT;;;1.5;;
BLOCS_P;2013;640016598;640010658;N9999;9;0;9.25;;
BLOCS_P;2013;640017646;640017638;M1030;3;0;1.38;0;1
BLOCS_P;2013;640017646;640017638;N2200;6;0;4;0;1
BLOCS_P;2013;640017646;640017638;N2310;1;1;1.26;0;0
BLOCS_P;2013;640017646;640017638;N2320;1;0;0.84;0;1
BLOCS_P;2013;640017646;640017638;N2510;4;1;3.07;0;1
BLOCS_P;2013;640017646;640017638;N9999;12;2;9.17;;
BLOCS_P;2013;640780268;640000113;M100H;;2;0.4;0;1
BLOCS_P;2013;640780268;640000113;M1030;5;;5;0;1
BLOCS_P;2013;640780268;640000113;M200H;24;11;27.9;0;1
BLOCS_P;2013;640780268;640000113;N2200;11;2;12.87;0;1
BLOCS_P;2013;640780268;640000113;NAUT;8;;10.12;0;0
BLOCS_P;2013;640780268;640000113;N9999;19;2;22.99;;
BLOCS_P;2013;640780409;640000154;M100H;;2;0.11;0;0
BLOCS_P;2013;640780409;640000154;M1030;;2;0.11;;0
BLOCS_P;2013;640780409;640000154;N2200;;4;0.22;0;0
BLOCS_P;2013;640780409;640000154;N9999;;4;0.22;;
BLOCS_P;2013;640780433;640012209;M100H;19;;9.5;;
BLOCS_P;2013;640780433;640012209;M1030;6;;6;;
BLOCS_P;2013;640780433;640012209;M200H;25;;12.5;;
BLOCS_P;2013;640780433;640012209;N2200;15;4;13.77;1;1
BLOCS_P;2013;640780433;640012209;N2510;1;2;1.46;;
BLOCS_P;2013;640780433;640012209;N4160;1;;1;;
BLOCS_P;2013;640780433;640012209;N9999;16;6;15.23;;
BLOCS_P;2013;640780482;640012209;N2200;18;12;28.08;;
BLOCS_P;2013;640780482;640012209;N2510;2;4;5.68;;
BLOCS_P;2013;640780482;640012209;NAUT;4;7;8.72;;
BLOCS_P;2013;640780482;640012209;N9999;24;23;42.48;;
BLOCS_P;2013;640780490;640000212;M100H;3;4;5;0;1
BLOCS_P;2013;640780490;640000212;M1030;6;1;5.5;0;1
BLOCS_P;2013;640780490;640000212;M200H;11;12;17;0;1
BLOCS_P;2013;640780490;640000212;N2200;21;1;20.53;0;1
BLOCS_P;2013;640780490;640000212;N2310;3;;3;0;1
BLOCS_P;2013;640780490;640000212;N2320;1;;1;0;1
BLOCS_P;2013;640780490;640000212;N4160;1;;0.8;0;0
BLOCS_P;2013;640780490;640000212;NAUT;9;;9;;
BLOCS_P;2013;640780490;640000212;N9999;34;1;33.53;;
BLOCS_P;2013;640780557;640000238;M100H;;10;1;1;0
BLOCS_P;2013;640780557;640000238;N2200;1;1;1.13;0;0
BLOCS_P;2013;640780557;640000238;NAUT;1;;1;0;0
BLOCS_P;2013;640780557;640000238;N9999;2;1;2.13;;
BLOCS_P;2013;640780672;640000337;M100H;;1;0.06;;
BLOCS_P;2013;640780672;640000337;N2200;;1;0.06;;
BLOCS_P;2013;640780672;640000337;N9999;;1;0.06;;
BLOCS_P;2013;640780748;640000360;N2200;14;3;15.74;;
BLOCS_P;2013;640780748;640000360;N2320;1;;0.96;;
BLOCS_P;2013;640780748;640000360;NAUT;1;;1.75;;
BLOCS_P;2013;640780748;640000360;N9999;16;3;18.45;;
BLOCS_P;2013;640780789;640012209;N2200;7;3;10.58;;
BLOCS_P;2013;640780789;640012209;N2310;1;;1;;
BLOCS_P;2013;640780789;640012209;N2510;3;;2.99;;
BLOCS_P;2013;640780789;640012209;NAUT;1;;1.04;;
BLOCS_P;2013;640780789;640012209;N9999;12;3;15.61;;
BLOCS_P;2013;640780938;640000451;M100H;;;;0;1
BLOCS_P;2013;640780938;640000451;M1030;7;;7;0;1
BLOCS_P;2013;640780938;640000451;M200H;55;4;57;0;1
BLOCS_P;2013;640780938;640000451;N2200;;;;0;1
BLOCS_P;2013;640780938;640000451;N2310;2;;2;0;0
BLOCS_P;2013;640780938;640000451;N2320;1;;1;0;1
BLOCS_P;2013;640780938;640000451;N2510;;;;0;1
BLOCS_P;2013;640780938;640000451;N4160;1;;1;0;1
BLOCS_P;2013;640780938;640000451;N9999;3;;3;;
BLOCS_P;2013;640780946;640000469;M100H;;18;9;0;1
BLOCS_P;2013;640780946;640000469;M1030;12;4;14;1;1
BLOCS_P;2013;640780946;640000469;M200H;34;7;37.5;0;1
BLOCS_P;2013;640780946;640000469;N2200;27;11;36.2;0;1
BLOCS_P;2013;640780946;640000469;N2510;8;1;8.6;;
BLOCS_P;2013;640780946;640000469;N4160;2;;2;0;1
BLOCS_P;2013;640780946;640000469;NAUT;14;3;15.3;;
BLOCS_P;2013;640780946;640000469;N9999;49;15;60.1;;
BLOCS_P;2013;640780987;640000493;M1030;3;;3;0;1
BLOCS_P;2013;640780987;640000493;M200H;2;;2;0;1
BLOCS_P;2013;640780987;640000493;N2200;9;;9.41;0;1
BLOCS_P;2013;640780987;640000493;N2310;1;;1;0;0
BLOCS_P;2013;640780987;640000493;N2510;2;;2;0;0
BLOCS_P;2013;640780987;640000493;N4160;;;0.72;0;0
BLOCS_P;2013;640780987;640000493;NAUT;2;;2;0;0
BLOCS_P;2013;640780987;640000493;N9999;14;;14.41;;
BLOCS_P;2013;640781225;640000568;M100H;;12;12;;1
BLOCS_P;2013;640781225;640000568;M1030;;2;2;;0
BLOCS_P;2013;640781225;640000568;N2200;9;;6;;1
BLOCS_P;2013;640781225;640000568;N4160;1;;1;;1
BLOCS_P;2013;640781225;640000568;NAUT;3;;2.5;;
BLOCS_P;2013;640781225;640000568;N9999;12;;8.5;;
BLOCS_P;2013;640787156;640001699;M100H;;3;0.3;0;0
BLOCS_P;2013;640787156;640001699;M1030;;1;0.4;0;0
BLOCS_P;2013;640787156;640001699;M200H;;4;0.3;0;0
BLOCS_P;2013;640787156;640001699;N2200;;1;0.7;0;0
BLOCS_P;2013;640787156;640001699;N2510;;2;1.3;0;0
BLOCS_P;2013;640787156;640001699;N4160;;1;0.1;0;0
BLOCS_P;2013;640787156;640001699;N9999;;3;2;;
BLOCS_P;2013;650000045;650780158;M1030;5;0;2.37;1;0
BLOCS_P;2013;650000045;650780158;M200H;4;0;2;0;1
BLOCS_P;2013;650000045;650780158;N2200;2;0;0.6;0;1
BLOCS_P;2013;650000045;650780158;N2310;5;1;5.49;0;1
BLOCS_P;2013;650000045;650780158;N2320;6;1;6.35;0;1
BLOCS_P;2013;650000045;650780158;N2510;4;1;4.75;0;1
BLOCS_P;2013;650000045;650780158;N4160;1;0;0.5;0;1
BLOCS_P;2013;650000045;650780158;NAUT;2;0;1.3;0;0
BLOCS_P;2013;650000045;650780158;N9999;19;3;18.49;;
BLOCS_P;2013;650000417;650783160;M1030;7;;7;0;1
BLOCS_P;2013;650000417;650783160;M200H;14;7;16.85;0;0
BLOCS_P;2013;650000417;650783160;N2200;14;10;20.15;0;0
BLOCS_P;2013;650000417;650783160;N2310;11;8;17.08;1;1
BLOCS_P;2013;650000417;650783160;N2320;4;7;9.01;0;0
BLOCS_P;2013;650000417;650783160;N2510;12;4;15.34;0;0
BLOCS_P;2013;650000417;650783160;N4160;1;0;1;0;0
BLOCS_P;2013;650000417;650783160;NAUT;9;2;6.57;0;0
BLOCS_P;2013;650000417;650783160;N9999;50;31;68.15;;
BLOCS_P;2013;650002579;650000243;M200H;;24;10.5;0;0
BLOCS_P;2013;650002579;650000243;N2200;11;4;13.6;0;0
BLOCS_P;2013;650002579;650000243;N2310;;2;0.63;0;0
BLOCS_P;2013;650002579;650000243;N2320;3;;3;0;0
BLOCS_P;2013;650002579;650000243;N2510;8;3;9.3;0;0
BLOCS_P;2013;650002579;650000243;NAUT;3;1;3.86;0;0
BLOCS_P;2013;650002579;650000243;N9999;25;10;30.39;;
BLOCS_P;2013;650780679;650000243;M100H;;;;0;1
BLOCS_P;2013;650780679;650000243;M1030;;14;3.5;0;1
BLOCS_P;2013;650780679;650000243;M200H;;15;6.25;0;1
BLOCS_P;2013;650780679;650000243;N2200;4;3;6.17;0;0
BLOCS_P;2013;650780679;650000243;N2310;2;;2;0;0
BLOCS_P;2013;650780679;650000243;N2320;;1;0.57;0;0
BLOCS_P;2013;650780679;650000243;N2510;4;;4;0;0
BLOCS_P;2013;650780679;650000243;N4160;1;;1;0;0
BLOCS_P;2013;650780679;650000243;NAUT;3;1;3.8;0;0
BLOCS_P;2013;650780679;650000243;N9999;13;5;16.54;;
BLOCS_P;2013;650784218;650780174;M1030;1;1;1.03;0;1
BLOCS_P;2013;650784218;650780174;M200H;1;;0.5;0;1
BLOCS_P;2013;650784218;650780174;N2200;8;;8.13;0;0
BLOCS_P;2013;650784218;650780174;N2310;5;;4.66;0;1
BLOCS_P;2013;650784218;650780174;N2320;2;;1.94;0;1
BLOCS_P;2013;650784218;650780174;N2510;1;;1;0;0
BLOCS_P;2013;650784218;650780174;N4160;2;;1.25;0;0
BLOCS_P;2013;650784218;650780174;NAUT;1;1;1.8;0;0
BLOCS_P;2013;650784218;650780174;N9999;17;1;17.53;;
BLOCS_P;2013;660000084;660780180;M1030;30;;30;1;1
BLOCS_P;2013;660000084;660780180;M200H;38;13;42;0;0
BLOCS_P;2013;660000084;660780180;N2200;25;7;29.49;1;1
BLOCS_P;2013;660000084;660780180;N2310;33;4;35.03;1;1
BLOCS_P;2013;660000084;660780180;N2320;26;4;29.81;1;1
BLOCS_P;2013;660000084;660780180;N2510;27;3;28.5;0;0
BLOCS_P;2013;660000084;660780180;N4160;2;;2;0;0
BLOCS_P;2013;660000084;660780180;NAUT;2;1;2.8;0;0
BLOCS_P;2013;660000084;660780180;N9999;113;19;125.63;;
BLOCS_P;2013;660006305;660006297;M100H;4;;4;0;1
BLOCS_P;2013;660006305;660006297;M1030;11;;11;;1
BLOCS_P;2013;660006305;660006297;N2200;46;;46;;1
BLOCS_P;2013;660006305;660006297;N2320;2;;2;;0
BLOCS_P;2013;660006305;660006297;N2510;11;;11;;0
BLOCS_P;2013;660006305;660006297;N4130;;;;;1
BLOCS_P;2013;660006305;660006297;N4160;1;;1;;1
BLOCS_P;2013;660006305;660006297;NAUT;7;;7;;0
BLOCS_P;2013;660006305;660006297;N9999;66;;66;;
BLOCS_P;2013;660780628;660000282;M1030;2;0;2;;
BLOCS_P;2013;660780628;660000282;M200H;4;12;8.03;0;0
BLOCS_P;2013;660780628;660000282;N2200;5;;5;0;1
BLOCS_P;2013;660780628;660000282;N2310;1;;1;0;0
BLOCS_P;2013;660780628;660000282;N2320;1;;1;0;0
BLOCS_P;2013;660780628;660000282;N2510;4;1;4.56;0;0
BLOCS_P;2013;660780628;660000282;N4160;1;;1;0;0
BLOCS_P;2013;660780628;660000282;NAUT;2;;2;0;0
BLOCS_P;2013;660780628;660000282;N9999;13;1;13.56;;
BLOCS_P;2013;660780669;660000324;M100H;4;4;6;0;1
BLOCS_P;2013;660780669;660000324;M1030;4;;4;1;0
BLOCS_P;2013;660780669;660000324;M200H;6;3;7;0;1
BLOCS_P;2013;660780669;660000324;N2200;14;;13;0;1
BLOCS_P;2013;660780669;660000324;N2310;2;;2;0;0
BLOCS_P;2013;660780669;660000324;N2510;1;;1;0;0
BLOCS_P;2013;660780669;660000324;N4160;1;;1;0;0
BLOCS_P;2013;660780669;660000324;N9999;17;;16;;
BLOCS_P;2013;660780776;660000399;M100H;5;;5;;1
BLOCS_P;2013;660780776;660000399;M1030;2;;2;;1
BLOCS_P;2013;660780776;660000399;M200H;4;3;5;0;1
BLOCS_P;2013;660780776;660000399;N2200;7;0;7;0;1
BLOCS_P;2013;660780776;660000399;N2310;;1;1;0;0
BLOCS_P;2013;660780776;660000399;N2510;5;0;5;0;1
BLOCS_P;2013;660780776;660000399;N4130;4;0;4;0;1
BLOCS_P;2013;660780776;660000399;N4160;3;0;3;0;1
BLOCS_P;2013;660780776;660000399;N9999;16;1;17;;
BLOCS_P;2013;660780784;660000407;M100H;11;1;11.25;1;1
BLOCS_P;2013;660780784;660000407;M1030;11;2;12;1;1
BLOCS_P;2013;660780784;660000407;M200H;12;;12;0;1
BLOCS_P;2013;660780784;660000407;N2200;37;16;48.3;0;1
BLOCS_P;2013;660780784;660000407;N2310;7;;7;0;1
BLOCS_P;2013;660780784;660000407;N2320;4;1;4.57;0;1
BLOCS_P;2013;660780784;660000407;N2510;14;4;16.9;;
BLOCS_P;2013;660780784;660000407;N4160;2;3;4.6;0;1
BLOCS_P;2013;660780784;660000407;NAUT;13;;13;;
BLOCS_P;2013;660780784;660000407;N9999;75;21;89.77;;
BLOCS_P;2013;660790387;660790379;M100H;;;;;1
BLOCS_P;2013;660790387;660790379;M1030;;;;;1
BLOCS_P;2013;660790387;660790379;M200H;;;;;1
BLOCS_P;2013;660790387;660790379;N2200;47;;45.9;;
BLOCS_P;2013;660790387;660790379;N2310;2;;2;;
BLOCS_P;2013;660790387;660790379;N2320;4;;4;;
BLOCS_P;2013;660790387;660790379;N2510;8;;8;;
BLOCS_P;2013;660790387;660790379;N4160;4;;4;;
BLOCS_P;2013;660790387;660790379;NAUT;8;;8;;
BLOCS_P;2013;660790387;660790379;N9999;69;;67.9;;
BLOCS_P;2013;670000025;670780055;M100H;7;5;3.83;0;1
BLOCS_P;2013;670000025;670780055;M1030;39;7;34;1;1
BLOCS_P;2013;670000025;670780055;N2200;83;18;88.51;;
BLOCS_P;2013;670000025;670780055;N2310;40;15;48.7;;
BLOCS_P;2013;670000025;670780055;N2320;24;8;30.86;;
BLOCS_P;2013;670000025;670780055;N2510;30;6;33.02;;
BLOCS_P;2013;670000025;670780055;NAUT;33;5;36.55;;
BLOCS_P;2013;670000025;670780055;N9999;210;52;237.64;;
BLOCS_P;2013;670000033;670780063;M1030;3;2;3.57;0;1
BLOCS_P;2013;670000033;670780063;M200H;3;2;3.07;0;1
BLOCS_P;2013;670000033;670780063;N2200;28;5;28.68;0;0
BLOCS_P;2013;670000033;670780063;N2310;5;;5.49;0;1
BLOCS_P;2013;670000033;670780063;N2320;1;1;1.9;0;0
BLOCS_P;2013;670000033;670780063;N2510;5;1;5.8;0;0
BLOCS_P;2013;670000033;670780063;NAUT;6;1;6.48;0;0
BLOCS_P;2013;670000033;670780063;N9999;45;8;48.35;;
BLOCS_P;2013;670000082;670780147;M100H;;;;;1
BLOCS_P;2013;670000082;670780147;M1030;;;;1;1
BLOCS_P;2013;670000082;670780147;M200H;;32;;;1
BLOCS_P;2013;670000082;670780147;N2200;18;4;17.19;0;1
BLOCS_P;2013;670000082;670780147;N2320;2;;2;0;1
BLOCS_P;2013;670000082;670780147;N2510;1;1;1.5;0;0
BLOCS_P;2013;670000082;670780147;N4160;1;;1;0;0
BLOCS_P;2013;670000082;670780147;NAUT;6;4;6.48;;
BLOCS_P;2013;670000082;670780147;N9999;27;9;27.17;;
BLOCS_P;2013;670000157;670780337;M100H;;12;5.15;;
BLOCS_P;2013;670000157;670780337;M1030;8;;7.07;1;0
BLOCS_P;2013;670000157;670780337;M200H;;17;5.07;0;1
BLOCS_P;2013;670000157;670780337;N2200;29;11;39.62;;
BLOCS_P;2013;670000157;670780337;N2310;17;2;17.18;;
BLOCS_P;2013;670000157;670780337;N2320;8;3;9.95;;
BLOCS_P;2013;670000157;670780337;N2510;6;;6.07;;
BLOCS_P;2013;670000157;670780337;N4130;4;;4;;
BLOCS_P;2013;670000157;670780337;N4160;2;1;2.1;;
BLOCS_P;2013;670000157;670780337;NAUT;12;10;17.77;;
BLOCS_P;2013;670000157;670780337;N9999;76;26;94.59;;
BLOCS_P;2013;670000165;670780345;M100H;;;;0;1
BLOCS_P;2013;670000165;670780345;M1030;11;;9.5;0;1
BLOCS_P;2013;670000165;670780345;M200H;12;;11.75;0;1
BLOCS_P;2013;670000165;670780345;N2200;11;;11.13;1;0
BLOCS_P;2013;670000165;670780345;N2310;8;;8.42;0;1
BLOCS_P;2013;670000165;670780345;N2320;5;;5;1;0
BLOCS_P;2013;670000165;670780345;N2510;3;;3;0;0
BLOCS_P;2013;670000165;670780345;NAUT;8;2;7.39;0;0
BLOCS_P;2013;670000165;670780345;N9999;35;2;34.94;;
BLOCS_P;2013;670000272;670780543;M100H;;1;0.5;0;0
