BOR;AN;FI;FI_EJ;RESTO1;RESTO2;RESTO3;RESTO4;RESTO5;BLANC1;BLANC2;BLANC3;BLANC4;BLANC5;NETTO1;NETTO2;NETTO3;NETTO4;NETTO5;INFOR1;INFOR2;INFOR3;INFOR4;INFOR5;ASSMED;ASSMED1;ASSMED2;FED;GCS;EJ_GCS1;EJ_GCS2;EJ_GCS3;EJ_GCS4;EJ_GCS5;ET1_GCS1;ET1_GCS2;ET1_GCS3;ET1_GCS4;ET1_GCS5;ET2_GCS1;ET2_GCS2;ET2_GCS3;ET2_GCS4;ET2_GCS5;ET3_GCS1;ET3_GCS2;ET3_GCS3;ET3_GCS4;ET3_GCS5;ET4_GCS1;ET4_GCS2;ET4_GCS3;ET4_GCS4;ET4_GCS5;ET5_GCS1;ET5_GCS2;ET5_GCS3;ET5_GCS4;ET5_GCS5;SITE_GCS
ORG;2013;010780294;690000278;;0;1;;;;0;1;;;;0;1;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;010780310;010000222;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;010780328;010000222;0;0;1;0;0;0;0;1;0;0;1;;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;010780476;750005068;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;010780492;360000707;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;010780708;310021381;;;1;;;;;1;;;1;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;010780799;750721334;1;0;0;0;0;0;0;1;;;1;0;0;;;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;010786259;010008407;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;010789006;670005834;;;;;1;;;1;;;;;1;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;010789717;010008407;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000089;020000022;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000097;020000048;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000105;020000055;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000162;020000063;1;0;0;0;;1;0;0;0;;1;0;0;0;;1;0;0;0;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000246;020000071;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000303;750814030;1;0;0;1;;1;0;0;1;;1;0;1;0;;1;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000311;020000550;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000360;020014742;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000386;020000600;1;;;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000394;020000253;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000519;020000261;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;1;1;0;0;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;020000535;020000287;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000543;020000295;1;0;1;0;;1;0;1;1;;1;0;0;0;;1;1;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000683;020002085;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020000915;020003620;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020001061;020004404;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020001087;020004495;1;0;0;1;;1;0;1;1;;1;0;0;0;;1;1;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020001772;590799995;0;0;0;0;1;0;0;0;0;;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020001913;590799995;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020003877;020000253;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020004156;590805065;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020004297;020005179;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;020004677;020000261;;;;;1;;;;;1;;;;;1;;;;;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020005476;020000253;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020006441;590799995;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020006664;020000063;1;;;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020010047;020001632;1;;;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020010310;750719361;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020010898;750721334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020011698;020006318;0;;;;;0;;;1;;1;;;;;1;;;1;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;020012613;590799995;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020012860;590799995;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;020014767;590805065;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030000012;030180020;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030000061;030780092;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;;;;;1;030780118;030780092;;;;030780092;030780092;;;;030780118;030785430;;;;;;;;;;;;;;;;;;;0
ORG;2013;030000079;030780100;1;0;0;1;;1;0;0;1;;1;0;1;0;;1;0;0;0;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030000087;030780118;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;1;030006944;;;;;030780118;;;;;030000061;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030000095;030780126;1;0;0;1;;1;;1;0;;1;;;0;;1;;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030000160;030780282;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030001689;030005821;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030002208;030002158;1;;;;;1;;;;1;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030003669;630000990;0;0;1;0;;0;0;1;0;;0;0;1;0;;1;0;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030003719;630000990;0;0;1;0;;0;0;1;0;;0;0;1;0;;1;0;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030003768;630000990;0;0;1;0;;0;0;1;0;;0;0;1;0;;1;0;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030780548;030000194;;;1;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030781116;030000426;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;030781637;030780100;1;0;0;1;;1;;0;1;;1;;1;0;;1;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;030785430;030785422;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040000028;040780124;1;;;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;040000036;040780132;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040000044;040780140;1;;;;;1;;;;;1;;;;;0;1;;;;;;;;1;040003972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040000051;040780173;1;;;;;1;;;;;1;;;;;1;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040000069;040780181;1;;;1;;1;1;;;;;;1;;;;;1;;;;;;;1;040003972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2013;040000077;040780199;1;;;;;1;;1;0;;1;;0;0;;1;;0;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;040000085;040780207;1;0;0;0;;1;1;1;0;;1;0;1;0;;1;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040000093;040780215;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;1;040003972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040000119;040780231;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040000127;040780249;;;;;1;;1;;;;1;;;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040000135;050002948;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;050007368;050002948;;;;050000090;;;;;050000124;;;;;050000116;;;;;;;;;;;;;;;0
ORG;2013;040000911;040788879;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;040002248;040000168;1;;;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040003113;330029208;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040780389;040000150;;;1;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040780405;040000168;1;;;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040780470;040000192;0;0;1;0;;0;0;1;0;;1;0;0;0;;1;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040780488;040000200;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040780520;920000395;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040782021;130037815;1;;;;;0;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040784860;330029208;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;040787541;330029208;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000041;130037815;1;;0;0;;0;0;1;0;;1;;1;;;1;;0;0;;;;;;1;050002039;;;;;050005107;;;;;050000116;;;;;050000546;;;;;;;;;;;;;;;1
ORG;2013;050000058;050000033;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;050000066;050000082;1;;;;;1;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000090;050006931;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000132;050007145;1;0;0;0;0;1;;;1;;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000223;050000108;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000231;050000116;1;0;0;;;0;0;1;0;;1;0;0;0;;1;0;0;0;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000256;050000124;1;;;;;1;;;;;1;;;;;1;;;;;;;;2;1;830016358;;;;;050000116;;;;;050002948;;;;;040788879;;;;;060780897;;;;;130781131;;;;;
ORG;2013;050000298;050000496;1;;;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000306;050000538;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000330;050007145;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000348;050002948;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;;;;1;1;050007368;050002948;;;;050002948;;;;;050000090;;;;;050000124;;;;;050000116;;;;;;;;;;0
ORG;2013;050000371;050003508;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000454;050000645;1;0;0;0;;1;0;1;0;;1;0;0;0;;1;0;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000462;050000660;1;;1;;;1;;;;;1;;1;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000488;050000678;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000637;050001163;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050000991;050000546;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;;;;;1;050002039;;;;;050000116;;;;;050000041;;;;;050000991;;;;;;;;;;;;;;;0
ORG;2013;050001064;050000561;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050002351;130037815;0;;1;0;;0;;1;0;;1;;1;0;;1;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050003359;380793802;;;1;;;;;1;;;;;1;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050006022;380793802;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;050006436;050002948;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;050007368;050002948;;;;050002948;;;;;050000090;;;;;050000124;;;;;050000116;;;;;;;;;;0
ORG;2013;050007368;050007343;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;;;;;1;050007343;;;;;050002948;;;;;050000116;;;;;050000124;;;;;050006931;;;;;;;;;;0
ORG;2013;060000163;060780327;0;;1;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000296;060780640;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000304;060780657;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000411;060780780;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000445;060780814;1;;;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000478;060780897;;1;;;;;1;;;;1;;1;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000486;060780905;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000494;060780921;1;0;0;0;;1;0;0;0;;1;0;0;0;;0;0;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000510;060780954;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000528;060780962;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;;;;;0;060000528;;;;;060793775;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000536;060006889;1;0;0;1;;1;0;0;0;;1;0;0;0;;1;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000544;060780988;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060000551;060781010;1;;;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060001450;060785011;1;;;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060002102;060791761;0;;;1;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060005469;750043994;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060006558;060798865;;;0;;;;;1;;;;;1;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060010188;060000221;;;1;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060010949;060790540;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060015328;060015278;;;1;;;1;;;;;1;;;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;060019213;060005188;;;1;;;1;;1;;;1;;;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
