BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2013;920000601;920110053;0;;;;;1;15;0;392;5;5021;2;2;2;;2.19;2;1;;0;;1;;;;;8;10;1;;3;8.77;8.93;0.1;;2.96
MCOGER;2013;920000635;920150026;1;500;0;500;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;920000643;920150034;0;;;;;1;12;;213;0;2235;1;;2;;2.08;;0;;0;;5;3;;;3;0;;;;;4.85;2.15;;;2.72
MCOGER;2013;920000650;920150059;1;528;324;352;23.89;1;14;;432;0;5091;1;1;2;2;2.56;2.56;0;0;0;0;8;7;;;5;;;1;;1;8;7;0.8;;5.53
MCOGER;2013;920100013;750712184;1;;;;1;1;26;1;789;161;7876;6;;4;;8.55;;;;;;7;11;;;;3;1;;;;9.54;11.82;;;
MCOGER;2013;920100021;750712184;0;;;;;1;33;0;715;1;10494;4;4;0;0;4;4;0;0;0;0;14;16;0;1;1;3;2;0;0;0;15.5;17.5;0;1;1
MCOGER;2013;920100039;750712184;1;;;;;1;12;;275;0;3422;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;920100047;750712184;0;;;;;1;18;1;810;136;10218;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;920100062;750712184;0;;;;;1;20;2;528;313;6533;2;2;;;2;2;1;1;1;1;8;10;;;;1;1;;;;7.8;10.6;;;
MCOGER;2013;930000286;930021480;1;1243;0;885;;1;22;1;1121;354;8447;7;3;;;6.4;2.4;;;;;10;15;;1;7;2;1;;;1;7.47;14.26;;0.4;6.93
MCOGER;2013;930000302;930110036;1;493;0;493;1.6;1;34;2;1138;144;11276;3;3;0;0;3.4;3.4;1;1;0;0;14;21;;;6;0;0;;;1;13.12;20.12;;;7.96
MCOGER;2013;930000328;930110051;1;250;250;;1;1;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;930000336;930110069;1;;;;;1;14;4;642;2;7136;3;;;;2.72;;;;;;8;7;;;;;;;;;8;6.8;;;
MCOGER;2013;930100011;750712184;0;;;;;1;36;1;957;448;11292;5;2;2;;5.7;2;0;;;;16;23;;;15;;3;1;1;1;15.5;23.18;0.1;0.1;9.39
MCOGER;2013;930100037;750712184;1;;;;;1;8;;224;0;3031;;2;;;;2;;;;;5;6;;;1;1;2;;;0;5.55;4.99;;;0.91
MCOGER;2013;930706239;930110051;1;250;250;;1;1;22;2;622;105;7145;4;;2;;5.2;;1;;;;12;13;3;;10;;;;;;11.12;13.96;0.92;;8.65
MCOGER;2013;940000573;940110018;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;940000599;940110042;1;465;0;348;0.8;1;12;;;;;1;1;1;;1.2;1;1;1;1;1;4;6;0;0;2;1;;;;;4.5;6;;;2
MCOGER;2013;940000649;940150014;1;100;;100;1.3;1;29;1;860;135;9964;1;1;1;1;1.7;1.7;0;0;0;0;10;13;;;;1;;;;1;10.37;10.79;;;0.5
MCOGER;2013;940100027;750712184;1;325;;258;1;1;55;5;1594;1192;19407;5;4;3;2;6.8;5.3;0;0;1;1;41;45;;;1;3;1;;;;43.1;45.8;;;1
MCOGER;2013;940100035;750712184;0;;;;;1;94;5;3587;842;35833;7;7;5;5;9.8;9.8;0;0;1;1;35;48;0;0;3;11;5;3;2;4;41.5;52.3;0.9;0.7;5.4
MCOGER;2013;940100043;750712184;1;;;;2;1;24;0;625;1;7906;3;;0;;3;;;;;;13;13;0;0;0;2;2;0;0;0;14.6;14.6;0;0;0
MCOGER;2013;940100050;750712184;0;;;;;1;44;4;1365;1209;15174;3;1;3;3;4.6;2.6;0;0;1;1;10;22;1;;12;1;2;;;7;10.8;23.8;0.6;;1.9
MCOGER;2013;940100068;750712184;0;;;;;1;34;6;902;1095;12408;4;4;1;1;3.9;3.9;;;;;;13;;0;;1;1;1;0;5;0.5;12.6;0.5;;1
MCOGER;2013;950000307;950110015;1;822;2;544;2.5;1;27;4;552;313;10282;6;3;0;0;5.18;2.3;1;1;1;1;12;14;0;0;14;0;1;0;0;1;11.54;14.91;0;0;13.41
MCOGER;2013;950000315;950001370;1;;;86;1.06;1;11;1;285;98;3251;1;;;;0.4;;0;0;0;0;;;;;;;;;;;;;;;
MCOGER;2013;950000323;950013870;1;505;;450;1.44;1;70;2;1738;490;24100;11;;1;;10.79;;1;;1;;27;36;;;8;4;2;;;4;30.52;35.2;;;8.44
MCOGER;2013;950000331;950110049;1;149;0;;;1;13;1;425;80;4637;1;1;1;1;1.1;1.1;0;0;0;0;13;16;;;3;0;;;;3;9.98;15.91;;;3.92
MCOGER;2013;950000356;950013870;1;;;;3.69;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;950000364;950110080;1;425;0;289;0.4;1;26;0;687;94;9060;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;950000406;950150037;0;;;;;1;12;0;327;3;4213;1;1;1;1;1.42;1.8;;;1;;6;10;;0;;2;;1;0;2;7;10;0.1;0;0.5
MCOGER;2013;950100016;750712184;0;;;;;1;24;1;522;141;6447;12;;2;;12.67;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;970100442;970100228;1;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;970200036;970202156;0;;;;;1;25;1;554;4;4459;1;;;;1;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;970211215;970211207;1;510;211;2;1.2;1;18;4;670;147;5012;;;3;1;2.2;0.8;0;0;0;1;;;;;;12;9;;;45;12;9;;;4.5
MCOGER;2013;970211223;970211207;0;;;;;1;20;;578;2;6669;1;;;;1;;0;0;0;0;10;15;;;2;;;;;;10;14.82;;;1.99
MCOGER;2013;970211231;970211207;0;;;;;1;26;5;591;825;8256;;;;;;;0;0;0;0;18;19;;;4;;;;;;18;19;;;4
MCOGER;2013;970400024;970408589;1;1429;80;722;4.5;1;20;0;705;4;7359;3;3;4;;4.3;3;0;0;0;0;10;14;;;1;;;;;2;10;14;;;1.9
MCOGER;2013;970400057;970408589;1;839;683;874;4.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;970400065;970421038;1;;;;;1;10;;444;;3637;3;0;0;0;2.21;0;;;;;6;9;0;0;3;1;0;0;0;0;6.85;8.29;0;0;2.43
MCOGER;2013;970400073;970403606;0;;;;;1;24;0;1572;9;7888;3;2;;;2.96;2;;;;;12;16;;;2;;;;;;11.93;16.27;;;2.83
MCOGER;2013;970400180;970408589;0;;;;;1;27;4;708;446;7361;2;2;1;;2.5;1.5;0;0;1;1;11;18;1;;;;;;;4;11;18;0.75;;1.5
