BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2013;840007850;840002844;112AX;;;;4;4;989;;;;
DIALYSE;2013;840007850;840002844;1130X;;;;12;45;6911;;;;
DIALYSE;2013;840007850;840002844;1140X;;;;12;23;3135;;;;
DIALYSE;2013;840007850;840002844;1150A;;;;6;6;881;;;;
DIALYSE;2013;840007850;840002844;121AA;;;;;18;;;808;;
DIALYSE;2013;840007850;840002844;121CA;;;;22;22;;;1072;;
DIALYSE;2013;840007850;840002844;122BA;;;;0;0;;;57;;
DIALYSE;2013;840007850;840002844;TOT;0;;;;;;;;45;21
DIALYSE;2013;840011043;840002844;112BA;;;;31;122;17701;;;;
DIALYSE;2013;840011043;840002844;112BE;;;;0;0;4;;;;
DIALYSE;2013;840011043;840002844;TOT;0;;;;;;;;52;
DIALYSE;2013;840012538;840002844;1140X;;;;6;10;1238;;;;
DIALYSE;2013;840012538;840002844;TOT;0;;;;;;;;3;
DIALYSE;2013;840012546;840002844;1140X;;;;6;7;1117;;;;
DIALYSE;2013;840012546;840002844;TOT;0;;;;;;;;2;
DIALYSE;2013;840015200;130006794;1140X;;;;7;14;2177;;;;
DIALYSE;2013;840015200;130006794;TOT;0;;;;;;;;4;
DIALYSE;2013;840017222;840002844;112BA;;;;15;61;9019;;;;
DIALYSE;2013;840017222;840002844;1130X;;;;23;36;4167;;;;
DIALYSE;2013;840017222;840002844;TOT;0;;;;;;;;22;
DIALYSE;2013;840017230;840002844;1140X;;;;6;9;1138;;;;
DIALYSE;2013;840017230;840002844;TOT;0;;;;;;;;3;
DIALYSE;2013;840017461;840002844;112BA;;;;15;62;9205;;;;
DIALYSE;2013;840017461;840002844;1130X;;;;18;37;5170;;;;
DIALYSE;2013;840017461;840002844;TOT;0;;;;;;;;28;
DIALYSE;2013;850000142;850000019;112AX;;;;4;7;920;;;;
DIALYSE;2013;850000142;850000019;112BA;;;;21;68;10372;;;;
DIALYSE;2013;850000142;850000019;121AA;;;;;2;;;9;;
DIALYSE;2013;850000142;850000019;121CA;;;;;1;;;9;;
DIALYSE;2013;850000142;850000019;122AX;;;;;1;;;18;;
DIALYSE;2013;850000142;850000019;122BA;;;;1;2;;;;;
DIALYSE;2013;850000142;850000019;TOT;1;3;80;;;;2;;104;12
DIALYSE;2013;850009333;440002590;1130X;;;;28;58;8964;;;;
DIALYSE;2013;850009333;440002590;1140X;;;;28;24;3832;;;;
DIALYSE;2013;850009333;440002590;TOT;0;;;;;;;;23;
DIALYSE;2013;850009762;440002590;VACAN;;;;6;0;334;;;;
DIALYSE;2013;850011271;440002590;1130X;;;;12;27;3824;;;;
DIALYSE;2013;850011271;440002590;1140X;;;;12;11;1846;;;;
DIALYSE;2013;850011271;440002590;TOT;0;;;;;;;;11;
DIALYSE;2013;850022047;440002590;1130X;;;;4;1;55;;;;
DIALYSE;2013;850022047;440002590;TOT;0;;;;;;;;1;
DIALYSE;2013;850023151;440002590;1130X;;;;8;10;493;;;;
DIALYSE;2013;850023151;440002590;TOT;0;;;;;;;;2;
DIALYSE;2013;850025156;440002590;112BA;;;;24;47;9587;;;;
DIALYSE;2013;850025156;440002590;1130X;;;;6;6;523;;;;
DIALYSE;2013;850025156;440002590;1140X;;;;6;11;1566;;;;
DIALYSE;2013;850025156;440002590;TOT;0;;;;;;;;11;
DIALYSE;2013;860000223;860013077;112BA;;;;19;120;15644;;;;
DIALYSE;2013;860000223;860013077;112BE;;;;;;44;;;;
DIALYSE;2013;860000223;860013077;122AX;;;;1;1;;;88;;
DIALYSE;2013;860000223;860013077;TOT;0;;;;;;;;79;15
DIALYSE;2013;860005768;860000348;112AX;;;;1;1;35;;;;
DIALYSE;2013;860005768;860000348;1130X;;;;9;20;3228;;;;
DIALYSE;2013;860005768;860000348;1140X;;;;2;3;327;;;;
DIALYSE;2013;860782598;860000348;112AX;;;;1;1;95;;;;
DIALYSE;2013;860782598;860000348;1130X;;;;11;33;5109;;;;
DIALYSE;2013;860782598;860000348;1140X;;;;6;14;1717;;;;
DIALYSE;2013;860782598;860000348;121AA;;;;;12;;;533;;
DIALYSE;2013;860782598;860000348;121CA;;;;5;5;;;179;;
DIALYSE;2013;860782598;860000348;TOT;0;;;;;;;;30;13
DIALYSE;2013;870000064;870000015;112BA;;;;30;97;15846;;;;
DIALYSE;2013;870000064;870000015;121AA;;;;;;;;66;;
DIALYSE;2013;870000064;870000015;122BA;;;;;3;;;;;
DIALYSE;2013;870000064;870000015;AUTRE;;;;;1;;;;;
DIALYSE;2013;870000064;870000015;TOT;0;;;;;;0;;41;2
DIALYSE;2013;870000080;870000700;112AX;;;;4;6;777;;;;
DIALYSE;2013;870000080;870000700;112BA;;;;12;44;7371;;;;
DIALYSE;2013;870000080;870000700;1150A;;;;1;1;142;;;;
DIALYSE;2013;870000080;870000700;121AA;;;;;29;;;1436;;
DIALYSE;2013;870000080;870000700;121CA;;;;54;25;;;1063;;
DIALYSE;2013;870000080;870000700;122AX;;;;4;1;;;63;;
DIALYSE;2013;870000080;870000700;TOT;0;;;;;;4;;50;26
DIALYSE;2013;870000080;870000700;VACAN;;;;;;221;;;;
DIALYSE;2013;870014792;870000700;1130X;;;;16;65;9239;;;;
DIALYSE;2013;870014792;870000700;1140X;;;;6;27;3884;;;;
DIALYSE;2013;870014792;870000700;VACAN;;;;;;262;;;;
DIALYSE;2013;880001458;540001112;1140X;;;;8;4;744;;;;
DIALYSE;2013;880001730;540001112;1140X;;;;8;7;988;;;;
DIALYSE;2013;880785019;540001112;1130X;;;;8;12;2104;;;;
DIALYSE;2013;880785019;540001112;1140X;;;;8;11;1159;;;;
DIALYSE;2013;880785548;540001112;1140X;;;;12;11;1703;;;;
DIALYSE;2013;880788591;880780150;112AX;;;;2;0;36;;;;
DIALYSE;2013;880788591;880780150;112BA;;;;20;87;12153;;;;
DIALYSE;2013;880788591;880780150;TOT;0;;;;;;;;41;
DIALYSE;2013;890003130;670005834;1130X;;;;8;10;1209;;;;
DIALYSE;2013;890003130;670005834;1140X;;;;6;4;658;;;;
DIALYSE;2013;890008295;670005834;112AX;;;;1;0;76;;;;
DIALYSE;2013;890008295;670005834;1130X;;;;16;42;6948;;;;
DIALYSE;2013;890008295;670005834;1140X;;;;4;4;588;;;;
DIALYSE;2013;890972862;670005834;121AA;;;;;12;;;637;;
DIALYSE;2013;890972862;670005834;121CA;;;;3;3;;;106;;
DIALYSE;2013;890973431;670005834;112AX;;;;2;5;856;;;;
DIALYSE;2013;890973431;670005834;121AA;;;;;2;;;164;;
DIALYSE;2013;890973431;670005834;121CA;;;;6;6;;;306;;
DIALYSE;2013;890975527;890000037;112BA;;;;12;57;8487;;;;
DIALYSE;2013;890975527;890000037;122AX;;;;1;;;;16;;
DIALYSE;2013;890975550;890970569;112BA;;;;16;55;7970;;;;
DIALYSE;2013;890975550;890970569;121AA;;;;;2;;;8;;
DIALYSE;2013;890975550;890970569;121CA;;;;1;0;;;6;;
DIALYSE;2013;890975550;890970569;122BA;;;;0;2;;;5;;
DIALYSE;2013;890975550;890970569;TOT;0;;;;;;2;;19;3
DIALYSE;2013;900001728;670005834;1130X;;;;8;14;2019;;;;
DIALYSE;2013;900001728;670005834;1140X;;;;2;2;316;;;;
DIALYSE;2013;910000090;750806853;1140X;;;;8;11;1988;;;;
DIALYSE;2013;910000090;750806853;TOT;0;;;;;;;;1;
DIALYSE;2013;910000090;750806853;VACAN;;;;;;87;;;;
DIALYSE;2013;910002609;910008259;112BA;;;;12;;9475;;;;
DIALYSE;2013;910002609;910008259;1130X;;;;3;;1845;;;;
DIALYSE;2013;910005057;910000660;1140X;;;;11;19;2859;;;;
DIALYSE;2013;910005057;910000660;TOT;0;;;;;;0;;3;0
DIALYSE;2013;910005057;910000660;VACAN;;;;11;1;15;;;;
DIALYSE;2013;910009349;940000060;112AX;;;;2;1;31;;;;
DIALYSE;2013;910009349;940000060;112BA;;;;15;63;9545;;;;
DIALYSE;2013;910009349;940000060;1130X;;;;;16;1953;;;;
DIALYSE;2013;910009349;940000060;TOT;0;;;;;;1;;16;
DIALYSE;2013;910017433;910017615;1140X;;;;10;6;679;;;;
DIALYSE;2013;910018373;910000447;1140X;;;;10;8;1505;;;;
DIALYSE;2013;910020254;910002773;112BA;;;;;;5007;;;;
DIALYSE;2013;910020254;910002773;122AX;;;;;;;;14;;
DIALYSE;2013;910150010;910014919;112AX;;;;2;0;27;;;;
DIALYSE;2013;910150010;910014919;112BA;;;;18;69;10953;;;;
DIALYSE;2013;910150010;910014919;1130X;;;;12;13;1314;;;;
DIALYSE;2013;910150010;910014919;TOT;0;;;;;;0;;13;
DIALYSE;2013;910300144;910000447;112AX;;;;1;0;33;;;;
DIALYSE;2013;910300144;910000447;112BA;;;;15;113;16146;;;;
DIALYSE;2013;910300144;910000447;1130X;;;;12;17;2469;;;;
DIALYSE;2013;910300144;910000447;1140X;;;;10;8;1505;;;;
DIALYSE;2013;910300219;910003888;112BA;;;;16;74;9374;;;;
DIALYSE;2013;910300219;910003888;121AA;;;;;9;;;367;;
DIALYSE;2013;910300219;910003888;121CA;;;;8;8;;;353;;
DIALYSE;2013;910300219;910003888;122AX;;;;1;0;;;57;;
DIALYSE;2013;910300219;910003888;122BA;;;;1;0;;;22;;
DIALYSE;2013;910803543;910017615;112BA;;;;16;97;14903;;;;
DIALYSE;2013;910803543;910017615;1130X;;;;8;13;1502;;;;
DIALYSE;2013;910811959;280000852;1140X;;;;6;17;2565;;;;
DIALYSE;2013;910813963;940000060;1140X;;;;12;23;3129;;;;
DIALYSE;2013;910813963;940000060;TOT;0;;;;;;;;3;
DIALYSE;2013;910814144;750806853;1140X;;;;8;7;876;;;;
DIALYSE;2013;910814144;750806853;TOT;0;;;;;;;;3;
DIALYSE;2013;910814144;750806853;VACAN;;;;;;8;;;;
DIALYSE;2013;920000619;920009909;112BA;;;;14;55;8021;;;;
DIALYSE;2013;920000619;920009909;122AX;;;;2;4;;;15;;
DIALYSE;2013;920000619;920009909;TOT;0;;;;;;0;;11;1
DIALYSE;2013;920000650;920150059;112BA;;;;9;38;4867;;;;
DIALYSE;2013;920003811;940000060;1140X;;;;6;18;2568;;;;
DIALYSE;2013;920004959;920004918;1140X;;;;13;21;3240;;;;
DIALYSE;2013;920022605;750831059;1140X;;;;10;20;2123;;;;
DIALYSE;2013;920022704;920025012;1140X;;;;12;23;2698;;;;
DIALYSE;2013;920025210;750806853;1140X;;;;8;7;838;;;;
DIALYSE;2013;920025210;750806853;TOT;0;;;;;;;;1;
DIALYSE;2013;920100013;750712184;112AX;;;;2;0;3;;;;
DIALYSE;2013;920100013;750712184;112BA;;;;9;96;4106;;;;
DIALYSE;2013;920300043;920001526;112BA;;;;16;100;14732;;;;
DIALYSE;2013;920300043;920001526;1130X;;;;8;19;2928;;;;
DIALYSE;2013;920300415;920000890;112BA;;;;16;107;16679;;;;
DIALYSE;2013;920300415;920000890;1130X;;;;12;7;918;;;;
DIALYSE;2013;920300753;920810736;112BA;;;;17;64;9207;;;;
DIALYSE;2013;920300753;920810736;1130X;;;;4;4;145;;;;
DIALYSE;2013;920300753;920810736;121AA;;;;;19;;;894;;
DIALYSE;2013;920300753;920810736;121CA;;;;2;7;;;832;;
DIALYSE;2013;920300753;920810736;122AX;;;;1;0;;;32;;
DIALYSE;2013;920300753;920810736;122BA;;;;2;1;;;28;;
DIALYSE;2013;920300753;920810736;TOT;0;;;;;;;;35;9
DIALYSE;2013;920300787;920000981;112BA;;;;12;47;6257;;;;
DIALYSE;2013;920300787;920000981;TOT;0;;;;;;0;;13;0
DIALYSE;2013;920300837;920001005;112BA;;;;17;61;8589;;;;
DIALYSE;2013;920300837;920001005;1130X;;;;3;3;524;;;;
DIALYSE;2013;920300837;920001005;1140X;;;;3;0;56;;;;
DIALYSE;2013;920300837;920001005;TOT;0;;;;;;5;;21;
DIALYSE;2013;920811775;940000060;1140X;;;;19;44;6438;;;;
DIALYSE;2013;920811775;940000060;TOT;0;;;;;;;;4;
DIALYSE;2013;930000302;930110036;112AX;;;;;15;531;;;;
DIALYSE;2013;930000302;930110036;112BA;;;;16;159;8334;;;;
DIALYSE;2013;930000302;930110036;1130X;;;;;19;812;;;;
DIALYSE;2013;930000302;930110036;122AX;;;;;2;;;155;;
DIALYSE;2013;930003355;930003330;1140X;;;;18;37;6403;;;;
DIALYSE;2013;930003355;930003330;TOT;0;;;;;;0;;1;0
DIALYSE;2013;930003942;940000060;1140X;;;;17;47;8751;;;;
DIALYSE;2013;930003942;940000060;TOT;0;;;;;;;;5;
DIALYSE;2013;930014428;930014378;112BA;;;;19;87;12466;;;;
DIALYSE;2013;930014428;930014378;121AA;;;;;0;;;337;;
DIALYSE;2013;930014428;930014378;122AX;;;;1;7;;;76;;
DIALYSE;2013;930014428;930014378;TOT;0;;;;;;;;13;2
DIALYSE;2013;930017496;930005038;1140X;;;;7;11;1386;;;;
DIALYSE;2013;930018460;940000060;1140X;;;;18;51;4783;;;;
DIALYSE;2013;930018460;940000060;TOT;0;;;;;;;;8;
DIALYSE;2013;930022603;940000060;1130X;;;;12;59;8806;;;;
DIALYSE;2013;930022603;940000060;TOT;0;;;;;;;;11;
DIALYSE;2013;930300025;930000393;112BA;;;;15;242;12284;;;;
DIALYSE;2013;930300025;930000393;1130X;;;;8;101;5358;;;;
DIALYSE;2013;930300066;930000401;112BA;;;;48;259;36009;;;;
DIALYSE;2013;930300066;930000401;1130X;;;;8;24;2638;;;;
DIALYSE;2013;930300587;930000641;112BA;;;;32;110;16647;;;;
DIALYSE;2013;930300587;930000641;1130X;;;;4;4;699;;;;
DIALYSE;2013;930300595;930000658;112AX;;;;2;0;57;;;;
DIALYSE;2013;930300595;930000658;112BA;;;;14;91;13330;;;;
DIALYSE;2013;930300595;930000658;1130X;;;;8;8;1045;;;;
DIALYSE;2013;930813910;750806853;1140X;;;;16;12;1924;;;;
DIALYSE;2013;930813910;750806853;TOT;0;;;;;;;;2;
DIALYSE;2013;930813910;750806853;VACAN;;;;;;21;;;;
DIALYSE;2013;930815618;750806853;112AX;;;;1;5;488;;;;
DIALYSE;2013;930815618;750806853;1130X;;;;25;114;17253;;;;
DIALYSE;2013;930815618;750806853;1140X;;;;6;12;1674;;;;
DIALYSE;2013;930815618;750806853;TOT;0;;;;;;;;29;
DIALYSE;2013;930815618;750806853;VACAN;;;;;;75;;;;
DIALYSE;2013;930816079;930816061;1140X;;;;10;34;5017;;;;
DIALYSE;2013;930816079;930816061;121AA;;;;;3;;;112;;
DIALYSE;2013;930816079;930816061;121CA;;;;1;1;;;30;;
DIALYSE;2013;930816079;930816061;TOT;0;;;;;;;;1;1
DIALYSE;2013;930817333;930817325;112AX;;;;1;3;478;;;;
DIALYSE;2013;930817333;930817325;112BA;;;;16;59;8764;;;;
DIALYSE;2013;930817333;930817325;1130X;;;;16;50;6626;;;;
DIALYSE;2013;930817333;930817325;1140X;;;;18;41;5808;;;;
DIALYSE;2013;930817333;930817325;122AX;;;;1;0;;;6;;
DIALYSE;2013;930817333;930817325;TOT;0;;;;;;;;2;1
DIALYSE;2013;930817606;930705827;1140X;;;;24;40;5840;;;;
DIALYSE;2013;930817606;930705827;121CA;;;;;1;;;52;;
DIALYSE;2013;940000078;940000060;112AX;;;;1;0;61;;;;
DIALYSE;2013;940000078;940000060;1130X;;;;18;77;11731;;;;
DIALYSE;2013;940000078;940000060;1140X;;;;;2;489;;;;
DIALYSE;2013;940000078;940000060;TOT;0;;;;;;1;;0;
DIALYSE;2013;940006679;940017338;112BA;;;;18;72;11136;;;;
DIALYSE;2013;940006679;940017338;1130X;;;;4;4;888;;;;
DIALYSE;2013;940006679;940017338;1140X;;;;6;5;506;;;;
DIALYSE;2013;940006679;940017338;TOT;0;;;;;;1;;;
DIALYSE;2013;940016868;940016819;112AX;;;;1;1;51;;;;
DIALYSE;2013;940016868;940016819;112BA;;;;20;75;9894;;;;
DIALYSE;2013;940016868;940016819;1130X;;;;4;7;1008;;;;
DIALYSE;2013;940016868;940016819;1140X;;;;6;6;;;;;
DIALYSE;2013;940016868;940016819;121AA;;;;;3;;;252;;
DIALYSE;2013;940016868;940016819;121CA;;;;2;1;;;231;;
DIALYSE;2013;940016868;940016819;122AX;;;;2;1;;;183;;
DIALYSE;2013;940016868;940016819;122BA;;;;2;3;;;292;;
DIALYSE;2013;940016868;940016819;TOT;0;;;;;;1;;29;16
DIALYSE;2013;940016868;940016819;VACAN;;;;1;1;96;;;;
DIALYSE;2013;940019375;940000060;1140X;;;;6;9;2390;;;;
DIALYSE;2013;940100027;750712184;112BA;;;;7;104;2677;;;;
DIALYSE;2013;940100043;750712184;112BA;;;;8;32;4118;;;;
DIALYSE;2013;940100043;750712184;121AA;;;;;2;;;5;;
DIALYSE;2013;940100043;750712184;121CA;;;;0;2;;;6;;
DIALYSE;2013;940100043;750712184;122AX;;;;0;4;;;55;;
DIALYSE;2013;940100043;750712184;122BA;;;;0;0;;;154;;
DIALYSE;2013;940300031;940000706;112BA;;;;16;76;11855;;;;
DIALYSE;2013;940300031;940000706;1130X;;;;16;7;1418;;;;
DIALYSE;2013;940300270;940000771;112BA;;;;17;55;8343;;;;
DIALYSE;2013;940300270;940000771;1130X;;;;13;12;1137;;;;
DIALYSE;2013;940300445;940000854;112BA;;;;16;134;17527;;;;
DIALYSE;2013;940300445;940000854;1130X;;;;8;13;1518;;;;
DIALYSE;2013;940300494;940000896;112BA;;;;17;139;20831;;;;
DIALYSE;2013;940300494;940000896;1130X;;;;16;34;4634;;;;
DIALYSE;2013;940300494;940000896;TOT;0;;;;;;;;60;
DIALYSE;2013;940813017;940000060;1140X;;;;12;51;7466;;;;
DIALYSE;2013;940813017;940000060;TOT;0;;;;;;;;6;
DIALYSE;2013;940814460;940000060;1140X;;;;12;42;6213;;;;
DIALYSE;2013;940814460;940000060;TOT;0;;;;;;;;3;
DIALYSE;2013;950000364;950110080;112BA;;;;21;197;9927;;;;
DIALYSE;2013;950000364;950110080;112BE;;;;0;0;74;;;;
DIALYSE;2013;950000364;950110080;122AX;;;;;;;;101;;
DIALYSE;2013;950000364;950110080;122BA;;;;;5;;;;;
DIALYSE;2013;950000364;950110080;TOT;0;;;;;;;;53;7
DIALYSE;2013;950002709;950015438;112AX;;;;2;;0;;;;
DIALYSE;2013;950002709;950015438;112BA;;;;12;150;7745;;;;
DIALYSE;2013;950002709;950015438;1130X;;;;10;53;2594;;;;
DIALYSE;2013;950002709;950015438;1140X;;;;10;;2503;;;;
DIALYSE;2013;950002709;950015438;TOT;0;;;;;;2;;14;0
DIALYSE;2013;950300095;950000455;112BA;;;;18;125;17760;;;;
DIALYSE;2013;950300095;950000455;1130X;;;;12;14;1595;;;;
DIALYSE;2013;950300277;950000547;112BA;;;;17;126;19430;;;;
DIALYSE;2013;950300277;950000547;1130X;;;;10;3;558;;;;
DIALYSE;2013;950300277;950000547;1140X;;;;10;20;3007;;;;
DIALYSE;2013;950300277;950000547;TOT;0;;;;;;2;;;
DIALYSE;2013;950300350;950015438;112AX;;;;2;;0;;;;
DIALYSE;2013;950300350;950015438;112BA;;;;12;150;7505;;;;
DIALYSE;2013;950300350;950015438;1130X;;;;10;53;2594;;;;
DIALYSE;2013;950300350;950015438;1140X;;;;10;;;;;;
DIALYSE;2013;950300350;950015438;TOT;0;;;;;;2;;14;0
DIALYSE;2013;950806307;950806869;1140X;;;;15;29;4447;;;;
DIALYSE;2013;950806307;950806869;121AA;;;;;1;;;75;;
DIALYSE;2013;950807982;950001636;112BA;;;;12;48;8195;;;;
DIALYSE;2013;950807982;950001636;1130X;;;;6;7;649;;;;
DIALYSE;2013;950807982;950001636;TOT;0;;;;;;1;;;
DIALYSE;2013;950808725;950806869;1140X;;;;15;20;2866;;;;
DIALYSE;2013;950808949;750806853;1130X;;;;10;26;4219;;;;
DIALYSE;2013;950808949;750806853;1140X;;;;;4;735;;;;
DIALYSE;2013;950808949;750806853;TOT;0;;;;;;;;9;
DIALYSE;2013;950808949;750806853;VACAN;;;;;;386;;;;
DIALYSE;2013;970100111;970100343;112BA;;;;18;87;14594;;;;
DIALYSE;2013;970100111;970100343;1130X;;;;6;11;1491;;;;
DIALYSE;2013;970100442;970100228;112BA;;;;20;148;6740;;;;
DIALYSE;2013;970100442;970100228;TOT;0;;;;;;4;;;
DIALYSE;2013;970102596;970100491;112AX;;;;;4;302;;;;
DIALYSE;2013;970102596;970100491;112BA;;;;32;161;24676;;;;
DIALYSE;2013;970102596;970100491;1130X;;;;14;55;8545;;;;
DIALYSE;2013;970102596;970100491;1140X;;;;5;4;597;;;;
DIALYSE;2013;970102596;970100491;121AA;;;;;2;;;61;;
DIALYSE;2013;970102596;970100491;122AX;;;;3;0;;;7;;
DIALYSE;2013;970102596;970100491;TOT;0;;;;;;;;92;1
DIALYSE;2013;970107454;970103024;112AX;;;;4;4;610;;;;
DIALYSE;2013;970107454;970103024;112BA;;;;9;58;9627;;;;
DIALYSE;2013;970107454;970103024;1130X;;;;10;42;6546;;;;
DIALYSE;2013;970107454;970103024;1150A;;;;5;;868;;;;
DIALYSE;2013;970107454;970103024;121AA;;;;;2;;;;;
DIALYSE;2013;970107454;970103024;121CA;;;;;4;;;;;
DIALYSE;2013;970107454;970103024;TOT;0;;;;;;1;;5;1
DIALYSE;2013;970107587;970103024;1130X;;;;18;23;3670;;;;
DIALYSE;2013;970107587;970103024;1140X;;;;10;16;2455;;;;
DIALYSE;2013;970107587;970103024;TOT;0;;;;;;;;3;
DIALYSE;2013;970107595;970103024;1140X;;;;6;22;3453;;;;
DIALYSE;2013;970107595;970103024;121AA;;;;;4;;;4;;
DIALYSE;2013;970107595;970103024;121CA;;;;1;1;;;11;;
DIALYSE;2013;970107595;970103024;TOT;0;;;;;;;;3;
DIALYSE;2013;970107611;970103024;1140X;;;;4;0;556;;;;
DIALYSE;2013;970107637;970103024;112AX;;;;4;4;612;;;;
DIALYSE;2013;970107637;970103024;112BA;;;;9;58;9004;;;;
DIALYSE;2013;970107637;970103024;1130X;;;;10;42;6572;;;;
DIALYSE;2013;970107637;970103024;1140X;;;;9;32;4177;;;;
DIALYSE;2013;970107637;970103024;TOT;0;;;;;;1;;5;
DIALYSE;2013;970111670;970103024;1140X;;;;14;17;2781;;;;
DIALYSE;2013;970111670;970103024;TOT;0;;;;;;2;;;
DIALYSE;2013;970203493;970200457;1140X;;;;7;160;2270;;;;
DIALYSE;2013;970203493;970200457;121AA;;;;;37;;;1733;;
DIALYSE;2013;970203493;970200457;121CA;;;;3;0;;;28;;
DIALYSE;2013;970203774;970203766;112AX;;;;1;2;53;;;;
DIALYSE;2013;970203774;970203766;112BA;;;;18;38;14598;;;;
DIALYSE;2013;970209219;970209169;112BA;;;;14;62;9712;;;;
DIALYSE;2013;970209219;970209169;TOT;0;;;;;;;;9;
DIALYSE;2013;970210282;970200457;1140X;;;;7;8;881;;;;
DIALYSE;2013;970210290;970200457;1140X;;;;28;77;11751;;;;
DIALYSE;2013;970210290;970200457;121AA;;;;;37;;;1733;;
DIALYSE;2013;970210290;970200457;121CA;;;;3;0;;;28;;
DIALYSE;2013;970210308;970200457;1140X;;;;8;18;2623;;;;
DIALYSE;2013;970210316;970200457;1140X;;;;8;19;2508;;;;
DIALYSE;2013;970210324;970200457;1140X;;;;12;23;3426;;;;
DIALYSE;2013;970211231;970211207;112BA;;;;16;154;14017;;;;
DIALYSE;2013;970211231;970211207;112BE;;;;;;130;;;;
DIALYSE;2013;970211272;970211207;1130X;;;;16;64;13951;;;;
DIALYSE;2013;970300026;970302022;112BA;;;;11;143;6736;;;;
DIALYSE;2013;970300026;970302022;TOT;1;;;;;;;;;
DIALYSE;2013;970302055;970303285;112BA;;;;20;63;9609;;;;
DIALYSE;2013;970302535;970300216;1140X;;;;14;38;5359;;;;
DIALYSE;2013;970303350;970300216;1140X;;;;5;8;1213;;;;
DIALYSE;2013;970304580;970300216;1140X;;;;8;24;3418;;;;
DIALYSE;2013;970400024;970408589;112BA;;;;16;58;8093;;;;
DIALYSE;2013;970400024;970408589;112BE;;;;4;22;2891;;;;
DIALYSE;2013;970400024;970408589;TOT;0;;;;;;;;91;
DIALYSE;2013;970400057;970408589;112BA;;;;18;176;9566;;;;
DIALYSE;2013;970400057;970408589;122BA;;;;3;;;;0;;
DIALYSE;2013;970400073;970403606;112BA;;;;14;49;6810;;;;
DIALYSE;2013;970400073;970403606;TOT;0;;;;;;2;;;
DIALYSE;2013;970403663;970463600;1130X;;;;8;16;2432;;;;
DIALYSE;2013;970403663;970463600;1140X;;;;6;36;5514;;;;
DIALYSE;2013;970403663;970463600;TOT;0;;;;;;1;;8;
DIALYSE;2013;970403671;970463600;1140X;;;;8;24;3839;;;;
DIALYSE;2013;970403671;970463600;TOT;0;;;;;;1;;;
DIALYSE;2013;970403697;970463592;1140X;;;;14;53;8152;;;;
DIALYSE;2013;970403705;970463592;1130X;;;;10;45;6534;;;;
DIALYSE;2013;970403705;970463592;1140X;;;;11;36;6299;;;;
DIALYSE;2013;970403721;970463592;112AX;;;;1;0;53;;;;
DIALYSE;2013;970403721;970463592;1130X;;;;15;45;6977;;;;
DIALYSE;2013;970403747;970463592;1140X;;;;14;24;6206;;;;
DIALYSE;2013;970403754;970463592;1140X;;;;14;36;5284;;;;
DIALYSE;2013;970403762;970463592;1140X;;;;11;25;4037;;;;
DIALYSE;2013;970403770;970463592;1140X;;;;15;44;5543;;;;
DIALYSE;2013;970404018;970400271;112BA;;;;24;78;11128;;;;
DIALYSE;2013;970404018;970400271;TOT;0;;;;;;2;;;
DIALYSE;2013;970404158;970463592;112AX;;;;2;1;73;;;;
DIALYSE;2013;970404158;970463592;112BA;;;;14;48;6903;;;;
DIALYSE;2013;970404158;970463592;1130X;;;;14;48;7223;;;;
DIALYSE;2013;970405064;970463592;112BA;;;;20;68;10347;;;;
DIALYSE;2013;970405411;970405403;112BA;;;;33;163;24844;;;;
DIALYSE;2013;970405452;970405403;112BA;;;;27;131;19807;;;;
DIALYSE;2013;970405676;970463592;121AA;;;;;31;;;1688;;
DIALYSE;2013;970405676;970463592;121CA;;;;57;27;;;1346;;
DIALYSE;2013;970405676;970463592;122AX;;;;4;1;;;501;;
DIALYSE;2013;970406641;970463592;1140X;;;;14;39;3057;;;;
DIALYSE;2013;970407151;970463592;112AX;;;;2;2;143;;;;
DIALYSE;2013;970407151;970463592;1130X;;;;14;57;9074;;;;
DIALYSE;2013;970407151;970463592;1140X;;;;14;62;8851;;;;
DIALYSE;2013;970407722;970463600;1140X;;;;6;25;4077;;;;
DIALYSE;2013;970407722;970463600;TOT;0;;;;;;1;;6;
DIALYSE;2013;970467197;970463600;1130X;;;;12;55;9020;;;;
DIALYSE;2013;970467197;970463600;1140X;;;;6;30;4567;;;;
DIALYSE;2013;970467197;970463600;TOT;0;;;;;;2;;4;
DIALYSE;2013;980500763;970407250;1140X;;;;19;48;5364;;;;
DIALYSE;2013;980500912;970463592;121AA;;;;;1;;;39;;
DIALYSE;2013;980500912;970463592;121CA;;;;3;2;;;80;;
