BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2013;590811279;590780193;112BA;;;;26;68;11205;;;;
DIALYSE;2013;590811279;590780193;1130X;;;;12;31;3843;;;;
DIALYSE;2013;590811279;590780193;1150A;;;;2;;;;;;
DIALYSE;2013;590811279;590780193;122AX;;;;;1;;;147;;
DIALYSE;2013;590813341;590799995;1140X;;;;9;11;1540;;;;
DIALYSE;2013;590813747;590001467;1140X;;;;8;10;1405;;;;
DIALYSE;2013;590813747;590001467;TOT;0;;;;;;2;;;
DIALYSE;2013;590815007;620112581;1140X;;;;11;27;4342;;;;
DIALYSE;2013;590815007;620112581;TOT;0;;;;;;3;;6;
DIALYSE;2013;600000194;600100713;112BA;;;;18;70;9660;;;;
DIALYSE;2013;600000194;600100713;121AA;;;;;3;;;70;;
DIALYSE;2013;600000194;600100713;121CA;;;;1;2;;;65;;
DIALYSE;2013;600000194;600100713;122AX;;;;1;0;;;26;;
DIALYSE;2013;600000194;600100713;TOT;0;;;;;;;;34;4
DIALYSE;2013;600000467;600101984;112BA;;;;21;91;13248;;;;
DIALYSE;2013;600002067;590799995;1130X;;;;9;8;1167;;;;
DIALYSE;2013;600002067;590799995;1140X;;;;7;12;1695;;;;
DIALYSE;2013;600008734;590799995;1140X;;;;13;25;4101;;;;
DIALYSE;2013;600100754;600000228;112BA;;;;25;213;12666;;;;
DIALYSE;2013;600100754;600000228;122BA;;;;;6;;;147;;
DIALYSE;2013;600109748;590799995;1130X;;;;9;31;3746;;;;
DIALYSE;2013;600109748;590799995;1140X;;;;7;23;3502;;;;
DIALYSE;2013;600110399;600010201;1140X;;;;7;10;1451;;;;
DIALYSE;2013;600112460;600010201;112AX;;;;;0;5;;;;
DIALYSE;2013;600112460;600010201;1130X;;;;14;44;6703;;;;
DIALYSE;2013;600112460;600010201;1140X;;;;7;17;2464;;;;
DIALYSE;2013;600112460;600010201;121AA;;;;;8;;;387;;
DIALYSE;2013;600112460;600010201;121CA;;;;2;2;;;62;;
DIALYSE;2013;600112460;600010201;122AX;;;;;0;;;6;;
DIALYSE;2013;610000051;610780082;112AX;;;;2;0;164;;;;
DIALYSE;2013;610000051;610780082;112BA;;;;9;110;5776;;;;
DIALYSE;2013;610000051;610780082;121AA;;;;;12;;;472;;
DIALYSE;2013;610000051;610780082;121CA;;;;1;13;;;511;;
DIALYSE;2013;610000051;610780082;122AX;;;;1;6;;;25;;
DIALYSE;2013;610000051;610780082;122BA;;;;1;25;;;280;;
DIALYSE;2013;610000051;610780082;TOT;0;;;;;;1;;21;2
DIALYSE;2013;610000119;610780165;112AX;;;;1;;3;;;;
DIALYSE;2013;610000119;610780165;112BA;;;;10;46;5913;;;;
DIALYSE;2013;610000119;610780165;1140X;;;;10;11;1608;;;;
DIALYSE;2013;610000119;610780165;121AA;;;;;3;;;166;;
DIALYSE;2013;610000119;610780165;121CA;;;;2;2;;;225;;
DIALYSE;2013;610000119;610780165;122AX;;;;1;0;;;15;;
DIALYSE;2013;610000119;610780165;122BA;;;;;1;;;77;;
DIALYSE;2013;610000119;610780165;TOT;0;;;;;;1;;16;3
DIALYSE;2013;610006710;140000852;1140X;;;;8;12;1614;;;;
DIALYSE;2013;610006728;140000852;1130X;;;;10;20;2574;;;;
DIALYSE;2013;610006728;140000852;1140X;;;;10;13;2055;;;;
DIALYSE;2013;610006728;140000852;1150A;;;;1;1;237;;;;
DIALYSE;2013;610006728;140000852;121AA;;;;;12;;;635;;
DIALYSE;2013;610006728;140000852;121CA;;;;16;16;;;780;;
DIALYSE;2013;610006736;140000852;1140X;;;;4;9;1106;;;;
DIALYSE;2013;610006736;140000852;121AA;;;;;0;;;166;;
DIALYSE;2013;610006736;140000852;121CA;;;;;0;;;225;;
DIALYSE;2013;620000034;620100057;112AX;;;;2;0;36;;;;
DIALYSE;2013;620000034;620100057;112BA;;;;18;76;11331;;;;
DIALYSE;2013;620000034;620100057;1130X;;;;12;12;1623;;;;
DIALYSE;2013;620000034;620100057;1150A;;;;;3;;;;;
DIALYSE;2013;620000034;620100057;121AA;;;;;1;;;48;;
DIALYSE;2013;620000034;620100057;121CA;;;;0;1;;;52;;
DIALYSE;2013;620000034;620100057;122AX;;;;0;0;;;4;;
DIALYSE;2013;620000034;620100057;AUTRE;;;;;;5101;;;;
DIALYSE;2013;620000034;620100057;TOT;0;;;;;;;;36;1
DIALYSE;2013;620000224;620100651;112AX;;;;1;1;255;;;;
DIALYSE;2013;620000224;620100651;112BA;;;;22;89;13015;;;;
DIALYSE;2013;620000224;620100651;121AA;;;;;;;;3;;
DIALYSE;2013;620000224;620100651;121CA;;;;;4;;;122;;
DIALYSE;2013;620000224;620100651;122BA;;;;2;16;;;96;;
DIALYSE;2013;620000257;620100685;112AX;;;;1;1;10;;;;
DIALYSE;2013;620000257;620100685;112BA;;;;16;16;2428;;;;
DIALYSE;2013;620000257;620100685;1130X;;;;16;16;2544;;;;
DIALYSE;2013;620000257;620100685;TOT;0;;;;;;;;5;0
DIALYSE;2013;620000653;620103440;112AX;;;;1;1;24;;;;
DIALYSE;2013;620000653;620103440;112BA;;;;50;185;27104;;;;
DIALYSE;2013;620000653;620103440;1130X;;;;6;7;1114;;;;
DIALYSE;2013;620000653;620103440;1140X;;;;55;117;18499;;;;
DIALYSE;2013;620000653;620103440;1150A;;;;20;22;3749;;;;
DIALYSE;2013;620000653;620103440;121AA;;;;;1;;;;;
DIALYSE;2013;620000653;620103440;121CA;;;;16;16;;;2113;;
DIALYSE;2013;620000653;620103440;122BA;;;;;1;;;;;
DIALYSE;2013;620000653;620103440;TOT;1;1;8;;;;1;;93;4
DIALYSE;2013;620000653;620103440;VACAN;;;;;0;145;;;;
DIALYSE;2013;620010058;590799995;1140X;;;;15;48;6953;;;;
DIALYSE;2013;620011338;590799995;1140X;;;;13;23;4594;;;;
DIALYSE;2013;620018705;620112581;1150A;;;;;5;1579;;;;
DIALYSE;2013;620018705;620112581;121AA;;;;;35;;;1798;;
DIALYSE;2013;620018705;620112581;121CA;;;;34;34;;;2606;;
DIALYSE;2013;620020636;620112581;1140X;;;;11;17;2533;;;;
DIALYSE;2013;620020636;620112581;TOT;0;;;;;;5;;5;
DIALYSE;2013;620024208;620002352;112AX;;;;2;0;116;;;;
DIALYSE;2013;620024208;620002352;112BA;;;;18;64;9974;;;;
DIALYSE;2013;620024208;620002352;1130X;;;;12;20;2527;;;;
DIALYSE;2013;620024208;620002352;1140X;;;;12;16;2435;;;;
DIALYSE;2013;620024208;620002352;121AA;;;;;;;;62;;
DIALYSE;2013;620024208;620002352;122AX;;;;2;1;;;35;;
DIALYSE;2013;620024208;620002352;TOT;0;;;;;;2;;24;1
DIALYSE;2013;620025494;620112581;1130X;;;;11;35;5053;;;;
DIALYSE;2013;620025494;620112581;1140X;;;;12;31;5527;;;;
DIALYSE;2013;620025494;620112581;TOT;0;;;;;;4;;27;
DIALYSE;2013;620026997;590799995;1140X;;;;7;24;3707;;;;
DIALYSE;2013;620101501;620000364;112BA;;;;31;382;27601;;;;
DIALYSE;2013;620101501;620000364;1130X;;;;8;110;7299;;;;
DIALYSE;2013;620101501;620000364;121CA;;;;;;;;10;;
DIALYSE;2013;620101501;620000364;122BA;;;;;;;;20;;
DIALYSE;2013;620101501;620000364;TOT;0;;;;;;;;7;7
DIALYSE;2013;620115170;620112581;1140X;;;;11;29;5050;;;;
DIALYSE;2013;620115170;620112581;TOT;0;;;;;;5;;9;
DIALYSE;2013;620115410;620112581;1140X;;;;12;29;5637;;;;
DIALYSE;2013;620115410;620112581;TOT;0;;;;;;7;;9;
DIALYSE;2013;620117309;620112581;1140X;;;;12;18;2932;;;;
DIALYSE;2013;620117309;620112581;TOT;0;;;;;;4;;2;
DIALYSE;2013;620117325;620112581;1140X;;;;10;29;4317;;;;
DIALYSE;2013;620117325;620112581;TOT;0;;;;;;2;;5;
DIALYSE;2013;620117812;620112581;1140X;;;;11;29;4753;;;;
DIALYSE;2013;620117812;620112581;TOT;0;;;;;;6;;11;
DIALYSE;2013;620120063;620112581;1140X;;;;9;12;2043;;;;
DIALYSE;2013;620120063;620112581;TOT;0;;;;;;1;;4;
DIALYSE;2013;630000404;630780989;112BA;;;;29;96;13958;;;;
DIALYSE;2013;630005668;630000990;112BA;;;;23;83;13125;;;;
DIALYSE;2013;630005668;630000990;TOT;0;;;;;;;;42;
DIALYSE;2013;630007698;630000990;112AX;;;;;0;60;;;;
DIALYSE;2013;630007698;630000990;1140X;;;;5;12;1744;;;;
DIALYSE;2013;630007698;630000990;TOT;0;;;;;;;;3;0
DIALYSE;2013;630007748;630000990;112AX;;;;;0;29;;;;
DIALYSE;2013;630007748;630000990;1140X;;;;8;16;2507;;;;
DIALYSE;2013;630007748;630000990;TOT;0;;;;;;;;5;0
DIALYSE;2013;630007789;630000990;1140X;;;;5;5;730;;;;
DIALYSE;2013;630007839;630000990;112AX;;;;;0;33;;;;
DIALYSE;2013;630007839;630000990;1140X;;;;8;14;2255;;;;
DIALYSE;2013;630007839;630000990;TOT;0;;;;;;;;4;0
DIALYSE;2013;630007888;630000990;112AX;;;;;0;62;;;;
DIALYSE;2013;630007888;630000990;1140X;;;;5;5;1069;;;;
DIALYSE;2013;630007888;630000990;TOT;0;;;;;;;;3;0
DIALYSE;2013;630781268;630780989;112BE;;;;1;0;3;;;;
DIALYSE;2013;630784742;630000990;112AX;;;;3;12;1363;;;;
DIALYSE;2013;630784742;630000990;1130X;;;;14;58;8683;;;;
DIALYSE;2013;630784742;630000990;1140X;;;;6;18;2152;;;;
DIALYSE;2013;630784742;630000990;1150A;;;;4;4;657;;;;
DIALYSE;2013;630784742;630000990;121AA;;;;;16;;;920;;
DIALYSE;2013;630784742;630000990;121CA;;;;19;19;;;938;;
DIALYSE;2013;630784742;630000990;122AX;;;;1;;;;78;;
DIALYSE;2013;630784742;630000990;TOT;0;;;;;;;;38;12
DIALYSE;2013;640000162;640780417;112AX;;;;4;218;1691;;;;
DIALYSE;2013;640000162;640780417;112BA;;;;15;547;8281;;;;
DIALYSE;2013;640000162;640780417;112BE;;;;0;10;23;;;;
DIALYSE;2013;640000162;640780417;TOT;0;;;;;;;;116;
DIALYSE;2013;640005302;330000266;1140X;;;;14;26;3796;;;;
DIALYSE;2013;640005310;330000266;1140X;;;;8;6;902;;;;
DIALYSE;2013;640005336;640017612;1140X;;;;6;5;470;;;;
DIALYSE;2013;640005336;640017612;TOT;0;;;;;;;;8;
DIALYSE;2013;640013520;640017612;1140X;;;;6;9;1537;;;;
DIALYSE;2013;640013520;640017612;TOT;0;;;;;;;;3;
DIALYSE;2013;640013553;640000113;1140X;;;;6;13;1241;;;;
DIALYSE;2013;640017679;640017612;1140X;;;;6;6;451;;;;
DIALYSE;2013;640017679;640017612;TOT;0;;;;;;;;6;
DIALYSE;2013;640781332;640017612;112AX;;;;2;1;99;;;;
DIALYSE;2013;640781332;640017612;112BA;;;;39;179;27088;;;;
DIALYSE;2013;640781332;640017612;121AA;;;;;3;;;198;;
DIALYSE;2013;640781332;640017612;121CA;;;;3;1;;;33;;
DIALYSE;2013;640781332;640017612;122AX;;;;2;1;;;14;;
DIALYSE;2013;640781332;640017612;TOT;0;;;;;;;;84;
DIALYSE;2013;640789640;640000113;112AX;;;;2;1;26;;;;
DIALYSE;2013;640789640;640000113;112BA;;;;30;276;19102;;;;
DIALYSE;2013;640789640;640000113;121AA;;;;;0;;;154;;
DIALYSE;2013;640789640;640000113;121CA;;;;1;1;;;220;;
DIALYSE;2013;640789640;640000113;122AX;;;;1;1;;;76;;
DIALYSE;2013;640789640;640000113;TOT;1;1;19;;;;2;;;
DIALYSE;2013;640796736;640000113;VACAN;;;;6;;35;;;;
DIALYSE;2013;640796835;640000113;1140X;;;;6;14;1316;;;;
DIALYSE;2013;640797155;640000113;1140X;;;;6;14;1150;;;;
DIALYSE;2013;640797296;640000113;1140X;;;;6;14;1545;;;;
DIALYSE;2013;650000417;650783160;112BA;;;;20;70;9562;;;;
DIALYSE;2013;650000417;650783160;TOT;0;;;;;;;;76;0
DIALYSE;2013;650005044;310000633;1140X;;;;6;10;1588;;;;
DIALYSE;2013;650005044;310000633;TOT;0;;;;;;;;3;
DIALYSE;2013;650788573;310000633;1140X;;;;6;5;817;;;;
DIALYSE;2013;650788573;310000633;TOT;0;;;;;;;;2;
DIALYSE;2013;650788599;310000633;1140X;;;;6;9;1423;;;;
DIALYSE;2013;650788599;310000633;TOT;0;;;;;;;;5;
DIALYSE;2013;650788607;310000633;1140X;;;;6;11;1548;;;;
DIALYSE;2013;650788607;310000633;TOT;0;;;;;;;;4;
DIALYSE;2013;650788615;310000633;1140X;;;;6;20;2509;;;;
DIALYSE;2013;650788615;310000633;TOT;0;;;;;;;;5;
DIALYSE;2013;660000084;660780180;112BA;;;;36;102;14456;;;;
DIALYSE;2013;660000084;660780180;1140X;;;;;4;281;;;;
DIALYSE;2013;660000084;660780180;121AA;;;;;4;;;;;
DIALYSE;2013;660000084;660780180;121CA;;;;;2;;;;;
DIALYSE;2013;660000084;660780180;122BA;;;;2;1;;;105;;
DIALYSE;2013;660000084;660780180;AUTRE;;;;;;9365;;;;
DIALYSE;2013;660000084;660780180;TOT;0;;;;;;;;46;3
DIALYSE;2013;660004953;660790379;1140X;;;;10;17;2440;;;;
DIALYSE;2013;660004961;660790379;1140X;;;;10;5;948;;;;
DIALYSE;2013;660004979;660790379;1140X;;;;10;10;1832;;;;
DIALYSE;2013;660005182;340000264;1140X;;;;7;5;629;;;;
DIALYSE;2013;660005190;340000264;1140X;;;;8;2;783;;;;
DIALYSE;2013;660005208;340000264;1140X;;;;7;4;491;;;;
DIALYSE;2013;660005208;340000264;TOT;0;;;;;;;;1;
DIALYSE;2013;660005216;340000264;112AX;;;;3;3;345;;;;
DIALYSE;2013;660005216;340000264;1140X;;;;16;38;5664;;;;
DIALYSE;2013;660005687;660790379;1140X;;;;8;7;858;;;;
DIALYSE;2013;660789892;660790379;112BA;;;;32;117;18883;;;;
DIALYSE;2013;660789892;660790379;1130X;;;;13;34;4987;;;;
DIALYSE;2013;660789892;660790379;TOT;0;;;;;;2;;51;
DIALYSE;2013;670000025;670780055;112BA;;;;32;;18216;;;;
DIALYSE;2013;670000025;670780055;121AA;;;;;7;;;393;;
DIALYSE;2013;670000025;670780055;121CA;;;;2;4;;;125;;
DIALYSE;2013;670000025;670780055;122AX;;;;2;26;;;90;;
DIALYSE;2013;670000025;670780055;TOT;0;;;;;;4;;39;11
DIALYSE;2013;670000157;670780337;112BA;;;;15;65;8864;;;;
DIALYSE;2013;670000157;670780337;121AA;;;;;4;;;;;
DIALYSE;2013;670000157;670780337;121CA;;;;;1;;;;;
DIALYSE;2013;670000157;670780337;122BA;;;;;5;;;682;;
DIALYSE;2013;670000157;670780337;TOT;0;;;;;;3;;52;13
DIALYSE;2013;670002187;670000652;112AX;;;;2;2;105;;;;
DIALYSE;2013;670002187;670000652;1130X;;;;32;68;8659;;;;
DIALYSE;2013;670002187;670000652;1140X;;;;6;12;1912;;;;
DIALYSE;2013;670002187;670000652;AUTRE;;;;;31;3745;;;;
DIALYSE;2013;670002187;670000652;TOT;0;;;;;;4;;20;
DIALYSE;2013;670013895;670000652;112AX;;;;1;0;34;;;;
DIALYSE;2013;670013895;670000652;1130X;;;;5;24;3582;;;;
DIALYSE;2013;670013895;670000652;1140X;;;;2;4;710;;;;
DIALYSE;2013;670013895;670000652;TOT;0;;;;;;0;;1;
DIALYSE;2013;670014455;670000652;112BA;;;;16;35;5750;;;;
DIALYSE;2013;670014455;670000652;AUTRE;;;;;22;3321;;;;
DIALYSE;2013;670014455;670000652;TOT;0;;;;;;2;;31;
DIALYSE;2013;670780212;670014604;112BA;;;;29;84;16482;;;;
DIALYSE;2013;670780212;670014604;122AX;;;;3;;;;;;
DIALYSE;2013;670781574;670000652;1150A;;;;16;14;3286;;;;
DIALYSE;2013;670781574;670000652;121AA;;;;;128;;;6156;;
DIALYSE;2013;670781574;670000652;121CA;;;;152;113;;;5575;;
DIALYSE;2013;670781574;670000652;121CE;;;;5;5;;;130;;
DIALYSE;2013;670781574;670000652;122AX;;;;;0;;;37;;
DIALYSE;2013;670781574;670000652;TOT;0;;;;;;;;111;90
DIALYSE;2013;670783273;670780055;112BE;;;;5;4;930;;;;
DIALYSE;2013;670783273;670780055;121AE;;;;;0;;;23;;
DIALYSE;2013;670783273;670780055;TOT;0;;;;;;;;11;11
DIALYSE;2013;670795921;670000652;112AX;;;;1;0;63;;;;
DIALYSE;2013;670795921;670000652;112BA;;;;20;8;1273;;;;
DIALYSE;2013;670795921;670000652;1130X;;;;12;31;4890;;;;
DIALYSE;2013;670795921;670000652;1140X;;;;6;5;812;;;;
DIALYSE;2013;670795921;670000652;AUTRE;;;;;76;10322;;;;
DIALYSE;2013;670795921;670000652;TOT;0;;;;;;2;;41;
DIALYSE;2013;670799667;670000652;112AX;;;;1;0;7;;;;
DIALYSE;2013;670799667;670000652;1130X;;;;18;40;6994;;;;
DIALYSE;2013;670799667;670000652;1140X;;;;6;4;748;;;;
DIALYSE;2013;670799667;670000652;AUTRE;;;;;26;3412;;;;
DIALYSE;2013;670799667;670000652;TOT;0;;;;;;;;14;
DIALYSE;2013;680000338;680000114;112BA;;;;35;111;17515;;;;
DIALYSE;2013;680000338;680000114;1130X;;;;16;23;3148;;;;
DIALYSE;2013;680000338;680000114;1140X;;;;4;2;38;;;;
DIALYSE;2013;680000684;680000973;112BA;;;;16;96;12730;;;;
DIALYSE;2013;680000684;680000973;121AA;;;;;24;;;1295;;
DIALYSE;2013;680000684;680000973;121CA;;;;;42;;;1898;;
DIALYSE;2013;680000684;680000973;122BA;;;;3;6;;;145;;
DIALYSE;2013;680000684;680000973;TOT;0;;;;;;;;23;23
DIALYSE;2013;680004546;680000486;112BA;;;;21;83;12414;;;;
DIALYSE;2013;680004546;680000486;122AX;;;;2;2;;;150;;
DIALYSE;2013;680004546;680000486;122BA;;;;1;12;;;184;;
DIALYSE;2013;680004546;680000486;TOT;0;;;;;;2;;78;28
DIALYSE;2013;680010824;670000652;112AX;;;;1;1;124;;;;
DIALYSE;2013;680010824;670000652;1130X;;;;32;39;6044;;;;
DIALYSE;2013;680010824;670000652;1140X;;;;6;5;406;;;;
DIALYSE;2013;680010824;670000652;AUTRE;;;;;54;8356;;;;
DIALYSE;2013;680010824;670000652;TOT;0;;;;;;2;;31;
DIALYSE;2013;680013778;670000652;112AX;;;;2;0;7;;;;
DIALYSE;2013;680013778;670000652;1130X;;;;24;95;14505;;;;
DIALYSE;2013;680013778;670000652;1140X;;;;6;2;406;;;;
DIALYSE;2013;680013778;670000652;TOT;0;;;;;;1;;41;
DIALYSE;2013;690004718;690796552;1140X;;;;6;13;1677;;;;
DIALYSE;2013;690004718;690796552;TOT;0;;;;;;;;11;
DIALYSE;2013;690007075;690002225;1140X;;;;6;13;1876;;;;
DIALYSE;2013;690007539;690781810;112BE;;;;6;7;849;;;;
DIALYSE;2013;690007539;690781810;122AX;;;;2;2;;;26;;
DIALYSE;2013;690007539;690781810;TOT;0;;;;;;;;13;2
DIALYSE;2013;690022009;690796552;112AX;;;;8;21;3154;;;;
DIALYSE;2013;690022009;690796552;1130X;;;;26;112;19062;;;;
DIALYSE;2013;690022009;690796552;1140X;;;;18;43;7519;;;;
DIALYSE;2013;690022009;690796552;1150A;;;;7;7;1540;;;;
DIALYSE;2013;690022009;690796552;121AA;;;;;57;;;2560;;
DIALYSE;2013;690022009;690796552;121CA;;;;;52;;;2296;;
DIALYSE;2013;690022009;690796552;122AX;;;;;4;;;274;;
DIALYSE;2013;690022009;690796552;TOT;0;;;;;;;;139;72
DIALYSE;2013;690022009;690796552;VACAN;;;;;;42;;;;
DIALYSE;2013;690022058;690002225;112AX;;;;14;12;1400;;;;
DIALYSE;2013;690022058;690002225;112BA;;;;14;21;2254;;;;
DIALYSE;2013;690022058;690002225;1130X;;;;14;28;2975;;;;
DIALYSE;2013;690022058;690002225;TOT;1;1;;;;;1;;24;0
DIALYSE;2013;690022108;690000724;112AX;;;;2;5;988;;;;
DIALYSE;2013;690022108;690000724;1130X;;;;12;57;7613;;;;
DIALYSE;2013;690022108;690000724;1140X;;;;6;21;3166;;;;
DIALYSE;2013;690022108;690000724;121AA;;;;;0;;;775;;
DIALYSE;2013;690022108;690000724;121CA;;;;2;19;;;375;;
DIALYSE;2013;690022108;690000724;122AX;;;;2;2;;;151;;
DIALYSE;2013;690022108;690000724;122BA;;;;;2;;;;;
DIALYSE;2013;690022108;690000724;TOT;0;;;;;;2;;99;16
DIALYSE;2013;690023098;690002225;112AX;;;;16;4;597;;;;
DIALYSE;2013;690023098;690002225;1130X;;;;16;49;5960;;;;
DIALYSE;2013;690023098;690002225;1140X;;;;16;0;288;;;;
DIALYSE;2013;690023098;690002225;TOT;0;;;;;;1;;5;0
DIALYSE;2013;690023411;690000252;112AX;;;;1;1;2;;;;
DIALYSE;2013;690023411;690000252;112BA;;;;15;51;6188;;;;
DIALYSE;2013;690023411;690000252;1130X;;;;3;3;761;;;;
DIALYSE;2013;690023411;690000252;1140X;;;;1;;152;;;;
DIALYSE;2013;690023411;690000252;TOT;0;;;;;;1;;26;
DIALYSE;2013;690024773;690002225;1150A;;;;12;12;2383;;;;
DIALYSE;2013;690024773;690002225;121AA;;;;;59;;;2027;;
DIALYSE;2013;690024773;690002225;121CA;;;;3;3;;;117;;
DIALYSE;2013;690024773;690002225;122AX;;;;3;3;;;270;;
DIALYSE;2013;690024773;690002225;122BA;;;;10;0;;;59;;
DIALYSE;2013;690024773;690002225;TOT;0;;;;;;;;31;31
DIALYSE;2013;690030770;330030909;112BA;;;;21;66;9886;;;;
DIALYSE;2013;690030770;330030909;TOT;0;;;;;;;;27;1
DIALYSE;2013;690031513;690000278;1140X;;;;8;9;2127;;;;
DIALYSE;2013;690780499;690000278;112AX;;;;3;1;10;;;;
DIALYSE;2013;690780499;690000278;112BA;;;;72;226;33874;;;;
DIALYSE;2013;690780499;690000278;1130X;;;;8;24;3144;;;;
DIALYSE;2013;690780499;690000278;1140X;;;;6;6;727;;;;
DIALYSE;2013;690780499;690000278;1150A;;;;3;2;215;;;;
DIALYSE;2013;690780499;690000278;TOT;0;;;;;;8;;;
DIALYSE;2013;690782834;690000724;112AX;;;;2;5;967;;;;
DIALYSE;2013;690782834;690000724;112BA;;;;27;136;20069;;;;
DIALYSE;2013;690782834;690000724;1130X;;;;12;49;7632;;;;
DIALYSE;2013;690782834;690000724;1140X;;;;6;;3166;;;;
DIALYSE;2013;690782834;690000724;122BA;;;;2;25;;;1379;;
DIALYSE;2013;690783154;690781810;112BA;;;;24;286;17463;;;;
DIALYSE;2013;690784137;690781810;112BA;;;;10;;5373;;;;
DIALYSE;2013;690795489;690002225;1140X;;;;6;0;0;;;;
DIALYSE;2013;690799283;690796552;1140X;;;;6;3;636;;;;
DIALYSE;2013;690799283;690796552;TOT;0;;;;;;;;3;
DIALYSE;2013;690804018;690796552;1130X;;;;8;23;3870;;;;
DIALYSE;2013;690804018;690796552;1140X;;;;6;4;629;;;;
DIALYSE;2013;690804018;690796552;TOT;0;;;;;;;;5;
DIALYSE;2013;690804018;690796552;VACAN;;;;;;175;;;;
DIALYSE;2013;690805361;690805353;112BA;;;;9;25;3618;;;;
DIALYSE;2013;690805361;690805353;1130X;;;;9;9;1191;;;;
DIALYSE;2013;690805361;690805353;TOT;0;;;;;;1;;31;6
DIALYSE;2013;690807755;690002225;1140X;;;;10;11;1294;;;;
DIALYSE;2013;700000029;700004591;112BA;;;;11;47;6461;;;;
DIALYSE;2013;700000029;700004591;122AX;;;;1;;;;31;;
DIALYSE;2013;700000029;700004591;TOT;0;;;;;;1;;;
DIALYSE;2013;700003577;670005834;112AX;;;;2;6;650;;;;
DIALYSE;2013;700003577;670005834;1130X;;;;8;25;3359;;;;
DIALYSE;2013;700003577;670005834;1140X;;;;8;6;1110;;;;
DIALYSE;2013;700003577;670005834;1150A;;;;1;1;24;;;;
DIALYSE;2013;700003577;670005834;121AA;;;;;19;;;840;;
DIALYSE;2013;700003577;670005834;121CA;;;;5;5;;;225;;
DIALYSE;2013;700003577;670005834;122BA;;;;;0;;;13;;
DIALYSE;2013;710010166;670005834;1130X;;;;12;44;6468;;;;
DIALYSE;2013;710780917;710000274;1130X;;;;8;80;4699;;;;
DIALYSE;2013;710970658;670005834;1150E;;;;1;;;;;;
DIALYSE;2013;710970658;670005834;121AA;;;;;23;;;664;;
DIALYSE;2013;710970658;670005834;121CA;;;;7;7;;;351;;
DIALYSE;2013;710971326;670005834;1140X;;;;8;9;1317;;;;
DIALYSE;2013;710973504;670005834;112AX;;;;2;2;181;;;;
DIALYSE;2013;710973504;670005834;1150A;;;;1;1;18;;;;
DIALYSE;2013;710973504;670005834;121AA;;;;;14;;;664;;
DIALYSE;2013;710973504;670005834;121CA;;;;5;5;;;212;;
DIALYSE;2013;710974502;670005834;1140X;;;;12;12;1624;;;;
DIALYSE;2013;710974510;670005834;1140X;;;;6;4;791;;;;
DIALYSE;2013;710974528;670005834;112AX;;;;2;4;438;;;;
DIALYSE;2013;710974528;670005834;1130X;;;;8;27;3636;;;;
DIALYSE;2013;710974528;670005834;TOT;0;;;;;;1;;;
DIALYSE;2013;710978263;710780958;112BA;;;;15;64;9179;;;;
DIALYSE;2013;710978263;710780958;121CA;;;;1;0;;;1;;
DIALYSE;2013;710978263;710780958;122AX;;;;1;0;;;18;;
DIALYSE;2013;710978263;710780958;122BA;;;;1;0;;;60;;
DIALYSE;2013;710978263;710780958;TOT;0;;;;;;2;;38;8
DIALYSE;2013;710978289;710780263;112BA;;;;14;53;6666;;;;
DIALYSE;2013;710978289;710780263;122AX;;;;2;1;;;34;;
DIALYSE;2013;710978289;710780263;122BA;;;;5;6;;;87;;
DIALYSE;2013;710978289;710780263;TOT;0;;;;;;1;;51;14
DIALYSE;2013;720000033;720000025;112AX;;;;4;8;535;;;;
DIALYSE;2013;720000033;720000025;112BA;;;;16;105;13095;;;;
DIALYSE;2013;720000033;720000025;112BE;;;;;1;12;;;;
DIALYSE;2013;720000033;720000025;1130X;;;;15;13;1875;;;;
DIALYSE;2013;720000033;720000025;122AX;;;;;7;;;3;;
DIALYSE;2013;720000033;720000025;AUTRE;;;;;2;64;;;;
DIALYSE;2013;720000033;720000025;TOT;0;;;;;;6;;42;8
DIALYSE;2013;720000033;720000025;VACAN;;;;;;10;;;;
DIALYSE;2013;720003441;440002590;112BA;;;;16;54;8653;;;;
DIALYSE;2013;720003441;440002590;1130X;;;;16;4;592;;;;
DIALYSE;2013;720003441;440002590;TOT;0;;;;;;;;7;
DIALYSE;2013;720016690;440002590;1140X;;;;12;14;2116;;;;
DIALYSE;2013;720016690;440002590;TOT;0;;;;;;;;2;
DIALYSE;2013;720016831;440002590;1140X;;;;6;6;947;;;;
DIALYSE;2013;720016831;440002590;TOT;0;;;;;;;;1;
DIALYSE;2013;720017235;440002590;1140X;;;;6;3;470;;;;
DIALYSE;2013;720017755;440002590;1140X;;;;5;9;1231;;;;
DIALYSE;2013;720017755;440002590;TOT;0;;;;;;;;2;
DIALYSE;2013;720017839;440002590;112BA;;;;28;75;10711;;;;
DIALYSE;2013;720017839;440002590;1130X;;;;28;23;3637;;;;
DIALYSE;2013;720017839;440002590;TOT;1;1;2;;;;;;4;
DIALYSE;2013;730000031;730000015;112AX;;;;4;;555;;;;
DIALYSE;2013;730000031;730000015;112BA;;;;20;;10553;;;;
DIALYSE;2013;730000031;730000015;121CA;;;;3;;;;;;
DIALYSE;2013;730000031;730000015;122AX;;;;1;;;;11;;
