BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2013;590000535;590781803;IRM;1;1;1459;14;79;3934;5;0
IMAGES;2013;590000535;590781803;RADIO;4;4;10957;557;36;31084;497;0
IMAGES;2013;590000535;590781803;SCAN;1;1;3771;68;191;9011;122;0
IMAGES;2013;590000543;590781811;RADIO;1;1;809;52;2;6;0;0
IMAGES;2013;590000592;590782165;IRM;1;1;375;37;1;5637;11;0
IMAGES;2013;590000592;590782165;MAMM;1;1;;;;895;;
IMAGES;2013;590000592;590782165;RADIO;3;3;5075;373;;23987;336;1
IMAGES;2013;590000592;590782165;SCAN;1;1;5611;205;337;14666;66;1
IMAGES;2013;590000600;590782207;RADIO;2;2;55710;;;33239;;0
IMAGES;2013;590000618;590782215;CAM;2;2;353;;0;3333;0;0
IMAGES;2013;590000618;590782215;IRM;3;3;4995;42;5;12952;39;1
IMAGES;2013;590000618;590782215;MAMM;1;1;;;;2389;;
IMAGES;2013;590000618;590782215;RADIO;7;7;65246;0;0;15302;782;1
IMAGES;2013;590000618;590782215;SCAN;3;3;22950;156;685;7880;627;1
IMAGES;2013;590000618;590782215;TOMO;1;1;78;;0;2448;0;0
IMAGES;2013;590000618;590782215;VASC;3;3;3498;;;450;24;1
IMAGES;2013;590000618;590782215;dtIRM2;1;1;857;21;2;3672;;1
IMAGES;2013;590000691;590782439;MAMM;1;1;;;;417;;
IMAGES;2013;590000691;590782439;RADIO;2;2;1160;;;9877;70;0
IMAGES;2013;590000758;590782637;IRM;1;1;366;11;31;2868;0;0
IMAGES;2013;590000758;590782637;MAMM;1;1;;;;1301;;
IMAGES;2013;590000758;590782637;RADIO;3;3;13285;163;21;19109;447;0
IMAGES;2013;590000758;590782637;SCAN;1;1;5794;91;55;3102;106;0
IMAGES;2013;590000766;590782645;RADIO;3;3;971;285;;7309;;0
IMAGES;2013;590000774;590782652;MAMM;1;1;;;;0;;
IMAGES;2013;590000774;590782652;RADIO;2;2;3902;0;0;11918;138;0
IMAGES;2013;590000774;590782652;SCAN;1;1;1798;0;0;3768;61;0
IMAGES;2013;590000782;590782660;RADIO;1;1;836;;;;80;0
IMAGES;2013;590001004;590783239;IRM;1;1;3126;;;5855;54;0
IMAGES;2013;590001004;590783239;RADIO;3;3;31482;;;39625;1654;0
IMAGES;2013;590001004;590783239;SCAN;2;2;17053;;;10493;291;0
IMAGES;2013;590001004;590783239;dtIRM1;0;0;24;;;2105;;0
IMAGES;2013;590001418;590034740;RADIO;1;1;867;;;;;0
IMAGES;2013;590001442;590784245;RADIO;2;2;5296;;;682;;0
IMAGES;2013;590001582;590785663;RADIO;1;1;1056;;56;;;0
IMAGES;2013;590001749;590788956;MAMM;1;1;;;;709;;
IMAGES;2013;590001749;590788956;RADIO;4;4;3205;;457;18793;;
IMAGES;2013;590001749;590788956;SCAN;1;1;1417;;38;3879;;
IMAGES;2013;590006607;590780193;MAMM;1;1;;;;1850;;
IMAGES;2013;590006607;590780193;RADIO;3;3;4375;;;15069;;0
IMAGES;2013;590006896;590000519;MAMM;1;;;;;;;
IMAGES;2013;590006896;590000519;SCAN;1;;;;;;;
IMAGES;2013;590052049;590006268;IRM;0;0;;;;7089;;0
IMAGES;2013;590052049;590006268;MAMM;2;2;;;;15711;;
IMAGES;2013;590052049;590006268;RADIO;12;12;0;;;82684;2373;0
IMAGES;2013;590052049;590006268;SCAN;0;0;;;;18032;;0
IMAGES;2013;590052049;590006268;TOMO;0;0;;;;917;;0
IMAGES;2013;590052049;590006268;VASC;0;0;;;;117;;0
IMAGES;2013;590780250;590053955;IRM;1;;;;;;;
IMAGES;2013;590780250;590053955;MAMM;1;;;;;;;
IMAGES;2013;590780250;590053955;RADIO;3;;;;;;;
IMAGES;2013;590780250;590053955;SCAN;1;;;;;;;
IMAGES;2013;590780250;590053955;dtIRM1;1;;;;;;;
IMAGES;2013;590780268;590053955;CAM;3;;;;;;;
IMAGES;2013;590780268;590053955;IRM;2;;;;;;;
IMAGES;2013;590780268;590053955;MAMM;1;;;;;;;
IMAGES;2013;590780268;590053955;RADIO;2;;;;;;;
IMAGES;2013;590780268;590053955;SCAN;2;;;;;;;
IMAGES;2013;590780268;590053955;TOMO;1;;;;;;;
IMAGES;2013;590780268;590053955;VASC;2;;;;;;;
IMAGES;2013;590780284;590051801;IRM;1;1;1238;;;2199;;
IMAGES;2013;590780284;590051801;RADIO;9;9;22360;;;12302;;
IMAGES;2013;590780284;590051801;SCAN;2;1;5809;;;3367;;
IMAGES;2013;590780284;590051801;VASC;1;1;999;;;;;
IMAGES;2013;590780284;590051801;dtIRM2;1;1;1238;;;2199;;
IMAGES;2013;590782546;590000733;RADIO;1;1;2760;;;;;1
IMAGES;2013;590784864;590780193;RADIO;3;3;14015;;;5936;3;0
IMAGES;2013;590784864;590780193;SCAN;1;1;9714;;;11454;167;0
IMAGES;2013;590787586;590780193;IRM;1;1;2251;;;3880;60;0
IMAGES;2013;590787586;590780193;RADIO;1;1;7458;;;193;;0
IMAGES;2013;590787586;590780193;SCAN;1;1;6276;;;5167;8;1
IMAGES;2013;590787586;590780193;VASC;1;1;4190;;;206;2;1
IMAGES;2013;590788964;590001756;IRM;1;;;;;;;
IMAGES;2013;590788964;590001756;MAMM;1;;;;;;;
IMAGES;2013;590788964;590001756;RADIO;3;;;;;;;
IMAGES;2013;590788964;590001756;SCAN;2;;;;;;;
IMAGES;2013;590788964;590001756;VASC;1;;;;;;;
IMAGES;2013;590791091;590780193;RADIO;1;1;2907;;;167;;0
IMAGES;2013;590791562;590782421;MAMM;1;1;;;;1520;;
IMAGES;2013;590796975;590780193;CAM;4;4;2641;;;5443;;0
IMAGES;2013;590796975;590780193;IRM;3;3;22695;;;13895;488;0
IMAGES;2013;590796975;590780193;RADIO;9;9;23428;;;47765;940;0
IMAGES;2013;590796975;590780193;SCAN;3;3;45479;;;11574;1342;1
IMAGES;2013;590796975;590780193;VASC;2;2;2902;;;;56;1
IMAGES;2013;590796975;590780193;dtIRM2;1;1;4510;;;8136;;0
IMAGES;2013;590797353;590051801;IRM;1;1;1089;;;6168;;
IMAGES;2013;590797353;590051801;RADIO;6;6;12834;;;21381;;
IMAGES;2013;590797353;590051801;SCAN;1;1;5024;;;4842;;
IMAGES;2013;590801106;590782421;IRM;2;2;1714;;;9529;6;0
IMAGES;2013;590801106;590782421;RADIO;7;7;32025;;;31923;824;1
IMAGES;2013;590801106;590782421;SCAN;2;2;7372;;;10253;73;1
IMAGES;2013;590801106;590782421;dtIRM2;1;1;822;;;4632;;
IMAGES;2013;590804696;590781902;IRM;1;1;2114;;;4305;3;0
IMAGES;2013;590804696;590781902;MAMM;1;1;;;;758;;
IMAGES;2013;590804696;590781902;RADIO;5;5;13283;;;33653;;0
IMAGES;2013;590804696;590781902;SCAN;2;2;4719;;;8292;81;1
IMAGES;2013;590806360;590003596;RADIO;1;1;1340;;;;;0
IMAGES;2013;590811279;590780193;CAM;2;2;1917;;;2739;;0
IMAGES;2013;590811279;590780193;IRM;1;1;1271;;;8669;12;0
IMAGES;2013;590811279;590780193;RADIO;3;3;15511;;;2270;39;0
IMAGES;2013;590811279;590780193;SCAN;2;2;14403;;;22711;138;1
IMAGES;2013;590811279;590780193;TOMO;1;1;768;;;3181;;0
IMAGES;2013;590811279;590780193;VASC;2;2;3378;;;293;11;1
IMAGES;2013;590813507;590000485;RADIO;2;;;;;;;
IMAGES;2013;590816310;590000048;IRM;1;1;94;;;5739;0;0
IMAGES;2013;590816310;590000048;MAMM;1;1;;;;;;
IMAGES;2013;590816310;590000048;RADIO;2;2;2950;;;12555;120;1
IMAGES;2013;590816310;590000048;SCAN;1;1;572;;;8196;45;1
IMAGES;2013;590817458;590053955;IRM;1;0;;;;;;
IMAGES;2013;590817458;590053955;MAMM;2;0;;;;;;
IMAGES;2013;590817458;590053955;RADIO;2;0;;;;;;
IMAGES;2013;590817458;590053955;SCAN;1;0;;;;;;
IMAGES;2013;590817839;590053955;MAMM;1;0;;;;;;
IMAGES;2013;590817839;590053955;RADIO;2;0;;;;;;
IMAGES;2013;600000053;600101984;IRM;1;1;276;3;;489;2;0
IMAGES;2013;600000053;600101984;MAMM;1;1;;;;417;;
IMAGES;2013;600000053;600101984;RADIO;3;3;8451;315;;16314;420;0
IMAGES;2013;600000053;600101984;SCAN;1;1;2554;37;;28;47;0
IMAGES;2013;600000152;600100572;MAMM;1;1;;;;535;;
IMAGES;2013;600000152;600100572;RADIO;3;3;537;;;4282;0;0
IMAGES;2013;600000186;600100648;MAMM;1;1;;;;641;;
IMAGES;2013;600000186;600100648;RADIO;3;3;2541;0;0;18164;183;1
IMAGES;2013;600000186;600100648;SCAN;1;1;1449;0;0;4804;26;1
IMAGES;2013;600000194;600100713;CAM;1;1;408;;195;3761;;0
IMAGES;2013;600000194;600100713;IRM;2;2;1199;;;8714;;0
IMAGES;2013;600000194;600100713;MAMM;1;1;;;;1316;;
IMAGES;2013;600000194;600100713;RADIO;3;3;17170;;;27065;592;0
IMAGES;2013;600000194;600100713;SCAN;2;2;8711;;;14408;153;1
IMAGES;2013;600000285;600100721;RADIO;3;3;1162;;;9599;;0
IMAGES;2013;600000285;600100721;SCAN;1;1;459;;;1589;;0
IMAGES;2013;600000467;600101984;IRM;2;1;1052;;;2379;;0
IMAGES;2013;600000467;600101984;LITHO;1;1;249;;;;;1
IMAGES;2013;600000467;600101984;MAMM;1;1;;;;65;;
IMAGES;2013;600000467;600101984;RADIO;5;4;9537;;;27886;617;0
IMAGES;2013;600000467;600101984;SCAN;2;1;5018;;;8871;138;0
IMAGES;2013;600000467;600101984;VASC;1;1;1714;;;;;1
IMAGES;2013;600100101;750712184;RADIO;1;1;1248;;;50;;0
IMAGES;2013;600100671;750034589;RADIO;1;1;820;;47;;;
IMAGES;2013;600100754;600000228;IRM;1;1;114;;;8131;4;0
IMAGES;2013;600100754;600000228;RADIO;2;2;2130;;;15673;1994;0
IMAGES;2013;600100754;600000228;SCAN;2;2;1566;;;13834;116;0
IMAGES;2013;600100796;750720609;RADIO;1;1;1195;;;;;0
IMAGES;2013;600110175;600001234;LITHO;1;1;103;;;;;
IMAGES;2013;600113476;600100721;IRM;1;1;875;0;0;3510;1;0
IMAGES;2013;600113476;600100721;MAMM;1;1;;;;795;;
IMAGES;2013;600113476;600100721;RADIO;5;5;16119;;;37431;600;1
IMAGES;2013;600113476;600100721;SCAN;1;1;4264;0;0;10235;216;1
IMAGES;2013;600113476;600100721;VASC;1;1;199;;;0;2;1
IMAGES;2013;610000044;610780074;MAMM;1;1;;;;258;;
IMAGES;2013;610000044;610780074;RADIO;2;2;4403;;41;10410;138;0
IMAGES;2013;610000044;610780074;SCAN;1;1;1672;;19;5224;20;0
IMAGES;2013;610000051;610780082;IRM;1;1;346;0;41;2545;1;0
IMAGES;2013;610000051;610780082;MAMM;1;1;;;;932;;
IMAGES;2013;610000051;610780082;RADIO;4;4;14262;121;372;22522;357;0
IMAGES;2013;610000051;610780082;SCAN;1;1;5231;27;259;5568;99;0
IMAGES;2013;610000069;610780090;MAMM;1;1;;;;273;;
IMAGES;2013;610000069;610780090;RADIO;6;4;3453;;;18426;209;1
IMAGES;2013;610000069;610780090;SCAN;1;1;1595;;;4101;59;0
IMAGES;2013;610000077;610780124;RADIO;4;4;1863;;;4592;103;
IMAGES;2013;610000093;610780140;RADIO;1;1;215;;;901;;0
IMAGES;2013;610000119;610780165;RADIO;3;3;;;;;258;0
IMAGES;2013;610000119;610780165;SCAN;1;1;;;;;60;0
IMAGES;2013;610780108;610790594;RADIO;2;2;736;;;2074;0;
IMAGES;2013;610780116;610790594;RADIO;2;2;2911;708;0;8532;91;0
IMAGES;2013;610780199;610000135;IRM;1;;;;;;;
IMAGES;2013;610780199;610000135;RADIO;1;;;;;;;
IMAGES;2013;610780199;610000135;SCAN;1;;;;;;;
IMAGES;2013;610780389;610004939;RADIO;1;1;415;0;0;0;0;0
IMAGES;2013;610784423;610787285;RADIO;1;1;11168;0;0;480;0;
IMAGES;2013;620000026;620003814;CAM;1;1;895;21;8;2681;0;0
IMAGES;2013;620000026;620003814;IRM;1;1;1565;53;218;2963;0;0
IMAGES;2013;620000026;620003814;RADIO;5;5;13606;1762;98;17785;10;1
IMAGES;2013;620000026;620003814;SCAN;1;1;1064;78;19;1499;1;1
IMAGES;2013;620000034;620100057;IRM;1;1;998;19;5;1114;7;0
IMAGES;2013;620000034;620100057;MAMM;1;1;;;;1046;;
IMAGES;2013;620000034;620100057;RADIO;7;7;16236;598;266;31209;519;0
IMAGES;2013;620000034;620100057;SCAN;2;2;4266;104;59;8681;94;0
IMAGES;2013;620000034;620100057;VASC;1;1;338;;;;;0
IMAGES;2013;620000224;620100651;CAM;2;2;300;8;;2067;;0
IMAGES;2013;620000224;620100651;IRM;2;1;1432;7;;1041;4;0
IMAGES;2013;620000224;620100651;RADIO;3;3;24873;134;;21142;1105;1
IMAGES;2013;620000224;620100651;SCAN;2;2;7754;100;;3101;121;1
IMAGES;2013;620000224;620100651;TOMO;1;1;76;3;;1850;;0
IMAGES;2013;620000232;620100669;RADIO;2;2;194;;;91;;
IMAGES;2013;620000240;620100677;RADIO;1;1;4828;65;;570;0;0
IMAGES;2013;620000257;620100685;IRM;3;3;3765;;;7029;16;0
IMAGES;2013;620000257;620100685;LITHO;1;1;105;;;;;
IMAGES;2013;620000257;620100685;MAMM;1;1;;;;1017;;
IMAGES;2013;620000257;620100685;RADIO;5;5;36995;;;20077;469;1
IMAGES;2013;620000257;620100685;SCAN;2;2;6069;;;8045;30;1
IMAGES;2013;620000257;620100685;VASC;3;3;1978;;1279;;36;1
IMAGES;2013;620000257;620100685;dtIRM2;1;1;681;;;1736;;0
IMAGES;2013;620000281;620101287;RADIO;1;1;985;2;60;0;0;0
IMAGES;2013;620000323;620101337;IRM;2;2;898;;699;2786;36;0
IMAGES;2013;620000323;620101337;RADIO;3;3;18929;16;;18046;761;0
IMAGES;2013;620000323;620101337;SCAN;2;2;4932;1;1339;4194;126;1
IMAGES;2013;620000653;620103440;CAM;2;2;409;;;4028;5;0
IMAGES;2013;620000653;620103440;IRM;2;2;2156;;;7007;76;0
IMAGES;2013;620000653;620103440;MAMM;1;1;;;;2110;;
IMAGES;2013;620000653;620103440;RADIO;6;6;23309;;;34880;517;1
IMAGES;2013;620000653;620103440;SCAN;2;2;10608;;;11218;111;1
IMAGES;2013;620000653;620103440;TOMO;1;1;28;;;2126;0;0
IMAGES;2013;620000653;620103440;VASC;2;2;443;;;20;12;1
IMAGES;2013;620000653;620103440;dtIRM2;1;1;975;;;3952;;0
IMAGES;2013;620003202;620103432;MAMM;1;1;;;;586;;
IMAGES;2013;620003202;620103432;RADIO;3;3;12042;0;84;13779;306;0
IMAGES;2013;620003202;620103432;SCAN;1;1;5301;0;35;3341;74;0
IMAGES;2013;620003350;620001834;IRM;2;1;1375;;;;;
IMAGES;2013;620003350;620001834;RADIO;7;7;10688;0;0;18083;3816;
IMAGES;2013;620003350;620001834;SCAN;2;1;3825;;;;;
IMAGES;2013;620003376;620001834;IRM;1;0;;;;;;
IMAGES;2013;620003376;620001834;MAMM;1;1;;;;;;
IMAGES;2013;620003376;620001834;RADIO;3;3;32000;;;16000;450;0
IMAGES;2013;620003376;620001834;SCAN;1;1;67;;;;;
IMAGES;2013;620003376;620001834;VASC;1;1;;;;687;;
IMAGES;2013;620006049;620000331;RADIO;2;;;;;;;
IMAGES;2013;620006049;620000331;SCAN;1;;;;;;;0
IMAGES;2013;620008698;620004515;CAM;3;3;0;;;8303;;0
IMAGES;2013;620008698;620004515;IRM;1;1;0;2750;;7399;;0
IMAGES;2013;620008698;620004515;MAMM;1;1;;;;3598;;
IMAGES;2013;620008698;620004515;RADIO;4;4;0;;;50735;;1
IMAGES;2013;620008698;620004515;SCAN;2;2;0;135;;13940;;1
IMAGES;2013;620008698;620004515;TOMO;1;1;0;1454;;3064;;
IMAGES;2013;620025346;620001834;IRM;1;0;;;;;;
IMAGES;2013;620025346;620001834;RADIO;2;2;15684;;;;;
IMAGES;2013;620025346;620001834;SCAN;1;0;;;;;;
IMAGES;2013;620100487;620000125;RADIO;1;1;2453;;;;;
IMAGES;2013;620100487;620000125;SCAN;1;1;660;;;;;
IMAGES;2013;620101311;620027763;IRM;1;0;;;;;;0
IMAGES;2013;620101311;620027763;LITHO;1;1;87;;;;;1
IMAGES;2013;620101311;620027763;MAMM;1;;;;;;;
IMAGES;2013;620101311;620027763;RADIO;4;0;;;;;;0
IMAGES;2013;620101311;620027763;SCAN;1;0;;;;;;1
IMAGES;2013;620116046;620002311;RADIO;1;1;48;;187;516;;0
IMAGES;2013;620118513;620002915;IRM;1;0;;;;;;0
IMAGES;2013;620118513;620002915;LITHO;1;1;39;;;;;1
IMAGES;2013;620118513;620002915;MAMM;1;0;;;;;;
IMAGES;2013;620118513;620002915;SCAN;1;0;;;;;;0
IMAGES;2013;630000016;630180032;RADIO;1;1;287;29;0;1077;0;0
IMAGES;2013;630000149;630780302;RADIO;1;1;3385;;;;;0
IMAGES;2013;630000404;630780989;IRM;2;2;2302;90;72;9292;166;0
IMAGES;2013;630000404;630780989;LITHO;1;;;;;;;0
IMAGES;2013;630000404;630780989;RADIO;8;8;25564;507;8;38893;599;
IMAGES;2013;630000404;630780989;SCAN;2;2;37884;364;185;12405;1040;1
IMAGES;2013;630000404;630780989;VASC;3;3;5323;1201;8;359;58;1
IMAGES;2013;630000404;630780989;dtIRM2;1;1;804;43;26;3842;;0
IMAGES;2013;630000412;630780997;MAMM;1;1;;;;862;;
IMAGES;2013;630000412;630780997;RADIO;2;2;3207;;;10215;44;
IMAGES;2013;630000420;630781003;RADIO;2;2;2131;;;8399;94;0
IMAGES;2013;630000420;630781003;SCAN;1;1;1563;;;3702;36;0
IMAGES;2013;630000438;630781011;MAMM;1;1;;;;573;;
IMAGES;2013;630000438;630781011;RADIO;2;2;5295;45;;19641;3671;1
IMAGES;2013;630000438;630781011;SCAN;1;1;2506;638;;5437;713;1
IMAGES;2013;630000446;630781029;RADIO;2;2;5535;;;8541;;
IMAGES;2013;630000446;630781029;SCAN;1;1;2068;;;3618;;
IMAGES;2013;630000479;630781110;CAM;5;5;1134;0;1216;5077;;0
IMAGES;2013;630000479;630781110;MAMM;2;2;;;;5174;;
IMAGES;2013;630000479;630781110;RADIO;2;2;4671;0;28;2031;;
IMAGES;2013;630000479;630781110;SCAN;1;1;2841;0;175;14168;;1
IMAGES;2013;630000479;630781110;TOMO;1;1;58;0;307;2987;;0
IMAGES;2013;630780211;630000107;IRM;2;;;;;;;
IMAGES;2013;630780211;630000107;LITHO;1;;;;;;;
IMAGES;2013;630780211;630000107;MAMM;3;;;;;;;
IMAGES;2013;630780211;630000107;RADIO;6;;;;;;;
IMAGES;2013;630780211;630000107;SCAN;1;;;;;;;
IMAGES;2013;630781268;630780989;IRM;1;1;1289;85;76;6247;55;1
IMAGES;2013;630781268;630780989;RADIO;6;6;7748;232;56;20910;190;1
IMAGES;2013;630781268;630780989;SCAN;1;1;9152;93;42;9488;46;1
IMAGES;2013;630781755;630011518;RADIO;3;3;807;;;;;
IMAGES;2013;630781839;630000826;IRM;1;;;;;;;0
IMAGES;2013;630781839;630000826;MAMM;1;;;;;;;
IMAGES;2013;630781839;630000826;RADIO;5;;;;;;;0
IMAGES;2013;630781839;630000826;SCAN;1;;;;;;;0
IMAGES;2013;630781839;630000826;VASC;1;;;;;;;1
IMAGES;2013;630781839;630000826;dtIRM1;1;;;;;;;0
IMAGES;2013;630783538;630780989;RADIO;1;1;1642;266;4;38;0;0
IMAGES;2013;640000162;640780417;CAM;3;3;768;0;118;8839;2;0
IMAGES;2013;640000162;640780417;IRM;3;3;2664;47;10396;7648;127;1
IMAGES;2013;640000162;640780417;MAMM;2;2;;;;1592;;
IMAGES;2013;640000162;640780417;RADIO;3;3;19455;1206;516;24385;591;0
IMAGES;2013;640000162;640780417;SCAN;2;2;13777;272;26;12697;203;1
IMAGES;2013;640000162;640780417;TOMO;1;1;243;0;243;2789;16;0
IMAGES;2013;640000162;640780417;VASC;1;1;909;1;0;0;10;1
IMAGES;2013;640000402;640780813;RADIO;4;3;2440;;2316;8411;152;0
IMAGES;2013;640000402;640780813;SCAN;1;1;1565;;0;2536;21;0
IMAGES;2013;640000410;640780821;RADIO;2;2;9235;;;15944;232;
IMAGES;2013;640000410;640780821;SCAN;1;1;2270;;;3196;;
IMAGES;2013;640000600;640781290;CAM;2;2;509;;48;3986;0;0
IMAGES;2013;640000600;640781290;IRM;2;2;2217;;160;7987;1;0
IMAGES;2013;640000600;640781290;MAMM;1;1;;;;2502;;
IMAGES;2013;640000600;640781290;RADIO;6;6;27088;;556;32502;747;1
IMAGES;2013;640000600;640781290;SCAN;2;2;10602;;196;9978;189;1
IMAGES;2013;640000600;640781290;VASC;2;2;3147;0;211;43;36;1
IMAGES;2013;640000600;640781290;dtIRM2;1;1;869;;;;;0
IMAGES;2013;640017646;640017638;SCAN;1;1;806;;;3703;11;0
IMAGES;2013;640780185;640000089;RADIO;1;1;500;;;;;
IMAGES;2013;640780490;640000212;SCAN;1;;;;;;;
IMAGES;2013;640780557;640000238;RADIO;1;1;1883;;;;;0
IMAGES;2013;640780623;640000287;RADIO;1;1;205;0;0;0;0;0
IMAGES;2013;640780631;640000295;RADIO;1;1;400;;;;;0
IMAGES;2013;640780672;640000337;RADIO;1;1;778;;;;;0
IMAGES;2013;640780755;640780417;RADIO;1;1;920;;;73;66;0
IMAGES;2013;640780938;640000451;IRM;1;;;;;;;0
IMAGES;2013;640780938;640000451;LITHO;1;1;76;;;;;1
IMAGES;2013;640780938;640000451;RADIO;3;;;;;;;0
IMAGES;2013;640780938;640000451;SCAN;1;;;;;;;0
IMAGES;2013;640780946;640000469;IRM;1;1;211;;;7169;;0
IMAGES;2013;640780946;640000469;LITHO;1;1;297;;;;;
IMAGES;2013;640780946;640000469;MAMM;1;0;;;;;;
IMAGES;2013;640780946;640000469;RADIO;2;0;;;;;;
IMAGES;2013;640780946;640000469;SCAN;1;1;1061;;;7345;;0
IMAGES;2013;640790150;750712184;RADIO;1;1;704;;;;0;0
IMAGES;2013;650000045;650780158;MAMM;1;1;;;;403;;
IMAGES;2013;650000045;650780158;RADIO;3;3;5290;;;13046;212;
IMAGES;2013;650000045;650780158;SCAN;1;1;2321;;;4567;38;
IMAGES;2013;650000052;650780166;RADIO;1;1;3788;118;234;10063;35;
IMAGES;2013;650000078;650780190;RADIO;1;1;450;;;;;0
IMAGES;2013;650000417;650783160;CAM;2;2;825;47;;5222;2;
IMAGES;2013;650000417;650783160;IRM;1;1;681;50;;4051;0;
IMAGES;2013;650000417;650783160;MAMM;1;1;;;;;;
IMAGES;2013;650000417;650783160;RADIO;6;6;12124;536;;24034;380;
IMAGES;2013;650000417;650783160;SCAN;4;4;5420;229;;6598;66;
IMAGES;2013;650000417;650783160;VASC;1;1;35;3;;1036;;
IMAGES;2013;650000417;650783160;dtIRM1;1;;;;;;;
IMAGES;2013;650784218;650780174;LITHO;1;1;32;;;;;0
IMAGES;2013;650784218;650780174;RADIO;2;2;3297;817;;7267;102;0
IMAGES;2013;650784218;650780174;SCAN;1;1;1615;273;;3778;33;0
IMAGES;2013;660000084;660780180;CAM;2;2;870;;286;6349;;0
IMAGES;2013;660000084;660780180;IRM;2;2;2583;;;11682;323;0
IMAGES;2013;660000084;660780180;MAMM;1;1;;;;1343;;
IMAGES;2013;660000084;660780180;RADIO;5;5;11666;3910;;40564;911;1
IMAGES;2013;660000084;660780180;SCAN;2;2;9423;;251;16972;86;1
IMAGES;2013;660000084;660780180;TOMO;1;1;144;;93;2355;;0
IMAGES;2013;660000084;660780180;VASC;2;2;2228;;;127;10;1
IMAGES;2013;660000084;660780180;dtIRM1;2;2;148;;;3691;;0
IMAGES;2013;660000605;660786799;RADIO;2;2;1010;192;;;;0
IMAGES;2013;660006990;340019363;MAMM;1;0;;;;;;
IMAGES;2013;660006990;340019363;RADIO;1;0;;;;;;
IMAGES;2013;660007006;340019363;RADIO;1;1;6287;0;0;0;0;0
IMAGES;2013;660780347;660000183;RADIO;1;1;50;11;0;11;0;0
IMAGES;2013;660780628;660000282;MAMM;1;1;;;;;;
IMAGES;2013;660780628;660000282;RADIO;3;3;3878;;;;;
IMAGES;2013;660780628;660000282;SCAN;1;1;1606;;;;;
IMAGES;2013;660780636;660000290;RADIO;1;1;756;;;;;
IMAGES;2013;660780776;660000399;RADIO;1;0;;;;;;
IMAGES;2013;660780776;660000399;SCAN;1;0;;;;;;
IMAGES;2013;670000025;670780055;CAM;2;2;1485;153;12;7082;81;0
IMAGES;2013;670000025;670780055;IRM;2;2;2168;258;16;5161;55;1
IMAGES;2013;670000025;670780055;LITHO;1;1;99;3;0;0;0;1
IMAGES;2013;670000025;670780055;RADIO;6;6;38468;542;37;24481;414;
IMAGES;2013;670000025;670780055;SCAN;3;3;13475;908;24;11550;407;1
IMAGES;2013;670000025;670780055;VASC;5;5;1039;59;1;235;8;1
IMAGES;2013;670000025;670780055;dtIRM2;1;1;1492;131;1;2510;;0
IMAGES;2013;670000033;670780063;CAM;3;3;485;;;5750;;0
IMAGES;2013;670000033;670780063;IRM;1;1;213;;;2313;;0
IMAGES;2013;670000033;670780063;MAMM;3;3;;;;7437;;
IMAGES;2013;670000033;670780063;RADIO;2;2;3794;;;4377;;0
IMAGES;2013;670000033;670780063;SCAN;1;1;517;;;3505;;0
IMAGES;2013;670000033;670780063;TOMO;1;1;7;;;931;;0
IMAGES;2013;670000058;670013366;RADIO;;;;;;;;1
IMAGES;2013;670000157;670780337;CAM;3;3;744;;5169;0;;0
IMAGES;2013;670000157;670780337;IRM;1;1;551;;17;7044;4;0
IMAGES;2013;670000157;670780337;MAMM;1;1;;;;1282;;
IMAGES;2013;670000157;670780337;RADIO;4;4;17602;;;25416;;
IMAGES;2013;670000157;670780337;SCAN;1;1;6542;;;10023;74;0
IMAGES;2013;670000157;670780337;VASC;3;3;1462;;;50;;1
IMAGES;2013;670000165;670780345;IRM;1;1;580;;;6310;;0
IMAGES;2013;670000165;670780345;RADIO;4;4;23537;;;25756;245;0
IMAGES;2013;670000165;670780345;SCAN;1;1;3872;;;7353;38;0
IMAGES;2013;670000272;670780543;RADIO;2;2;4067;;;8447;98;
IMAGES;2013;670000272;670780543;SCAN;1;1;2532;;;3465;84;
IMAGES;2013;670000306;670780584;RADIO;1;1;1648;;;7;;0
IMAGES;2013;670000397;670780691;IRM;1;1;301;0;0;2916;15;0
IMAGES;2013;670000397;670780691;RADIO;3;3;4956;36;0;29044;398;1
IMAGES;2013;670000397;670780691;SCAN;1;1;5939;0;0;4411;117;0
IMAGES;2013;670000405;670780709;RADIO;1;;;;;;;0
IMAGES;2013;670000603;670781152;RADIO;1;1;865;0;125;0;0;1
IMAGES;2013;670009109;670780055;RADIO;;;2524;79;0;20254;68;
IMAGES;2013;670014430;670001734;VASC;1;1;0;7110;0;8;0;1
IMAGES;2013;670780170;670000116;IRM;1;0;;;;;;
IMAGES;2013;670780170;670000116;RADIO;2;0;;;;;;
IMAGES;2013;670780170;670000116;SCAN;1;0;;;;;;
IMAGES;2013;670780170;670000116;VASC;2;0;;;;;;
IMAGES;2013;670780188;670014604;RADIO;2;2;6958;;;4900;0;0
IMAGES;2013;670780378;670000785;IRM;1;1;119;;;9811;;0
IMAGES;2013;670780378;670000785;MAMM;1;1;;;;1154;;
IMAGES;2013;670780378;670000785;RADIO;3;3;2883;;;13685;1;1
IMAGES;2013;670780378;670000785;SCAN;1;1;447;;;7431;;1
IMAGES;2013;670780378;670000785;dtIRM2;1;1;119;;;;;0
