BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2013;880000062;880780093;SCAN;1;1;3139;;;4758;18;0
IMAGES;2013;880000070;880007299;MAMM;1;1;;;;704;;
IMAGES;2013;880000070;880007299;RADIO;3;3;2848;;;11015;;0
IMAGES;2013;880001789;880001409;RADIO;1;1;65;;129;0;0;0
IMAGES;2013;880788591;880780150;CAM;2;0;;;;;;
IMAGES;2013;880788591;880780150;RADIO;4;0;;;;;;
IMAGES;2013;880788591;880780150;SCAN;1;0;;;;;;
IMAGES;2013;890002389;890000730;MAMM;1;;;;;;;
IMAGES;2013;890002389;890000730;SCAN;1;;;;;;;
IMAGES;2013;890975527;890000037;CAM;1;0;;;;;;
IMAGES;2013;890975527;890000037;IRM;1;1;733;;;3092;0;0
IMAGES;2013;890975527;890000037;MAMM;1;1;;;;;;
IMAGES;2013;890975527;890000037;RADIO;5;5;21489;;;24290;543;1
IMAGES;2013;890975527;890000037;SCAN;1;1;6555;;;5765;81;1
IMAGES;2013;890975527;890000037;VASC;1;1;1335;;;0;;1
IMAGES;2013;890975535;890000409;RADIO;2;2;3550;;;5805;67;1
IMAGES;2013;890975543;890000417;IRM;;0;;;700;700;;0
IMAGES;2013;890975543;890000417;MAMM;1;1;;;;1487;;
IMAGES;2013;890975543;890000417;RADIO;3;3;1487;;;15045;;0
IMAGES;2013;890975543;890000417;SCAN;1;1;1093;;;3157;16;0
IMAGES;2013;890975550;890970569;IRM;1;1;380;54;722;3836;27;0
IMAGES;2013;890975550;890970569;MAMM;1;1;;;;1581;;
IMAGES;2013;890975550;890970569;RADIO;4;5;13313;337;7;37329;368;0
IMAGES;2013;890975550;890970569;SCAN;1;1;3467;130;8;6970;64;1
IMAGES;2013;890975550;890970569;VASC;1;1;123;0;0;0;0;1
IMAGES;2013;890975568;890000433;MAMM;1;1;;;;984;;
IMAGES;2013;890975568;890000433;RADIO;2;2;1936;;;10519;80;0
IMAGES;2013;890975568;890000433;SCAN;1;1;1276;;;2924;26;0
IMAGES;2013;900000035;900000019;LITHO;1;1;183;;;;;
IMAGES;2013;900000035;900000019;MAMM;2;;;;;;;
IMAGES;2013;900000035;900000019;RADIO;4;;;;;;;
IMAGES;2013;900000035;900000019;SCAN;1;;;;;;;
IMAGES;2013;900000167;900000365;IRM;1;1;294;3;2;2319;20;1
IMAGES;2013;900000167;900000365;MAMM;1;1;;;;3311;;
IMAGES;2013;900000167;900000365;RADIO;5;5;17350;296;280;25560;574;1
IMAGES;2013;900000167;900000365;SCAN;1;1;7178;217;75;7359;173;1
IMAGES;2013;910000272;910110014;MAMM;1;1;;;;659;;
IMAGES;2013;910000272;910110014;RADIO;3;3;9362;;;22780;382;0
IMAGES;2013;910000272;910110014;SCAN;1;1;1636;;;1995;6;0
IMAGES;2013;910000280;910019447;MAMM;1;1;;;;635;;
IMAGES;2013;910000280;910019447;RADIO;3;3;5237;;;13360;162;
IMAGES;2013;910000280;910019447;SCAN;1;1;3123;;;2365;26;0
IMAGES;2013;910000298;910110055;IRM;1;1;481;;10;2333;0;0
IMAGES;2013;910000298;910110055;RADIO;3;3;11209;0;0;26286;692;0
IMAGES;2013;910000298;910110055;SCAN;1;1;4387;;8;7028;171;0
IMAGES;2013;910000306;910110063;CAM;2;2;128;34;58;1628;0;0
IMAGES;2013;910000306;910110063;IRM;2;2;896;;;1833;0;
IMAGES;2013;910000306;910110063;MAMM;1;1;;;;536;;
IMAGES;2013;910000306;910110063;RADIO;2;2;2030;;;22573;75;
IMAGES;2013;910000306;910110063;SCAN;1;1;2336;;;10520;173;
IMAGES;2013;910000306;910110063;TOMO;1;1;12;36;189;1311;0;0
IMAGES;2013;910000306;910110063;dtIRM1;1;1;644;;;1833;;
IMAGES;2013;910000306;910110063;dtIRM2;1;1;252;;;0;;
IMAGES;2013;910001973;910019447;IRM;1;1;560;;;1270;22;0
IMAGES;2013;910001973;910019447;RADIO;3;3;14941;;;14254;670;0
IMAGES;2013;910001973;910019447;SCAN;1;1;5619;;;2376;208;0
IMAGES;2013;910009919;910009869;IRM;1;;;;;;;
IMAGES;2013;910009919;910009869;MAMM;1;;;;;;;
IMAGES;2013;910009919;910009869;RADIO;3;;;;;;;
IMAGES;2013;910009919;910009869;SCAN;1;;;;;;;
IMAGES;2013;910009919;910009869;dtIRM2;1;;;;;;;
IMAGES;2013;910015965;750043994;RADIO;1;1;553;;;;;0
IMAGES;2013;910018423;910019454;RADIO;2;2;1518;;;12226;192;0
IMAGES;2013;910018423;910019454;SCAN;1;1;1264;;;2796;36;0
IMAGES;2013;910020254;910002773;CAM;2;2;843;0;0;4117;;
IMAGES;2013;910020254;910002773;IRM;1;1;2314;;;6313;50;0
IMAGES;2013;910020254;910002773;MAMM;1;1;;;;2471;;
IMAGES;2013;910020254;910002773;RADIO;6;6;9965;;;47923;1021;1
IMAGES;2013;910020254;910002773;SCAN;2;2;9971;;;21166;372;1
IMAGES;2013;910020254;910002773;VASC;2;2;4207;;;163;46;1
IMAGES;2013;910100015;750712184;RADIO;1;1;3268;;;72;0;0
IMAGES;2013;910100023;750712184;RADIO;2;2;4782;;;271;0;0
IMAGES;2013;910150028;750811184;RADIO;2;2;8290;0;0;1855;0;0
IMAGES;2013;910150028;750811184;SCAN;1;1;2758;0;0;3877;0;0
IMAGES;2013;910150069;910000033;RADIO;2;2;5150;;;37;;0
IMAGES;2013;910300011;910000348;IRM;1;1;5;;;1400;;0
IMAGES;2013;910300029;910000355;IRM;1;;;;;;;
IMAGES;2013;910300029;910000355;MAMM;1;;;;;;;
IMAGES;2013;910300029;910000355;RADIO;1;;;;;;;
IMAGES;2013;910300029;910000355;SCAN;1;;;;;;;
IMAGES;2013;910300060;750043994;RADIO;1;;;;;;;0
IMAGES;2013;910300144;910000447;IRM;1;0;188;0;0;14077;80;0
IMAGES;2013;910300144;910000447;SCAN;1;0;1165;0;0;11864;0;0
IMAGES;2013;910300177;910000462;IRM;1;;;;;;;
IMAGES;2013;910300177;910000462;LITHO;1;;;;;;;
IMAGES;2013;910300177;910000462;SCAN;1;;;;;;;
IMAGES;2013;910300219;910003888;IRM;2;2;699;;0;14903;;0
IMAGES;2013;910300219;910003888;MAMM;1;1;;;;;;
IMAGES;2013;910300219;910003888;SCAN;2;2;2138;;169;9093;15;1
IMAGES;2013;910300219;910003888;VASC;3;3;6027;;;;;
IMAGES;2013;910300276;910019702;RADIO;1;1;1462;;;;;0
IMAGES;2013;910300359;910000587;IRM;;0;1;;;;;
IMAGES;2013;910300359;910000587;LITHO;1;;;;;;;
IMAGES;2013;910300359;910000587;MAMM;1;;;;;;;
IMAGES;2013;910300359;910000587;RADIO;1;;;;;;;
IMAGES;2013;910300359;910000587;SCAN;;0;23;;;;;
IMAGES;2013;910805357;910001643;IRM;1;0;;;;;;
IMAGES;2013;910805357;910001643;MAMM;1;0;;;;;;
IMAGES;2013;910805357;910001643;RADIO;3;0;;;;;;
IMAGES;2013;910805357;910001643;SCAN;1;0;;;;;;
IMAGES;2013;910805357;910001643;dtIRM2;1;0;;;;;;
IMAGES;2013;920000460;750813321;CAM;2;2;961;;;4011;;0
IMAGES;2013;920000460;750813321;IRM;1;1;236;;1158;3029;;0
IMAGES;2013;920000460;750813321;MAMM;3;3;;;;12554;;
IMAGES;2013;920000460;750813321;RADIO;2;2;2668;;;3345;;0
IMAGES;2013;920000460;750813321;SCAN;1;1;700;;1526;4899;;0
IMAGES;2013;920000460;750813321;TOMO;1;1;64;;;3004;;0
IMAGES;2013;920000569;920026374;MAMM;1;1;;;;703;;
IMAGES;2013;920000569;920026374;RADIO;2;2;1935;62;0;5142;1;0
IMAGES;2013;920000569;920026374;SCAN;1;0;;;;;;
IMAGES;2013;920000585;920026374;IRM;1;0;;;;;;
IMAGES;2013;920000585;920026374;RADIO;3;3;8117;23;0;15507;512;0
IMAGES;2013;920000585;920026374;SCAN;1;0;;;;;;
IMAGES;2013;920000601;920110053;RADIO;2;2;2760;;;720;;0
IMAGES;2013;920000619;920009909;IRM;1;1;483;;;1355;;0
IMAGES;2013;920000619;920009909;RADIO;3;3;2388;32;74;11524;110;1
IMAGES;2013;920000619;920009909;SCAN;1;1;1751;6;;1887;;0
IMAGES;2013;920000627;920009909;RADIO;1;1;1774;;;5244;76;0
IMAGES;2013;920000635;920150026;MAMM;1;1;;;;661;;
IMAGES;2013;920000635;920150026;RADIO;1;1;1139;;;4554;;0
IMAGES;2013;920000635;920150026;SCAN;1;1;436;0;0;3918;0;0
IMAGES;2013;920000643;920150034;MAMM;1;1;;;;2196;;
IMAGES;2013;920000643;920150034;RADIO;4;4;5141;;;29546;551;0
IMAGES;2013;920000643;920150034;SCAN;1;1;4227;;34;6537;8;1
IMAGES;2013;920000650;920150059;CAM;2;2;1460;;;3171;0;0
IMAGES;2013;920000650;920150059;IRM;2;2;2417;;;8781;73;0
IMAGES;2013;920000650;920150059;RADIO;2;2;16135;;;32274;334;1
IMAGES;2013;920000650;920150059;SCAN;2;2;8742;;;11805;192;1
IMAGES;2013;920000650;920150059;TOMO;1;1;2;;;4172;;0
IMAGES;2013;920000650;920150059;VASC;2;2;2560;;;201;25;1
IMAGES;2013;920000650;920150059;dtIRM2;1;1;1543;;;4379;;0
IMAGES;2013;920000684;920150091;CAM;2;2;432;;;2259;;0
IMAGES;2013;920000684;920150091;IRM;1;1;198;;17;1536;;0
IMAGES;2013;920000684;920150091;RADIO;2;2;28794;;;2913;751;0
IMAGES;2013;920000684;920150091;SCAN;1;1;3775;;97;4789;3;1
IMAGES;2013;920000684;920150091;TOMO;1;1;134;;30;2343;;0
IMAGES;2013;920000684;920150091;VASC;3;3;4004;;219;250;22;1
IMAGES;2013;920001369;920710654;RADIO;1;1;1157;;0;0;0;0
IMAGES;2013;920100013;750712184;IRM;1;1;925;;;;;
IMAGES;2013;920100013;750712184;RADIO;5;5;18556;;;;;
IMAGES;2013;920100013;750712184;SCAN;2;2;6923;;;;;
IMAGES;2013;920100013;750712184;VASC;2;2;2154;;;;;
IMAGES;2013;920100021;750712184;CAM;2;2;1100;180;50;3618;0;0
IMAGES;2013;920100021;750712184;IRM;1;1;1136;22;1;4719;257;0
IMAGES;2013;920100021;750712184;MAMM;1;1;;;;;;
IMAGES;2013;920100021;750712184;RADIO;3;3;5788;1;5;27302;5656;1
IMAGES;2013;920100021;750712184;SCAN;2;2;5600;5;11;9447;2945;1
IMAGES;2013;920100021;750712184;VASC;1;1;279;;;;32;1
IMAGES;2013;920100039;750712184;CAM;2;2;1138;158;93;2059;;
IMAGES;2013;920100039;750712184;IRM;1;1;3021;4;;6069;31;0
IMAGES;2013;920100039;750712184;RADIO;5;5;50835;49;13;45246;;1
IMAGES;2013;920100039;750712184;SCAN;1;1;9851;4;7;8297;287;1
IMAGES;2013;920100039;750712184;VASC;2;2;3956;52;70;126;;1
IMAGES;2013;920100039;750712184;dtIRM2;1;1;3021;;;675;;1
IMAGES;2013;920100054;750712184;IRM;1;1;1381;;;;;
IMAGES;2013;920100054;750712184;RADIO;4;4;6841;;;;;
IMAGES;2013;920100054;750712184;SCAN;1;1;1600;;;;;
IMAGES;2013;920100062;750712184;RADIO;4;4;5110;52;;3453;;0
IMAGES;2013;920100062;750712184;SCAN;1;1;1496;254;;4221;;0
IMAGES;2013;920120011;750821092;IRM;1;1;597;;;2190;3;0
IMAGES;2013;920120011;750821092;RADIO;5;5;16405;;;15599;299;0
IMAGES;2013;920120011;750821092;SCAN;1;1;4967;;;4965;56;1
IMAGES;2013;920120011;750821092;VASC;1;1;474;;;52;1;1
IMAGES;2013;920150018;750720492;RADIO;2;2;42298;;;98636;0;0
IMAGES;2013;920300043;920001526;CAM;2;2;4570;;;;;
IMAGES;2013;920300043;920001526;IRM;2;0;;;;;;
IMAGES;2013;920300043;920001526;LITHO;1;1;290;;;;;
IMAGES;2013;920300043;920001526;SCAN;2;0;;;;;;
IMAGES;2013;920300043;920001526;TOMO;1;1;3156;;;;;
IMAGES;2013;920300043;920001526;VASC;2;0;;;;;;
IMAGES;2013;920300209;920000775;MAMM;1;0;;;;1;;
IMAGES;2013;920300209;920000775;RADIO;1;0;1;;;1;0;0
IMAGES;2013;920300266;920000940;MAMM;1;1;;;;;;
IMAGES;2013;920300266;920000940;RADIO;3;3;356;;2607;;;0
IMAGES;2013;920300464;910014919;RADIO;1;1;878;;;2782;;1
IMAGES;2013;920300597;920000940;MAMM;1;1;;;;1512;;
IMAGES;2013;920300597;920000940;RADIO;3;3;1609;;;18845;21;1
IMAGES;2013;920300597;920000940;SCAN;1;1;697;;;5157;31;1
IMAGES;2013;920300753;920810736;IRM;1;1;152;;;9347;20;0
IMAGES;2013;920300753;920810736;MAMM;1;;;;;;;
IMAGES;2013;920300753;920810736;RADIO;2;0;;;;;;0
IMAGES;2013;920300753;920810736;SCAN;1;1;3107;;;8541;4;0
IMAGES;2013;920300753;920810736;VASC;4;4;13250;;;45;;0
IMAGES;2013;920300761;920000973;IRM;1;;;;;;;
IMAGES;2013;920300761;920000973;MAMM;1;;;;;;;
IMAGES;2013;920300761;920000973;RADIO;2;;;;;;;
IMAGES;2013;920300761;920000973;SCAN;1;;;;;;;
IMAGES;2013;920300787;920000981;CAM;3;3;245;0;0;7634;0;
IMAGES;2013;920300787;920000981;IRM;1;1;745;0;0;7659;93;0
IMAGES;2013;920300787;920000981;LITHO;1;1;253;0;0;;0;0
IMAGES;2013;920300787;920000981;MAMM;1;1;;;;5920;;
IMAGES;2013;920300787;920000981;RADIO;3;3;7169;0;0;21930;135;1
IMAGES;2013;920300787;920000981;SCAN;1;1;2620;;;11370;189;1
IMAGES;2013;920300787;920000981;TOMO;1;1;196;0;0;4719;0;
IMAGES;2013;920300787;920000981;VASC;1;1;946;0;0;0;2;1
IMAGES;2013;920300837;920001005;MAMM;1;1;;;;;;
IMAGES;2013;920300837;920001005;RADIO;2;;;;;;;0
IMAGES;2013;920300837;920001005;SCAN;1;1;906;;9151;;;0
IMAGES;2013;920300936;920006848;CAM;2;2;148;;;;;0
IMAGES;2013;920300936;920006848;IRM;1;1;53;;85;8441;23;1
IMAGES;2013;920300936;920006848;MAMM;1;;;;;;;
IMAGES;2013;920300936;920006848;RADIO;4;4;10178;;407;15684;3;1
IMAGES;2013;920300936;920006848;SCAN;1;1;1580;;1625;11739;12;1
IMAGES;2013;920300985;920810330;RADIO;3;3;404;;;7995;0;0
IMAGES;2013;930000286;930021480;CAM;2;2;636;18;0;4366;0;
IMAGES;2013;930000286;930021480;IRM;1;1;900;28;0;1826;0;
IMAGES;2013;930000286;930021480;RADIO;3;3;14272;262;0;30357;654;
IMAGES;2013;930000286;930021480;SCAN;2;2;5028;97;0;5820;90;
IMAGES;2013;930000286;930021480;VASC;2;2;1410;0;0;112;2;
IMAGES;2013;930000302;930110036;IRM;1;1;710;;;3319;0;0
IMAGES;2013;930000302;930110036;RADIO;4;4;29562;;;7595;657;0
IMAGES;2013;930000302;930110036;SCAN;1;1;3690;;;1765;152;0
IMAGES;2013;930000328;930110051;IRM;1;1;3831;;4458;2392;42;0
IMAGES;2013;930000328;930110051;MAMM;1;1;;;;413;;
IMAGES;2013;930000328;930110051;RADIO;2;2;17122;;;25929;728;0
IMAGES;2013;930000328;930110051;SCAN;1;1;15251;;;10263;148;1
IMAGES;2013;930000336;930110069;IRM;1;1;1188;;;3716;14;0
IMAGES;2013;930000336;930110069;MAMM;1;1;;;;1011;;
IMAGES;2013;930000336;930110069;RADIO;7;7;16653;;;42489;1092;
IMAGES;2013;930000336;930110069;SCAN;1;1;4891;;;8978;243;1
IMAGES;2013;930000336;930110069;dtIRM2;1;1;1188;;;3716;;0
IMAGES;2013;930013818;930024427;RADIO;1;1;526;;;;;0
IMAGES;2013;930019203;750043994;RADIO;1;1;800;;;;;0
IMAGES;2013;930100011;750712184;RADIO;4;4;5616;0;0;692;0;0
IMAGES;2013;930100037;750712184;CAM;2;2;1077;221;44;4598;;0
IMAGES;2013;930100037;750712184;IRM;1;1;3916;14;4;3448;;0
IMAGES;2013;930100037;750712184;RADIO;8;8;29816;;28;22127;;
IMAGES;2013;930100037;750712184;SCAN;2;2;12885;391;121;6942;341;1
IMAGES;2013;930100037;750712184;TOMO;1;1;759;114;21;1747;;0
IMAGES;2013;930100045;750712184;IRM;1;1;792;73;0;2641;0;1
IMAGES;2013;930100045;750712184;MAMM;1;1;;;;2205;;
IMAGES;2013;930100045;750712184;RADIO;5;3;8666;;;28067;786;0
IMAGES;2013;930100045;750712184;SCAN;1;1;4020;571;19;4641;98;1
IMAGES;2013;930100045;750712184;VASC;1;1;775;18;0;251;4;1
IMAGES;2013;930300025;930000393;CAM;2;2;358;;122;5379;;0
IMAGES;2013;930300025;930000393;IRM;1;1;10240;;;;990;
IMAGES;2013;930300025;930000393;RADIO;3;3;5311;;;9836;392;
IMAGES;2013;930300025;930000393;SCAN;2;2;17852;0;0;;1681;
IMAGES;2013;930300025;930000393;TOMO;1;0;0;;;;;
IMAGES;2013;930300066;930000401;LITHO;1;1;246;;;;;
IMAGES;2013;930300066;930000401;VASC;1;1;739;;;;;
IMAGES;2013;930300082;930000419;IRM;1;1;6358;;;;;1
IMAGES;2013;930300082;930000419;LITHO;1;;;;;;;
IMAGES;2013;930300082;930000419;MAMM;1;;;;;;;
IMAGES;2013;930300082;930000419;RADIO;2;;;;;;;
IMAGES;2013;930300082;930000419;SCAN;2;2;8823;;;;;1
IMAGES;2013;930300264;930000492;IRM;2;2;61;;;20623;;0
IMAGES;2013;930300264;930000492;RADIO;3;3;3267;;;14954;;0
IMAGES;2013;930300264;930000492;SCAN;1;1;101;;;6750;;1
IMAGES;2013;930300553;930000633;IRM;1;1;1004;;;24256;0;0
IMAGES;2013;930300553;930000633;MAMM;1;1;;;;2998;;
IMAGES;2013;930300553;930000633;RADIO;3;3;2536;;;23136;2346;1
IMAGES;2013;930300553;930000633;SCAN;1;1;4884;;;27383;12;1
IMAGES;2013;930300595;930000658;CAM;2;;;;;;;1
IMAGES;2013;930300595;930000658;IRM;1;;;;;;;1
IMAGES;2013;930300595;930000658;LITHO;1;;;;;;;0
IMAGES;2013;930300595;930000658;MAMM;1;;;;;;;
IMAGES;2013;930300595;930000658;RADIO;5;;;;;;;1
IMAGES;2013;930300595;930000658;SCAN;1;;;;;;;1
IMAGES;2013;930300629;930000666;MAMM;1;;;;;;;
IMAGES;2013;930300629;930000666;RADIO;1;1;2389;;;3809;;0
IMAGES;2013;940000573;940110018;IRM;2;1;745;;;1354;1;0
IMAGES;2013;940000573;940110018;MAMM;1;1;;;;784;;
IMAGES;2013;940000573;940110018;RADIO;3;3;17478;;;15457;965;0
IMAGES;2013;940000573;940110018;SCAN;2;1;2861;;;1729;21;0
IMAGES;2013;940000573;940110018;dtIRM1;;;77;;;214;;0
IMAGES;2013;940000599;940110042;IRM;1;1;1229;8;4;3644;;0
IMAGES;2013;940000599;940110042;MAMM;1;1;;;;197;;
IMAGES;2013;940000599;940110042;RADIO;6;6;5909;91;;44669;10393;1
IMAGES;2013;940000599;940110042;SCAN;2;2;7043;158;377;24965;2778;1
IMAGES;2013;940000599;940110042;VASC;1;1;2049;2;4;67;94;1
IMAGES;2013;940000649;940150014;IRM;2;2;1737;;;3769;0;0
IMAGES;2013;940000649;940150014;MAMM;1;1;;;;573;;
IMAGES;2013;940000649;940150014;RADIO;3;3;9072;;;29813;855;1
IMAGES;2013;940000649;940150014;SCAN;2;2;5006;;;7621;281;1
IMAGES;2013;940000656;940150022;RADIO;1;1;1618;0;0;1294;0;0
IMAGES;2013;940000664;940160013;CAM;2;2;765;;;1936;0;
IMAGES;2013;940000664;940160013;IRM;1;1;1083;;;3625;0;
IMAGES;2013;940000664;940160013;MAMM;2;2;;;;5775;;
IMAGES;2013;940000664;940160013;RADIO;4;4;16711;;;6599;50;
IMAGES;2013;940000664;940160013;SCAN;3;3;7216;;;14549;12;
IMAGES;2013;940000664;940160013;TOMO;1;1;419;;;3066;0;
IMAGES;2013;940000664;940160013;VASC;2;2;298;;;9;0;
IMAGES;2013;940000664;940160013;dtIRM2;1;1;1083;;;;;
IMAGES;2013;940016868;940016819;IRM;1;1;115;;;254;;0
IMAGES;2013;940016868;940016819;RADIO;2;2;3725;;;4299;;0
IMAGES;2013;940016868;940016819;SCAN;1;1;231;;;322;;0
IMAGES;2013;940100027;750712184;CAM;3;3;1010;21;41;4972;0;0
IMAGES;2013;940100027;750712184;IRM;2;2;4939;100;0;7549;31;0
IMAGES;2013;940100027;750712184;MAMM;1;1;;;;1806;;
IMAGES;2013;940100027;750712184;RADIO;5;5;56444;100;;30755;1330;1
IMAGES;2013;940100027;750712184;SCAN;3;3;18313;65;0;15987;521;1
IMAGES;2013;940100027;750712184;TOMO;1;1;566;19;40;2184;0;0
IMAGES;2013;940100027;750712184;VASC;5;5;10184;3;;0;57;1
IMAGES;2013;940100027;750712184;dtIRM1;1;1;2490;50;0;3974;;0
IMAGES;2013;940100027;750712184;dtIRM2;1;1;2449;50;0;3575;;0
IMAGES;2013;940100035;750712184;RADIO;1;1;2865;;;699;;0
IMAGES;2013;940100035;750712184;SCAN;1;1;4230;;;1315;;0
IMAGES;2013;940100043;750712184;CAM;2;2;1145;517;317;3809;;0
IMAGES;2013;940100043;750712184;IRM;1;1;1503;;;3121;382;0
IMAGES;2013;940100043;750712184;LITHO;1;1;83;0;0;0;;1
IMAGES;2013;940100043;750712184;MAMM;1;1;;;;896;;
IMAGES;2013;940100043;750712184;RADIO;7;7;39155;;;34531;15368;1
IMAGES;2013;940100043;750712184;SCAN;1;1;10512;;;5430;4298;1
IMAGES;2013;940100043;750712184;VASC;1;1;1435;;;101;35;1
IMAGES;2013;940100050;750712184;RADIO;2;2;10421;0;9;1329;0;1
IMAGES;2013;940100068;750712184;RADIO;2;2;5019;0;0;1258;12;1
IMAGES;2013;940100068;750712184;SCAN;1;1;3824;0;0;319;15;0
IMAGES;2013;940100068;750712184;VASC;1;1;373;0;0;14;0;1
IMAGES;2013;940120017;750821092;IRM;1;1;734;;;3307;1;0
IMAGES;2013;940120017;750821092;MAMM;1;1;;;;922;;
IMAGES;2013;940120017;750821092;RADIO;4;4;18377;;;25432;337;1
IMAGES;2013;940120017;750821092;SCAN;1;1;5018;;;4214;91;1
IMAGES;2013;940120017;750821092;VASC;;;;;;;;1
IMAGES;2013;940300031;940000706;IRM;1;1;135;;;7392;;0
IMAGES;2013;940300031;940000706;MAMM;1;;;;;;;
IMAGES;2013;940300031;940000706;SCAN;1;;;;;;;0
IMAGES;2013;940300163;750043994;RADIO;1;1;210;;;;;0
IMAGES;2013;940300270;940000771;IRM;1;;;;;;;
IMAGES;2013;940300270;940000771;RADIO;1;;;;;;;
IMAGES;2013;940300270;940000771;SCAN;1;;;;;;;
IMAGES;2013;940700032;940001027;RADIO;1;1;1087;0;0;0;0;0
IMAGES;2013;940700040;940809361;RADIO;1;1;680;0;0;9;0;0
IMAGES;2013;940806490;750810798;SCAN;1;1;891;;;;;
IMAGES;2013;940813033;940001894;RADIO;1;;;;;;;
IMAGES;2013;940813033;940001894;SCAN;1;;;;;;;
IMAGES;2013;950000307;950110015;IRM;1;1;1793;;5;1706;;0
IMAGES;2013;950000307;950110015;MAMM;1;1;;;;3784;;
IMAGES;2013;950000307;950110015;RADIO;5;5;20301;;41;32007;1167;1
IMAGES;2013;950000307;950110015;SCAN;2;2;7177;;13;8619;219;1
IMAGES;2013;950000307;950110015;VASC;1;1;1189;;;120;1;
IMAGES;2013;950000315;950001370;IRM;1;1;160;;;2054;0;0
IMAGES;2013;950000315;950001370;MAMM;1;1;;;;;;
IMAGES;2013;950000315;950001370;RADIO;2;2;4414;;;19548;433;0
IMAGES;2013;950000315;950001370;SCAN;1;1;1272;;;2936;30;0
IMAGES;2013;950000323;950013870;IRM;1;1;548;80;3;6911;6;0
IMAGES;2013;950000323;950013870;MAMM;1;1;;;;1343;;
IMAGES;2013;950000323;950013870;RADIO;8;8;20029;100;48;46617;1398;1
IMAGES;2013;950000323;950013870;SCAN;2;2;5592;256;14;18582;171;1
IMAGES;2013;950000323;950013870;VASC;1;1;72;0;0;2;0;1
IMAGES;2013;950000331;950110049;IRM;1;1;1450;1;36;3130;12;0
IMAGES;2013;950000331;950110049;RADIO;5;5;15203;134;101;40357;936;1
IMAGES;2013;950000331;950110049;SCAN;1;1;3310;43;60;7104;150;1
IMAGES;2013;950000331;950110049;VASC;1;1;1079;1;72;213;5;1
IMAGES;2013;950000349;950015289;RADIO;2;2;381;101;0;6976;35;0
IMAGES;2013;950000364;950110080;CAM;3;3;465;;;4500;;0
IMAGES;2013;950000364;950110080;IRM;1;1;1395;;;3447;;
IMAGES;2013;950000364;950110080;LITHO;1;1;;;;;;
IMAGES;2013;950000364;950110080;MAMM;1;;;;;;;
IMAGES;2013;950000364;950110080;RADIO;;;31125;;;37331;;
IMAGES;2013;950000364;950110080;SCAN;2;2;7371;;;5852;;
IMAGES;2013;950000364;950110080;TOMO;1;1;156;;;2228;;
IMAGES;2013;950000364;950110080;VASC;;;828;;;12;;
IMAGES;2013;950000398;950140012;RADIO;3;3;2943;;;;;
IMAGES;2013;950000406;950150037;RADIO;1;1;842;0;0;0;0;0
IMAGES;2013;950000695;950500033;RADIO;1;1;1720;;;;;0
IMAGES;2013;950000703;950500041;RADIO;1;1;1502;;;;;
IMAGES;2013;950016139;950015289;RADIO;2;2;381;101;0;6976;35;0
IMAGES;2013;950300244;950000539;IRM;1;0;;;;;;
IMAGES;2013;950300244;950000539;RADIO;4;0;;;;;;
IMAGES;2013;950300244;950000539;SCAN;1;0;;;;;;
IMAGES;2013;950500017;950015289;RADIO;1;1;1648;0;0;131;0;0
IMAGES;2013;950700021;950000760;RADIO;2;2;1241;;55;;;0
IMAGES;2013;970100012;970100103;SCAN;;;333;;;;;
IMAGES;2013;970100020;970100152;MAMM;1;1;;;;976;;
IMAGES;2013;970100392;970100178;RADIO;3;3;4700;;;10403;219;0
IMAGES;2013;970100392;970100178;SCAN;1;1;1083;0;0;3744;32;0
IMAGES;2013;970100426;970100202;MAMM;1;1;;;;419;;
IMAGES;2013;970100426;970100202;RADIO;1;1;979;;9;1949;0;1
IMAGES;2013;970100442;970100228;CAM;2;2;695;;;7703;;0
IMAGES;2013;970100442;970100228;IRM;1;1;1084;;;2271;;
IMAGES;2013;970100442;970100228;LITHO;1;1;29;;;;;
IMAGES;2013;970100442;970100228;MAMM;1;1;;;;46;;
IMAGES;2013;970100442;970100228;RADIO;6;6;11913;;;7951;;0
IMAGES;2013;970100442;970100228;SCAN;2;2;7087;;;13040;;1
IMAGES;2013;970100442;970100228;VASC;1;1;21;;;;;1
IMAGES;2013;970100483;970100285;MAMM;1;1;;;;281;;
IMAGES;2013;970100483;970100285;RADIO;2;2;1279;;;1997;0;0
IMAGES;2013;970102596;970100491;MAMM;1;0;;;;;;
IMAGES;2013;970102596;970100491;RADIO;1;0;;;;;;
IMAGES;2013;970103099;970100525;RADIO;1;1;1758;;;;;0
IMAGES;2013;970107249;970100731;IRM;1;1;169;;;8641;;0
IMAGES;2013;970107249;970100731;LITHO;1;1;176;;;;;1
IMAGES;2013;970107249;970100731;MAMM;1;;;;;;;
IMAGES;2013;970107249;970100731;RADIO;2;2;12009;;;18506;;0
IMAGES;2013;970107249;970100731;SCAN;1;1;2857;;;9977;;0
IMAGES;2013;970107249;970100731;VASC;1;1;59;;;578;;1
IMAGES;2013;970200036;970202156;RADIO;1;1;624;;;265;;
IMAGES;2013;970200044;970202164;RADIO;1;1;604;;;1380;;
IMAGES;2013;970202313;970200168;IRM;1;1;10;;;;;0
IMAGES;2013;970202313;970200168;SCAN;1;1;123;;;;1;0
