BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2013;880780135;880780150;M1140;2;;2;0;0;;
PERINAT_P;2013;880780135;880780150;M2050;6;;6;0;0;;
PERINAT_P;2013;880780135;880780150;MIVG;6;;6;;;;
PERINAT_P;2013;880780135;880780150;N2340;;4;2.42;;;;
PERINAT_P;2013;880780135;880780150;N2800;11;14;16.94;;;;
PERINAT_P;2013;880780135;880780150;N280H;7;6;11.19;;;;
PERINAT_P;2013;890975527;890000037;M1030;1;;1;1;1;0;0
PERINAT_P;2013;890975527;890000037;M1140;1;;1;1;1;;
PERINAT_P;2013;890975527;890000037;MIVG;2;;2;;;;
PERINAT_P;2013;890975527;890000037;N2340;5;1;5.8;;;;
PERINAT_P;2013;890975527;890000037;N2800;35;6;39.5;;;;
PERINAT_P;2013;890975527;890000037;N280H;13;;13;;;;
PERINAT_P;2013;890975535;890000409;M1140;1;;0.33;0;0;;
PERINAT_P;2013;890975535;890000409;N2800;1;;1;;;;
PERINAT_P;2013;890975543;890000417;N2800;1;;1;;;;
PERINAT_P;2013;890975550;890970569;M1030;4;0;0.32;1;;0;0
PERINAT_P;2013;890975550;890970569;M1140;2;0;1.05;0;0;;
PERINAT_P;2013;890975550;890970569;M2050;9;3;4.75;1;;;
PERINAT_P;2013;890975550;890970569;N2340;5;6;10.52;;;;
PERINAT_P;2013;890975550;890970569;N2700;1;0;0.5;;;;
PERINAT_P;2013;890975550;890970569;N2800;19;11;25.56;;;;
PERINAT_P;2013;900000167;900000365;M1030;11;;11.6;1;0;1;0
PERINAT_P;2013;900000167;900000365;M1140;6;7;8.58;0;1;;
PERINAT_P;2013;900000167;900000365;M2050;7;4;6.88;0;1;;
PERINAT_P;2013;900000167;900000365;MIVG;;1;0.43;;;;
PERINAT_P;2013;900000167;900000365;N2340;9;9;11.2;;;;
PERINAT_P;2013;900000167;900000365;N2700;;2;0.6;;;;
PERINAT_P;2013;900000167;900000365;N2800;23;13;24.76;;;;
PERINAT_P;2013;900000167;900000365;N280H;18;;18;;;;
PERINAT_P;2013;900000167;900000365;N3120;;1;1;;;;
PERINAT_P;2013;910000272;910110014;M1030;6;;2;0;0;;
PERINAT_P;2013;910000272;910110014;M1140;;6;2.5;1;0;;
PERINAT_P;2013;910000272;910110014;M2050;3;4;4.91;1;0;;
PERINAT_P;2013;910000272;910110014;MIVG;;2;0.3;;;;
PERINAT_P;2013;910000272;910110014;N2700;;1;0.1;;;;
PERINAT_P;2013;910000272;910110014;N2800;11;8;17.4;;;;
PERINAT_P;2013;910000272;910110014;N280H;7;;7;;;;
PERINAT_P;2013;910000280;910019447;M1030;3;;0.09;1;0;0;0
PERINAT_P;2013;910000280;910019447;M1140;6;1;3.26;1;0;;
PERINAT_P;2013;910000280;910019447;M2050;3;3;3.51;1;0;;
PERINAT_P;2013;910000280;910019447;N2340;7;9;12.61;;;;
PERINAT_P;2013;910000280;910019447;N2800;8;7;11.47;;;;
PERINAT_P;2013;910000298;910110055;M1140;1;2;1.37;1;;;
PERINAT_P;2013;910000298;910110055;M2050;7;2;5.29;1;;;
PERINAT_P;2013;910000298;910110055;N2340;4;1;4.49;;;;
PERINAT_P;2013;910000298;910110055;N2800;28;7;31.82;;;;
PERINAT_P;2013;910000298;910110055;N280H;26;5;29.82;;;;
PERINAT_P;2013;910000306;910110063;M1140;3;1;3.6;1;0;;
PERINAT_P;2013;910000306;910110063;M2050;5;6;6.7;1;0;;
PERINAT_P;2013;910000306;910110063;MIVG;3;1;3.4;;;;
PERINAT_P;2013;910000306;910110063;N2340;1;4;4.74;;;;
PERINAT_P;2013;910000306;910110063;N2800;12;8;16.66;;;;
PERINAT_P;2013;910001973;910019447;M1030;;;;1;0;0;0
PERINAT_P;2013;910001973;910019447;M1140;4;;4;1;0;;
PERINAT_P;2013;910001973;910019447;M2050;6;2;4.4;1;0;;
PERINAT_P;2013;910001973;910019447;MIVG;6;2;4.4;;;;
PERINAT_P;2013;910001973;910019447;N2340;7;4;7.58;;;;
PERINAT_P;2013;910001973;910019447;N2700;;1;0.5;;;;
PERINAT_P;2013;910001973;910019447;N2800;12;6;15.4;;;;
PERINAT_P;2013;910300144;910000447;M1030;5;;5;1;0;0;0
PERINAT_P;2013;910300144;910000447;M1140;1;1;2;0;1;;
PERINAT_P;2013;910300144;910000447;M2050;6;1;6;1;0;;
PERINAT_P;2013;910300144;910000447;N2800;11;;10.62;;;;
PERINAT_P;2013;910300144;910000447;N280H;5;;4.81;;;;
PERINAT_P;2013;910300177;910000462;M1030;6;;6;;;;
PERINAT_P;2013;910300177;910000462;M1140;1;;1;;;;
PERINAT_P;2013;910300177;910000462;M2050;5;;5;;;;
PERINAT_P;2013;910300177;910000462;N2700;;1;0.5;;;;
PERINAT_P;2013;910300177;910000462;N2800;;15;9;;;;
PERINAT_P;2013;910300177;910000462;N280H;;15;9;;;;
PERINAT_P;2013;910300177;910000462;N3120;;1;0.5;;;;
PERINAT_P;2013;910300219;910003888;M1030;6;;6;;;;
PERINAT_P;2013;910300219;910003888;M1140;2;1;2.4;;;;
PERINAT_P;2013;910300219;910003888;M2050;4;1;4.3;;;;
PERINAT_P;2013;910300219;910003888;MIVG;4;;4;;;;
PERINAT_P;2013;910300219;910003888;N2340;2;1;2.8;;;;
PERINAT_P;2013;910300219;910003888;N2700;;1;0.5;;;;
PERINAT_P;2013;910300219;910003888;N2800;6;10;9.77;;;;
PERINAT_P;2013;910300219;910003888;N280H;;;4.8;;;;
PERINAT_P;2013;910300219;910003888;N3120;1;;0.5;;;;
PERINAT_P;2013;910300359;910000587;M1030;6;4;5;;1;;
PERINAT_P;2013;910300359;910000587;M1140;2;0;2;0;1;;
PERINAT_P;2013;910300359;910000587;M2050;5;3;7;1;0;;
PERINAT_P;2013;910300359;910000587;N2700;;1;0.48;;;;
PERINAT_P;2013;910300359;910000587;N2800;9;8;12.2;;;;
PERINAT_P;2013;910300359;910000587;N280H;4;4;6.1;;;;
PERINAT_P;2013;910803543;910017615;M1030;7;;7;;;;
PERINAT_P;2013;910803543;910017615;M1140;2;;2;0;0;;
PERINAT_P;2013;910803543;910017615;M2050;5;1;5.5;;;;
PERINAT_P;2013;910803543;910017615;N2340;3;3;2.35;;;;
PERINAT_P;2013;910803543;910017615;N2700;1;;1;;;;
PERINAT_P;2013;910803543;910017615;N2800;9;15;18.3;;;;
PERINAT_P;2013;910805357;910001643;M1030;5;2;6.6;1;0;1;0
PERINAT_P;2013;910805357;910001643;M1140;;3;1.2;0;1;;
PERINAT_P;2013;910805357;910001643;M2050;3;2;3.7;1;0;;
PERINAT_P;2013;910805357;910001643;MIVG;1;1;1.5;;;;
PERINAT_P;2013;910805357;910001643;N2700;1;;0.8;;;;
PERINAT_P;2013;910805357;910001643;N2800;4;5;7;;;;
PERINAT_P;2013;910805357;910001643;N280H;3;4;5;;;;
PERINAT_P;2013;910805357;910001643;N3120;;1;0.2;;;;
PERINAT_P;2013;920000585;920026374;M1030;4;10;6.4;1;0;0;0
PERINAT_P;2013;920000585;920026374;M1140;5;2;2.9;1;0;;
PERINAT_P;2013;920000585;920026374;M2050;7;7;6.65;1;0;;
PERINAT_P;2013;920000585;920026374;MIVG;4;0;2.8;;;;
PERINAT_P;2013;920000585;920026374;N2340;8;5;13.04;;;;
PERINAT_P;2013;920000585;920026374;N2700;1;;1.3;;;;
PERINAT_P;2013;920000585;920026374;N2800;10;6;15.77;;;;
PERINAT_P;2013;920000585;920026374;N3120;;;0.05;;;;
PERINAT_P;2013;920000619;920009909;M1030;3;6;4.4;1;1;1;
PERINAT_P;2013;920000619;920009909;M1140;2;3;2.95;0;1;;
PERINAT_P;2013;920000619;920009909;M2050;7;0;13.54;1;0;;
PERINAT_P;2013;920000619;920009909;MIVG;1;1;1;;;;
PERINAT_P;2013;920000619;920009909;N2340;1;;1;;;;
PERINAT_P;2013;920000619;920009909;N2700;;1;0.5;;;;
PERINAT_P;2013;920000619;920009909;N2800;23;9;26.9;;;;
PERINAT_P;2013;920000619;920009909;N3120;1;;0.58;;;;
PERINAT_P;2013;920000627;920009909;M1030;1;;1;;;;
PERINAT_P;2013;920000627;920009909;M1140;3;2;3.3;0;1;;
PERINAT_P;2013;920000627;920009909;M2050;4;4;5.5;;;;
PERINAT_P;2013;920000627;920009909;MIVG;;2;0.2;;;;
PERINAT_P;2013;920000627;920009909;N2340;13;3;16.42;;;;
PERINAT_P;2013;920000627;920009909;N2700;;;0.36;;;;
PERINAT_P;2013;920000627;920009909;N2800;20;12;27.81;;;;
PERINAT_P;2013;920000627;920009909;N3120;1;;0.5;;;;
PERINAT_P;2013;920000643;920150034;M2050;6;3;8.59;0;1;;
PERINAT_P;2013;920000650;920150059;M1030;;2;1.88;1;1;1;1
PERINAT_P;2013;920000650;920150059;M1140;1;6;4.3;1;1;;
PERINAT_P;2013;920000650;920150059;M2050;2;25;12.34;1;1;;
PERINAT_P;2013;920000650;920150059;N2340;10;3;11.25;;;;
PERINAT_P;2013;920000650;920150059;N2700;;1;0.8;;;;
PERINAT_P;2013;920000650;920150059;N2800;30;14;34;;;;
PERINAT_P;2013;920000650;920150059;N280H;12;6;16.8;;;;
PERINAT_P;2013;920100021;750712184;M1030;;;5.4;1;;;
PERINAT_P;2013;920100021;750712184;M1140;9;23;16.8;1;0;;
PERINAT_P;2013;920100021;750712184;M2050;6;36;13.2;1;0;;
PERINAT_P;2013;920100021;750712184;MIVG;1;4;2.2;;;;
PERINAT_P;2013;920100021;750712184;N2340;18;9;23.16;;;;
PERINAT_P;2013;920100021;750712184;N2700;2;2;3.4;;;;
PERINAT_P;2013;920100021;750712184;N2800;30;20;41.6;;;;
PERINAT_P;2013;920100021;750712184;N280H;17;0;17;;;;
PERINAT_P;2013;920100039;750712184;M1140;1;10;3.7;;;;
PERINAT_P;2013;920100039;750712184;M2050;9;9;9.16;;;;
PERINAT_P;2013;920100039;750712184;N2340;7;;7;;;;
PERINAT_P;2013;920100039;750712184;N2700;;;0.8;;;;
PERINAT_P;2013;920100039;750712184;N2800;23;4;27.13;;;;
PERINAT_P;2013;920100047;750712184;M1140;12;13;13.4;;;;
PERINAT_P;2013;920100047;750712184;M2050;;;12.3;;;;
PERINAT_P;2013;920100047;750712184;MIVG;;10;4.1;;;;
PERINAT_P;2013;920100047;750712184;N2340;;;75.35;;;;
PERINAT_P;2013;920100047;750712184;N2700;;;5.49;;;;
PERINAT_P;2013;920100047;750712184;N2800;;;35.49;;;;
PERINAT_P;2013;920100047;750712184;N3120;;;3.5;;;;
PERINAT_P;2013;920100062;750712184;MIVG;5;;1.75;;;;
PERINAT_P;2013;920100062;750712184;N3120;1;;0.1;;;;
PERINAT_P;2013;920300043;920001526;M1030;5;;5;1;1;1;1
PERINAT_P;2013;920300043;920001526;M1140;;6;4;1;1;;
PERINAT_P;2013;920300043;920001526;M2050;14;;14;1;1;;
PERINAT_P;2013;920300043;920001526;N2340;5;4;6.15;;;;
PERINAT_P;2013;920300043;920001526;N2700;1;;1;;;;
PERINAT_P;2013;920300043;920001526;N2800;17;11;24.34;;;;
PERINAT_P;2013;920300043;920001526;N280H;14;11;21.34;;;;
PERINAT_P;2013;920300043;920001526;N3120;1;;0.3;;;;
PERINAT_P;2013;920300209;920000775;M1030;2;1;2.5;;1;;1
PERINAT_P;2013;920300209;920000775;M1140;;5;2.5;;1;;
PERINAT_P;2013;920300209;920000775;M2050;;7;3.5;;1;;
PERINAT_P;2013;920300209;920000775;N3120;1;;1;;;;
PERINAT_P;2013;920300365;920815388;M1030;;3;1;;;;
PERINAT_P;2013;920300365;920815388;MIVG;;2;1.3;;;;
PERINAT_P;2013;920300415;920000890;M1140;;4;4;;1;;
PERINAT_P;2013;920300415;920000890;N2800;12;;12;;;;
PERINAT_P;2013;920300415;920000890;N280H;12;;12;;;;
PERINAT_P;2013;920300597;920000940;M1030;;7;0.44;0;1;;
PERINAT_P;2013;920300597;920000940;M1140;;3;0.34;0;1;;
PERINAT_P;2013;920300597;920000940;M2050;;4;2.2;0;1;;
PERINAT_P;2013;920300597;920000940;N2800;5;3;6.98;;;;
PERINAT_P;2013;920300670;920000965;M1030;5;1;5.5;0;1;1;1
PERINAT_P;2013;920300670;920000965;M1140;;4;2;0;1;;
PERINAT_P;2013;920300670;920000965;M2050;;13;7.5;0;1;;
PERINAT_P;2013;920300670;920000965;N2700;;1;0.5;;;;
PERINAT_P;2013;920300670;920000965;N2800;8;1;8.58;;;;
PERINAT_P;2013;920300670;920000965;N280H;4;1;4.58;;;;
PERINAT_P;2013;920300787;920000981;M1030;10;3;10.6;;1;1;1
PERINAT_P;2013;920300787;920000981;M1140;2;9;3.8;;1;;
PERINAT_P;2013;920300787;920000981;M2050;;46;9.2;;1;;
PERINAT_P;2013;920300787;920000981;N2340;2;3;3.71;;;;
PERINAT_P;2013;920300787;920000981;N2800;8;10;13.34;;;;
PERINAT_P;2013;920300787;920000981;N280H;5;2;6;;;;
PERINAT_P;2013;920300837;920001005;M1030;2;;2;1;;1;
PERINAT_P;2013;920300837;920001005;M1140;;3;0.25;1;;;
PERINAT_P;2013;920300837;920001005;M2050;2;4;0.25;1;;;
PERINAT_P;2013;920300837;920001005;MIVG;1;4;0.25;;;;
PERINAT_P;2013;920300837;920001005;N2340;;9;8.03;;;;
PERINAT_P;2013;920300837;920001005;N2700;;1;0.4;;;;
PERINAT_P;2013;920300837;920001005;N2800;9;5;3.08;;;;
PERINAT_P;2013;920300837;920001005;N280H;2;5;3.08;;;;
PERINAT_P;2013;930000286;930021480;M1030;11;0;10.4;1;0;1;1
PERINAT_P;2013;930000286;930021480;M1140;9;6;8.17;1;0;;
PERINAT_P;2013;930000286;930021480;M2050;8;2;9.96;1;1;;
PERINAT_P;2013;930000286;930021480;MIVG;2;0;0.2;;;;
PERINAT_P;2013;930000286;930021480;N2340;1;;1;;;;
PERINAT_P;2013;930000286;930021480;N2800;3;1;3.8;;;;
PERINAT_P;2013;930000302;930110036;M1030;5;0;5;1;0;1;0
PERINAT_P;2013;930000302;930110036;M1140;3;0;3;1;0;;
PERINAT_P;2013;930000302;930110036;M2050;11;7;13.17;1;0;;
PERINAT_P;2013;930000302;930110036;MIVG;2;0;0.27;;;;
PERINAT_P;2013;930000302;930110036;N2340;4;4;7.5;;;;
PERINAT_P;2013;930000302;930110036;N2700;0;2;0.9;;;;
PERINAT_P;2013;930000302;930110036;N2800;48;7;56.79;;;;
PERINAT_P;2013;930000328;930110051;M1140;7;9;10.2;1;1;;
PERINAT_P;2013;930000328;930110051;N2340;13;;13.68;;;;
PERINAT_P;2013;930000328;930110051;N2700;2;;1.96;;;;
PERINAT_P;2013;930000328;930110051;N2800;55;9;50.36;;;;
PERINAT_P;2013;930000336;930110069;M1030;3;;1.5;;;;
PERINAT_P;2013;930000336;930110069;M1140;2;2;2;;;;
PERINAT_P;2013;930000336;930110069;M2050;16;;9.35;;;;
PERINAT_P;2013;930000336;930110069;N2800;15;;14.3;;;;
PERINAT_P;2013;930100037;750712184;M1030;0;1;1;0;0;;
PERINAT_P;2013;930100037;750712184;M2050;0;2;2;0;0;;
PERINAT_P;2013;930100037;750712184;MIVG;0;1;1;;;;
PERINAT_P;2013;930100037;750712184;N2340;3;0;3;;;;
PERINAT_P;2013;930100037;750712184;N2700;1;0;1;;;;
PERINAT_P;2013;930100037;750712184;N2800;;1;1;;;;
PERINAT_P;2013;930100045;750712184;M1140;8;8;16;0;0;;
PERINAT_P;2013;930100045;750712184;M2050;7;6;13;0;0;;
PERINAT_P;2013;930100045;750712184;MIVG;0;1;1;;;;
PERINAT_P;2013;930100045;750712184;N2340;99;23;122;;;;
PERINAT_P;2013;930100045;750712184;N2700;0;3;3;;;;
PERINAT_P;2013;930100045;750712184;N2800;20;21;41;;;;
PERINAT_P;2013;930100045;750712184;N280H;16;;16;;;;
PERINAT_P;2013;930150032;930000815;M1030;3;11;7.18;1;1;0;0
PERINAT_P;2013;930150032;930000815;M1140;;9;1.69;0;1;;
PERINAT_P;2013;930150032;930000815;M2050;8;13;11.58;1;1;;
PERINAT_P;2013;930150032;930000815;MIVG;1;;0.5;;;;
PERINAT_P;2013;930150032;930000815;N2700;;3;1.83;;;;
PERINAT_P;2013;930150032;930000815;N2800;11;32;21.56;;;;
PERINAT_P;2013;930150032;930000815;N280H;6;21;12.07;;;;
PERINAT_P;2013;930150032;930000815;N3120;;1;0.46;;;;
PERINAT_P;2013;930300025;930000393;M1030;8;;8;1;;1;
PERINAT_P;2013;930300025;930000393;M1140;;5;2.5;;0;;
PERINAT_P;2013;930300025;930000393;M2050;5;;5;1;;;
PERINAT_P;2013;930300025;930000393;N2700;;1;0.8;;;;
PERINAT_P;2013;930300025;930000393;N2800;12;;12;;;;
PERINAT_P;2013;930300025;930000393;N3120;1;;1;;;;
PERINAT_P;2013;930300116;930000427;M1030;;9;9;1;;1;
PERINAT_P;2013;930300116;930000427;M1140;;5;3;1;;;
PERINAT_P;2013;930300116;930000427;M2050;;12;12;1;;;
PERINAT_P;2013;930300116;930000427;MIVG;;12;12;;;;
PERINAT_P;2013;930300116;930000427;N2340;1;;1;;;;
PERINAT_P;2013;930300116;930000427;N2700;;1;0.5;;;;
PERINAT_P;2013;930300116;930000427;N2800;;27;19;;;;
PERINAT_P;2013;930300116;930000427;N280H;;27;19;;;;
PERINAT_P;2013;930300116;930000427;N3120;;1;1;;;;
PERINAT_P;2013;930300298;930000518;M1030;4;0;4;1;1;0;0
PERINAT_P;2013;930300298;930000518;M1140;0;4;2;1;1;;
PERINAT_P;2013;930300298;930000518;M2050;;10;5;1;1;;
PERINAT_P;2013;930300298;930000518;MIVG;;10;5;;;;
PERINAT_P;2013;930300298;930000518;N2700;0;1;0.3;;;;
PERINAT_P;2013;930300298;930000518;N2800;7;7;4.79;;;;
PERINAT_P;2013;930300298;930000518;N280H;2;;2;;;;
PERINAT_P;2013;930300553;930000633;M1030;6;0;6;1;0;1;
PERINAT_P;2013;930300553;930000633;M1140;0;3;1;0;1;;
PERINAT_P;2013;930300553;930000633;M2050;2;6;4;1;0;;
PERINAT_P;2013;930300553;930000633;MIVG;8;9;11;;;;
PERINAT_P;2013;930300553;930000633;N2340;2;;2;;;;
PERINAT_P;2013;930300553;930000633;N2700;1;;1;;;;
PERINAT_P;2013;930300553;930000633;N2800;17;1;16.91;;;;
PERINAT_P;2013;930300553;930000633;N3120;1;;1;;;;
PERINAT_P;2013;930300595;930000658;M1030;5;;5;1;0;0;0
PERINAT_P;2013;930300595;930000658;M1140;;5;5;0;0;;
PERINAT_P;2013;930300595;930000658;M2050;4;;4;1;0;;
PERINAT_P;2013;930300595;930000658;N2700;1;;0.5;;;;
PERINAT_P;2013;930300595;930000658;N2800;2;;2;;;;
PERINAT_P;2013;930300595;930000658;N280H;2;;2;;;;
PERINAT_P;2013;930300595;930000658;N3120;1;;0.5;;;;
PERINAT_P;2013;940000573;940110018;M1030;;1;1;1;0;;
PERINAT_P;2013;940000573;940110018;M1140;;;;1;0;;
PERINAT_P;2013;940000573;940110018;M2050;;35;2.44;1;0;;
PERINAT_P;2013;940000573;940110018;N2340;22;6;24.5;;;;
PERINAT_P;2013;940000573;940110018;N2700;;1;0.5;;;;
PERINAT_P;2013;940000573;940110018;N2800;43;7;43.7;;;;
PERINAT_P;2013;940000573;940110018;N3120;3;;2.92;;;;
PERINAT_P;2013;940000599;940110042;M1030;9;;9;1;;;
PERINAT_P;2013;940000599;940110042;M1140;9;;7;1;;;
PERINAT_P;2013;940000599;940110042;M2050;8;;7;1;;;
PERINAT_P;2013;940000599;940110042;N2340;3;;3;;;;
PERINAT_P;2013;940000599;940110042;N2800;25;9;33.5;;;;
PERINAT_P;2013;940006679;940017338;M1030;5;3;6;1;1;1;0
PERINAT_P;2013;940006679;940017338;M1140;;6;3;0;1;;
PERINAT_P;2013;940006679;940017338;M2050;1;11;7;1;1;;
PERINAT_P;2013;940006679;940017338;MIVG;1;4;2;;;;
PERINAT_P;2013;940006679;940017338;N2340;1;;1;;;;
PERINAT_P;2013;940006679;940017338;N2700;;1;0.4;;;;
PERINAT_P;2013;940006679;940017338;N2800;15;5;18.5;;;;
PERINAT_P;2013;940006679;940017338;N280H;;;13;;;;
PERINAT_P;2013;940016868;940016819;M1140;2;3;3.2;1;0;;
PERINAT_P;2013;940016868;940016819;N2340;2;3;4.48;;;;
PERINAT_P;2013;940016868;940016819;N2700;1;0;1;;;;
PERINAT_P;2013;940016868;940016819;N2800;30;9;32.49;;;;
PERINAT_P;2013;940016868;940016819;N280H;29;8;30.82;;;;
PERINAT_P;2013;940016868;940016819;N3120;1;0;1;;;;
PERINAT_P;2013;940100043;750712184;M1030;;3;3;;;;
PERINAT_P;2013;940100043;750712184;M1140;;8;8;;;;
PERINAT_P;2013;940100043;750712184;M2050;5;19;10.9;;;;
PERINAT_P;2013;940100043;750712184;MIVG;;2;2;;;;
PERINAT_P;2013;940100043;750712184;N2340;14;;14;;;;
PERINAT_P;2013;940100043;750712184;N2700;;3;1.5;;;;
PERINAT_P;2013;940100043;750712184;N2800;40;;40;;;;
PERINAT_P;2013;940100043;750712184;N280H;17;1;17.4;;;;
PERINAT_P;2013;940120017;750821092;M1030;;;;1;1;0;0
PERINAT_P;2013;940120017;750821092;M1140;3;;3;0;1;;
PERINAT_P;2013;940120017;750821092;M2050;7;;6.5;1;0;;
PERINAT_P;2013;940120017;750821092;MIVG;;5;0.2;;;;
PERINAT_P;2013;940120017;750821092;N2340;2;;2;;;;
PERINAT_P;2013;940120017;750821092;N2800;14;;14;;;;
PERINAT_P;2013;940120017;750821092;N280H;6;;6;;;;
PERINAT_P;2013;940300270;940000771;M1140;3;;3;;;;
PERINAT_P;2013;940300270;940000771;N2340;5;5;5;;;;
PERINAT_P;2013;940300270;940000771;N2800;17;8;22.31;;;;
PERINAT_P;2013;940300270;940000771;N280H;11;4;14.21;;;;
PERINAT_P;2013;940300379;940000805;M1030;3;2;4;0;1;0;0
PERINAT_P;2013;940300379;940000805;M1140;;4;2;0;1;;
PERINAT_P;2013;940300379;940000805;M2050;2;6;5;0;1;;
PERINAT_P;2013;940300379;940000805;MIVG;2;5;4.5;;;;
PERINAT_P;2013;940300379;940000805;N2340;1;;1;;;;
PERINAT_P;2013;940300379;940000805;N2700;;1;0.8;;;;
PERINAT_P;2013;940300379;940000805;N2800;4;13;9.53;;;;
PERINAT_P;2013;940300379;940000805;N280H;3;10;6.64;;;;
PERINAT_P;2013;940813033;940001894;M1030;8;;8;;;;
PERINAT_P;2013;940813033;940001894;M2050;;7;7;;;;
PERINAT_P;2013;950000307;950110015;M1030;0;0;0;1;1;;
PERINAT_P;2013;950000307;950110015;M1140;6;0;2.7;1;1;;
PERINAT_P;2013;950000307;950110015;M2050;9;7;8.67;1;1;;
PERINAT_P;2013;950000307;950110015;N2340;10;7;17.16;;;;
PERINAT_P;2013;950000307;950110015;N2800;43;12;50.46;;;;
PERINAT_P;2013;950000307;950110015;N280H;43;12;50.46;;;;
PERINAT_P;2013;950000315;950001370;M2050;4;2;4.26;0;0;;
PERINAT_P;2013;950000315;950001370;N2340;1;;0.5;;;;
PERINAT_P;2013;950000315;950001370;N2800;7;5;10.9;;;;
PERINAT_P;2013;950000323;950013870;M1030;1;;0.07;;;;
PERINAT_P;2013;950000323;950013870;M2050;1;;0.08;1;1;;
PERINAT_P;2013;950000323;950013870;MIVG;1;;0.08;;;;
PERINAT_P;2013;950000323;950013870;N2340;6;4;8.71;;;;
PERINAT_P;2013;950000323;950013870;N2700;2;;1.27;;;;
PERINAT_P;2013;950000323;950013870;N2800;6;5;10.25;;;;
PERINAT_P;2013;950000331;950110049;M1030;1;1;1.5;1;0;1;0
PERINAT_P;2013;950000331;950110049;M1140;3;4;5.3;1;0;;
PERINAT_P;2013;950000331;950110049;M2050;7;1;7.6;1;0;;
PERINAT_P;2013;950000331;950110049;MIVG;5;2;0.45;;;;
PERINAT_P;2013;950000331;950110049;N2340;7;4;5.27;;;;
PERINAT_P;2013;950000331;950110049;N2700;2;;1.06;;;;
PERINAT_P;2013;950000331;950110049;N2800;1;;0.9;;;;
PERINAT_P;2013;950000331;950110049;N280H;1;;0.9;;;;
PERINAT_P;2013;950000356;950013870;M1030;1;1;0.64;1;1;1;1
PERINAT_P;2013;950000356;950013870;M1140;12;5;11.53;1;1;;
PERINAT_P;2013;950000356;950013870;M2050;1;5;5.85;1;1;;
PERINAT_P;2013;950000356;950013870;N2340;6;4;8.71;;;;
PERINAT_P;2013;950000356;950013870;N2700;;2;1.27;;;;
PERINAT_P;2013;950000356;950013870;N2800;6;5;10.25;;;;
PERINAT_P;2013;950000356;950013870;N280H;5;4;9.09;;;;
PERINAT_P;2013;950000364;950110080;N2340;14;8;22.4;;;;
PERINAT_P;2013;950000364;950110080;N2700;2;1;2.75;;;;
PERINAT_P;2013;950000364;950110080;N2800;39;13;43.79;;;;
PERINAT_P;2013;950000364;950110080;N280H;31;10;32.88;;;;
PERINAT_P;2013;950300095;950000455;MIVG;;1;0.1;;;;
PERINAT_P;2013;950300202;950000521;N2700;;1;0.6;;;;
PERINAT_P;2013;950300202;950000521;N2800;6;4;6.55;;;;
PERINAT_P;2013;950300202;950000521;N280H;6;4;6.55;;;;
PERINAT_P;2013;950300277;950000547;M1030;6;1;6;1;0;1;0
PERINAT_P;2013;950300277;950000547;M1140;1;1;1.5;0;1;;
PERINAT_P;2013;950300277;950000547;M2050;6;;6;1;0;;
PERINAT_P;2013;950300277;950000547;MIVG;12;;12;;;;
PERINAT_P;2013;950300277;950000547;N2340;4;3;5.3;;;;
PERINAT_P;2013;950300277;950000547;N2700;;2;0.75;;;;
PERINAT_P;2013;950300277;950000547;N2800;10;14;13.4;;;;
PERINAT_P;2013;950300277;950000547;N280H;6;9;7.5;;;;
PERINAT_P;2013;950300277;950000547;N3120;;1;0.5;;;;
PERINAT_P;2013;950300350;950015438;M1030;2;2;3;1;0;1;0
PERINAT_P;2013;950300350;950015438;M1140;;3;1;;1;;
PERINAT_P;2013;950300350;950015438;M2050;3;2;4;1;0;;
PERINAT_P;2013;950300350;950015438;N2340;4;;4;;;;
PERINAT_P;2013;950300350;950015438;N2700;;1;0.5;;;;
PERINAT_P;2013;950300350;950015438;N2800;7;5;9.7;;;;
PERINAT_P;2013;950807982;950001636;M1030;10;;10;1;1;1;0
PERINAT_P;2013;950807982;950001636;M1140;1;2;2;0;1;;
PERINAT_P;2013;950807982;950001636;M2050;9;;9;1;0;;
PERINAT_P;2013;950807982;950001636;N2340;;1;0.86;;;;
PERINAT_P;2013;950807982;950001636;N2700;;2;1;;;;
PERINAT_P;2013;950807982;950001636;N2800;3;14;10.87;;;;
PERINAT_P;2013;950807982;950001636;N280H;3;7;10.14;;;;
PERINAT_P;2013;950807982;950001636;N3120;;1;0.5;;;;
PERINAT_P;2013;970100012;970100103;N2340;1;;1;;;;
PERINAT_P;2013;970100012;970100103;N2800;7;;5.84;;;;
PERINAT_P;2013;970100012;970100103;N280H;1;;1;;;;
PERINAT_P;2013;970100392;970100178;M1140;3;0;1.7;1;;;
PERINAT_P;2013;970100392;970100178;M2050;6;2;3.96;1;;;
PERINAT_P;2013;970100392;970100178;MIVG;1;0;0.1;;;;
PERINAT_P;2013;970100392;970100178;N2340;14;0;14;;;;
PERINAT_P;2013;970100392;970100178;N2700;1;0;0.55;;;;
PERINAT_P;2013;970100392;970100178;N2800;13;4;8.68;;;;
PERINAT_P;2013;970100392;970100178;N280H;13;4;8.68;;;;
PERINAT_P;2013;970100400;970100186;M1140;2;;2;;;;
PERINAT_P;2013;970100400;970100186;N2340;13;;13;;;;
PERINAT_P;2013;970100400;970100186;N3120;;1;0.5;;;;
