BOR;AN;FI;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A15;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2013;790003537;790006654;1;3;0;46;0;0;105;66;24;27;28;0;0;0;0;0;0;0;0;0;0;1036168;0;;182;110;0;1;0;0;1;1;1;0;;;1;1;0;2;4;;;1;6;3;;;;;1;1;2;1;2.05;0.15;0.5;1.2;4.37;4.05;0.8;0;1
PHARMA;2013;790007306;860000348;0;;;;0;0;16;;;;;0;0;0;0;0;0;0;0;0;0;56587;1;100;16;;1;0;0;0;0;1;0;1;;17;0;0;0;2;1;;;;;2;;;;;;;;;0.15;;;;;0.35;;0;1
PHARMA;2013;790008064;790002497;1;3;1;0;0;0;;;79;;0;1;1;1;1;1;0;0;0;0;0;61110;1;100;79;79;0;0;0;0;0;1;0;0;;;0;0;0;1;0;;;;;;;3;;;;1;;;0.76;;;;0.5;;;0;0
PHARMA;2013;790009948;790001242;0;;;;;;200;;;;;1;1;1;1;1;0;0;0;0;0;371624;1;100;200;200;1;0;0;0;1;1;0;0;;;1;1;0;2;1;;;;2;8;;;;;;3;1;;1;;;;4;7.98;;0;0
PHARMA;2013;790016786;860000348;0;;;;0;0;5;;;;;0;0;0;0;0;0;0;0;0;0;10735;1;100;5;;1;0;0;0;0;1;0;0;;;0;0;0;2;1;;;;;2;;;;;;;;;0.1;;;;;0.2;;0;1
PHARMA;2013;790016794;860000348;0;;;;0;0;10;;;;;0;0;0;0;0;0;0;0;0;0;12360;1;100;10;;1;0;0;0;0;0;0;0;;;0;0;0;2;1;;;;;2;;;;;;;;;0.1;;;;;0.2;;0;1
PHARMA;2013;800000143;800000028;0;;;;1;0;318;60;47;;;0;0;0;0;0;0;0;0;0;0;6250000;1;93;821;391;1;1;0;0;1;1;1;1;30;0;0;1;0;0;4;0;0;1;4;7;0;0;0;0;0;4;0;1;4;0;0;1;7.74;5.26;0.92;0;1
PHARMA;2013;800000150;800002982;0;;;;0;1;;;;;;1;1;1;1;1;0;0;0;0;0;;1;20;20;;1;0;0;0;1;1;0;0;;;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;0;0
PHARMA;2013;800000184;800000036;0;;;;0;0;20;;30;;209;0;1;0;0;0;0;0;0;0;0;245100;1;85;269;175;1;0;0;0;0;1;1;1;10;0;0;0;0;0;;;;;1;;1;1;;;;;;;0.6;;;;0.43;;1;0;1
PHARMA;2013;800000192;800000044;0;;;;0;0;;;;;;1;0;0;0;0;0;1;1;1;1;28646800;0;95;350;266;0;0;0;;1;0;1;0;;;0;0;0;0;9;;;;14;29;7;;;;;6;2;;8.5;;;;22.63;36.74;10.71;1;1
PHARMA;2013;800000226;800000069;1;3;0;;0;0;88;;40;35;128;1;1;1;1;1;0;0;0;0;0;715690;0;;259;211;1;0;0;0;0;1;1;1;30;0;0;0;0;;;;;;4;1;1;2;;;;;;1;1.5;;;;4.23;0.25;1.8;0;1
PHARMA;2013;800000275;800000077;0;;;;0;0;29;;32;30;118;0;0;0;0;0;0;0;0;0;0;92125;1;100;100;33;1;0;0;0;0;1;1;1;10;1;0;0;0;0;1;;;;3;;;;;;;;;;0.9;;;;2.8;;;0;0
PHARMA;2013;800000390;800000085;0;;;;1;0;53;;40;30;190;0;0;0;0;0;0;0;0;0;0;452256;1;;;;0;0;0;0;0;1;1;1;15;0;0;0;0;1;3;;;;5;2;1;;;;;;;;2.37;;;;4.31;1.16;1;0;0
PHARMA;2013;800000432;800000093;0;;;;1;0;82;19;20;30;163;1;1;1;1;1;0;0;0;0;0;877270;1;33;257;143;1;0;0;0;1;1;1;1;10;0;0;0;0;1;;;;;2;;1;2;;;;2;;;0.9;;;;3.2;;0.5;0;0
PHARMA;2013;800000440;800000085;0;;;;1;0;;;42;35;104;1;1;1;1;1;1;1;1;1;1;35523;1;100;100;100;0;0;;0;0;1;1;1;15;0;0;0;0;1;0;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;800000457;800000119;0;;;;1;0;0;402;0;0;40;0;0;0;0;0;0;0;0;0;0;591329;1;100;442;442;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;5;1;1;1;0;0;0;2;0;0;1.8;0;0;0;6.6;1;1;0;1
PHARMA;2013;800000507;800000135;0;;;;0;0;24;0;57;68;0;0;0;0;0;0;0;0;0;0;0;193910;1;100;100;25;0;0;0;0;0;1;0;0;;;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;3;0;1;1;0;0;0;2.71;0;0.5;0;0
PHARMA;2013;800002503;800001141;0;;;;0;0;73;;;;;1;1;1;1;1;0;0;0;0;0;588726;1;91;73;28;1;0;0;0;0;1;0;0;;;1;0;0;0;2;;;;2;3;;;;;;;;;1.19;;;;1.05;3;;0;1
PHARMA;2013;800006124;800000044;0;;;;1;0;;;;;;0;0;0;0;0;1;1;1;1;0;16580400;1;95;214;96;1;;1;1;1;1;1;0;;;0;0;0;0;4;;1;1;26;15;9;;;;;5;4;1;3.05;;1;1;23.26;14.69;6.66;0;1
PHARMA;2013;800009417;800000085;0;;;;1;0;;;;35;;0;0;0;0;0;0;0;0;0;0;19319;1;100;100;100;0;0;0;0;0;1;1;1;15;0;0;0;0;1;;;0;0;;0;0;1;;;;1;;;0.25;;;;0.25;;;0;0
PHARMA;2013;800009466;800002982;0;;;;0;1;184;0;20;0;0;1;1;1;1;1;0;0;0;0;0;1455944;1;100;204;187;1;0;0;0;1;1;0;0;;;0;0;0;1;1;0;0;0;3;1;0;;;;;;;;1;;;;3;1;;0;0
PHARMA;2013;800009920;800003071;0;;;;1;0;230;;;;;0;1;1;0;0;0;0;0;0;0;1307648;1;100;290;218;1;0;0;0;1;1;0;0;;;1;1;1;1;1;;;;3;2;;1;;;;1;;;1.48;;;;1.64;1.68;;0;0
PHARMA;2013;800012528;800003071;0;;;;1;0;;;30;;;0;0;0;0;0;0;0;0;0;0;29054;1;100;50;30;1;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;3;2;;1;;;;1;;;0.37;;;;0.41;0.42;;0;0
PHARMA;2013;800013179;800013138;0;;;;0;0;38;;;;;1;1;1;1;1;0;0;0;0;0;9570897;1;100;38;38;1;1;0;0;1;1;0;0;;;0;0;0;;1;0;1;0;4;;;1;0;1;0;2;;;1.5;0;0.9;0;5.6;;;0;0
PHARMA;2013;800015729;800015679;0;;;;0;0;50;;;;;0;0;0;0;0;0;0;0;0;0;131897;1;100;50;50;1;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;1;;1;;;;;1;;0.5;;;;;1.85;;0;0
PHARMA;2013;800016727;800003071;0;;;;1;1;;;54;;;0;0;0;0;0;0;0;0;0;0;73516;1;100;54;54;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.2;;;;1;;;0;0
PHARMA;2013;810000158;810100099;1;3;1;;0;0;;;23;;;1;1;1;1;1;0;0;0;0;0;45061;1;100;23;23;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;810000224;810000471;0;;;;0;0;206;;;;;1;0;0;0;0;0;0;0;0;0;7324000;1;100;164;42;1;1;0;0;1;1;1;1;1;1;1;0;0;0;2;;1;;9;;;1;1;;;3;;;2.5;0.4;1;;9.16;;;0;0
PHARMA;2013;810000232;810099903;0;;;;0;0;;;98;;;0;0;0;0;0;0;0;0;0;0;98550;1;100;98;98;0;0;0;0;0;0;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2013;810000448;810099945;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;81067;1;100;55;39;1;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;;;;;;;;1;;;;;;;0;0
PHARMA;2013;810000505;810000331;0;;;;1;1;262;;20;74;224;0;0;0;0;0;0;0;0;0;0;4065360;1;;;334;1;1;1;1;1;1;1;1;28;0;1;0;0;0;4;4;0;1;7;11;0;0;0;0;0;5;2;2;3.68;3.68;0;0.19;10.34;12.56;1.8;0;0
PHARMA;2013;810000513;810000349;1;3;0;;1;0;28;;27;;347;1;1;1;1;1;0;0;0;0;0;83047;0;;303;91;1;0;0;0;0;0;1;0;;;0;0;0;0;1;;;;2;;;;;;;1;2;;1;;;;3;1.26;;0;0
PHARMA;2013;810000521;810000380;0;;;;1;1;358;0;78;120;434;1;1;1;1;1;0;0;0;0;0;7704122;1;52;190;402;1;1;0;1;1;1;1;1;6;0;1;1;0;2;5;1;1;2;13;13;2;;;;;1;1;1;4.16;0.4;0.7;0.85;12.01;12.06;2.12;0;1
PHARMA;2013;810000539;810000398;0;;;;1;0;18;;20;;146;1;1;1;1;1;0;0;0;0;0;104852;1;100;100;100;0;0;0;0;0;1;1;0;;;0;0;0;2;;;;;1;;;1;;;;2;;;0.5;;;;2.55;;;0;0
PHARMA;2013;810000562;810000455;0;;;;1;0;58;145;53;60;241;0;0;0;0;0;0;0;0;0;0;1114700;1;13;379;122;1;0;0;0;1;1;1;0;;;1;0;0;2;1;1;;1;3;;1;1;;;;2;;1;1.8;0.1;;0.5;4.6;;1.8;0;0
PHARMA;2013;810003954;810099903;0;;;;0;0;;;72;;;0;0;0;0;0;0;0;0;0;0;72306;1;100;72;72;0;0;0;0;0;0;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.55;;;;0.5;;;0;0
PHARMA;2013;810100008;;0;;;;1;0;;302;;;;1;1;1;1;1;0;0;0;0;0;327913;1;100;302;302;0;0;0;0;0;1;1;0;;;0;0;0;0;2;0;0;0;3;0;1;0;0;0;0;1;0;1;2;0;0;0;3.57;0;1;0;0
PHARMA;2013;810101170;810101162;0;;;;0;0;126;0;53;0;0;1;1;1;1;1;0;0;0;0;0;;1;100;126;91;1;0;0;0;1;1;0;0;;;1;0;0;0;1;;;;3;;;;;;;2;1;;1;;;;3.64;0.46;;0;0
PHARMA;2013;810101444;810000992;0;;;;0;0;131;;;;;1;1;1;1;1;0;0;0;0;0;570600;1;0;54;54;1;0;0;0;1;1;1;0;;;1;0;0;1;1;;;2;2;6;;;1;;;;4;;1;0.2;;2;2;9.45;;0;1
PHARMA;2013;820000032;820000016;0;;;;1;0;283;226;60;30;109;1;1;1;1;1;0;0;0;0;0;7541000;1;66;521;74;1;1;0;0;1;1;1;1;30;0;1;1;1;2;4;1;1;2;9;11;2;;;;;4;;;3.9;0.5;0.5;1.12;11.75;11.26;2;0;1
PHARMA;2013;820000040;820000081;0;;;;0;0;82;;;;;1;1;1;1;1;0;0;0;0;0;298000;1;100;82;16;1;0;0;0;0;1;0;0;;;1;0;0;2;1;;;;;;;1;;;;2;;;1.06;;;;1.54;;;0;0
PHARMA;2013;820000057;820000131;0;;;;1;;234;;;;;0;0;0;0;0;0;0;0;0;0;52336;1;82;253;;1;1;0;0;1;1;0;0;;;1;0;1;0;2;;;;4;1;;1;;;;2;;;2.58;;;;5.4;1;;0;1
PHARMA;2013;820000065;820000156;0;;;;0;0;33;;;;;0;0;0;0;0;0;0;0;0;0;98040;1;100;33;33;1;0;0;0;1;1;0;0;;;1;0;0;1;1;1;;;0;2;0;;;;;2;2;1;1;1;;;0.2;2.86;0.2;0;0
PHARMA;2013;820000420;820000206;1;;;;1;1;0;0;28;0;133;0;0;1;1;0;0;0;1;1;0;123269;1;100;28;28;1;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2013;820000438;820000214;0;;;;1;1;0;0;0;35;150;1;1;1;1;1;0;0;0;0;0;;0;;;;1;;;;0;1;0;0;;;0;0;0;2;0;;;;1;;;1;;;;;;;0.5;;;;1;;;0;0
PHARMA;2013;820000883;820004950;0;;;;1;1;68;;36;;355;0;0;0;0;0;0;0;0;0;0;847500;1;100;114;228;1;0;0;0;1;1;1;0;16;0;1;0;0;2;2;1;;;3;1;1;2;;;;;;;1.52;0.03;;;3.32;0.55;1;0;0
PHARMA;2013;820002350;820000578;0;;;;0;0;;;72;;;0;0;0;0;0;0;0;0;0;0;75900;1;100;72;72;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;2;;;;3;;;0.81;;;;1.24;;;0;0
PHARMA;2013;820003218;820008142;0;;;;0;0;;;100;;;0;0;0;0;0;0;0;0;0;0;158800;1;100;100;100;0;0;0;;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;2;;;0.74;;;;1.42;;;0;0
PHARMA;2013;830000279;830100517;0;;;;1;0;124;;30;46;44;0;0;0;0;0;0;0;0;0;0;;1;18;128;8;1;0;0;0;1;1;1;1;0;0;1;0;0;0;2;1;;2;5;10;3;2;;;;;;;1.92;0.86;;1.25;4.25;7.15;2;0;1
PHARMA;2013;830000287;830100525;1;3;;;1;1;218;39;0;35;86;0;0;0;0;0;1;1;0;0;0;6576132;1;;260;39;1;1;0;0;1;1;1;0;;;1;1;0;2;3;1;1;;5;6;1;;;;1;;1;;3;0.5;0.5;0.1;5.67;6.6;1;0;1
PHARMA;2013;830000295;830100533;1;;;;1;1;237;;;171;;0;0;0;0;0;0;0;0;0;0;5576777;1;96;408;408;1;0;0;1;1;1;1;0;;;1;1;0;1;2;;;1;4;1;5;2;;;0;7;2;2;3.3;;;1.25;9.02;2.6;7.09;0;1
PHARMA;2013;830000303;830100541;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;461100;1;100;100;0;0;0;0;0;0;1;0;0;;;0;0;0;;1;;;;2;;;1;;;;;;1;1.14;;;;2;;0.8;0;0
PHARMA;2013;830000311;830100566;0;;;;1;1;326;42;30;30;;0;0;0;0;0;0;0;0;0;0;9752500;1;31;487;432;1;1;0;0;1;1;1;0;;;1;1;0;0;6;2;3;;11;;2;;;;;3;;1;6;0.5;0.7;;13.22;;2.5;0;1
PHARMA;2013;830000337;830100590;0;;;;1;0;57;0;0;40;;0;1;0;0;0;0;1;0;0;0;1803400;1;100;97;97;1;0;0;0;0;1;1;0;;;0;0;0;0;1;0;0;1;4;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;0
PHARMA;2013;830000345;830100616;0;;;;1;0;698;162;118;50;98;0;0;0;0;0;0;0;0;0;0;14180000;1;10;288;14;1;1;0;0;1;1;1;0;;;1;1;1;1;13;2;1;2;22;25;2;;;;1;12;7;3;11.56;0.92;1;1.83;35.62;32.74;4.85;0;1
PHARMA;2013;830000600;830101200;1;3;1;;1;1;;180;;;60;1;1;1;1;1;1;1;1;1;1;345957;1;100;240;160;0;0;0;0;0;1;0;0;;;0;0;0;1;2;;;;3;;;;;;1;;;1;2;;;0.1;3;;0.8;0;1
PHARMA;2013;830006128;830004479;0;;;;0;0;;;;40;;1;1;1;1;1;0;0;0;0;0;59070;0;;40;40;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.25;;;;1;;;0;0
PHARMA;2013;830012548;830002119;0;;;;1;0;;;;;;1;1;1;1;1;0;0;0;0;0;123236;1;100;31;31;1;0;0;0;0;1;0;0;;;0;0;0;;;;;;;2;;2;;;;1;1;1;0.39;;;;0.14;0.77;0.15;0;0
PHARMA;2013;830012589;830003695;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;124106;1;;59;59;1;0;0;0;0;1;0;0;;27;0;0;0;1;;;;;;1;;1;;;;;;;0.5;;;;;1;;0;0
PHARMA;2013;830012688;830012639;1;3;0;;1;0;45;;;;;1;1;1;1;1;0;0;0;0;0;428000;1;100;41;41;1;0;0;0;0;0;0;0;;;0;0;0;2;;;;;;;;1;;;;1;1;;0.64;;;;0.71;0.56;;0;0
PHARMA;2013;830013629;130002041;0;;;;1;0;;;;26;;1;1;1;1;1;0;0;0;0;0;17082;0;;26;26;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;1;0.15;;;;0.2;;0.5;0;0
PHARMA;2013;830013819;830002119;0;;;;0;0;;;;;;1;1;1;1;1;0;0;0;0;0;24139;1;100;10;10;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;2;;2;;;;1;1;1;0.09;;;;0.03;0.17;0.03;0;0
PHARMA;2013;830016556;830000451;0;;;;0;0;;;68;;;0;0;0;0;0;0;0;0;0;0;70000;1;100;68;68;1;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;1;;0.85;;;;;0.8;;0;0
PHARMA;2013;830017497;830004958;0;;;;0;0;;52;;;;1;1;1;1;1;0;0;0;0;0;44400;1;100;52;52;0;0;0;0;0;0;0;0;;;0;0;0;1;;;;1;9;14;4;1;;;2;8;6;1;0.5;;;2.7;15;17.6;4.7;0;0
PHARMA;2013;830017505;830002119;0;;;;1;0;;;;;;1;1;1;1;1;0;0;0;0;0;119267;1;100;13;13;1;0;0;0;0;1;0;0;;;0;0;0;;;;;;;2;;2;;;;1;1;1;0.22;;;;0.08;0.43;0.09;0;0
PHARMA;2013;830100012;750712184;0;;;;0;0;;;341;;;0;0;0;0;0;0;0;0;0;0;319434;1;100;351;0;1;0;0;0;0;1;0;0;;;0;0;0;0;2;0;0;0;4;1;1;;;;;;;1;2;0;0;0;3.6;1;0.5;0;0
PHARMA;2013;830100103;830000022;0;;;;0;0;83;;;;;0;0;0;0;0;1;1;1;1;1;5911566;1;100;;100;1;1;0;0;1;1;0;0;;;1;1;0;1;1;1;;;5;2;1;2;;1;;1;;;2.39;0.25;0.5;;5.2;2;1;0;1
PHARMA;2013;830100137;310021399;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;119902;1;100;102;102;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.63;;;;1;;;0;0
PHARMA;2013;830100251;830000063;0;;;;1;0;71;;;;;1;1;1;1;1;0;0;0;0;0;1777100;1;100;71;0;1;1;0;0;1;1;0;1;30;0;0;0;0;0;1;;;;1;;;;;;;3;;;1;;;;2.07;;;0;0
PHARMA;2013;830100319;750052425;0;;;;0;0;150;;;;;1;1;1;1;1;0;0;0;0;0;583868;1;100;90;0;1;0;0;0;1;1;0;0;;;1;1;0;1;1;1;;0;2;;;;;;;2;;;1;1;;;3.53;;;0;0
PHARMA;2013;830100327;830000105;0;;;;1;0;41;;;;;1;1;1;1;1;0;0;0;0;0;364715;1;100;41;41;1;0;0;0;1;1;0;0;;;1;0;0;1;1;;;;1;;;;;;;;2;;1;;;;1;0.35;;0;1
PHARMA;2013;830100368;830000147;0;;;;0;0;51;;;;;1;1;1;1;1;0;0;0;0;0;119000;1;100;59;;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;;;1;;;;;;;;1;;;;;;1;0;0
PHARMA;2013;830100392;830000154;0;;;;0;0;120;;;;;0;0;0;0;0;0;0;0;0;0;389300;1;10;120;0;1;0;0;0;1;1;0;1;40;0;1;1;0;1;;;;;2;;;2;1;;;1;6;;1.3;0.2;;;2.8;6;;0;1
PHARMA;2013;830100418;830000170;0;;;;1;0;30;0;0;0;0;1;1;1;1;1;0;0;0;0;0;104806;1;100;30;30;1;0;0;;1;1;0;0;;;1;1;0;1;0;;0;0;0;0;0;2;2;0;1;0;3;2;1;0.25;0;0.5;0;3;0.25;0;1
PHARMA;2013;830100434;830000196;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;557590;1;100;80;100;1;0;0;0;1;1;0;0;;;1;0;0;0;2;2;;;5;7;;1;;;;;;;2.58;0.5;;;4.56;7;;0;1
PHARMA;2013;830100442;830000204;0;;;;0;0;;86;;;;0;0;0;0;0;0;0;0;0;0;129000;0;0;0;0;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.36;;;0;0
PHARMA;2013;830100459;830000212;0;;;;0;0;;;;;;1;1;1;1;1;0;0;0;0;0;239994;1;100;90;0;1;0;0;0;1;1;0;0;;;1;0;0;0;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2013;830100475;830000238;0;;;;0;0;60;;;;;0;0;0;0;0;0;0;0;0;0;147428;1;100;60;60;1;0;0;0;1;1;0;0;;;1;0;0;1;;;;;1;1;;1;;;;;;;0.73;;;;1;0.5;;0;0
PHARMA;2013;830100491;830000253;0;;;;0;0;19;;;;;1;1;1;1;1;0;0;0;0;0;123100;0;0;0;0;1;0;0;0;0;1;0;0;;;1;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;830100558;690781810;0;;;;0;0;67;0;148;0;0;0;0;0;0;0;0;0;0;0;0;514672;1;74;149;0;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;1;;;1;;;;1;;2;1.72;;;;3.44;0.7;1.64;0;1
PHARMA;2013;830100574;750821092;1;3;0;8;0;0;276;20;;;;0;0;0;0;0;0;0;0;0;0;10146250;1;83;83;83;1;1;0;0;1;1;0;0;;;1;1;1;2;5;1;1;2;10;6;;;;;;4;1;;5;0.2;0.8;2;13.2;6.8;;0;1
PHARMA;2013;830100624;830000352;0;;;;0;0;;;140;;;1;1;1;1;1;1;1;1;1;1;167221;1;;162;162;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;2;;;1;;;;2;;;0;0
PHARMA;2013;830100632;250002284;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;51949;1;;;;0;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;1;;;;1;;;1;;;;1;;;0;0
PHARMA;2013;830100681;750005068;0;;;;0;0;;;170;;;1;1;1;1;1;0;0;0;0;0;436403;1;100;170;170;0;0;0;0;0;0;0;0;;;0;0;0;0;1;;;;2;;;;;;;;;;1;;;;2;;;0;0
PHARMA;2013;830100764;830000436;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;215606;0;;148;148;0;0;0;0;0;0;0;0;;;0;0;0;;;;;;2;;;1;;;;;;;0.58;;;;2;;;0;0
PHARMA;2013;830100806;750043994;0;;;;0;0;;;64;;;0;0;0;0;0;0;0;0;0;0;43141;0;;64;64;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;;;0.62;;;;1.17;;;0;1
PHARMA;2013;830100814;750043994;0;;;;0;0;;;98;;;0;0;0;0;0;0;0;0;0;0;158100;1;;98;98;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.7;;;;0.5;;;0;0
PHARMA;2013;830100855;830000493;1;1;1;;0;0;36;0;177;49;96;0;0;0;0;0;1;1;1;1;1;425002;1;100;100;100;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;3;;;1.62;;;;2.6;;;0;0
PHARMA;2013;830101408;830000659;0;;;;0;0;;;86;;;1;1;1;1;1;0;0;0;0;0;84149;1;86;86;86;0;0;0;0;0;0;0;0;;;0;0;0;;;;;;;;;1;;;;;;;0.79;;;;;;;0;0
PHARMA;2013;830200515;830001012;0;;;;1;0;;109;;;;1;1;1;1;1;0;0;0;0;0;100000;1;;;;0;0;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0
PHARMA;2013;830200523;830210084;0;;;;0;0;105;;;;;0;0;0;0;0;0;0;0;0;0;236990;0;;;;1;0;0;0;1;1;0;0;;;1;1;0;2;1;1;;;1;;;;;;;1;;;1;1;;;1.75;;;0;0
PHARMA;2013;830206983;830008819;0;;;;1;1;;;30;30;;0;0;1;1;0;0;0;1;1;0;58821;1;100;30;30;1;0;0;0;0;0;0;0;;;0;0;0;;2;0;0;0;2;0;1;0;0;0;0;2;0;0;1.12;0;0;0;3.55;0;0.51;0;1
PHARMA;2013;830208351;830002119;0;;;;1;0;;;;;;1;1;1;1;1;0;0;0;0;0;74336;1;100;16;16;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;2;;2;;;;1;1;1;0.2;;;;0.08;0.4;0.08;0;0
PHARMA;2013;830210977;830002119;0;;;;0;0;;;;;;1;1;1;1;1;0;0;0;0;0;57239;1;100;52;52;1;0;0;0;0;1;0;1;0;40;0;0;0;;;;;;;2;;2;;;;1;1;1;0.26;;;;0.1;0.52;0.1;0;0
PHARMA;2013;830212734;830008819;0;;;;0;0;;;;30;;0;0;0;0;0;0;0;0;0;0;44253;1;100;30;30;1;0;0;0;0;1;0;0;;;0;0;0;;1;0;0;0;1;0;;0;0;0;0;2;0;0;0.2;0;0;0;0.3;0;;0;1
PHARMA;2013;830212759;750721235;0;;;;0;0;;;50;100;;0;0;0;0;0;0;0;0;0;0;247900;1;100;150;150;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.7;;;;0.7;;;0;0
PHARMA;2013;830213617;830002119;0;;;;1;0;;;;;;1;1;1;1;1;0;0;0;0;0;22880;1;100;13;13;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;2;;2;;;;1;1;1;0.11;;;;0.04;0.21;0.04;0;0
PHARMA;2013;830215687;830003521;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;1;100;30;30;1;0;0;0;0;1;0;1;0;2;0;0;0;;;;;;;;;1;;;;;1;;0.6;;;;;0.5;;0;1
PHARMA;2013;840000285;840000608;0;;;;1;0;117;;;;;0;0;0;0;0;0;0;0;0;0;2074499;0;0;26;117;1;0;0;0;1;1;0;0;;;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0.1;0;0;1.42;0;0;0;1
PHARMA;2013;840000327;840000640;0;;;;0;0;42;;;;;0;0;0;0;0;0;0;0;0;0;653689;0;0;4;0;1;0;0;0;1;1;0;0;;;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0.57;0.07;0;;0.27;0;0;0;1
PHARMA;2013;840000343;840000012;0;;;;1;1;;;30;43;64;0;0;0;0;0;0;0;0;0;0;1214200;1;100;100;100;1;0;0;0;1;1;1;0;;;1;0;0;2;1;1;0;0;5;0;0;2;1;0;0;0;1;1;2.2;0.1;0;0;5;0.9;0.4;0;1
PHARMA;2013;840000350;840000657;0;;;;0;0;88;;;;;0;0;0;0;0;0;0;0;0;0;10435923;1;100;70;0;1;1;0;0;1;1;1;0;;;0;0;0;1;2;0;1;1;10;1;1;2;0;0;;1;;;3.41;0;0.8;1;10.8;1;1;0;0
PHARMA;2013;840000376;840000038;1;;;;0;0;0;;25;;60;0;0;0;0;0;0;0;0;0;0;54943;1;100;85;85;1;0;0;0;0;1;1;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.6;;;0;0
