BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJHP;JOUHP
SSR;2013;520000076;520780081;SSR_TOT;0;52;4;0;603;17401;181;1517
SSR;2013;520000084;520780099;SSR_A;;20;;;247;6721;;
SSR;2013;520000084;520780099;SSR_A50;1;20;;0;247;6721;;
SSR;2013;520000084;520780099;SSR_TOT;0;20;;0;247;6721;;
SSR;2013;520780156;520000092;SSR_A;;15;;;213;5808;;
SSR;2013;520780156;520000092;SSR_A50;1;15;;0;213;5808;;
SSR;2013;520780156;520000092;SSR_TOT;0;15;;0;213;5808;;
SSR;2013;530000017;530000025;SSR_A;;20;;;212;7148;;
SSR;2013;530000017;530000025;SSR_A50;1;20;;0;212;7148;;
SSR;2013;530000017;530000025;SSR_A53;1;;;0;;;;
SSR;2013;530000017;530000025;SSR_TOT;0;20;;0;212;7148;;
SSR;2013;530000132;530007202;SSR_A;;20;;;248;7719;;
SSR;2013;530000132;530007202;SSR_A50;1;20;;1;248;7719;;
SSR;2013;530000132;530007202;SSR_TOT;0;20;;0;248;7719;;
SSR;2013;530000140;530000058;SSR_A;;63;0;;795;21819;;
SSR;2013;530000140;530000058;SSR_A50;1;63;0;0;795;21819;;
SSR;2013;530000140;530000058;SSR_TOT;0;63;0;0;795;21819;;
SSR;2013;530000165;530000066;SSR_A;;35;;;361;12451;;
SSR;2013;530000165;530000066;SSR_A50;1;35;;0;361;12451;;
SSR;2013;530000165;530000066;SSR_TOT;0;35;;0;361;12451;;
SSR;2013;530000173;530000074;SSR_A;;38;0;;441;13487;0;0
SSR;2013;530000173;530000074;SSR_A50;1;38;0;0;441;13487;0;0
SSR;2013;530000173;530000074;SSR_TOT;0;38;0;0;441;13487;0;0
SSR;2013;530000181;530007202;SSR_A;;15;;;112;3285;;
SSR;2013;530000181;530007202;SSR_A50;1;15;;1;112;3285;;
SSR;2013;530000181;530007202;SSR_TOT;0;15;;0;112;3285;;
SSR;2013;530000264;530000371;SSR_A;;156;18;;1103;50558;6558;
SSR;2013;530000264;530000371;SSR_A50;1;156;18;1;1103;50558;6558;
SSR;2013;530000264;530000371;SSR_A51;1;;;;;;;
SSR;2013;530000264;530000371;SSR_A52;1;;;0;;;;
SSR;2013;530000264;530000371;SSR_A53;1;;;0;;;;
SSR;2013;530000264;530000371;SSR_A55;1;;;0;;;;
SSR;2013;530000264;530000371;SSR_A59;1;;;0;;;;
SSR;2013;530000264;530000371;SSR_TOT;0;156;18;0;1103;50558;6558;
SSR;2013;530000611;530002591;SSR_A;;39;0;;310;10405;;
SSR;2013;530000611;530002591;SSR_A50;1;39;0;0;310;10405;;
SSR;2013;530000611;530002591;SSR_A51;1;;;;;;;
SSR;2013;530000611;530002591;SSR_A52;1;;;0;;;;
SSR;2013;530000611;530002591;SSR_A53;1;;;0;;;;
SSR;2013;530000611;530002591;SSR_A54;1;;;0;;;;
SSR;2013;530000611;530002591;SSR_A55;1;;;0;;;;
SSR;2013;530000611;530002591;SSR_A56;1;;;0;;;;
SSR;2013;530000611;530002591;SSR_A59;1;;;0;;;;
SSR;2013;530000611;530002591;SSR_TOT;0;39;0;0;310;10405;;
SSR;2013;530031509;530000868;SSR_A;;32;;;250;11507;;
SSR;2013;530031509;530000868;SSR_A58;1;32;;0;250;11507;;
SSR;2013;530031509;530000868;SSR_TOT;0;32;;0;250;11507;;
SSR;2013;540000148;540019007;SSR_A;;40;0;;191;12848;;
SSR;2013;540000148;540019007;SSR_A50;1;40;0;0;191;12848;;
SSR;2013;540000148;540019007;SSR_TOT;0;40;0;0;191;12848;;
SSR;2013;540000270;540003399;SSR_A;;30;;;313;10087;;
SSR;2013;540000270;540003399;SSR_A50;1;30;;0;313;10087;;
SSR;2013;540000270;540003399;SSR_TOT;0;30;;0;313;10087;;
SSR;2013;540000288;540018710;SSR_A;;75;;;4544;27720;;
SSR;2013;540000288;540018710;SSR_A50;1;75;;0;4544;27720;;
SSR;2013;540000288;540018710;SSR_TOT;0;75;;0;4544;27720;;
SSR;2013;540000296;540000106;SSR_A;;45;;;692;16378;;
SSR;2013;540000296;540000106;SSR_A50;1;45;;0;692;16378;;
SSR;2013;540000296;540000106;SSR_A54;1;;;0;;;;
SSR;2013;540000296;540000106;SSR_A56;1;;;0;;;;
SSR;2013;540000296;540000106;SSR_TOT;0;45;;0;692;16378;;
SSR;2013;540000312;540000114;SSR_A;;50;5;;426;16592;88;1131
SSR;2013;540000312;540000114;SSR_A50;1;50;5;0;426;16592;88;1131
SSR;2013;540000312;540000114;SSR_A58;1;;;0;;;;
SSR;2013;540000312;540000114;SSR_TOT;0;50;5;0;426;16592;88;1131
SSR;2013;540000395;540000122;SSR_A;;50;;;305;17424;;
SSR;2013;540000395;540000122;SSR_A50;1;50;;0;305;17424;;
SSR;2013;540000395;540000122;SSR_TOT;0;50;;0;305;17424;;
SSR;2013;540000460;540000916;SSR_A;;29;;;279;9236;;
SSR;2013;540000460;540000916;SSR_A50;1;29;;0;279;9236;;
SSR;2013;540000460;540000916;SSR_TOT;0;29;;0;279;9236;;
SSR;2013;540000478;540003449;SSR_A;;;20;;;;4759;4759
SSR;2013;540000478;540003449;SSR_A50;1;;20;0;;;4759;4759
SSR;2013;540000478;540003449;SSR_TOT;0;;20;0;;;4759;4759
SSR;2013;540000486;540000932;SSR_A;;39;3;;504;12020;13;127
SSR;2013;540000486;540000932;SSR_A50;1;39;3;1;504;12020;13;127
SSR;2013;540000486;540000932;SSR_TOT;0;39;3;0;504;12020;13;127
SSR;2013;540000585;540006707;SSR_A;;70;;;500;23418;;
SSR;2013;540000585;540006707;SSR_A50;1;70;;0;500;23418;;
SSR;2013;540000585;540006707;SSR_TOT;0;70;;0;500;23418;;
SSR;2013;540000668;540006707;SSR_A;;100;;;600;33028;;
SSR;2013;540000668;540006707;SSR_A50;1;20;;0;147;6153;;
SSR;2013;540000668;540006707;SSR_A52;1;20;;0;106;6877;;
SSR;2013;540000668;540006707;SSR_A59;1;60;;0;347;19998;;
SSR;2013;540000668;540006707;SSR_TOT;0;100;;0;600;33028;;
SSR;2013;540000726;750721334;SSR_E;;21;;;109;5604;;
SSR;2013;540000726;750721334;SSR_E50;1;21;;0;109;5604;;
SSR;2013;540000726;750721334;SSR_TOT;0;21;;0;109;5604;;
SSR;2013;540000809;540000767;SSR_A;;40;3;;433;12977;139;1932
SSR;2013;540000809;540000767;SSR_A50;1;40;3;0;433;12977;139;1932
SSR;2013;540000809;540000767;SSR_TOT;0;40;3;0;433;12977;139;1932
SSR;2013;540000858;540000437;SSR_A;;30;0;;323;9778;0;0
SSR;2013;540000858;540000437;SSR_A50;1;30;0;0;323;9778;0;0
SSR;2013;540000858;540000437;SSR_TOT;0;30;0;0;323;9778;0;0
SSR;2013;540000973;540006707;SSR_A50;1;0;0;0;;;;
SSR;2013;540000973;540006707;SSR_E;;24;4;;859;4139;85;602
SSR;2013;540000973;540006707;SSR_E50;1;24;4;0;859;4139;85;602
SSR;2013;540000973;540006707;SSR_TOT;0;24;4;0;859;4139;85;602
SSR;2013;540001096;570010181;SSR_A;;28;;;353;9269;;
SSR;2013;540001096;570010181;SSR_A50;1;28;;1;353;9269;;
SSR;2013;540001096;570010181;SSR_TOT;0;28;;0;353;9269;;
SSR;2013;540001104;540000882;SSR_A;;16;;;203;5064;;
SSR;2013;540001104;540000882;SSR_A50;1;16;;1;203;5064;;
SSR;2013;540001104;540000882;SSR_TOT;0;16;;0;203;5064;;
SSR;2013;540002698;540002078;SSR_A;;16;;;341;3732;;
SSR;2013;540002698;540002078;SSR_A50;1;;;0;;;;
SSR;2013;540002698;540002078;SSR_A53;1;16;;0;341;3732;;
SSR;2013;540002698;540002078;SSR_TOT;0;16;;0;341;3732;;
SSR;2013;540003043;540002078;SSR_A;;44;;;353;15687;;
SSR;2013;540003043;540002078;SSR_A50;1;;;0;;;;
SSR;2013;540003043;540002078;SSR_A59;1;44;;0;353;15687;;
SSR;2013;540003043;540002078;SSR_TOT;0;44;;0;353;15687;;
SSR;2013;540005196;540008398;SSR_A;;90;;;920;30624;;
SSR;2013;540005196;540008398;SSR_A50;1;90;;0;920;30624;;
SSR;2013;540005196;540008398;SSR_TOT;0;90;;0;920;30624;;
SSR;2013;540009412;540019726;SSR_A;;60;12;;556;16644;1591;6791
SSR;2013;540009412;540019726;SSR_A50;1;5;1;0;26;1279;434;2899
SSR;2013;540009412;540019726;SSR_A52;1;55;11;0;530;15365;1157;3892
SSR;2013;540009412;540019726;SSR_TOT;;60;12;0;556;16644;1591;6791
SSR;2013;540009701;540019726;SSR_A;;90;60;;1216;20690;6292;40980
SSR;2013;540009701;540019726;SSR_A50;1;14;14;0;235;3288;4682;19852
SSR;2013;540009701;540019726;SSR_A51;1;76;46;;981;17402;1610;21128
SSR;2013;540009701;540019726;SSR_TOT;0;90;60;0;1216;20690;6292;40980
SSR;2013;540013737;540019726;SSR_E;;60;55;;656;11071;3376;18146
SSR;2013;540013737;540019726;SSR_E50;1;15;8;0;176;2818;3095;7671
SSR;2013;540013737;540019726;SSR_E51;1;20;1;0;215;3637;31;268
SSR;2013;540013737;540019726;SSR_E52;1;23;45;0;235;4290;249;10206
SSR;2013;540013737;540019726;SSR_E57;;2;1;0;30;326;1;1
SSR;2013;540013737;540019726;SSR_E58;1;;;0;;;;
SSR;2013;540013737;540019726;SSR_TOT;0;60;55;0;656;11071;3376;18146
SSR;2013;540020146;540006707;SSR_A;;60;10;;600;18466;517;2985
SSR;2013;540020146;540006707;SSR_A50;1;;10;1;;;517;2985
SSR;2013;540020146;540006707;SSR_A51;1;60;;;600;18466;;
SSR;2013;540020146;540006707;SSR_TOT;0;60;10;0;600;18466;517;2985
SSR;2013;550000012;550000020;SSR_A;;19;8;;277;4999;204;3842
SSR;2013;550000012;550000020;SSR_A50;1;;4;0;;;114;2146
SSR;2013;550000012;550000020;SSR_A51;1;12;2;;206;3478;53;1298
SSR;2013;550000012;550000020;SSR_A52;1;7;2;0;71;1521;37;398
SSR;2013;550000012;550000020;SSR_A53;0;;;1;;;;
SSR;2013;550000012;550000020;SSR_A54;0;;;1;;;;
SSR;2013;550000012;550000020;SSR_A55;0;;;1;;;;
SSR;2013;550000012;550000020;SSR_A56;0;;;1;;;;
SSR;2013;550000012;550000020;SSR_TOT;0;19;8;0;277;4999;204;3842
SSR;2013;550000038;550000046;SSR_A;;20;0;;169;6906;0;0
SSR;2013;550000038;550000046;SSR_A50;1;20;0;0;169;6906;0;0
SSR;2013;550000038;550000046;SSR_TOT;0;20;0;0;169;6906;0;0
SSR;2013;550000202;550000053;SSR_A;;30;0;;173;10011;0;0
SSR;2013;550000202;550000053;SSR_A50;1;30;0;0;173;10011;0;0
SSR;2013;550000202;550000053;SSR_TOT;0;30;0;0;173;10011;0;0
SSR;2013;550000434;550003354;SSR_A;;76;25;;966;20139;835;20139
SSR;2013;550000434;550003354;SSR_A50;1;46;23;0;159;2513;583;2513
SSR;2013;550000434;550003354;SSR_A51;1;;;;345;3675;55;3675
SSR;2013;550000434;550003354;SSR_A52;1;;;0;232;4559;117;4559
SSR;2013;550000434;550003354;SSR_A59;1;30;2;0;230;9392;80;9392
SSR;2013;550000434;550003354;SSR_TOT;0;76;25;0;966;20139;835;20139
SSR;2013;550003362;550000020;SSR_A;;60;;;414;19292;;
SSR;2013;550003362;550000020;SSR_A50;1;;;1;;;;
SSR;2013;550003362;550000020;SSR_A52;0;;;1;;;;
SSR;2013;550003362;550000020;SSR_A53;0;;;1;;;;
SSR;2013;550003362;550000020;SSR_A54;0;;;1;;;;
SSR;2013;550003362;550000020;SSR_A55;0;;;1;;;;
SSR;2013;550003362;550000020;SSR_A56;0;;;1;;;;
SSR;2013;550003362;550000020;SSR_A59;1;60;;1;414;19292;;
SSR;2013;550003362;550000020;SSR_TOT;0;60;;1;414;19292;;
SSR;2013;560000127;560023210;SSR_A;;131;13;;1459;46082;552;5878
SSR;2013;560000127;560023210;SSR_A50;1;15;;0;181;5492;;
SSR;2013;560000127;560023210;SSR_A51;1;16;3;;172;3633;72;1065
SSR;2013;560000127;560023210;SSR_A52;1;10;2;0;113;4247;184;1235
SSR;2013;560000127;560023210;SSR_A53;1;0;;0;0;0;78;746
SSR;2013;560000127;560023210;SSR_A54;1;0;;0;0;0;5;47
SSR;2013;560000127;560023210;SSR_A59;1;90;8;0;993;32710;213;2785
SSR;2013;560000127;560023210;SSR_E;;0;5;;0;0;163;1508
SSR;2013;560000127;560023210;SSR_E50;1;0;5;0;0;0;163;1508
SSR;2013;560000127;560023210;SSR_TOT;0;131;18;0;1459;46082;715;7386
SSR;2013;560000184;560006017;SSR_A;;76;5;;960;25969;96;1803
SSR;2013;560000184;560006017;SSR_A50;1;34;0;0;403;11891;0;0
SSR;2013;560000184;560006017;SSR_A51;1;10;4;;162;3672;59;1296
SSR;2013;560000184;560006017;SSR_A52;1;7;1;0;47;2590;37;507
SSR;2013;560000184;560006017;SSR_A59;1;25;0;0;348;7816;0;0
SSR;2013;560000184;560006017;SSR_TOT;0;76;5;0;960;25969;96;1803
SSR;2013;560000200;560023210;SSR_A;;77;5;;1044;27234;176;1843
SSR;2013;560000200;560023210;SSR_A50;1;30;0;0;390;11028;;
SSR;2013;560000200;560023210;SSR_A51;1;7;3;;131;2557;72;1065
SSR;2013;560000200;560023210;SSR_A52;1;10;2;0;83;2612;104;778
SSR;2013;560000200;560023210;SSR_A59;1;30;0;0;440;11037;;
SSR;2013;560000200;560023210;SSR_TOT;0;77;5;0;1044;27234;176;1843
SSR;2013;560000275;560005746;SSR_A;;102;;;1018;33990;;
SSR;2013;560000275;560005746;SSR_A50;1;60;;0;571;19446;;
SSR;2013;560000275;560005746;SSR_A59;1;42;;0;447;14544;;
SSR;2013;560000275;560005746;SSR_TOT;0;102;;0;1018;33990;;
SSR;2013;560000283;560000077;SSR_A;;25;;;325;8042;;
SSR;2013;560000283;560000077;SSR_A50;1;25;;0;325;8042;;
SSR;2013;560000283;560000077;SSR_TOT;0;25;;0;325;8042;;
SSR;2013;560000291;560000085;SSR_A;;15;;;113;2502;;
SSR;2013;560000291;560000085;SSR_A50;1;15;;0;113;2502;;
SSR;2013;560000291;560000085;SSR_TOT;0;15;;0;113;2502;;
SSR;2013;560000366;560000259;SSR_A;;29;;;391;9499;;
SSR;2013;560000366;560000259;SSR_A50;1;29;;0;391;9499;;
SSR;2013;560000366;560000259;SSR_TOT;0;29;;0;391;9499;;
SSR;2013;560000390;560002040;SSR_A;;25;;;141;8846;;
SSR;2013;560000390;560002040;SSR_A58;1;25;;0;141;8846;;
SSR;2013;560000390;560002040;SSR_TOT;0;25;;0;141;8846;;
SSR;2013;560000408;560002065;SSR_A;;23;;;303;7782;;
SSR;2013;560000408;560002065;SSR_A50;1;23;;0;303;7782;;
SSR;2013;560000408;560002065;SSR_TOT;0;23;;0;303;7782;;
SSR;2013;560000424;560006074;SSR_A;;40;;;563;13760;;
SSR;2013;560000424;560006074;SSR_A50;1;40;;0;563;13760;;
SSR;2013;560000424;560006074;SSR_TOT;0;40;;0;563;13760;;
SSR;2013;560000465;560002198;SSR_A;;25;;;275;7492;;
SSR;2013;560000465;560002198;SSR_A50;1;25;;0;275;7492;;
SSR;2013;560000465;560002198;SSR_TOT;0;25;;0;275;7492;;
SSR;2013;560000473;560002206;SSR_A;;20;;;263;6702;;
SSR;2013;560000473;560002206;SSR_A50;1;20;;0;263;6702;;
SSR;2013;560000473;560002206;SSR_TOT;0;20;;0;263;6702;;
SSR;2013;560000499;560002222;SSR_A;;26;26;;284;8301;284;8301
SSR;2013;560000499;560002222;SSR_A50;1;26;26;0;284;8301;284;8301
SSR;2013;560000499;560002222;SSR_TOT;0;26;26;0;284;8301;284;8301
SSR;2013;560002024;560006074;SSR_A;;162;52;;1330;43246;3120;22385
SSR;2013;560002024;560006074;SSR_A51;1;53;27;;562;13874;953;11732
SSR;2013;560002024;560006074;SSR_A52;1;88;10;0;514;23821;1779;5656
SSR;2013;560002024;560006074;SSR_A53;1;14;10;0;199;3178;286;3645
SSR;2013;560002024;560006074;SSR_A54;1;;4;0;;;70;1295
SSR;2013;560002024;560006074;SSR_A57;1;7;1;0;55;2373;32;57
SSR;2013;560002024;560006074;SSR_E;;42;20;;305;8386;369;6207
SSR;2013;560002024;560006074;SSR_E51;1;9;2;0;81;1991;88;742
SSR;2013;560002024;560006074;SSR_E52;1;31;17;0;198;5896;232;5382
SSR;2013;560002024;560006074;SSR_E57;;2;1;0;26;499;49;83
SSR;2013;560002024;560006074;SSR_E58;1;;;0;;;;
SSR;2013;560002024;560006074;SSR_TOT;0;204;72;0;1635;51632;3489;28592
SSR;2013;560002974;830013678;SSR_A;;80;;;870;28670;;
SSR;2013;560002974;830013678;SSR_A50;1;59;;0;657;21170;;
SSR;2013;560002974;830013678;SSR_A59;1;21;;0;213;7500;;
SSR;2013;560002974;830013678;SSR_TOT;0;80;;0;870;28670;;
SSR;2013;560003006;560000770;SSR_A;;40;;;121;8759;;
SSR;2013;560003006;560000770;SSR_A58;1;40;;1;121;8759;;
SSR;2013;560003006;560000770;SSR_TOT;0;40;;0;121;8759;;
SSR;2013;560003055;440042844;SSR_A;;84;;;908;28072;;
SSR;2013;560003055;440042844;SSR_A50;1;84;;0;908;28072;;
SSR;2013;560003055;440042844;SSR_TOT;0;84;;0;908;28072;;
SSR;2013;560003980;560005746;SSR_A;;30;;;278;10690;;
SSR;2013;560003980;560005746;SSR_A59;1;30;;0;278;10690;;
SSR;2013;560003980;560005746;SSR_TOT;0;30;;0;278;10690;;
SSR;2013;560014219;560014748;SSR_A;;30;0;;494;10749;;
SSR;2013;560014219;560014748;SSR_A59;1;30;0;0;494;10749;;
SSR;2013;560014219;560014748;SSR_TOT;0;30;0;0;494;10749;;
SSR;2013;560015422;560002214;SSR_A;;36;;;411;12625;;
SSR;2013;560015422;560002214;SSR_A50;1;36;;1;411;12625;;
SSR;2013;560015422;560002214;SSR_TOT;0;36;;0;411;12625;;
SSR;2013;570000026;570024794;SSR_A;;24;;;384;7478;;
SSR;2013;570000026;570024794;SSR_A50;1;24;;0;384;7478;;
SSR;2013;570000026;570024794;SSR_TOT;0;24;;0;384;7478;;
SSR;2013;570000091;750050759;SSR_A;;48;;;412;13343;;
SSR;2013;570000091;750050759;SSR_A50;1;24;;1;246;7873;;
SSR;2013;570000091;750050759;SSR_A52;1;24;;1;166;5470;;
SSR;2013;570000091;750050759;SSR_TOT;0;48;;1;412;13343;;
SSR;2013;570000109;570000034;SSR_A;;52;12;;556;16452;239;3923
SSR;2013;570000109;570000034;SSR_A50;1;25;12;0;263;8418;239;3923
SSR;2013;570000109;570000034;SSR_A59;1;27;;0;293;8034;;
SSR;2013;570000109;570000034;SSR_TOT;0;52;12;0;556;16452;239;3923
SSR;2013;570000166;570010173;SSR_A;;35;;;270;10435;;
SSR;2013;570000166;570010173;SSR_A50;1;35;;0;270;10435;;
SSR;2013;570000166;570010173;SSR_TOT;0;35;;0;270;10435;;
SSR;2013;570000281;570005165;SSR_A;;22;8;;96;2235;297;4486
SSR;2013;570000281;570005165;SSR_A50;1;22;8;0;96;2235;297;4486
SSR;2013;570000281;570005165;SSR_TOT;0;22;8;0;96;2235;297;4486
SSR;2013;570000349;570005165;SSR_A;;101;2;;1174;33383;85;1139
SSR;2013;570000349;570005165;SSR_A51;1;19;2;;281;6367;85;1139
SSR;2013;570000349;570005165;SSR_A52;1;;;0;;;;
SSR;2013;570000349;570005165;SSR_A59;1;82;;0;893;27016;;
SSR;2013;570000349;570005165;SSR_TOT;0;101;2;0;1174;33383;85;1139
SSR;2013;570000356;570000919;SSR_A;;52;;;489;16408;;
SSR;2013;570000356;570000919;SSR_A50;1;52;;0;489;16408;;
SSR;2013;570000356;570000919;SSR_TOT;0;52;;0;489;16408;;
SSR;2013;570000380;570000034;SSR_A;;108;8;;1558;33039;290;4892
SSR;2013;570000380;570000034;SSR_A50;1;;;0;;;;
SSR;2013;570000380;570000034;SSR_A51;1;42;4;;534;13041;140;2419
SSR;2013;570000380;570000034;SSR_A52;1;12;2;0;107;3594;59;1108
SSR;2013;570000380;570000034;SSR_A53;1;54;2;0;917;16404;91;1365
SSR;2013;570000380;570000034;SSR_E;;;2;;;;78;1204
SSR;2013;570000380;570000034;SSR_E50;1;;2;0;;;78;1204
SSR;2013;570000380;570000034;SSR_TOT;0;108;10;0;1558;33039;368;6096
SSR;2013;570000448;750050759;SSR_A;;71;;;1017;18058;;
SSR;2013;570000448;750050759;SSR_A50;1;71;;0;1017;18058;;
SSR;2013;570000448;750050759;SSR_TOT;0;71;;0;1017;18058;;
SSR;2013;570000455;570010173;SSR_A;;20;;;207;7027;;
SSR;2013;570000455;570010173;SSR_A50;1;20;;0;207;7027;;
SSR;2013;570000455;570010173;SSR_TOT;0;20;;0;207;7027;;
SSR;2013;570000489;750050759;SSR_A;;20;;;243;6835;;
SSR;2013;570000489;750050759;SSR_A50;1;20;;0;243;6835;;
SSR;2013;570000489;750050759;SSR_A59;1;;;0;;;;
SSR;2013;570000489;750050759;SSR_TOT;0;20;;0;243;6835;;
SSR;2013;570000547;540019726;SSR_A;;75;;;794;21750;;
SSR;2013;570000547;540019726;SSR_A50;1;75;;0;794;21750;;
SSR;2013;570000547;540019726;SSR_TOT;0;75;;0;794;21750;;
SSR;2013;570000562;570011353;SSR_A;;30;;;230;9060;;
SSR;2013;570000562;570011353;SSR_A50;1;30;;0;230;9060;;
SSR;2013;570000562;570011353;SSR_TOT;0;30;;0;230;9060;;
SSR;2013;570000596;750821092;SSR_A;;22;6;;353;4676;1176;1176
SSR;2013;570000596;750821092;SSR_A50;1;22;6;0;353;4676;1176;1176
SSR;2013;570000596;750821092;SSR_A51;1;;;;;;;
SSR;2013;570000596;750821092;SSR_A52;1;;;0;;;;
SSR;2013;570000596;750821092;SSR_TOT;0;22;6;0;353;4676;1176;1176
SSR;2013;570000661;570000158;SSR_A;;30;0;;330;10022;;
SSR;2013;570000661;570000158;SSR_A50;1;30;0;0;330;10022;;
SSR;2013;570000661;570000158;SSR_A59;1;;;0;;;;
SSR;2013;570000661;570000158;SSR_TOT;0;30;0;0;330;10022;;
SSR;2013;570000687;570025254;SSR_A;;32;10;;236;7291;447;3806
SSR;2013;570000687;570025254;SSR_A50;1;32;10;0;236;7291;447;3806
SSR;2013;570000687;570025254;SSR_TOT;0;32;10;0;236;7291;447;3806
SSR;2013;570000794;930019484;SSR_A;;30;40;;393;8534;425;8984
SSR;2013;570000794;930019484;SSR_A50;1;6;10;0;99;1899;128;2219
SSR;2013;570000794;930019484;SSR_A51;1;24;30;;294;6635;297;6765
SSR;2013;570000794;930019484;SSR_TOT;0;30;40;0;393;8534;425;8984
SSR;2013;570000828;570011452;SSR_A;;56;;;373;16951;;
SSR;2013;570000828;570011452;SSR_A50;1;0;;0;0;0;;
SSR;2013;570000828;570011452;SSR_A58;1;56;;0;373;16951;;
SSR;2013;570000828;570011452;SSR_TOT;0;56;;0;373;16951;;
SSR;2013;570000950;570000398;SSR_A;;10;;;128;3513;0;
SSR;2013;570000950;570000398;SSR_A50;1;10;;0;128;3513;0;
SSR;2013;570000950;570000398;SSR_TOT;0;10;;0;128;3513;0;
SSR;2013;570000968;570000430;SSR_A;;45;;;402;16112;;
SSR;2013;570000968;570000430;SSR_A50;1;45;;0;402;16112;;
SSR;2013;570000968;570000430;SSR_TOT;0;45;;0;402;16112;;
SSR;2013;570000992;570000497;SSR_A;;24;1;;223;8041;136;136
SSR;2013;570000992;570000497;SSR_A50;1;24;1;0;223;8041;136;136
SSR;2013;570000992;570000497;SSR_TOT;0;24;1;0;223;8041;136;136
SSR;2013;570001057;570023630;SSR_A;;55;54;;597;16428;3775;17999
SSR;2013;570001057;570023630;SSR_A50;1;55;54;1;3;72;19;254
SSR;2013;570001057;570023630;SSR_A51;1;;;;409;8538;3354;11135
SSR;2013;570001057;570023630;SSR_A52;1;;;1;185;7818;402;6610
SSR;2013;570001057;570023630;SSR_E;;1;1;;1;18;1;16
SSR;2013;570001057;570023630;SSR_E50;1;1;1;1;1;18;1;16
SSR;2013;570001057;570023630;SSR_TOT;0;56;55;1;598;16446;3776;18015
SSR;2013;570001099;570023630;SSR_A;;;10;;;;209;232
SSR;2013;570001099;570023630;SSR_A53;1;;10;0;;;209;232
SSR;2013;570001099;570023630;SSR_TOT;0;;10;0;;;209;232
SSR;2013;570003079;570010181;SSR_A;;53;;;554;13631;;
SSR;2013;570003079;570010181;SSR_A50;1;53;;1;554;13631;;
SSR;2013;570003079;570010181;SSR_A59;1;;;0;;;;
SSR;2013;570003079;570010181;SSR_TOT;0;53;;0;554;13631;;
SSR;2013;570003103;540019726;SSR_A;;82;24;;662;25634;199;5565
SSR;2013;570003103;540019726;SSR_A50;1;1;0;0;2;76;1;17
SSR;2013;570003103;540019726;SSR_A51;1;51;15;;434;16321;119;3445
SSR;2013;570003103;540019726;SSR_A52;1;30;9;0;226;9237;79;2103
SSR;2013;570003103;540019726;SSR_E;;;1;;;;14;249
SSR;2013;570003103;540019726;SSR_E50;1;;1;0;;;14;249
SSR;2013;570003103;540019726;SSR_TOT;0;82;25;0;662;25634;213;5814
SSR;2013;570004275;750050759;SSR_A;;35;50;;437;7340;434;8735
SSR;2013;570004275;750050759;SSR_A50;1;10;20;0;79;2090;39;886
SSR;2013;570004275;750050759;SSR_A51;1;25;30;;358;5250;395;7849
SSR;2013;570004275;750050759;SSR_TOT;0;35;50;0;437;7340;434;8735
SSR;2013;570005215;570005165;SSR_A;;58;9;;734;19888;459;6582
SSR;2013;570005215;570005165;SSR_A51;1;28;9;;402;9678;459;6582
SSR;2013;570005215;570005165;SSR_A52;1;;;0;;;;
SSR;2013;570005215;570005165;SSR_A57;1;;;0;;;;
SSR;2013;570005215;570005165;SSR_A59;1;30;;0;332;10210;;
SSR;2013;570005215;570005165;SSR_TOT;0;58;9;0;734;19888;459;6582
SSR;2013;570009670;570000307;SSR_A;;50;;;491;14550;;
SSR;2013;570009670;570000307;SSR_A50;1;50;;0;491;14550;;
SSR;2013;570009670;570000307;SSR_A59;1;;;0;;;;
SSR;2013;570009670;570000307;SSR_TOT;0;50;;0;491;14550;;
SSR;2013;570012369;570011387;SSR_A;;30;;;345;8854;;
SSR;2013;570012369;570011387;SSR_A50;1;30;;0;345;8854;;
SSR;2013;570012369;570011387;SSR_TOT;0;30;;0;345;8854;;
SSR;2013;570012633;540019726;SSR_A;;50;5;;640;14666;89;922
SSR;2013;570012633;540019726;SSR_A50;1;;;0;;;;
SSR;2013;570012633;540019726;SSR_A55;1;50;5;0;640;14666;89;922
SSR;2013;570012633;540019726;SSR_TOT;0;50;5;0;640;14666;89;922
SSR;2013;570020578;570023630;SSR_A;;32;;;267;8418;;
SSR;2013;570020578;570023630;SSR_A50;1;32;;0;267;8418;;
SSR;2013;570020578;570023630;SSR_TOT;0;32;;0;267;8418;;
SSR;2013;570026682;570005165;SSR_A;;14;11;;240;3678;392;5662
SSR;2013;570026682;570005165;SSR_A53;1;12;10;0;226;3557;376;5443
SSR;2013;570026682;570005165;SSR_A54;1;2;1;0;14;121;16;219
SSR;2013;570026682;570005165;SSR_TOT;0;14;11;0;240;3678;392;5662
SSR;2013;580004836;580780039;SSR_A;;35;;;498;12146;;
SSR;2013;580004836;580780039;SSR_A59;1;35;;0;498;12146;;
SSR;2013;580004836;580780039;SSR_TOT;0;35;;0;498;12146;;
SSR;2013;580780138;580000024;SSR_A;;12;;;183;1489;;
SSR;2013;580780138;580000024;SSR_A50;1;12;;1;183;1489;;
SSR;2013;580780138;580000024;SSR_TOT;0;12;;0;183;1489;;
SSR;2013;580780187;580000057;SSR_A;;35;0;;336;11652;0;0
