BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2013;470009358;470009309;NAUT;13;1;13.27;
HAD_P;2013;470009358;470009309;Ncoor;2;;2;
HAD_P;2013;470009358;470009309;M9999;2;7;5.1;0
HAD_P;2013;480001825;750047367;M9999;;1;0.2;
HAD_P;2013;480001825;750047367;Mcoor;;1;0.2;
HAD_P;2013;480001825;750047367;N9999;3;;3;
HAD_P;2013;480001825;750047367;NAUT;1;;1;
HAD_P;2013;480001825;750047367;Ncoor;2;;2;
HAD_P;2013;480001825;750047367;M9999;;1;0.2;
HAD_P;2013;490000312;490012176;M3050;;2;1.59;
HAD_P;2013;490000312;490012176;M9999;;5;2.59;
HAD_P;2013;490000312;490012176;Mcoor;;3;1;
HAD_P;2013;490000312;490012176;N2120;1;;1;
HAD_P;2013;490000312;490012176;N2210;9;10;18.04;
HAD_P;2013;490000312;490012176;N2510;15;4;18.43;
HAD_P;2013;490000312;490012176;N2710;;2;0.77;
HAD_P;2013;490000312;490012176;N3120;1;;1;
HAD_P;2013;490000312;490012176;N9999;30;16;43.24;
HAD_P;2013;490000312;490012176;Ncoor;4;;4;
HAD_P;2013;490000312;490012176;M9999;;5;2.59;
HAD_P;2013;490016334;490016326;M9999;;4;0.85;
HAD_P;2013;490016334;490016326;MAUT;;1;0.05;
HAD_P;2013;490016334;490016326;Mcoor;;3;0.8;
HAD_P;2013;490016334;490016326;N2120;1;;1;
HAD_P;2013;490016334;490016326;N2510;;4;2.35;
HAD_P;2013;490016334;490016326;N2710;;1;0.2;
HAD_P;2013;490016334;490016326;N3120;1;;1;
HAD_P;2013;490016334;490016326;N9999;7;9;12.52;
HAD_P;2013;490016334;490016326;NAUT;4;1;4.57;
HAD_P;2013;490016334;490016326;Ncoor;1;3;3.4;
HAD_P;2013;490016334;490016326;M9999;;4;0.85;
HAD_P;2013;490016870;440048643;M3050;1;0;1;43
HAD_P;2013;490016870;440048643;M9999;1;2;1.6;43
HAD_P;2013;490016870;440048643;Mcoor;0;2;0.6;
HAD_P;2013;490016870;440048643;N2410;0;1;0.2;
HAD_P;2013;490016870;440048643;N2460;0;0;0;2
HAD_P;2013;490016870;440048643;N2710;0;1;0.5;0
HAD_P;2013;490016870;440048643;N3120;0;1;0.5;
HAD_P;2013;490016870;440048643;N9999;3;4;4.8;2
HAD_P;2013;490016870;440048643;Ncoor;3;1;3.6;
HAD_P;2013;490016870;440048643;M9999;1;2;1.6;43
HAD_P;2013;500000187;500000013;M9999;1;1;0.54;
HAD_P;2013;500000187;500000013;Mcoor;1;1;0.54;
HAD_P;2013;500000187;500000013;N2120;1;;1;
HAD_P;2013;500000187;500000013;N2510;8;3;10.37;
HAD_P;2013;500000187;500000013;N9999;20;10;27.94;
HAD_P;2013;500000187;500000013;NAUT;;3;2.22;
HAD_P;2013;500000187;500000013;Ncoor;11;4;14.35;
HAD_P;2013;500000187;500000013;M9999;1;1;0.54;
HAD_P;2013;500000260;500000054;M9999;;1;0.25;
HAD_P;2013;500000260;500000054;Mcoor;;1;0.25;
HAD_P;2013;500000260;500000054;N2120;1;;1;
HAD_P;2013;500000260;500000054;N2210;7;1;10.63;
HAD_P;2013;500000260;500000054;N2510;7;;6.81;
HAD_P;2013;500000260;500000054;N9999;15;1;18.44;
HAD_P;2013;500000260;500000054;M9999;;1;0.25;
HAD_P;2013;500000450;500000112;M3050;5;1;5.6;
HAD_P;2013;500000450;500000112;M9999;5;3;7.09;
HAD_P;2013;500000450;500000112;MAUT;0;2;1.49;
HAD_P;2013;500000450;500000112;N2120;2;0;2.84;
HAD_P;2013;500000450;500000112;N2210;15;11;23.48;
HAD_P;2013;500000450;500000112;N2510;10;11;17.96;
HAD_P;2013;500000450;500000112;N3120;0;1;0.4;
HAD_P;2013;500000450;500000112;N9999;31;23;48.6;
HAD_P;2013;500000450;500000112;NAUT;4;0;3.92;
HAD_P;2013;500000450;500000112;M9999;5;3;7.09;
HAD_P;2013;500021274;140000159;M9999;;1;0.1;
HAD_P;2013;500021274;140000159;Mcoor;;1;0.1;
HAD_P;2013;500021274;140000159;N2210;7;;5.06;
HAD_P;2013;500021274;140000159;N2510;3;;3;
HAD_P;2013;500021274;140000159;N9999;12;;8.42;
HAD_P;2013;500021274;140000159;NAUT;1;;0.3;
HAD_P;2013;500021274;140000159;Ncoor;1;;0.06;
HAD_P;2013;500021274;140000159;M9999;;1;0.1;
HAD_P;2013;500021282;140000159;M9999;0;1;0.3;
HAD_P;2013;500021282;140000159;Mcoor;0;1;0.3;
HAD_P;2013;500021282;140000159;N2120;1;;0.06;
HAD_P;2013;500021282;140000159;N2210;7;1;6.36;
HAD_P;2013;500021282;140000159;N2510;5;;4.83;
HAD_P;2013;500021282;140000159;N9999;14;1;11.55;
HAD_P;2013;500021282;140000159;NAUT;1;;0.3;
HAD_P;2013;500021282;140000159;M9999;0;1;0.3;
HAD_P;2013;510002298;750721334;M3050;;;;72
HAD_P;2013;510002298;750721334;M9999;;2;0.6;72
HAD_P;2013;510002298;750721334;Mcoor;;2;0.6;
HAD_P;2013;510002298;750721334;N2120;1;;0.4;
HAD_P;2013;510002298;750721334;N2210;2;5;6.65;70
HAD_P;2013;510002298;750721334;N2410;;;;46
HAD_P;2013;510002298;750721334;N2510;5;7;10.27;
HAD_P;2013;510002298;750721334;N2710;1;;0.8;
HAD_P;2013;510002298;750721334;N3120;;1;0.5;
HAD_P;2013;510002298;750721334;N9999;11;13;20.62;116
HAD_P;2013;510002298;750721334;Ncoor;2;;2;
HAD_P;2013;510002298;750721334;M9999;;2;0.6;72
HAD_P;2013;510017098;510000060;M9999;3;;0.59;
HAD_P;2013;510017098;510000060;MAUT;3;;0.59;
HAD_P;2013;510017098;510000060;N2120;1;;0.28;
HAD_P;2013;510017098;510000060;N2210;10;1;9.71;
HAD_P;2013;510017098;510000060;N2510;5;2;6.61;
HAD_P;2013;510017098;510000060;N2710;1;;0.5;
HAD_P;2013;510017098;510000060;N3120;;1;0.3;
HAD_P;2013;510017098;510000060;N9999;19;4;17.98;
HAD_P;2013;510017098;510000060;NAUT;2;;0.58;
HAD_P;2013;510017098;510000060;M9999;3;;0.59;
HAD_P;2013;510019979;510019938;M9999;;1;0.6;
HAD_P;2013;510019979;510019938;Mcoor;;1;0.6;
HAD_P;2013;510019979;510019938;N2120;1;;1;
HAD_P;2013;510019979;510019938;N2210;5;4;8.2;
HAD_P;2013;510019979;510019938;N2510;6;1;6.8;
HAD_P;2013;510019979;510019938;N3120;;1;0.5;
HAD_P;2013;510019979;510019938;N9999;13;6;17.5;
HAD_P;2013;510019979;510019938;NAUT;1;;1;
HAD_P;2013;510019979;510019938;M9999;;1;0.6;
HAD_P;2013;510020548;750047367;M9999;;1;1;
HAD_P;2013;510020548;750047367;Mcoor;;1;1;
HAD_P;2013;510020548;750047367;N2510;2;3;4.25;
HAD_P;2013;510020548;750047367;N2710;;1;0.2;
HAD_P;2013;510020548;750047367;N3120;;1;0.5;
HAD_P;2013;510020548;750047367;N9999;5;5;7.95;
HAD_P;2013;510020548;750047367;Ncoor;3;;3;
HAD_P;2013;510020548;750047367;M9999;;1;1;
HAD_P;2013;520003823;750047367;M9999;;1;0.5;
HAD_P;2013;520003823;750047367;Mcoor;;1;0.5;
HAD_P;2013;520003823;750047367;N2210;4;1;0.8;
HAD_P;2013;520003823;750047367;N2710;;1;0.2;
HAD_P;2013;520003823;750047367;N3120;;1;0.5;
HAD_P;2013;520003823;750047367;N9999;9;3;6.5;
HAD_P;2013;520003823;750047367;NAUT;2;;2;
HAD_P;2013;520003823;750047367;Ncoor;3;;3;
HAD_P;2013;520003823;750047367;M9999;;1;0.5;
HAD_P;2013;530000264;530000371;M9999;1;;1;
HAD_P;2013;530000264;530000371;Mcoor;1;;1;
HAD_P;2013;530000264;530000371;N2210;5;;5;
HAD_P;2013;530000264;530000371;N2510;2;5;6.4;
HAD_P;2013;530000264;530000371;N2710;1;;0.28;
HAD_P;2013;530000264;530000371;N9999;9;5;12.68;
HAD_P;2013;530000264;530000371;NAUT;1;;1;
HAD_P;2013;530000264;530000371;M9999;1;;1;
HAD_P;2013;540000668;540006707;M3050;;1;0.1;
HAD_P;2013;540000668;540006707;M9999;;3;1.3;
HAD_P;2013;540000668;540006707;Mcoor;;2;1.2;
HAD_P;2013;540000668;540006707;N2410;1;4;3.8;4
HAD_P;2013;540000668;540006707;N2460;2;2;3.2;
HAD_P;2013;540000668;540006707;N2510;4;4;7;
HAD_P;2013;540000668;540006707;N3120;;1;0.6;
HAD_P;2013;540000668;540006707;N9999;7;21;19.77;4
HAD_P;2013;540000668;540006707;NAUT;;7;2.97;
HAD_P;2013;540000668;540006707;Ncoor;;3;2.2;
HAD_P;2013;540000668;540006707;M9999;;3;1.3;
HAD_P;2013;540001096;570010181;M9999;0;1;0.53;
HAD_P;2013;540001096;570010181;Mcoor;0;1;0.53;
HAD_P;2013;540001096;570010181;N2120;;1;0.64;
HAD_P;2013;540001096;570010181;N2210;4;2;5.46;
HAD_P;2013;540001096;570010181;N2710;;2;0.06;
HAD_P;2013;540001096;570010181;N9999;4;5;6.16;
HAD_P;2013;540001096;570010181;M9999;0;1;0.53;
HAD_P;2013;540001104;540000882;M9999;;1;0.6;
HAD_P;2013;540001104;540000882;Mcoor;;1;0.6;
HAD_P;2013;540001104;540000882;N2210;;6;4.6;
HAD_P;2013;540001104;540000882;N2710;;1;0.28;
HAD_P;2013;540001104;540000882;N3120;;1;0.13;
HAD_P;2013;540001104;540000882;N9999;;14;7.48;
HAD_P;2013;540001104;540000882;NAUT;;5;2.17;
HAD_P;2013;540001104;540000882;Ncoor;;1;0.3;
HAD_P;2013;540001104;540000882;M9999;;1;0.6;
HAD_P;2013;540010568;540010519;M9999;0;2;1.5;0
HAD_P;2013;540010568;540010519;Mcoor;;2;1.5;
HAD_P;2013;540010568;540010519;N2120;1;;1;
HAD_P;2013;540010568;540010519;N2210;4;1;4.8;
HAD_P;2013;540010568;540010519;N2510;2;3;4.4;
HAD_P;2013;540010568;540010519;N2710;;1;0.5;0
HAD_P;2013;540010568;540010519;N3120;;1;0.5;
HAD_P;2013;540010568;540010519;N9999;10;6;14.2;0
HAD_P;2013;540010568;540010519;Ncoor;3;;3;
HAD_P;2013;540010568;540010519;M9999;;2;1.5;
HAD_P;2013;550000012;550000020;M9999;;2;0.56;
HAD_P;2013;550000012;550000020;MAUT;;1;0.06;
HAD_P;2013;550000012;550000020;Mcoor;;1;0.5;
HAD_P;2013;550000012;550000020;N2120;1;;0.2;
HAD_P;2013;550000012;550000020;N2210;3;5;7.34;
HAD_P;2013;550000012;550000020;N3120;1;;0.06;
HAD_P;2013;550000012;550000020;N9999;7;6;9.6;
HAD_P;2013;550000012;550000020;NAUT;2;1;2;
HAD_P;2013;550000012;550000020;M9999;;2;0.56;
HAD_P;2013;550000434;550003354;M9999;;1;0.5;
HAD_P;2013;550000434;550003354;MAUT;;1;0.5;
HAD_P;2013;550000434;550003354;N2210;8;1;7.77;
HAD_P;2013;550000434;550003354;N2510;;2;0.09;
HAD_P;2013;550000434;550003354;N3120;;1;0.09;
HAD_P;2013;550000434;550003354;N9999;9;4;8.7;
HAD_P;2013;550000434;550003354;NAUT;1;;0.75;
HAD_P;2013;550000434;550003354;M9999;;1;0.5;
HAD_P;2013;560000192;560000044;M9999;;1;0.36;
HAD_P;2013;560000192;560000044;Mcoor;;1;0.36;
HAD_P;2013;560000192;560000044;N2120;1;;1;
HAD_P;2013;560000192;560000044;N2210;2;;2.87;
HAD_P;2013;560000192;560000044;N2510;2;2;3.62;
HAD_P;2013;560000192;560000044;N2710;1;;0.17;
HAD_P;2013;560000192;560000044;N3120;1;;0.45;
HAD_P;2013;560000192;560000044;N9999;8;2;9.11;
HAD_P;2013;560000192;560000044;NAUT;1;;1;
HAD_P;2013;560000192;560000044;M9999;;1;0.36;
HAD_P;2013;560008799;560013989;M3050;;1;0.3;0
HAD_P;2013;560008799;560013989;M9999;2;2;2.65;0
HAD_P;2013;560008799;560013989;Mcoor;2;1;2.35;
HAD_P;2013;560008799;560013989;N2120;1;;1;
HAD_P;2013;560008799;560013989;N2210;14;8;20.12;
HAD_P;2013;560008799;560013989;N2710;;1;0.4;
HAD_P;2013;560008799;560013989;N3120;;1;0.21;
HAD_P;2013;560008799;560013989;N9999;22;12;29.63;
HAD_P;2013;560008799;560013989;NAUT;2;2;3.74;
HAD_P;2013;560008799;560013989;Ncoor;5;;4.16;
HAD_P;2013;560008799;560013989;M9999;2;2;2.65;0
HAD_P;2013;560018509;560018459;M3050;;;;152
HAD_P;2013;560018509;560018459;M9999;3;1;3.4;475
HAD_P;2013;560018509;560018459;MAUT;;;;323
HAD_P;2013;560018509;560018459;Mcoor;3;1;3.4;
HAD_P;2013;560018509;560018459;N2120;1;1;1.86;
HAD_P;2013;560018509;560018459;N2210;;;;750
HAD_P;2013;560018509;560018459;N2410;;;;298
HAD_P;2013;560018509;560018459;N2460;;;;1
HAD_P;2013;560018509;560018459;N2710;2;1;1.5;8
HAD_P;2013;560018509;560018459;N3120;2;1;2.8;
HAD_P;2013;560018509;560018459;N9999;33;12;34.11;1166
HAD_P;2013;560018509;560018459;NAUT;9;2;10.5;109
HAD_P;2013;560018509;560018459;Ncoor;19;7;17.45;
HAD_P;2013;560018509;560018459;M9999;3;1;3.4;475
HAD_P;2013;560022188;350000626;M3050;;1;0.1;
HAD_P;2013;560022188;350000626;M9999;;2;0.9;
HAD_P;2013;560022188;350000626;Mcoor;;1;0.8;
HAD_P;2013;560022188;350000626;N2120;2;;2;
HAD_P;2013;560022188;350000626;N2510;6;1;6.8;
HAD_P;2013;560022188;350000626;N2710;;1;0.3;
HAD_P;2013;560022188;350000626;N3120;;1;0.5;
HAD_P;2013;560022188;350000626;N9999;8;3;9.6;
HAD_P;2013;560022188;350000626;M9999;;2;0.9;
HAD_P;2013;570000091;750050759;M3050;;1;0.2;
HAD_P;2013;570000091;750050759;M9999;1;2;1.7;23
HAD_P;2013;570000091;750050759;MAUT;;;;23
HAD_P;2013;570000091;750050759;Mcoor;1;1;1.5;
HAD_P;2013;570000091;750050759;N2210;4;;4;86
HAD_P;2013;570000091;750050759;N2410;;;;12
HAD_P;2013;570000091;750050759;N2510;3;;3;
HAD_P;2013;570000091;750050759;N9999;8;;8;99
HAD_P;2013;570000091;750050759;NAUT;;;;1
HAD_P;2013;570000091;750050759;Ncoor;1;;1;
HAD_P;2013;570000091;750050759;M9999;1;2;1.7;23
HAD_P;2013;570000117;570015099;M9999;;1;0.2;
HAD_P;2013;570000117;570015099;Mcoor;;1;0.2;
HAD_P;2013;570000117;570015099;N2210;;4;3.3;
HAD_P;2013;570000117;570015099;N3120;;1;0.2;
HAD_P;2013;570000117;570015099;N9999;;7;4.9;
HAD_P;2013;570000117;570015099;NAUT;;1;0.5;
HAD_P;2013;570000117;570015099;Ncoor;;1;0.9;
HAD_P;2013;570000117;570015099;M9999;;1;0.2;
HAD_P;2013;570000281;570005165;M9999;2;;1.5;
HAD_P;2013;570000281;570005165;MAUT;1;;1;
HAD_P;2013;570000281;570005165;Mcoor;1;;0.5;
HAD_P;2013;570000281;570005165;N2120;1;;1;
HAD_P;2013;570000281;570005165;N2210;7;3;9.76;
HAD_P;2013;570000281;570005165;N2460;;1;0.13;
HAD_P;2013;570000281;570005165;N2510;2;4;6.5;
HAD_P;2013;570000281;570005165;N2710;;;0.96;
HAD_P;2013;570000281;570005165;N3120;;1;0.22;
HAD_P;2013;570000281;570005165;N9999;11;15;24.71;
HAD_P;2013;570000281;570005165;NAUT;1;6;6.14;
HAD_P;2013;570000281;570005165;M9999;2;;1.5;
HAD_P;2013;570000901;570000158;N2210;3;3;0.95;
HAD_P;2013;570000901;570000158;N9999;3;3;0.95;
HAD_P;2013;570000901;570000158;N9999;3;3;0.95;
HAD_P;2013;570000968;570000430;M9999;0;1;0.36;
HAD_P;2013;570000968;570000430;Mcoor;0;1;0.36;
HAD_P;2013;570000968;570000430;N2120;0;1;0.35;
HAD_P;2013;570000968;570000430;N2210;10;1;9.04;
HAD_P;2013;570000968;570000430;N2710;2;0;1.25;
HAD_P;2013;570000968;570000430;N9999;12;2;10.64;
HAD_P;2013;570000968;570000430;M9999;0;1;0.36;
HAD_P;2013;570001099;570023630;M9999;;2;1;
HAD_P;2013;570001099;570023630;Mcoor;;2;1;
HAD_P;2013;570001099;570023630;N2210;22;1;22.6;
HAD_P;2013;570001099;570023630;N9999;25;1;25.6;
HAD_P;2013;570001099;570023630;NAUT;1;;1;
HAD_P;2013;570001099;570023630;Ncoor;2;;2;
HAD_P;2013;570001099;570023630;M9999;;2;1;
HAD_P;2013;570012369;570011387;N2210;4;;4;
HAD_P;2013;570012369;570011387;N9999;4;;4;
HAD_P;2013;570012369;570011387;N9999;4;;4;
HAD_P;2013;580001899;750721334;M9999;;;;39
HAD_P;2013;580001899;750721334;MAUT;;;;39
HAD_P;2013;580001899;750721334;N2210;;;;48
HAD_P;2013;580001899;750721334;N2410;;;;12
HAD_P;2013;580001899;750721334;N2710;;1;0.5;
HAD_P;2013;580001899;750721334;N9999;;5;3.25;60
HAD_P;2013;580001899;750721334;NAUT;;3;1.75;
HAD_P;2013;580001899;750721334;Ncoor;;1;1;
HAD_P;2013;580001899;750721334;M9999;;;;39
HAD_P;2013;580972669;580780070;M9999;;2;0.6;
HAD_P;2013;580972669;580780070;MAUT;;2;0.6;
HAD_P;2013;580972669;580780070;N2120;1;;1;
HAD_P;2013;580972669;580780070;N9999;1;;1;
HAD_P;2013;580972669;580780070;M9999;;2;0.6;
HAD_P;2013;590025128;620001834;M3050;;1;0.4;
HAD_P;2013;590025128;620001834;M9999;;3;1.1;
HAD_P;2013;590025128;620001834;MAUT;;1;0.1;
HAD_P;2013;590025128;620001834;Mcoor;;1;0.6;
HAD_P;2013;590025128;620001834;N2120;;1;0.7;
HAD_P;2013;590025128;620001834;N2210;11;;11;
HAD_P;2013;590025128;620001834;N2510;6;;6;
HAD_P;2013;590025128;620001834;N2710;1;;0.6;
HAD_P;2013;590025128;620001834;N3120;;1;0.8;
HAD_P;2013;590025128;620001834;N9999;19;4;21.9;
HAD_P;2013;590025128;620001834;NAUT;;1;1;
HAD_P;2013;590025128;620001834;Ncoor;1;1;1.8;
HAD_P;2013;590025128;620001834;M9999;;3;1.1;
HAD_P;2013;590025458;590782652;M3050;1;;0.19;
HAD_P;2013;590025458;590782652;M9999;2;2;0.71;
HAD_P;2013;590025458;590782652;MAUT;;2;0.12;
HAD_P;2013;590025458;590782652;Mcoor;1;;0.4;
HAD_P;2013;590025458;590782652;N2120;;1;0.36;
HAD_P;2013;590025458;590782652;N2210;13;1;14.8;
HAD_P;2013;590025458;590782652;N2510;5;3;8.16;
HAD_P;2013;590025458;590782652;N2710;;1;0.25;
HAD_P;2013;590025458;590782652;N3120;;1;0.5;
HAD_P;2013;590025458;590782652;N9999;20;7;27.08;
HAD_P;2013;590025458;590782652;NAUT;2;;3.01;
HAD_P;2013;590025458;590782652;M9999;2;2;0.71;
HAD_P;2013;590032108;590024469;M3050;;1;0.33;
HAD_P;2013;590032108;590024469;M9999;1;1;1.33;
HAD_P;2013;590032108;590024469;Mcoor;1;;1;
HAD_P;2013;590032108;590024469;N2120;2;2;3.12;
HAD_P;2013;590032108;590024469;N2210;22;1;22.8;
HAD_P;2013;590032108;590024469;N2460;1;;1;
HAD_P;2013;590032108;590024469;N2510;20;1;20.8;
HAD_P;2013;590032108;590024469;N2710;;1;0.8;
HAD_P;2013;590032108;590024469;N3120;1;;1;
HAD_P;2013;590032108;590024469;N9999;47;11;52.59;
HAD_P;2013;590032108;590024469;NAUT;1;6;3.07;
HAD_P;2013;590032108;590024469;M9999;1;1;1.33;
HAD_P;2013;590032199;590024469;M3050;;1;0.33;
HAD_P;2013;590032199;590024469;M9999;1;1;1.33;
HAD_P;2013;590032199;590024469;Mcoor;1;;1;
HAD_P;2013;590032199;590024469;N2120;2;1;2.33;
HAD_P;2013;590032199;590024469;N2210;17;1;17.8;
HAD_P;2013;590032199;590024469;N2460;1;;1;
HAD_P;2013;590032199;590024469;N2510;15;;15;
HAD_P;2013;590032199;590024469;N3120;1;;1;
HAD_P;2013;590032199;590024469;N9999;40;6;41.9;
HAD_P;2013;590032199;590024469;NAUT;3;4;3.77;
HAD_P;2013;590032199;590024469;Ncoor;1;;1;
HAD_P;2013;590032199;590024469;M9999;1;1;1.33;
HAD_P;2013;590035838;590000485;M3050;;1;0.35;
HAD_P;2013;590035838;590000485;M9999;;2;0.69;
HAD_P;2013;590035838;590000485;Mcoor;;1;0.34;
HAD_P;2013;590035838;590000485;N2210;10;7;8.24;
HAD_P;2013;590035838;590000485;N2510;21;2;12.74;
HAD_P;2013;590035838;590000485;N2710;;1;0.42;
HAD_P;2013;590035838;590000485;N9999;32;10;22.31;
HAD_P;2013;590035838;590000485;Ncoor;1;;0.91;
HAD_P;2013;590035838;590000485;M9999;;2;0.69;
HAD_P;2013;590043469;590024469;M3050;;1;0.33;
HAD_P;2013;590043469;590024469;M9999;;4;1.38;
HAD_P;2013;590043469;590024469;Mcoor;;3;1.05;
HAD_P;2013;590043469;590024469;N2120;3;1;3.33;
HAD_P;2013;590043469;590024469;N2210;13;1;13.8;
HAD_P;2013;590043469;590024469;N2510;10;1;10.3;
HAD_P;2013;590043469;590024469;N2710;1;;0.5;
HAD_P;2013;590043469;590024469;N3120;1;;1;
HAD_P;2013;590043469;590024469;N9999;31;8;33.59;
HAD_P;2013;590043469;590024469;NAUT;2;5;3.66;
HAD_P;2013;590043469;590024469;Ncoor;1;;1;
HAD_P;2013;590043469;590024469;M9999;;4;1.38;
HAD_P;2013;590045407;590780193;M9999;2;;1.2;
HAD_P;2013;590045407;590780193;MAUT;2;;1.2;
HAD_P;2013;590045407;590780193;N2120;1;0;1.2;
HAD_P;2013;590045407;590780193;N2210;13;5;15.81;
HAD_P;2013;590045407;590780193;N2460;0;1;0.49;
HAD_P;2013;590045407;590780193;N2510;7;1;7.71;
HAD_P;2013;590045407;590780193;N2710;;1;0.5;
HAD_P;2013;590045407;590780193;N3120;;1;0.84;
HAD_P;2013;590045407;590780193;N9999;33;12;41.16;
HAD_P;2013;590045407;590780193;NAUT;12;3;14.61;
HAD_P;2013;590045407;590780193;M9999;2;;1.2;
HAD_P;2013;590046124;590799995;M9999;;1;0.5;
HAD_P;2013;590046124;590799995;Mcoor;;1;0.5;
HAD_P;2013;590046124;590799995;N2120;;1;1;
HAD_P;2013;590046124;590799995;N2210;;8;8;55
HAD_P;2013;590046124;590799995;N2410;;;;34
HAD_P;2013;590046124;590799995;N2510;;5;5;
HAD_P;2013;590046124;590799995;N2710;;1;0.5;
HAD_P;2013;590046124;590799995;N3120;;1;1;
HAD_P;2013;590046124;590799995;N9999;;16;15.5;89
HAD_P;2013;590046124;590799995;M9999;;1;0.5;
HAD_P;2013;590048476;590046785;M9999;;1;0.82;
HAD_P;2013;590048476;590046785;Mcoor;;1;0.82;
HAD_P;2013;590048476;590046785;N2120;1;;1.06;
HAD_P;2013;590048476;590046785;N2210;20;;16.81;
HAD_P;2013;590048476;590046785;N2460;1;;0.8;
HAD_P;2013;590048476;590046785;N2510;7;;4.42;
HAD_P;2013;590048476;590046785;N2710;;;0.13;
HAD_P;2013;590048476;590046785;N9999;31;;25.32;
HAD_P;2013;590048476;590046785;NAUT;2;;2.1;
HAD_P;2013;590048476;590046785;M9999;;1;0.82;
HAD_P;2013;590812509;590799995;M3050;;1;0.5;
HAD_P;2013;590812509;590799995;M9999;2;2;3;
HAD_P;2013;590812509;590799995;Mcoor;2;1;2.5;
HAD_P;2013;590812509;590799995;N2120;5;;5;
HAD_P;2013;590812509;590799995;N2210;31;;31;186
HAD_P;2013;590812509;590799995;N2410;;;;81
HAD_P;2013;590812509;590799995;N2510;16;;16;
HAD_P;2013;590812509;590799995;N2710;1;1;1.8;
HAD_P;2013;590812509;590799995;N3120;2;;2;
HAD_P;2013;590812509;590799995;N9999;62;2;63.3;267
HAD_P;2013;590812509;590799995;NAUT;;1;0.5;
HAD_P;2013;590812509;590799995;Ncoor;7;;7;
HAD_P;2013;590812509;590799995;M9999;2;2;3;
HAD_P;2013;600000194;600100713;M9999;;2;0.65;
HAD_P;2013;600000194;600100713;MAUT;;1;0.25;
HAD_P;2013;600000194;600100713;Mcoor;;1;0.4;
HAD_P;2013;600000194;600100713;N2120;1;;1;
HAD_P;2013;600000194;600100713;N2210;7;2;10.06;
HAD_P;2013;600000194;600100713;N2510;11;6;15.08;
HAD_P;2013;600000194;600100713;N3120;;2;0.58;
HAD_P;2013;600000194;600100713;N9999;22;15;32.52;
HAD_P;2013;600000194;600100713;NAUT;1;2;2;
HAD_P;2013;600000194;600100713;Ncoor;2;3;3.8;
HAD_P;2013;600000194;600100713;M9999;;2;0.65;
HAD_P;2013;600003008;600113278;M3050;;1;0.2;
HAD_P;2013;600003008;600113278;M9999;;3;1.5;
HAD_P;2013;600003008;600113278;Mcoor;;2;1.3;
HAD_P;2013;600003008;600113278;N2120;;1;0.8;
HAD_P;2013;600003008;600113278;N2210;5;0;5;250
HAD_P;2013;600003008;600113278;N2410;0;0;;20
HAD_P;2013;600003008;600113278;N2460;0;0;;1
HAD_P;2013;600003008;600113278;N2510;20;22;32;
HAD_P;2013;600003008;600113278;N2710;0;3;1.8;0
HAD_P;2013;600003008;600113278;N3120;1;0;1;
HAD_P;2013;600003008;600113278;N9999;55;29;72;271
HAD_P;2013;600003008;600113278;NAUT;21;1;21.8;0
HAD_P;2013;600003008;600113278;Ncoor;8;2;9.6;
HAD_P;2013;600003008;600113278;M9999;;3;1.5;
HAD_P;2013;600010102;600100721;N2120;1;0;0.88;
HAD_P;2013;600010102;600100721;N2210;9;3;11.1;0
HAD_P;2013;600010102;600100721;N2510;10;2;11.91;
HAD_P;2013;600010102;600100721;N2710;1;0;0.44;0
HAD_P;2013;600010102;600100721;N9999;26;8;29.71;0
HAD_P;2013;600010102;600100721;NAUT;5;3;5.38;0
HAD_P;2013;600010102;600100721;N9999;26;8;29.71;0
HAD_P;2013;610000119;610780165;M9999;0;2;0.84;
HAD_P;2013;610000119;610780165;MAUT;0;1;0.42;
HAD_P;2013;610000119;610780165;Mcoor;0;1;0.42;
HAD_P;2013;610000119;610780165;N2210;1;1;1.8;
HAD_P;2013;610000119;610780165;N2510;5;1;5.31;
HAD_P;2013;610000119;610780165;N9999;7;3;8.91;
HAD_P;2013;610000119;610780165;Ncoor;1;1;1.8;
HAD_P;2013;610000119;610780165;M9999;0;2;0.84;
HAD_P;2013;610004269;610787038;M3050;;;;29
HAD_P;2013;610004269;610787038;M9999;;2;0.28;81
HAD_P;2013;610004269;610787038;MAUT;;;;52
HAD_P;2013;610004269;610787038;Mcoor;;2;0.28;
HAD_P;2013;610004269;610787038;N2210;;5;3.5;35
HAD_P;2013;610004269;610787038;N2410;;;;9
HAD_P;2013;610004269;610787038;N2510;;8;5.48;
HAD_P;2013;610004269;610787038;N9999;1;13;9.98;44
HAD_P;2013;610004269;610787038;Ncoor;1;;1;
HAD_P;2013;610004269;610787038;M9999;;2;0.28;81
HAD_P;2013;610005837;610005811;M3050;;;;34
HAD_P;2013;610005837;610005811;M9999;;1;0.5;64
HAD_P;2013;610005837;610005811;MAUT;;;;30
HAD_P;2013;610005837;610005811;Mcoor;;1;0.5;
HAD_P;2013;610005837;610005811;N2210;;;;79
HAD_P;2013;610005837;610005811;N2410;;;;19
HAD_P;2013;610005837;610005811;N2510;;10;6.6;
HAD_P;2013;610005837;610005811;N3120;;1;0.48;
HAD_P;2013;610005837;610005811;N9999;3;14;10.03;98
HAD_P;2013;610005837;610005811;NAUT;1;3;1.98;
