BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2013;720000033;720000025;1;0;1;9271;7206;14722;1;440000289;490000031;;7848;0;6745;0;899;0;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;30;;;922;6642;0;0;9;3;0;0;7847;0;70;0;;;5;;2.85;;21;13;;;;11;6;;;;26.21;16.88;;;
CANCERO;2013;720000199;720000595;1;0;1;987;81;7758;0;;;;21;0;0;0;14;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;720000231;720000637;0;0;0;359;137;961;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;720000249;720000645;1;0;1;13494;12534;6986;1;;;;13339;0;12509;0;1554;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;35;23;;;1505;14005;0;0;0;0;0;0;11604;0;0;0;3;4;;2;3;5.5;22;18;0;0;4;8;8;2;1;11;28.58;23.89;1.57;0.5;12.32
CANCERO;2013;720000470;610780082;1;0;0;16;4;101;1;;;;9;0;0;0;9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;720001437;720006022;1;0;0;97;40;403;0;720000249;;;76;;34;;15;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;720014729;720002294;0;1;0;0;0;0;;;;;;;;;;;;;4;0;0;1768;39692;;;;1675;;4;1;16;4;4;1;2;2;8;1;12;5.5;2.69;22.26;4.91;8.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;720016179;720016724;1;0;0;177;94;1179;0;720000025;;;108;;77;;15;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;720017748;720000561;1;0;0;1213;365;7205;0;720000249;;;32;0;28;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;730000031;730000015;1;1;1;27882;25971;50205;1;;;;7130;40;6241;41;954;16;2;1;3;0;0;909;18723;106;0;0;917;0;;;14;;8;0;;;14;;6;;;21.31;;10.58;24;27;0;0;1177;8316;0;0;0;32;0;0;6783;0;0;0;;;;;;;25;11;;;3;7;4;;;4;28.5;13.05;;;4.3
CANCERO;2013;730000080;730780103;1;0;1;374;346;350;0;730000015;;;366;5;345;11;51;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;401;0;0;0;0;0;0;0;0;0;0;;;1;1;0.1;0.6;3;;;;1;1;1;1;;;3.5;0.5;0.1;;1
CANCERO;2013;730000098;730780111;1;0;0;665;618;1055;1;;;;664;0;618;0;93;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;730000262;730002839;1;0;0;410;313;820;0;730000031;730004298;;342;0;295;0;54;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;730004298;730010048;1;0;1;6287;5250;7842;1;;;;5175;0;5033;0;544;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;5033;0;0;0;5;0;0;0;0;0;0;2;;;4;2;0.35;2;;;;1;3;;1;1;;4;;0.1;0.1;1
CANCERO;2013;740000237;740781133;1;1;1;18235;16324;43527;1;;;;7312;130;6235;133;970;17;6;0;2;1;;931;20185;116;0;0;924;0;3;2;6;0;3;0;3;0;2;0;0;5.17;2;6.66;0;2.81;15;15;;;911;7017;0;0;3;1;0;0;4460;0;9;0;0;3;0;1;0;2.77;11;9;0;0;2;8;2;1;0;4;16.43;10.02;0.65;0;4.67
CANCERO;2013;740000302;740781216;1;0;0;489;389;747;1;;;;415;24;379;28;50;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;740000328;740790381;1;0;0;2956;2232;5478;1;;;;2497;41;2128;46;337;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;740001912;740012653;0;1;0;22330;22330;22330;;;;;;;;;;;;;2;0;;911;22020;;;;834;;2;1;4;;3;;;2;4;2;1;2;2;7.8;1;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;740014345;740000617;1;0;1;2865;2285;4155;1;;;;2428;0;2228;0;247;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2105;0;0;0;0;0;0;0;0;0;0;;;3;1;1.5;0.5;;;;;;5;0;;;;4;;;;
CANCERO;2013;740780192;740780168;1;0;1;2221;1736;12467;1;;;;2199;0;1731;0;342;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;85;10;0;0;767;1895;0;0;0;0;0;0;19820;0;0;0;;2;;1;;2.32;21;15;0;1;21;13;5;1;0;11;30.49;18.06;0.8;1;27.54
CANCERO;2013;740780416;740000112;0;0;0;890;319;3779;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;740780424;740000120;1;0;1;5251;4657;3612;1;;;;4879;0;4570;0;506;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;4554;0;0;0;0;0;0;0;0;0;0;1;5;;4;1;7;1;1;;;;3;0;1;1;1;2.08;1;0.3;0.1;0.8
CANCERO;2013;740781141;740790258;1;0;0;2499;2080;4116;1;;;;2201;26;2061;97;322;13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;740781224;740001839;1;0;0;423;123;2240;0;;;;73;0;66;0;12;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750000499;750140014;1;1;0;380;34;2870;0;750712184;;;5;;3;;5;;0;;0;;;0;0;138;0;0;128;0;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750000523;750150120;1;0;1;8020;6155;11164;1;;;;7069;0;6041;0;755;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;22;;;1866;6586;0;0;1;1;0;0;10919;0;1;0;7;;1;;7.99;;16;8;1;;9;1;;;;4;7.63;8.2;1.61;;17.91
CANCERO;2013;750000549;750150229;0;0;0;384;88;2611;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750042459;750712341;1;0;0;0;0;0;0;;;;0;20;0;37;0;11;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750100018;750712184;1;0;1;865;153;4400;1;;;;865;;254;;191;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;1;;;850;162;0;0;0;0;0;0;4193;0;0;0;3;;;;3;;15;10;;;;;;1;;3;15;10;0.8;;2
CANCERO;2013;750100042;750712184;1;0;0;1016;30;9746;1;;;;76;;1;;70;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750100075;750712184;1;1;1;48566;40937;103539;1;;;;25129;;20078;;3662;;33;;3;0;2;959;18566;313;290;238;1065;417;8;5;18;2;10;5;;1;1;;3;7.54;5.86;16.49;2;12.46;37;27;;;3673;24217;0;0;75;290;0;0;19846;0;341;0;22;;;;20.3;;59;33;1;;8;5;1;1;;2;63.2;32.9;1.49;;8.01
CANCERO;2013;750100091;750712184;1;0;1;16515;13223;35133;1;;;;14073;;11653;;1569;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;41;;;2491;16635;0;0;1;5;0;0;16580;0;4;0;9;15;2;;8.7;14;133;80;4;1;17;1;3;;;;132.73;78.4;3.8;1;16.58
CANCERO;2013;750100109;750712184;1;1;1;2387;1653;7985;1;;;;2220;;1521;;6;;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;8;;;610;2699;0;0;596;2597;0;0;2135;0;2094;0;11;5;3;;9.5;4;58;29;2;;4;;;;;;57.3;27;2;;4
CANCERO;2013;750100125;750712184;1;1;1;45888;39078;95234;1;;;;21406;;18459;;2531;;1;;3;0;6;804;16499;1178;56;385;1334;399;7;24;;4;6;0;;;;2;4;6.86;24;;5.6;9.08;56;54;;;3171;21175;0;0;6;20;0;0;17417;0;12;0;11;;;2;10.68;1.22;85;59;1;1;14;;;2;2;3;83.76;58.6;1.82;2.36;16.11
CANCERO;2013;750100166;750712184;1;0;1;6302;5715;9966;1;;;;4363;;4055;;716;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;17;;;957;8866;0;0;7;2;0;0;4993;0;84;0;11;8;1;6;7.73;5.88;33;15;2;;3;4;2;1;;;36.2;16.6;2.8;;3
CANCERO;2013;750100208;750712184;1;0;0;3736;2675;9301;1;;;;2604;;2097;;489;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750100232;750712184;1;1;1;3039;1574;13026;1;;;;2034;;1462;;415;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2067;0;0;0;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750100273;750712184;1;1;1;33050;30126;65181;1;;;;12641;;11519;;1642;;2;;3;0;5;970;17568;286;0;75;1002;69;7;4;19;3;2;0;2;;;;;9;4;17;1.8;2;59;38;;;1181;11615;0;0;0;21;0;0;11366;0;0;0;16;5;3;;15.8;4.5;60;49;4;2;16;;;;;1;58.61;48.14;2.15;2;15.36
CANCERO;2013;750120016;750821092;1;1;1;14192;13232;29695;1;;;;2831;0;2384;0;386;0;0;0;2;0;2;527;10220;229;9;18;545;9;3;3;10;0;;0;;;;;;3;3;10;0;;27;10;;;820;2892;0;0;0;0;0;0;5533;0;0;0;4;;;;2.83;;15;14;;;;;;;;;15;14;;;
CANCERO;2013;750150104;750720476;1;0;1;6087;3951;15419;1;;;;4285;0;3938;0;530;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;;;452;3906;0;0;0;0;0;0;2778;0;0;0;3;;1;;3.2;0.12;9;5;;;;2;;;;;8.57;3.31;;0.4;
CANCERO;2013;750150237;750006728;0;0;0;369;11;3992;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750150252;750720575;1;0;0;27;0;282;0;;;;10;0;0;0;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750150260;750006728;1;0;1;5177;4248;4910;1;;;;4362;0;4245;0;502;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;11;;;493;4246;0;0;0;0;0;0;3744;0;0;0;2;;3;;4.34;;11;4;1;;6;;;1;;;12.8;5.98;0.63;;6.31
CANCERO;2013;750160012;750813321;1;1;1;77296;71467;121200;1;;;;24677;0;21804;0;2803;0;226;0;7;0;7;2086;49168;479;0;206;2142;189;12;7;43;4;15;67;7;1;11;1;7;13.14;8.63;51.85;6.55;21.92;87;34;80;6;4336;23798;4635;4159;1184;1517;11;1332;21531;19362;4378;41;14;21;10;22;21.07;31.54;121;46;3;5;52;70;13;8;1;47;174.12;57.06;7.15;5.87;96.96
CANCERO;2013;750300014;750000564;1;0;0;30;21;11;0;505393280;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300071;750000598;0;0;0;725;444;2048;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300097;750813305;0;0;0;123;115;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300121;750052037;1;0;0;6486;5404;4297;1;;;;5294;0;5285;0;500;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300154;750000671;0;0;0;588;160;2545;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300360;750026569;1;1;1;6012;5497;3364;1;;;;4867;0;5173;0;441;0;0;0;2;0;0;1155;16206;;0;;619;;;3;8;2;7;;7;;3;;1;1.7;3;10.4;2;7.8;10;34;95;;348;4690;7104;;0;0;0;0;0;0;0;0;;2;;;;2;22;12;1;;6;5;;1;1;2;25;12;1.6;0.65;6.8
CANCERO;2013;750300493;750000796;0;0;0;31;2;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300550;750000812;0;0;0;779;604;192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300592;750000820;0;0;0;111;13;722;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300766;920028180;1;0;1;4045;3453;4289;1;;;;3300;0;3236;0;276;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;10;;;440;3236;0;0;0;0;0;0;5025;0;0;0;;;3;2;1;1;8;6;;;2;;;1;;;8;6;0.91;;2
CANCERO;2013;750300840;750000903;0;0;0;232;72;504;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300881;750000937;0;0;0;442;267;426;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750300915;750000960;0;0;0;213;33;817;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;750301137;750001034;1;0;1;4019;3680;3052;1;;;;3719;0;3645;0;337;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;3646;0;0;0;0;0;0;0;0;0;0;5;;;;5;;3;;;;;;;;;;2.8;;;;
CANCERO;2013;750301145;750001042;1;0;1;2517;2441;1360;1;;;;1364;0;2316;0;195;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;633;0;0;0;0;0;0;0;0;0;0;;;3;;1.4;;4;;;;;;;;1;;4;;;0.5;
CANCERO;2013;750803447;750712184;1;1;1;42849;39753;79743;1;;;;13944;;12909;;1656;;1;;3;0;3;1057;24555;215;122;25;1139;75;0;5;22;0;3;0;7;0;3;3;4;3.9;5;24;2;4.4;47;40;0;;1901;12461;0;0;1;0;0;0;14022;0;3;0;18;;;;13.8;;51;29;0;2;12;;;12;;;49.9;29;4.26;2;12
CANCERO;2013;750803454;750712184;1;0;1;1124;559;10880;1;;;;928;;443;;1;;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;1;;449;2758;61;;449;2;61;;1205;130;1205;130;0;4;;;;0.5;11;3;2;2;7;;;;;;6.7;0.7;0.3;0.3;1.1
CANCERO;2013;750806226;750712184;1;0;0;0;0;0;0;;;;0;3081;0;3321;0;529;0;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760000018;760780023;1;0;1;1996;1589;3795;1;;;;1738;;1550;;251;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;1944;0;0;0;1;0;0;0;0;0;0;;1;1;;0.4;1;4;2;0;0;1;1;1;0;0;0;3.28;2;0;0;0.53
CANCERO;2013;760000158;760780239;1;0;1;8755;5973;26694;1;;;;6650;0;5601;0;962;0;87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;23;;;572;5050;0;0;548;1291;0;0;2198;0;2087;0;;;;;;;25;15;1;;9;9;5;;;;32.08;18.17;1;;9.16
CANCERO;2013;760000166;760780247;1;1;1;56138;53805;112551;1;;;;14946;;13359;;1843;;4;;5;0;3;1908;37863;393;0;125;1904;123;5;4;18;4;11;10;2;1;10;;5;5.37;4.47;23.34;3.99;13.05;81;36;37;8;2047;16799;1659;1072;6;35;2;7;17035;8798;12;7;8;5;2;5;8.67;6.31;103;53;1;2;40;32;9;2;;18;119.36;58.38;2.53;1.97;46.16
CANCERO;2013;760000364;760780734;1;0;1;1392;1362;228;0;760780791;;;1391;;1363;;69;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1372;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
CANCERO;2013;760000372;760780742;1;0;1;669;638;382;1;;;;667;;637;;46;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;633;0;0;0;0;0;0;0;0;0;0;;;2;;0.2;;1;;;;;;;;;;1;;;;
CANCERO;2013;760000463;760024042;1;0;0;1982;1380;4000;1;;;;1614;5;1341;6;237;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760021329;760000448;1;0;1;5460;4687;7092;1;;;;4706;0;4600;0;587;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;0;4735;0;0;0;0;0;0;0;0;0;0;2;19;;;2;19;14;9;;;;12;4;1;1;1;18.06;9.78;0.6;0.25;0.1
CANCERO;2013;760025312;760000315;1;0;1;6454;5612;26663;1;;;;2425;0;5286;0;455;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760027292;760027300;1;0;0;1319;1149;1575;1;;;;1039;0;1017;0;104;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760028985;760012039;0;1;0;1;1;260;0;;;;;;;;;;;;2;0;2;25415;25405;;;10;1040;10;2;2;10;2;4;;1;;2;;1;2.6;2;11.2;2;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760028993;760921429;0;1;0;27765;27765;251;0;;;;;;;;;;;;3;0;0;;27765;;0;;1214;;2;3;16;2;6;;2;0;1;1;4;3.5;3;16.8;2.8;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760780197;760000117;1;0;0;529;423;582;0;760027292;;;402;0;315;0;54;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760780205;760000125;0;0;0;595;274;1004;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760780510;760000257;1;0;1;2611;1774;5825;1;;;;1783;0;1673;0;177;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;1673;0;0;0;0;0;0;0;0;0;0;;;;4;;4;2;;;;;2;;1;;;2.9;;0.3;;
CANCERO;2013;760780619;760000307;1;1;1;6490;6113;33047;1;;;;3276;0;5906;0;707;0;0;0;;;;0;0;15;0;0;15;0;;;;;;0;;;;;;;;;;;20;25;;17;0;1533;0;0;0;0;0;0;0;0;0;0;4;1;;;;;1;;;;;;;1;;;;;0.8;;
CANCERO;2013;760780783;760000406;0;0;0;68;14;364;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760780791;760000414;1;1;1;6660;5511;8569;1;;;;5789;0;5162;0;622;0;0;0;2;0;2;0;0;9;0;2;8;2;;;;;;0;1;;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760780825;760000430;0;0;0;151;46;923;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760783522;760780239;1;0;0;576;320;1689;1;;;;525;0;314;0;106;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;760805770;760780726;1;0;1;4330;3082;9007;1;;;;3921;0;2907;0;496;0;19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;327;1151;0;0;0;0;0;0;3586;0;0;0;2;;1;;2.05;;6;6;1;1;4;5;5;0;0;3;9.02;8.43;0.13;0.34;4.03
CANCERO;2013;760921809;760000273;1;0;0;2969;2444;4449;1;;;;2331;0;2309;0;212;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770000131;770110013;1;0;0;1530;1246;2602;1;;;;1474;;1225;;181;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770000149;770110021;1;0;0;2371;2019;3409;1;;;;2218;;2011;;209;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770000156;770110054;1;0;0;1111;935;1333;1;;;;1064;;911;;156;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770000164;770110062;1;0;0;1248;1118;1383;1;;;;1166;3;1110;5;125;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770000172;770110070;1;0;1;504;408;992;1;770000313;;;407;;389;;63;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;379;0;0;0;0;0;0;0;0;0;0;;;1;;0.98;;3;1;;;;;;1;;2;0.93;1;0.13;;1.3
CANCERO;2013;770000214;770130052;1;0;0;352;239;667;0;770000149;;;352;;239;;46;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770000446;770700185;1;0;1;4493;3559;8994;1;;;;4061;0;3492;0;477;0;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;28;;7;2;10.45;;;;;;;;;;;;;;;
CANCERO;2013;770003788;770003739;0;1;0;739;739;739;;;;;;;;;;;;;2;;0;56897;15697;;;;739;;1;2;6;1;3;0;3;1;6;0;2;2.1;2.7;9.5;1;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770019032;770170017;1;1;1;4443;4014;5306;1;;;;4007;;3883;;423;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;;;386;3901;0;0;0;0;0;0;4192;0;0;0;4;;1;;4.25;;11;12;;;3;2;;1;;;12.46;11.5;0.38;;2.99
CANCERO;2013;770150019;770019792;1;1;1;17776;16978;39657;1;;;;2852;0;2206;0;420;0;0;0;2;;;651;14118;408;0;0;667;0;4;3;8;3;4;0;1;0;0;0;0;3.31;3.09;8.65;3;4.08;20;15;;;878;2253;0;0;0;0;0;0;6538;0;0;0;1;;1;;0.93;;26;25;0;0;15;8;1;0;0;9;28.4;19.23;0;0;17.42
CANCERO;2013;770300010;770004299;1;0;0;1208;952;1873;1;;;;894;0;888;0;103;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770300143;770000362;1;0;0;5175;4726;36743;1;;;;3274;0;4641;0;464;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770300192;770000313;0;0;0;122;30;717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770300275;770000354;1;0;1;2261;1846;2250;1;;;;1744;0;1744;0;140;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;1744;;;;;;;;;;;0;;2;;1.2;;1;;;;;2;;1;;;2;;0.5;;
CANCERO;2013;770300283;770000362;0;0;0;265;45;1622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;770790707;770000719;0;0;0;183;25;1643;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
